timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-22T09:41:46,11.36,22.05,16536.72,18729.85,-24.40,-45.40,51.33,1108.09,20.27,1971.96,3.96,6.71,0.9758,2213.8693,19.0000,57.07,19.50,983.53
2023-12-22T09:41:51,38.64,74.99,16522.30,18712.34,-30.04,-55.89,51.03,1106.25,20.33,1968.57,3.26,5.41,0.8768,1989.2888,19.0000,56.97,19.52,983.53
2023-12-22T09:41:56,38.64,74.99,16541.52,18733.53,-16.89,-31.42,50.74,1106.38,20.38,1968.73,2.25,3.38,0.7160,1624.2605,19.0000,56.97,19.54,983.57
2023-12-22T09:42:01,42.21,81.91,16536.72,18726.79,-26.28,-48.89,50.60,1106.48,20.43,1968.78,1.88,2.66,0.6020,1365.7420,19.0000,56.91,19.56,983.57
2023-12-22T09:42:06,42.21,81.91,16512.68,18698.76,-30.98,-57.63,50.55,1105.20,20.48,1966.41,1.64,2.24,0.5304,1203.2447,20.0000,56.97,19.57,983.56
2023-12-22T09:42:11,45.45,88.19,16546.33,18735.85,-22.52,-41.89,50.55,1106.98,20.51,1969.48,1.43,1.86,0.4865,1103.6342,20.0000,57.07,19.59,983.57
2023-12-22T09:42:16,49.35,95.76,16555.94,18746.48,-22.52,-41.89,50.45,1107.06,20.57,1969.58,1.37,1.79,0.4469,1013.7565,20.0000,56.90,19.60,983.59
2023-12-22T09:42:21,42.53,82.51,16541.52,18726.41,-9.37,-17.42,50.25,1107.55,20.63,1970.06,1.37,1.80,0.4160,943.4784,20.0000,56.86,19.62,983.46
2023-12-22T09:42:26,52.60,102.04,16512.68,18693.49,-18.77,-34.90,50.03,1109.91,20.63,1974.23,1.23,1.60,0.3931,891.3886,20.0000,56.69,19.63,983.48
2023-12-22T09:42:31,46.10,89.42,16541.52,18723.58,-9.84,-18.30,49.89,1109.66,20.67,1973.52,1.14,1.46,0.3742,848.4359,20.0000,56.72,19.65,983.42
2023-12-22T09:42:36,42.53,82.50,16555.94,18741.41,-14.54,-27.04,49.71,1112.24,20.71,1978.26,1.36,1.83,0.3607,817.8381,20.0000,56.61,19.67,983.56
2023-12-22T09:42:41,39.28,76.20,16543.93,18726.96,-14.54,-27.04,49.63,1111.99,20.74,1977.73,1.45,1.92,0.3463,785.1628,21.0000,56.38,19.68,983.55
2023-12-22T09:42:46,32.79,63.61,16553.54,18737.68,-5.62,-10.45,49.35,1111.79,20.82,1977.36,1.56,2.05,0.3339,757.1702,21.0000,56.15,19.69,983.58
2023-12-22T09:42:51,42.86,83.13,16543.93,18725.50,-1.39,-2.58,49.17,1107.92,20.84,1970.35,1.62,2.11,0.3240,734.6632,21.0000,56.10,19.71,983.58
2023-12-22T09:42:56,42.86,83.12,16529.51,18706.84,-23.93,-44.49,49.05,1105.65,20.85,1966.05,1.55,2.01,0.3158,715.8782,21.0000,56.04,19.72,983.49
2023-12-22T09:43:01,49.68,96.34,16539.12,18715.48,-15.01,-27.90,48.95,1102.66,20.91,1960.51,1.53,2.01,0.3081,698.4102,21.0000,55.93,19.73,983.40
2023-12-22T09:43:06,56.17,108.92,16505.47,18676.55,-28.16,-52.34,48.84,1101.31,20.94,1958.02,1.42,1.84,0.3025,685.6797,21.0000,56.00,19.75,983.42
2023-12-22T09:43:11,46.43,90.03,13332.79,15085.72,-6.09,-11.32,48.84,1097.03,20.96,1950.30,1.41,1.84,0.2968,672.6547,21.0000,56.02,19.76,983.40
2023-12-22T09:43:16,49.68,96.33,10112.05,11441.59,-1.86,-3.46,48.88,1096.17,20.99,1948.77,1.32,1.73,0.2920,661.8124,21.0000,56.02,19.78,983.48
2023-12-22T09:43:21,39.61,76.80,7939.24,8982.70,-1.86,-3.46,48.89,1096.02,21.02,1948.43,1.25,1.65,0.2879,652.5984,21.0000,55.98,19.79,983.47
2023-12-22T09:43:26,49.68,96.32,6429.82,7274.45,2.84,5.28,48.81,1095.88,21.03,1948.06,1.23,1.61,0.2833,642.0734,21.0000,56.09,19.81,983.47
2023-12-22T09:43:31,52.92,102.59,5367.45,6071.90,-1.86,-3.46,48.82,1095.83,21.09,1947.76,1.27,1.66,0.2805,635.5383,21.0000,56.23,19.82,983.41
2023-12-22T09:43:36,52.92,102.59,4622.35,5229.03,-1.86,-3.46,48.81,1094.81,21.10,1945.97,1.28,1.67,0.2768,627.2923,21.0000,56.19,19.83,983.44
2023-12-22T09:43:41,46.43,90.02,4064.73,4598.78,7.06,13.12,48.79,1096.16,21.12,1948.61,1.25,1.64,0.2736,620.0731,22.0000,56.20,19.85,983.63
2023-12-22T09:43:46,49.68,96.31,3627.29,4103.20,7.06,13.12,48.70,1096.54,21.18,1948.96,1.25,1.62,0.2705,612.8910,22.0000,56.15,19.86,983.50
2023-12-22T09:43:51,59.74,115.79,3281.18,3711.28,11.29,20.98,48.69,1097.48,21.18,1950.43,1.41,1.85,0.2679,606.9011,22.0000,56.26,19.87,983.43
2023-12-22T09:43:56,56.50,109.51,2987.94,3379.57,7.06,13.12,48.72,1098.76,21.20,1952.68,1.61,2.11,0.2659,602.5388,22.0000,56.27,19.89,983.49
2023-12-22T09:44:01,42.86,83.08,2788.45,3154.15,-7.03,-13.06,48.67,1100.63,21.22,1956.14,1.70,2.20,0.2640,598.3035,22.0000,56.23,19.90,983.59
2023-12-22T09:44:06,46.10,89.36,2596.17,2936.59,7.06,13.12,48.64,1103.31,21.26,1960.85,1.75,2.29,0.2623,594.2963,22.0000,56.29,19.91,983.60
2023-12-22T09:44:11,52.92,102.56,2423.11,2740.46,15.99,29.71,48.68,1105.09,21.30,1963.76,1.76,2.31,0.2599,588.7825,22.0000,56.36,19.93,983.53
2023-12-22T09:44:16,39.61,76.76,2300.53,2601.65,11.29,20.97,48.65,1107.02,21.30,1967.05,1.87,2.46,0.2582,584.9846,22.0000,56.21,19.94,983.50
2023-12-22T09:44:21,43.18,83.68,2156.32,2438.58,11.29,20.97,48.51,1108.78,21.36,1970.18,1.94,2.54,0.2570,582.1220,22.0000,56.14,19.96,983.57
2023-12-22T09:44:26,42.86,83.06,2043.35,2310.69,7.06,13.11,48.43,1110.02,21.36,1972.28,1.93,2.52,0.2551,577.7703,22.0000,56.09,19.97,983.55
2023-12-22T09:44:31,46.43,89.97,1942.40,2196.36,7.06,13.11,48.35,1110.09,21.37,1972.24,1.86,2.44,0.2535,574.3096,22.0000,55.99,19.99,983.54
2023-12-22T09:44:36,46.43,89.96,1851.07,2093.00,11.29,20.97,48.24,1110.00,21.40,1971.99,1.70,2.21,0.2524,571.7078,22.0000,55.98,20.00,983.53
2023-12-22T09:44:41,46.43,89.96,1769.35,2000.46,6.59,12.24,48.23,1110.33,21.43,1972.45,1.53,2.00,0.2513,569.0900,22.0000,56.01,20.01,983.50
2023-12-22T09:44:46,46.43,89.95,1723.68,1948.66,6.59,12.24,48.24,1110.28,21.46,1972.20,1.45,1.90,0.2494,564.8472,22.0000,56.01,20.03,983.48
2023-12-22T09:44:51,46.43,89.94,1622.73,1834.34,2.37,4.40,48.18,1110.79,21.49,1972.90,1.58,2.07,0.2484,562.5815,23.0000,55.93,20.04,983.41
2023-12-22T09:44:56,46.75,90.56,1560.24,1763.64,1.90,3.53,48.06,1109.23,21.50,1970.05,1.77,2.32,0.2473,560.0200,22.0000,55.59,20.06,983.44
2023-12-22T09:45:01,46.75,90.56,1478.52,1671.28,10.82,20.09,47.84,1106.95,21.53,1966.02,1.81,2.36,0.2460,557.1484,23.0000,55.43,20.06,983.45
2023-12-22T09:45:06,46.43,89.93,1416.03,1600.48,-7.03,-13.05,47.63,1103.91,21.54,1960.43,1.61,2.10,0.2447,554.0723,23.0000,55.35,20.08,983.42
2023-12-22T09:45:11,39.93,77.33,1365.55,1543.14,1.90,3.53,47.57,1098.42,21.57,1950.30,1.37,1.79,0.2438,551.8631,23.0000,55.26,20.09,983.27
2023-12-22T09:45:16,46.75,90.54,1303.06,1472.60,6.59,12.23,47.44,1088.54,21.60,1932.86,1.25,1.64,0.2432,550.4710,23.0000,55.23,20.11,983.39
2023-12-22T09:45:21,43.18,83.62,1276.62,1442.73,19.74,36.64,47.42,1068.61,21.60,1897.50,1.16,1.52,0.2425,548.9343,23.0000,55.19,20.12,983.43
2023-12-22T09:45:26,39.93,77.33,1242.97,1404.63,15.52,28.81,47.37,1045.16,21.61,1855.75,1.21,1.59,0.2417,547.2387,23.0000,55.10,20.14,983.45
2023-12-22T09:45:31,39.61,76.70,1175.67,1328.53,1.90,3.53,47.27,1032.03,21.64,1832.38,1.20,1.58,0.2407,544.9655,23.0000,55.02,20.15,983.45
2023-12-22T09:45:36,39.93,77.32,1122.79,1268.65,15.52,28.81,47.22,1024.36,21.67,1818.57,1.17,1.53,0.2398,542.8153,23.0000,55.07,20.16,983.38
2023-12-22T09:45:41,39.93,77.30,1132.41,1279.27,6.59,12.23,47.24,1022.46,21.71,1814.87,1.22,1.60,0.2392,541.3281,23.0000,55.04,20.18,983.26
2023-12-22T09:45:46,39.93,77.30,1062.70,1200.51,6.59,12.23,47.13,1023.30,21.71,1816.34,1.29,1.70,0.2387,540.2231,23.0000,54.94,20.19,983.28
2023-12-22T09:45:51,39.93,77.30,1062.70,1200.47,6.59,12.23,47.09,1023.11,21.73,1815.95,1.26,1.66,0.2383,539.2724,23.0000,54.90,20.20,983.29
2023-12-22T09:45:56,39.93,77.29,1021.84,1154.23,24.44,45.35,47.03,1025.96,21.77,1820.87,1.38,1.83,0.2378,538.0738,23.0000,54.86,20.21,983.25
