timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2024-01-06T00:00:02,40.82,79.01,992.83,1121.41,19.71,36.57,41.26,1179.67,24.07,2093.58,11.6,26173.8,29.0,0.85,0.86,2.3606,5341.2666,30.0000,51.91,22.31,990.25
2024-01-06T00:00:07,32.54,62.98,1062.20,1199.72,20.64,38.29,41.22,1180.68,24.07,2095.30,11.6,26168.6,29.0,0.83,0.83,2.3606,5341.0641,30.0000,51.90,22.32,990.25
2024-01-06T00:00:12,25.70,49.75,1036.77,1171.07,29.03,53.86,41.21,1181.05,24.08,2096.07,11.6,26173.6,30.0,0.83,0.84,2.3606,5341.3689,30.0000,51.90,22.32,990.30
2024-01-06T00:00:18,41.18,79.71,1006.70,1137.06,28.57,53.01,41.24,1180.81,24.08,2095.56,11.6,26166.0,29.0,0.87,0.88,2.3606,5341.1499,30.0000,51.91,22.32,990.26
2024-01-06T00:00:23,30.02,58.11,1009.02,1139.70,33.23,61.65,41.26,1180.75,24.07,2095.51,11.6,26156.0,29.0,0.84,0.84,2.3606,5341.2837,30.0000,51.91,22.32,990.29
2024-01-06T00:00:28,33.26,64.38,1022.89,1155.33,29.03,53.86,41.22,1180.77,24.08,2095.47,11.6,26157.2,29.0,0.73,0.74,2.3606,5341.1165,30.0000,51.91,22.32,990.26
2024-01-06T00:00:34,25.70,49.74,1002.08,1131.81,29.03,53.86,41.21,1180.55,24.07,2095.04,11.6,26155.0,29.0,0.70,0.70,2.3606,5341.0275,30.0000,51.90,22.32,990.24
2024-01-06T00:00:39,36.86,71.35,1027.52,1160.58,11.32,21.00,41.21,1180.53,24.05,2095.06,11.6,26153.0,29.0,0.62,0.62,2.3606,5341.1731,30.0000,51.91,22.32,990.27
2024-01-06T00:00:44,21.73,42.06,1029.83,1163.21,20.18,37.44,41.20,1180.18,24.07,2094.50,11.6,26150.1,29.0,0.47,0.47,2.3606,5341.2989,30.0000,51.91,22.31,990.26
2024-01-06T00:00:50,33.26,64.38,1018.27,1150.18,29.03,53.86,41.27,1179.89,24.04,2094.04,11.6,26151.5,29.0,0.44,0.44,2.3606,5341.4225,30.0000,51.91,22.31,990.28
2024-01-06T00:00:55,36.86,71.35,1006.70,1137.09,20.18,37.44,41.25,1180.25,24.07,2094.63,11.6,26148.1,29.0,0.43,0.44,2.3606,5341.3248,30.0000,51.91,22.31,990.26
2024-01-06T00:01:00,25.70,49.75,1041.39,1176.29,24.84,46.09,41.22,1180.37,24.08,2094.87,11.6,26137.8,29.0,0.59,0.60,2.3606,5341.3949,30.0000,51.91,22.31,990.27
2024-01-06T00:01:06,36.86,71.35,1027.52,1160.64,33.69,62.51,41.23,1180.25,24.05,2094.70,11.5,26130.9,29.0,0.56,0.56,2.3606,5341.4732,30.0000,51.91,22.31,990.29
2024-01-06T00:01:11,22.09,42.76,1027.52,1160.63,33.69,62.51,41.21,1179.97,24.07,2094.18,11.6,26134.7,29.0,0.54,0.55,2.3606,5341.4111,30.0000,51.92,22.31,990.28
2024-01-06T00:01:16,25.70,49.75,1034.45,1168.48,24.84,46.09,41.26,1180.57,24.07,2095.28,11.5,26131.9,29.0,0.59,0.59,2.3606,5341.5390,30.0000,51.92,22.31,990.30
2024-01-06T00:01:22,40.82,79.01,1027.52,1160.62,15.98,29.65,41.25,1180.61,24.05,2095.30,11.5,26122.5,29.0,0.66,0.66,2.3606,5341.3755,30.0000,51.92,22.31,990.27
2024-01-06T00:01:27,25.70,49.75,1018.27,1150.20,29.03,53.86,41.21,1181.07,24.05,2096.17,11.5,26129.6,29.0,0.72,0.72,2.3606,5341.5217,30.0000,51.91,22.31,990.30
2024-01-06T00:01:33,36.86,71.35,1062.20,1199.80,20.18,37.44,41.23,1180.85,24.02,2095.74,11.6,26136.7,29.0,0.75,0.75,2.3606,5341.4252,30.0000,51.92,22.31,990.28
2024-01-06T00:01:38,40.46,78.32,1039.08,1173.68,20.18,37.44,41.23,1180.81,24.07,2095.65,11.5,26124.5,29.0,0.72,0.73,2.3606,5341.3987,30.0000,51.92,22.31,990.27
2024-01-06T00:01:43,40.46,78.32,1055.27,1192.01,20.18,37.44,41.26,1181.35,24.05,2096.69,11.5,26120.0,29.0,0.73,0.74,2.3606,5341.5713,30.0000,51.92,22.31,990.31
2024-01-06T00:01:49,26.06,50.45,1029.83,1163.29,24.84,46.09,41.23,1182.12,24.05,2098.07,11.5,26123.2,29.0,0.74,0.74,2.3606,5341.6441,30.0000,51.92,22.31,990.32
2024-01-06T00:01:54,33.26,64.38,1039.08,1173.72,29.50,54.74,41.25,1182.30,24.05,2098.37,11.5,26122.2,29.0,0.80,0.80,2.3606,5341.5780,30.0000,51.92,22.30,990.27
2024-01-06T00:01:59,25.70,49.75,1025.20,1158.03,15.98,29.65,41.22,1181.92,24.05,2097.68,11.5,26116.6,29.0,1.03,1.04,2.3606,5341.5230,30.0000,51.92,22.30,990.26
