timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-04T00:00:04,40.58,80.00,79.66,91.64,27.26,51.51,38.90,619.11,23.29,1119.04,1.17,1.17,0.1844,424.9250,27.0000,46.04,21.70,1006.45
2023-12-04T00:00:09,30.19,59.52,110.90,127.58,32.42,61.26,38.93,618.82,23.26,1118.51,1.17,1.17,0.1844,424.9860,27.0000,46.04,21.71,1006.48
2023-12-04T00:00:14,40.58,80.00,98.88,113.75,23.03,43.52,38.97,618.58,23.27,1118.11,1.18,1.18,0.1846,425.3519,27.0000,46.05,21.71,1006.52
2023-12-04T00:00:19,26.94,53.11,115.71,133.11,23.50,44.41,38.93,618.32,23.27,1117.57,1.20,1.20,0.1845,425.1544,27.0000,46.04,21.71,1006.46
2023-12-04T00:00:24,37.01,72.96,89.27,102.69,32.42,61.26,38.97,618.85,23.29,1118.54,1.28,1.28,0.1845,425.2070,27.0000,46.04,21.71,1006.46
2023-12-04T00:00:29,40.26,79.37,120.52,138.64,27.73,52.40,38.92,618.66,23.27,1118.24,1.34,1.34,0.1844,424.9601,27.0000,46.04,21.71,1006.50
2023-12-04T00:00:34,40.26,79.36,86.87,99.93,23.03,43.52,38.94,618.62,23.26,1118.09,1.34,1.34,0.1845,425.1305,27.0000,46.04,21.72,1006.47
2023-12-04T00:00:39,33.44,65.92,94.08,108.23,18.80,35.52,38.90,618.22,23.26,1117.42,1.35,1.35,0.1845,425.2076,27.0000,46.04,21.71,1006.48
2023-12-04T00:00:44,40.26,79.37,125.32,144.16,18.80,35.52,38.96,618.40,23.29,1117.75,1.36,1.36,0.1845,425.2504,27.0000,46.03,21.71,1006.48
2023-12-04T00:00:49,33.44,65.92,125.32,144.17,9.88,18.67,38.92,618.46,23.27,1117.91,1.38,1.38,0.1845,425.1583,27.0000,46.04,21.71,1006.52
2023-12-04T00:00:54,40.26,79.37,103.69,119.28,18.80,35.52,38.94,617.87,23.27,1116.77,1.28,1.28,0.1845,425.1362,27.0000,46.03,21.70,1006.44
2023-12-04T00:00:59,34.09,67.21,82.06,94.40,23.03,43.52,38.97,617.86,23.27,1116.81,1.15,1.15,0.1845,425.1842,27.0000,46.04,21.70,1006.49
2023-12-04T00:01:04,37.34,73.61,62.83,72.28,36.18,68.37,38.94,618.26,23.27,1117.55,1.11,1.11,0.1846,425.3114,27.0000,46.03,21.70,1006.49
2023-12-04T00:01:09,43.83,86.41,50.81,58.45,14.58,27.55,38.93,618.07,23.29,1117.16,1.08,1.08,0.1844,425.0105,27.0000,46.03,21.71,1006.50
2023-12-04T00:01:14,43.83,86.40,70.04,80.57,27.26,51.51,38.93,618.13,23.26,1117.26,1.09,1.09,0.1844,424.8321,27.0000,46.02,21.71,1006.48
2023-12-04T00:01:19,40.58,80.00,103.69,119.28,31.95,60.38,38.94,618.52,23.27,1118.00,1.04,1.04,0.1844,424.8791,27.0000,46.03,21.70,1006.48
2023-12-04T00:01:24,47.40,93.45,77.25,88.87,27.26,51.51,38.93,619.27,23.29,1119.35,1.13,1.13,0.1843,424.7618,27.0000,46.03,21.70,1006.48
