timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-23T00:00:01,37.89,73.11,469.33,528.44,39.11,72.33,45.44,1528.53,23.76,2704.13,2.59,2.61,0.2959,667.4898,28.0000,52.95,22.25,986.92
2023-12-23T00:00:06,20.21,38.99,518.56,583.83,34.82,64.40,45.50,1529.05,23.79,2704.90,2.73,2.75,0.2960,667.6301,28.0000,52.94,22.25,986.86
2023-12-23T00:00:11,44.44,85.74,469.33,528.40,7.63,14.11,45.46,1529.39,23.76,2705.43,2.74,2.76,0.2961,667.6892,28.0000,52.92,22.25,986.84
2023-12-23T00:00:16,34.29,66.16,469.33,528.42,16.69,30.87,45.44,1528.61,23.77,2704.18,2.59,2.62,0.2959,667.4602,28.0000,52.92,22.26,986.92
2023-12-23T00:00:21,24.14,46.58,491.48,553.37,21.46,39.69,45.48,1528.58,23.74,2704.18,2.55,2.57,0.2959,667.2880,28.0000,52.92,22.26,986.94
2023-12-23T00:00:26,31.02,59.85,461.94,520.12,31.00,57.34,45.46,1528.00,23.76,2703.23,2.60,2.62,0.2961,667.8093,28.0000,52.92,22.26,986.97
2023-12-23T00:00:31,31.02,59.85,516.10,581.10,34.82,64.40,45.50,1527.54,23.76,2702.39,2.43,2.46,0.2961,667.7982,28.0000,52.92,22.25,986.92
2023-12-23T00:00:36,30.69,59.22,498.87,561.70,8.11,15.00,45.43,1526.48,23.74,2700.52,2.28,2.31,0.2960,667.6796,28.0000,52.92,22.24,986.89
2023-12-23T00:00:41,37.56,72.47,501.33,564.46,21.46,39.69,45.47,1525.59,23.74,2698.90,2.26,2.28,0.2960,667.5154,28.0000,52.93,22.24,986.87
2023-12-23T00:00:46,34.29,66.16,506.25,570.01,25.76,47.64,45.46,1525.24,23.76,2698.30,2.27,2.29,0.2959,667.4834,28.0000,52.92,22.25,986.92
2023-12-23T00:00:51,37.89,73.10,484.10,545.03,35.30,65.28,45.44,1524.77,23.76,2697.30,2.22,2.24,0.2960,667.6325,28.0000,52.90,22.25,986.85
2023-12-23T00:00:56,27.42,52.90,501.33,564.42,30.53,56.46,45.48,1524.52,23.74,2696.79,2.26,2.29,0.2960,667.6737,28.0000,52.89,22.25,986.83
2023-12-23T00:01:01,41.16,79.41,471.79,531.15,21.46,39.69,45.44,1524.62,23.74,2696.91,2.35,2.38,0.2961,667.7727,28.0000,52.88,22.26,986.84
2023-12-23T00:01:06,34.29,66.15,489.02,550.54,31.00,57.33,45.50,1524.31,23.76,2696.33,2.28,2.30,0.2960,667.5979,28.0000,52.87,22.26,986.83
2023-12-23T00:01:11,30.69,59.21,481.64,542.27,30.53,56.46,45.49,1523.66,23.76,2695.36,2.18,2.20,0.2960,667.6908,28.0000,52.89,22.26,986.89
