timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-15T00:00:04,44.79,88.22,389.27,447.43,33.23,62.74,38.31,1132.49,25.34,2045.28,0.3,763.2,30.0,1.23,1.23,0.2004,461.4714,31.0000,49.85,23.44,1011.56
2023-12-15T00:00:10,40.46,79.70,396.20,455.41,24.84,46.90,38.28,1132.09,25.34,2044.57,0.3,760.6,30.0,1.18,1.18,0.2005,461.5575,31.0000,49.86,23.45,1011.60
2023-12-15T00:00:15,37.22,73.32,391.58,450.11,29.03,54.81,38.35,1132.00,25.35,2044.47,0.3,761.6,30.0,1.26,1.26,0.2004,461.5369,31.0000,49.85,23.44,1011.60
2023-12-15T00:00:20,33.26,65.51,417.02,479.34,29.03,54.81,38.27,1131.88,25.35,2044.19,0.3,764.6,30.0,1.31,1.31,0.2004,461.5149,31.0000,49.85,23.44,1011.57
2023-12-15T00:00:26,25.70,50.62,419.33,482.00,29.03,54.81,38.26,1132.26,25.32,2044.93,0.3,765.8,30.0,1.29,1.29,0.2004,461.4452,31.0000,49.85,23.44,1011.60
2023-12-15T00:00:31,33.26,65.51,435.52,500.60,20.64,38.97,38.32,1132.29,25.34,2044.93,0.3,764.9,30.0,1.29,1.29,0.2004,461.3533,31.0000,49.85,23.44,1011.57
2023-12-15T00:00:36,29.30,57.72,421.64,484.67,29.03,54.81,38.27,1131.85,25.35,2044.23,0.3,762.1,30.0,1.38,1.38,0.2004,461.4379,31.0000,49.84,23.44,1011.62
2023-12-15T00:00:42,29.66,58.43,433.20,497.96,24.84,46.90,38.24,1131.36,25.34,2043.37,0.3,765.3,30.0,1.38,1.38,0.2003,461.3061,31.0000,49.84,23.44,1011.63
2023-12-15T00:00:47,25.70,50.62,447.08,513.87,20.18,38.10,38.28,1131.07,25.32,2042.65,0.3,761.9,30.0,1.38,1.38,0.2003,461.2315,31.0000,49.84,23.44,1011.53
2023-12-15T00:00:52,25.70,50.62,421.64,484.64,20.18,38.10,38.25,1131.34,25.37,2043.20,0.3,763.6,30.0,1.42,1.42,0.2004,461.3192,31.0000,49.84,23.45,1011.59
2023-12-15T00:00:58,29.30,57.71,433.20,497.94,29.03,54.81,38.26,1130.56,25.32,2041.84,0.3,764.3,30.0,1.44,1.44,0.2004,461.5027,31.0000,49.85,23.44,1011.59
2023-12-15T00:01:03,33.26,65.52,400.83,460.74,11.32,21.37,38.31,1130.13,25.31,2041.11,0.3,764.3,30.0,1.37,1.37,0.2004,461.4494,31.0000,49.85,23.44,1011.61
2023-12-15T00:01:08,21.73,42.80,430.89,495.27,20.18,38.10,38.24,1130.66,25.34,2041.95,0.3,763.7,30.0,1.46,1.46,0.2004,461.4604,31.0000,49.85,23.45,1011.59
2023-12-15T00:01:14,33.26,65.51,449.39,516.55,20.18,38.10,38.28,1131.04,25.32,2042.70,0.3,761.5,30.0,1.44,1.44,0.2005,461.5760,31.0000,49.85,23.45,1011.62
2023-12-15T00:01:19,25.70,50.62,440.14,505.92,29.03,54.81,38.27,1131.09,25.34,2042.81,0.3,759.7,30.0,1.38,1.38,0.2004,461.5151,31.0000,49.84,23.45,1011.62
2023-12-15T00:01:24,33.26,65.51,433.20,497.94,24.84,46.90,38.30,1131.29,25.34,2043.15,0.3,762.2,30.0,1.26,1.26,0.2004,461.3880,31.0000,49.84,23.45,1011.62
2023-12-15T00:01:30,29.66,58.42,421.64,484.66,11.32,21.37,38.28,1131.27,25.31,2043.13,0.3,762.9,30.0,1.23,1.23,0.2004,461.4061,31.0000,49.84,23.45,1011.62
2023-12-15T00:01:35,33.26,65.51,437.83,503.26,29.03,54.81,38.28,1131.02,25.32,2042.65,0.3,761.6,30.0,1.25,1.25,0.2004,461.4219,31.0000,49.85,23.45,1011.61
2023-12-15T00:01:40,36.86,72.60,410.08,471.35,24.84,46.90,38.32,1130.77,25.32,2042.15,0.3,761.4,30.0,1.22,1.22,0.2004,461.5044,31.0000,49.85,23.45,1011.58
2023-12-15T00:01:46,40.82,80.41,437.83,503.28,20.18,38.10,38.32,1131.02,25.30,2042.72,0.3,762.9,30.0,1.25,1.25,0.2004,461.5413,31.0000,49.86,23.45,1011.65
2023-12-15T00:01:51,37.22,73.31,419.33,482.00,20.64,38.97,38.34,1131.77,25.32,2044.01,0.3,764.5,30.0,1.18,1.18,0.2004,461.5053,31.0000,49.86,23.45,1011.61
2023-12-15T00:01:56,36.86,72.61,426.27,489.98,20.18,38.10,38.33,1131.83,25.35,2044.15,0.3,762.4,30.0,1.19,1.19,0.2004,461.4525,31.0000,49.86,23.45,1011.63
2023-12-15T00:02:02,41.18,81.12,423.95,487.33,33.23,62.74,38.35,1132.26,25.31,2044.99,0.3,761.5,30.0,1.24,1.24,0.2004,461.4887,31.0000,49.85,23.45,1011.66
2023-12-15T00:02:07,44.79,88.23,426.27,489.98,28.57,53.94,38.31,1132.24,25.34,2044.90,0.3,761.2,30.0,1.21,1.21,0.2004,461.4572,31.0000,49.84,23.45,1011.63
2023-12-15T00:02:12,45.15,88.94,393.89,452.77,33.23,62.74,38.30,1131.51,25.34,2043.63,0.3,763.4,30.0,1.26,1.26,0.2004,461.4778,31.0000,49.85,23.45,1011.66
2023-12-15T00:02:18,41.18,81.12,403.14,463.40,33.23,62.74,38.28,1131.33,25.34,2043.28,0.3,764.1,30.0,1.29,1.29,0.2004,461.4985,31.0000,49.85,23.45,1011.64
2023-12-15T00:02:23,41.18,81.12,417.02,479.35,24.37,46.01,38.28,1130.90,25.32,2042.48,0.3,763.1,30.0,1.30,1.30,0.2004,461.5558,31.0000,49.85,23.45,1011.63
2023-12-15T00:02:29,41.18,81.12,407.77,468.72,19.71,37.22,38.28,1131.01,25.35,2042.69,0.3,761.4,30.0,1.38,1.38,0.2004,461.5498,31.0000,49.85,23.45,1011.64
2023-12-15T00:02:34,44.79,88.23,433.20,497.96,24.37,46.01,38.28,1130.54,25.34,2041.87,0.3,762.9,30.0,1.42,1.42,0.2004,461.4815,31.0000,49.84,23.45,1011.65
2023-12-15T00:02:39,41.18,81.12,417.02,479.36,19.71,37.22,38.25,1130.58,25.35,2041.94,0.3,764.2,30.0,1.43,1.43,0.2004,461.5326,31.0000,49.85,23.45,1011.65
2023-12-15T00:02:45,41.18,81.11,410.08,471.36,10.86,20.50,38.27,1130.34,25.32,2041.39,0.3,763.7,30.0,1.36,1.36,0.2005,461.6199,31.0000,49.85,23.46,1011.63
2023-12-15T00:02:50,44.79,88.22,400.83,460.71,19.71,37.21,38.30,1130.34,25.35,2041.35,0.3,762.9,30.0,1.30,1.30,0.2005,461.5502,31.0000,49.84,23.46,1011.60
