timestamp(UTC),NetADC_O3-O3,NetADC_O3-O3_ug,NetADC_CO-CO,NetADC_CO-CO_ug,NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P3-PPM,NetPid_P3-PPB_ug,NetPid_P3-TEMP,NetPM-PM25,NetPM-PM10,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA
2023-12-19T00:00:00,41.18,80.71,183.45,209.82,33.23,62.43,34.88,819.78,26.29,1473.21,0.3,737.5,31.0,1.29,1.29,0.1868,428.0191,32.0000,45.54,24.52,1010.24
2023-12-19T00:00:05,33.62,65.89,190.39,217.75,24.37,45.78,34.95,819.58,26.30,1472.81,0.3,736.4,31.0,1.28,1.28,0.1866,427.4588,32.0000,45.53,24.52,1010.21
2023-12-19T00:00:11,14.53,28.48,188.08,215.11,20.18,37.91,34.92,819.85,26.29,1473.30,0.3,737.1,31.0,1.19,1.19,0.1866,427.5650,32.0000,45.54,24.52,1010.21
2023-12-19T00:00:16,37.58,73.66,190.39,217.76,24.37,45.79,34.94,819.85,26.27,1473.35,0.3,738.8,31.0,1.23,1.23,0.1867,427.7064,32.0000,45.55,24.52,1010.24
2023-12-19T00:00:21,36.86,72.25,183.45,209.82,33.23,62.43,34.93,819.56,26.27,1472.81,0.3,735.6,31.0,1.16,1.16,0.1866,427.5481,32.0000,45.54,24.52,1010.23
2023-12-19T00:00:27,33.26,65.19,190.39,217.76,24.84,46.67,34.92,819.61,26.29,1472.90,0.3,735.8,31.0,1.08,1.08,0.1866,427.4348,32.0000,45.53,24.52,1010.23
2023-12-19T00:00:32,33.26,65.19,218.14,249.50,29.03,54.54,34.89,819.93,26.27,1473.49,0.3,737.0,31.0,0.96,0.96,0.1866,427.4588,32.0000,45.53,24.52,1010.24
2023-12-19T00:00:37,25.70,50.37,199.64,228.34,29.03,54.54,34.89,820.73,26.29,1474.93,0.3,739.6,31.0,1.05,1.05,0.1865,427.3782,32.0000,45.52,24.52,1010.24
2023-12-19T00:00:43,25.70,50.37,211.20,241.56,29.03,54.54,34.93,820.59,26.27,1474.67,0.3,737.4,31.0,1.39,1.39,0.1866,427.4320,32.0000,45.52,24.52,1010.23
2023-12-19T00:00:48,25.70,50.37,188.08,215.11,33.69,63.29,34.88,819.85,26.30,1473.33,0.3,735.0,31.0,1.55,1.55,0.1865,427.2552,32.0000,45.52,24.52,1010.23
2023-12-19T00:00:53,18.13,35.53,201.95,230.98,20.18,37.91,34.89,820.64,26.24,1474.75,0.3,738.6,31.0,1.61,1.61,0.1865,427.2377,32.0000,45.53,24.52,1010.23
2023-12-19T00:00:59,33.26,65.19,195.02,223.06,33.69,63.30,34.88,820.87,26.27,1475.21,0.3,737.3,31.0,1.52,1.52,0.1865,427.2123,32.0000,45.52,24.52,1010.25
