Room,Value,Time,Type
3FAD,1168.0,06:48 2023-12-06,CO2 ppm
3FAD,21.4,06:48 2023-12-06,t° C
3FAD,41.1,06:48 2023-12-06,RH %
3FAD,1164.0,07:03 2023-12-06,CO2 ppm
3FAD,21.4,07:03 2023-12-06,t° C
3FAD,41.1,07:03 2023-12-06,RH %
3FAD,1153.0,07:18 2023-12-06,CO2 ppm
3FAD,21.4,07:18 2023-12-06,t° C
3FAD,41.1,07:18 2023-12-06,RH %
3FAD,1144.0,07:33 2023-12-06,CO2 ppm
3FAD,21.4,07:33 2023-12-06,t° C
3FAD,41.1,07:33 2023-12-06,RH %
3FAD,1136.0,07:48 2023-12-06,CO2 ppm
3FAD,21.4,07:48 2023-12-06,t° C
3FAD,41.1,07:48 2023-12-06,RH %
3FAD,1130.0,08:03 2023-12-06,CO2 ppm
3FAD,21.4,08:03 2023-12-06,t° C
3FAD,41.1,08:03 2023-12-06,RH %
3FAD,1122.0,08:18 2023-12-06,CO2 ppm
3FAD,21.4,08:18 2023-12-06,t° C
3FAD,41.1,08:18 2023-12-06,RH %
3FAD,1115.0,08:33 2023-12-06,CO2 ppm
3FAD,21.4,08:33 2023-12-06,t° C
3FAD,41.1,08:33 2023-12-06,RH %
3FAD,1105.0,08:48 2023-12-06,CO2 ppm
3FAD,21.4,08:48 2023-12-06,t° C
3FAD,41.1,08:48 2023-12-06,RH %
3FAD,1093.0,09:03 2023-12-06,CO2 ppm
3FAD,21.4,09:03 2023-12-06,t° C
3FAD,41.1,09:03 2023-12-06,RH %
3FAD,1087.0,09:18 2023-12-06,CO2 ppm
3FAD,21.4,09:18 2023-12-06,t° C
3FAD,41.0,09:18 2023-12-06,RH %
3FAD,1079.0,09:33 2023-12-06,CO2 ppm
3FAD,21.4,09:33 2023-12-06,t° C
3FAD,41.0,09:33 2023-12-06,RH %
3FAD,798.0,09:39 2023-12-06,CO2 ppm
3FAD,546.0,09:44 2023-12-06,CO2 ppm
3FAD,761.0,09:49 2023-12-06,CO2 ppm
3FAD,20.7,09:49 2023-12-06,t° C
3FAD,35.5,09:49 2023-12-06,RH %
3FAD,569.0,10:04 2023-12-06,CO2 ppm
3FAD,21.0,10:04 2023-12-06,t° C
3FAD,37.7,10:04 2023-12-06,RH %
3FAD,629.0,10:19 2023-12-06,CO2 ppm
3FAD,21.2,10:19 2023-12-06,t° C
3FAD,37.9,10:19 2023-12-06,RH %
3FAD,659.0,10:34 2023-12-06,CO2 ppm
3FAD,21.3,10:34 2023-12-06,t° C
3FAD,38.6,10:34 2023-12-06,RH %
3FAD,759.0,10:49 2023-12-06,CO2 ppm
3FAD,21.5,10:49 2023-12-06,t° C
3FAD,39.9,10:49 2023-12-06,RH %
3FAD,814.0,11:04 2023-12-06,CO2 ppm
3FAD,21.6,11:04 2023-12-06,t° C
3FAD,40.1,11:04 2023-12-06,RH %
3FAD,823.0,11:19 2023-12-06,CO2 ppm
3FAD,21.6,11:19 2023-12-06,t° C
3FAD,40.2,11:19 2023-12-06,RH %
3FAD,821.0,11:34 2023-12-06,CO2 ppm
3FAD,21.6,11:34 2023-12-06,t° C
3FAD,40.2,11:34 2023-12-06,RH %
3FAD,820.0,11:49 2023-12-06,CO2 ppm
3FAD,21.6,11:49 2023-12-06,t° C
3FAD,40.2,11:49 2023-12-06,RH %
3FAD,820.0,12:04 2023-12-06,CO2 ppm
3FAD,21.6,12:04 2023-12-06,t° C
3FAD,40.2,12:04 2023-12-06,RH %
3FAD,822.0,12:19 2023-12-06,CO2 ppm
3FAD,21.6,12:19 2023-12-06,t° C
3FAD,40.3,12:19 2023-12-06,RH %
3FAD,819.0,12:34 2023-12-06,CO2 ppm
3FAD,21.6,12:34 2023-12-06,t° C
3FAD,40.3,12:34 2023-12-06,RH %
3FAD,819.0,12:49 2023-12-06,CO2 ppm
3FAD,21.6,12:49 2023-12-06,t° C
3FAD,40.4,12:49 2023-12-06,RH %
3FAD,826.0,13:04 2023-12-06,CO2 ppm
3FAD,21.5,13:04 2023-12-06,t° C
3FAD,40.0,13:04 2023-12-06,RH %
3FAD,897.0,13:19 2023-12-06,CO2 ppm
3FAD,21.6,13:19 2023-12-06,t° C
3FAD,40.5,13:19 2023-12-06,RH %
3FAD,974.0,13:34 2023-12-06,CO2 ppm
3FAD,21.7,13:34 2023-12-06,t° C
3FAD,40.4,13:34 2023-12-06,RH %
3FAD,993.0,13:49 2023-12-06,CO2 ppm
3FAD,21.8,13:49 2023-12-06,t° C
3FAD,41.3,13:49 2023-12-06,RH %
3FAD,1084.0,14:04 2023-12-06,CO2 ppm
3FAD,21.9,14:04 2023-12-06,t° C
3FAD,41.8,14:04 2023-12-06,RH %
3FAD,1184.0,14:19 2023-12-06,CO2 ppm
3FAD,22.0,14:19 2023-12-06,t° C
3FAD,42.2,14:19 2023-12-06,RH %
3FAD,1267.0,14:34 2023-12-06,CO2 ppm
3FAD,22.2,14:34 2023-12-06,t° C
3FAD,42.3,14:34 2023-12-06,RH %
3FAD,755.0,14:40 2023-12-06,CO2 ppm
3FAD,591.0,14:45 2023-12-06,CO2 ppm
3FAD,831.0,14:50 2023-12-06,CO2 ppm
3FAD,21.3,14:50 2023-12-06,t° C
3FAD,36.0,14:50 2023-12-06,RH %
3FAD,792.0,15:05 2023-12-06,CO2 ppm
3FAD,21.9,15:05 2023-12-06,t° C
3FAD,39.3,15:05 2023-12-06,RH %
3FAD,1005.0,15:20 2023-12-06,CO2 ppm
3FAD,22.3,15:20 2023-12-06,t° C
3FAD,40.3,15:20 2023-12-06,RH %
3FAD,1170.0,15:35 2023-12-06,CO2 ppm
3FAD,22.5,15:35 2023-12-06,t° C
3FAD,40.7,15:35 2023-12-06,RH %
3FAD,1319.0,15:50 2023-12-06,CO2 ppm
3FAD,22.7,15:50 2023-12-06,t° C
3FAD,40.8,15:50 2023-12-06,RH %
3FAD,1442.0,16:05 2023-12-06,CO2 ppm
3FAD,22.8,16:05 2023-12-06,t° C
3FAD,41.0,16:05 2023-12-06,RH %
3FAD,1337.0,16:20 2023-12-06,CO2 ppm
3FAD,21.8,16:20 2023-12-06,t° C
3FAD,36.4,16:20 2023-12-06,RH %
3FAD,891.0,16:35 2023-12-06,CO2 ppm
3FAD,21.8,16:35 2023-12-06,t° C
3FAD,37.8,16:35 2023-12-06,RH %
3FAD,917.0,16:50 2023-12-06,CO2 ppm
3FAD,22.0,16:50 2023-12-06,t° C
3FAD,38.8,16:50 2023-12-06,RH %
3FAD,980.0,17:05 2023-12-06,CO2 ppm
3FAD,22.0,17:05 2023-12-06,t° C
3FAD,39.3,17:05 2023-12-06,RH %
3FAD,1039.0,17:20 2023-12-06,CO2 ppm
3FAD,22.1,17:20 2023-12-06,t° C
3FAD,39.6,17:20 2023-12-06,RH %
3FAD,1094.0,17:35 2023-12-06,CO2 ppm
3FAD,22.1,17:35 2023-12-06,t° C
3FAD,39.9,17:35 2023-12-06,RH %
3FAD,1151.0,17:50 2023-12-06,CO2 ppm
3FAD,22.1,17:50 2023-12-06,t° C
3FAD,40.2,17:50 2023-12-06,RH %
3FAD,1193.0,18:05 2023-12-06,CO2 ppm
3FAD,22.1,18:05 2023-12-06,t° C
3FAD,40.3,18:05 2023-12-06,RH %
3FAD,1225.0,18:20 2023-12-06,CO2 ppm
3FAD,22.1,18:20 2023-12-06,t° C
3FAD,40.5,18:20 2023-12-06,RH %
3FAD,1280.0,18:35 2023-12-06,CO2 ppm
3FAD,22.1,18:35 2023-12-06,t° C
3FAD,40.8,18:35 2023-12-06,RH %
3FAD,1345.0,18:50 2023-12-06,CO2 ppm
3FAD,22.1,18:50 2023-12-06,t° C
3FAD,41.0,18:50 2023-12-06,RH %
3FAD,1327.0,19:05 2023-12-06,CO2 ppm
3FAD,21.9,19:05 2023-12-06,t° C
3FAD,39.7,19:05 2023-12-06,RH %
3FAD,1172.0,19:20 2023-12-06,CO2 ppm
3FAD,21.7,19:20 2023-12-06,t° C
3FAD,45.1,19:20 2023-12-06,RH %
3FAD,44.9,19:35 2023-12-06,RH %
3FAD,1190.0,19:35 2023-12-06,CO2 ppm
3FAD,21.8,19:35 2023-12-06,t° C
3FAD,21.7,19:50 2023-12-06,t° C
3FAD,1188.0,19:50 2023-12-06,CO2 ppm
3FAD,44.4,19:50 2023-12-06,RH %
3FAD,1183.0,20:05 2023-12-06,CO2 ppm
3FAD,21.7,20:05 2023-12-06,t° C
3FAD,44.0,20:05 2023-12-06,RH %
3FAD,1182.0,20:20 2023-12-06,CO2 ppm
3FAD,21.7,20:20 2023-12-06,t° C
3FAD,43.7,20:20 2023-12-06,RH %
3FAD,1185.0,20:35 2023-12-06,CO2 ppm
3FAD,21.7,20:35 2023-12-06,t° C
3FAD,43.6,20:35 2023-12-06,RH %
3FAD,1183.0,20:50 2023-12-06,CO2 ppm
3FAD,21.7,20:50 2023-12-06,t° C
3FAD,43.4,20:50 2023-12-06,RH %
3FAD,1178.0,21:05 2023-12-06,CO2 ppm
3FAD,21.6,21:05 2023-12-06,t° C
3FAD,43.3,21:05 2023-12-06,RH %
3FAD,1176.0,21:20 2023-12-06,CO2 ppm
3FAD,21.6,21:20 2023-12-06,t° C
3FAD,43.2,21:20 2023-12-06,RH %
3FAD,1175.0,21:35 2023-12-06,CO2 ppm
3FAD,21.6,21:35 2023-12-06,t° C
3FAD,43.1,21:35 2023-12-06,RH %
3FAD,1180.0,21:50 2023-12-06,CO2 ppm
3FAD,21.6,21:50 2023-12-06,t° C
3FAD,43.0,21:50 2023-12-06,RH %
3FAD,1176.0,22:05 2023-12-06,CO2 ppm
3FAD,21.6,22:05 2023-12-06,t° C
3FAD,42.9,22:05 2023-12-06,RH %
3FAD,1171.0,22:20 2023-12-06,CO2 ppm
3FAD,21.6,22:20 2023-12-06,t° C
3FAD,42.9,22:20 2023-12-06,RH %
3FAD,1169.0,22:35 2023-12-06,CO2 ppm
3FAD,21.6,22:35 2023-12-06,t° C
3FAD,42.8,22:35 2023-12-06,RH %
3FAD,1166.0,22:50 2023-12-06,CO2 ppm
3FAD,21.6,22:50 2023-12-06,t° C
3FAD,42.7,22:50 2023-12-06,RH %
3FAD,1166.0,23:05 2023-12-06,CO2 ppm
3FAD,21.6,23:05 2023-12-06,t° C
3FAD,42.6,23:05 2023-12-06,RH %
3FAD,1158.0,23:20 2023-12-06,CO2 ppm
3FAD,21.5,23:20 2023-12-06,t° C
3FAD,42.6,23:20 2023-12-06,RH %
3FAD,1157.0,23:35 2023-12-06,CO2 ppm
3FAD,21.5,23:35 2023-12-06,t° C
3FAD,42.6,23:35 2023-12-06,RH %
3FAD,1153.0,23:50 2023-12-06,CO2 ppm
3FAD,21.5,23:50 2023-12-06,t° C
3FAD,42.5,23:50 2023-12-06,RH %
3FAD,1149.0,00:05 2023-12-07,CO2 ppm
3FAD,21.6,00:05 2023-12-07,t° C
3FAD,42.5,00:05 2023-12-07,RH %
3FAD,1148.0,00:20 2023-12-07,CO2 ppm
3FAD,21.5,00:20 2023-12-07,t° C
3FAD,42.5,00:20 2023-12-07,RH %
3FAD,1145.0,00:35 2023-12-07,CO2 ppm
3FAD,21.5,00:35 2023-12-07,t° C
3FAD,42.4,00:35 2023-12-07,RH %
3FAD,1139.0,00:50 2023-12-07,CO2 ppm
3FAD,21.5,00:50 2023-12-07,t° C
3FAD,42.4,00:50 2023-12-07,RH %
3FAD,1138.0,01:05 2023-12-07,CO2 ppm
3FAD,21.5,01:05 2023-12-07,t° C
3FAD,42.4,01:05 2023-12-07,RH %
3FAD,1131.0,01:20 2023-12-07,CO2 ppm
3FAD,21.5,01:20 2023-12-07,t° C
3FAD,42.4,01:20 2023-12-07,RH %
3FAD,1129.0,01:35 2023-12-07,CO2 ppm
3FAD,21.5,01:35 2023-12-07,t° C
3FAD,42.4,01:35 2023-12-07,RH %
3FAD,1126.0,01:50 2023-12-07,CO2 ppm
3FAD,21.5,01:50 2023-12-07,t° C
3FAD,42.3,01:50 2023-12-07,RH %
3FAD,1119.0,02:05 2023-12-07,CO2 ppm
3FAD,21.5,02:05 2023-12-07,t° C
3FAD,42.3,02:05 2023-12-07,RH %
3FAD,1115.0,02:20 2023-12-07,CO2 ppm
3FAD,21.5,02:20 2023-12-07,t° C
3FAD,42.3,02:20 2023-12-07,RH %
3FAD,1109.0,02:35 2023-12-07,CO2 ppm
3FAD,21.5,02:35 2023-12-07,t° C
3FAD,42.3,02:35 2023-12-07,RH %
3FAD,1106.0,02:50 2023-12-07,CO2 ppm
3FAD,21.5,02:50 2023-12-07,t° C
3FAD,42.2,02:50 2023-12-07,RH %
3FAD,1101.0,03:05 2023-12-07,CO2 ppm
3FAD,21.4,03:05 2023-12-07,t° C
3FAD,42.3,03:05 2023-12-07,RH %
3FAD,21.4,03:20 2023-12-07,t° C
3FAD,1095.0,03:20 2023-12-07,CO2 ppm
3FAD,42.3,03:20 2023-12-07,RH %
3FAD,21.5,03:35 2023-12-07,t° C
3FAD,42.3,03:35 2023-12-07,RH %
3FAD,1093.0,03:35 2023-12-07,CO2 ppm
3FAD,1087.0,03:50 2023-12-07,CO2 ppm
3FAD,21.4,03:50 2023-12-07,t° C
3FAD,42.2,03:50 2023-12-07,RH %
3FAD,1082.0,04:05 2023-12-07,CO2 ppm
3FAD,21.5,04:05 2023-12-07,t° C
3FAD,42.2,04:05 2023-12-07,RH %
3FAD,1076.0,04:20 2023-12-07,CO2 ppm
3FAD,21.5,04:20 2023-12-07,t° C
3FAD,42.2,04:20 2023-12-07,RH %
3FAD,1070.0,04:35 2023-12-07,CO2 ppm
3FAD,21.4,04:35 2023-12-07,t° C
3FAD,42.2,04:35 2023-12-07,RH %
3FAD,1062.0,04:50 2023-12-07,CO2 ppm
3FAD,21.5,04:50 2023-12-07,t° C
3FAD,42.2,04:50 2023-12-07,RH %
3FAD,1058.0,05:05 2023-12-07,CO2 ppm
3FAD,21.5,05:05 2023-12-07,t° C
3FAD,42.1,05:05 2023-12-07,RH %
3FAD,1055.0,05:20 2023-12-07,CO2 ppm
3FAD,21.4,05:20 2023-12-07,t° C
3FAD,42.1,05:20 2023-12-07,RH %
3FAD,1049.0,05:35 2023-12-07,CO2 ppm
3FAD,21.4,05:35 2023-12-07,t° C
3FAD,42.1,05:35 2023-12-07,RH %
3FAD,1042.0,05:50 2023-12-07,CO2 ppm
3FAD,21.5,05:50 2023-12-07,t° C
3FAD,42.1,05:50 2023-12-07,RH %
3FAD,1038.0,06:05 2023-12-07,CO2 ppm
3FAD,21.4,06:05 2023-12-07,t° C
3FAD,42.1,06:05 2023-12-07,RH %
3FAD,1031.0,06:20 2023-12-07,CO2 ppm
3FAD,21.4,06:20 2023-12-07,t° C
3FAD,42.1,06:20 2023-12-07,RH %
3FAD,1024.0,06:35 2023-12-07,CO2 ppm
3FAD,21.4,06:35 2023-12-07,t° C
3FAD,42.1,06:35 2023-12-07,RH %
3FAD,1022.0,06:50 2023-12-07,CO2 ppm
3FAD,21.4,06:50 2023-12-07,t° C
3FAD,42.2,06:50 2023-12-07,RH %
3FAD,42.1,07:05 2023-12-07,RH %
3FAD,1020.0,07:05 2023-12-07,CO2 ppm
3FAD,21.4,07:05 2023-12-07,t° C
3FAD,1014.0,07:20 2023-12-07,CO2 ppm
3FAD,21.4,07:20 2023-12-07,t° C
3FAD,42.1,07:20 2023-12-07,RH %
3FAD,1006.0,07:35 2023-12-07,CO2 ppm
3FAD,21.4,07:35 2023-12-07,t° C
3FAD,42.1,07:35 2023-12-07,RH %
3FAD,999.0,07:50 2023-12-07,CO2 ppm
3FAD,21.4,07:50 2023-12-07,t° C
3FAD,42.1,07:50 2023-12-07,RH %
3FAD,997.0,08:05 2023-12-07,CO2 ppm
3FAD,21.4,08:05 2023-12-07,t° C
3FAD,42.1,08:05 2023-12-07,RH %
3FAD,991.0,08:20 2023-12-07,CO2 ppm
3FAD,21.4,08:20 2023-12-07,t° C
3FAD,42.1,08:20 2023-12-07,RH %
3FAD,989.0,08:35 2023-12-07,CO2 ppm
3FAD,21.4,08:35 2023-12-07,t° C
3FAD,42.1,08:35 2023-12-07,RH %
3FAD,986.0,08:45 2023-12-07,CO2 ppm
3FAD,986.0,08:50 2023-12-07,CO2 ppm
3FAD,21.4,08:50 2023-12-07,t° C
3FAD,42.0,08:50 2023-12-07,RH %
3FAD,979.0,09:05 2023-12-07,CO2 ppm
3FAD,21.4,09:05 2023-12-07,t° C
3FAD,42.0,09:05 2023-12-07,RH %
3FAD,969.0,09:20 2023-12-07,CO2 ppm
3FAD,21.4,09:20 2023-12-07,t° C
3FAD,42.1,09:20 2023-12-07,RH %
3FAD,987.0,09:34 2023-12-07,CO2 ppm
3FAD,21.5,09:34 2023-12-07,t° C
3FAD,42.4,09:34 2023-12-07,RH %
3FAD,41.9,09:50 2023-12-07,RH %
3FAD,1024.0,09:50 2023-12-07,CO2 ppm
3FAD,21.6,09:50 2023-12-07,t° C
3FAD,822.0,09:55 2023-12-07,CO2 ppm
3FAD,871.0,10:04 2023-12-07,CO2 ppm
3FAD,21.5,10:04 2023-12-07,t° C
3FAD,41.3,10:04 2023-12-07,RH %
3FAD,864.0,10:20 2023-12-07,CO2 ppm
3FAD,21.5,10:20 2023-12-07,t° C
3FAD,41.4,10:20 2023-12-07,RH %
3FAD,862.0,10:34 2023-12-07,CO2 ppm
3FAD,21.5,10:34 2023-12-07,t° C
3FAD,41.6,10:34 2023-12-07,RH %
3FAD,42.1,10:49 2023-12-07,RH %
3FAD,880.0,10:49 2023-12-07,CO2 ppm
3FAD,21.6,10:49 2023-12-07,t° C
3FAD,920.0,11:04 2023-12-07,CO2 ppm
3FAD,42.3,11:04 2023-12-07,RH %
3FAD,21.7,11:04 2023-12-07,t° C
3FAD,971.0,11:19 2023-12-07,CO2 ppm
3FAD,21.8,11:19 2023-12-07,t° C
3FAD,43.1,11:19 2023-12-07,RH %
3FAD,1034.0,11:34 2023-12-07,CO2 ppm
3FAD,21.9,11:34 2023-12-07,t° C
3FAD,43.3,11:34 2023-12-07,RH %
3FAD,1129.0,11:49 2023-12-07,CO2 ppm
3FAD,21.9,11:49 2023-12-07,t° C
3FAD,43.4,11:49 2023-12-07,RH %
3FAD,1205.0,12:04 2023-12-07,CO2 ppm
3FAD,22.0,12:04 2023-12-07,t° C
3FAD,44.1,12:04 2023-12-07,RH %
3FAD,1288.0,12:19 2023-12-07,CO2 ppm
3FAD,22.1,12:19 2023-12-07,t° C
3FAD,44.1,12:19 2023-12-07,RH %
3FAD,1392.0,12:34 2023-12-07,CO2 ppm
3FAD,22.2,12:34 2023-12-07,t° C
3FAD,44.5,12:34 2023-12-07,RH %
3FAD,1530.0,12:49 2023-12-07,CO2 ppm
3FAD,22.4,12:49 2023-12-07,t° C
3FAD,44.6,12:49 2023-12-07,RH %
3FAD,43.7,13:04 2023-12-07,RH %
3FAD,22.3,13:04 2023-12-07,t° C
3FAD,1445.0,13:04 2023-12-07,CO2 ppm
3FAD,1474.0,13:19 2023-12-07,CO2 ppm
3FAD,22.3,13:19 2023-12-07,t° C
3FAD,43.8,13:19 2023-12-07,RH %
3FAD,43.4,13:34 2023-12-07,RH %
3FAD,22.4,13:34 2023-12-07,t° C
3FAD,1465.0,13:34 2023-12-07,CO2 ppm
3FAD,1541.0,13:49 2023-12-07,CO2 ppm
3FAD,22.6,13:49 2023-12-07,t° C
3FAD,44.1,13:49 2023-12-07,RH %
3FAD,1703.0,14:04 2023-12-07,CO2 ppm
3FAD,22.7,14:04 2023-12-07,t° C
3FAD,43.9,14:04 2023-12-07,RH %
3FAD,1701.0,14:19 2023-12-07,CO2 ppm
3FAD,22.7,14:19 2023-12-07,t° C
3FAD,44.8,14:19 2023-12-07,RH %
3FAD,873.0,14:31 2023-12-07,CO2 ppm
3FAD,38.5,14:36 2023-12-07,RH %
3FAD,1161.0,14:36 2023-12-07,CO2 ppm
3FAD,22.0,14:36 2023-12-07,t° C
3FAD,22.2,14:51 2023-12-07,t° C
3FAD,40.2,14:51 2023-12-07,RH %
3FAD,968.0,14:51 2023-12-07,CO2 ppm
3FAD,1114.0,15:06 2023-12-07,CO2 ppm
3FAD,22.5,15:06 2023-12-07,t° C
3FAD,41.4,15:06 2023-12-07,RH %
3FAD,1301.0,15:21 2023-12-07,CO2 ppm
3FAD,22.7,15:21 2023-12-07,t° C
3FAD,42.3,15:21 2023-12-07,RH %
3FAD,42.7,15:36 2023-12-07,RH %
3FAD,1497.0,15:36 2023-12-07,CO2 ppm
3FAD,23.0,15:36 2023-12-07,t° C
3FAD,1654.0,15:51 2023-12-07,CO2 ppm
3FAD,22.9,15:51 2023-12-07,t° C
3FAD,35.2,15:51 2023-12-07,RH %
3FAD,630.0,15:56 2023-12-07,CO2 ppm
3FAD,22.1,16:06 2023-12-07,t° C
3FAD,822.0,16:06 2023-12-07,CO2 ppm
3FAD,35.6,16:06 2023-12-07,RH %
3FAD,783.0,16:21 2023-12-07,CO2 ppm
3FAD,22.5,16:21 2023-12-07,t° C
3FAD,37.8,16:21 2023-12-07,RH %
3FAD,959.0,16:36 2023-12-07,CO2 ppm
3FAD,22.8,16:36 2023-12-07,t° C
3FAD,38.7,16:36 2023-12-07,RH %
3FAD,1082.0,16:51 2023-12-07,CO2 ppm
3FAD,23.0,16:51 2023-12-07,t° C
3FAD,39.3,16:51 2023-12-07,RH %
3FAD,1232.0,17:06 2023-12-07,CO2 ppm
3FAD,23.1,17:06 2023-12-07,t° C
3FAD,39.1,17:06 2023-12-07,RH %
3FAD,623.0,17:11 2023-12-07,CO2 ppm
3FAD,815.0,17:21 2023-12-07,CO2 ppm
3FAD,22.4,17:21 2023-12-07,t° C
3FAD,35.2,17:21 2023-12-07,RH %
3FAD,883.0,17:36 2023-12-07,CO2 ppm
3FAD,22.6,17:36 2023-12-07,t° C
3FAD,37.4,17:36 2023-12-07,RH %
3FAD,1094.0,17:51 2023-12-07,CO2 ppm
3FAD,22.8,17:51 2023-12-07,t° C
3FAD,38.6,17:51 2023-12-07,RH %
3FAD,1239.0,18:06 2023-12-07,CO2 ppm
3FAD,22.9,18:06 2023-12-07,t° C
3FAD,39.4,18:06 2023-12-07,RH %
3FAD,23.0,18:21 2023-12-07,t° C
3FAD,1370.0,18:21 2023-12-07,CO2 ppm
3FAD,39.9,18:21 2023-12-07,RH %
3FAD,1491.0,18:36 2023-12-07,CO2 ppm
3FAD,23.0,18:36 2023-12-07,t° C
3FAD,40.2,18:36 2023-12-07,RH %
3FAD,1540.0,18:51 2023-12-07,CO2 ppm
3FAD,22.8,18:51 2023-12-07,t° C
3FAD,39.3,18:51 2023-12-07,RH %
3FAD,1277.0,19:06 2023-12-07,CO2 ppm
3FAD,22.4,19:06 2023-12-07,t° C
3FAD,39.1,19:06 2023-12-07,RH %
3FAD,1220.0,19:21 2023-12-07,CO2 ppm
3FAD,22.1,19:21 2023-12-07,t° C
3FAD,39.5,19:21 2023-12-07,RH %
3FAD,1232.0,19:36 2023-12-07,CO2 ppm
3FAD,22.0,19:36 2023-12-07,t° C
3FAD,40.1,19:36 2023-12-07,RH %
3FAD,1258.0,19:51 2023-12-07,CO2 ppm
3FAD,22.1,19:51 2023-12-07,t° C
3FAD,40.2,19:51 2023-12-07,RH %
3FAD,1266.0,20:06 2023-12-07,CO2 ppm
3FAD,22.1,20:06 2023-12-07,t° C
3FAD,40.3,20:06 2023-12-07,RH %
3FAD,1259.0,20:21 2023-12-07,CO2 ppm
3FAD,22.1,20:21 2023-12-07,t° C
3FAD,40.3,20:21 2023-12-07,RH %
3FAD,1259.0,20:36 2023-12-07,CO2 ppm
3FAD,22.1,20:36 2023-12-07,t° C
3FAD,40.4,20:36 2023-12-07,RH %
3FAD,1251.0,20:51 2023-12-07,CO2 ppm
3FAD,22.0,20:51 2023-12-07,t° C
3FAD,40.5,20:51 2023-12-07,RH %
3FAD,1248.0,21:06 2023-12-07,CO2 ppm
3FAD,22.0,21:06 2023-12-07,t° C
3FAD,40.6,21:06 2023-12-07,RH %
3FAD,1250.0,21:21 2023-12-07,CO2 ppm
3FAD,22.0,21:21 2023-12-07,t° C
3FAD,40.7,21:21 2023-12-07,RH %
3FAD,1247.0,21:36 2023-12-07,CO2 ppm
3FAD,21.9,21:36 2023-12-07,t° C
3FAD,40.7,21:36 2023-12-07,RH %
3FAD,1241.0,21:51 2023-12-07,CO2 ppm
3FAD,22.0,21:51 2023-12-07,t° C
3FAD,40.8,21:51 2023-12-07,RH %
3FAD,1234.0,22:06 2023-12-07,CO2 ppm
3FAD,21.9,22:06 2023-12-07,t° C
3FAD,40.8,22:06 2023-12-07,RH %
3FAD,1228.0,22:21 2023-12-07,CO2 ppm
3FAD,21.9,22:21 2023-12-07,t° C
3FAD,40.8,22:21 2023-12-07,RH %
3FAD,1225.0,22:36 2023-12-07,CO2 ppm
3FAD,21.9,22:36 2023-12-07,t° C
3FAD,40.9,22:36 2023-12-07,RH %
3FAD,1221.0,22:51 2023-12-07,CO2 ppm
3FAD,21.9,22:51 2023-12-07,t° C
3FAD,41.0,22:51 2023-12-07,RH %
3FAD,1217.0,23:06 2023-12-07,CO2 ppm
3FAD,21.8,23:06 2023-12-07,t° C
3FAD,41.0,23:06 2023-12-07,RH %
3FAD,1210.0,23:21 2023-12-07,CO2 ppm
3FAD,21.9,23:21 2023-12-07,t° C
3FAD,41.0,23:21 2023-12-07,RH %
3FAD,1207.0,23:36 2023-12-07,CO2 ppm
3FAD,21.8,23:36 2023-12-07,t° C
3FAD,41.0,23:36 2023-12-07,RH %
3FAD,1199.0,23:51 2023-12-07,CO2 ppm
3FAD,21.8,23:51 2023-12-07,t° C
3FAD,41.0,23:51 2023-12-07,RH %
3FAD,1192.0,00:06 2023-12-08,CO2 ppm
3FAD,21.8,00:06 2023-12-08,t° C
3FAD,41.0,00:06 2023-12-08,RH %
3FAD,41.0,00:21 2023-12-08,RH %
3FAD,1185.0,00:21 2023-12-08,CO2 ppm
3FAD,21.8,00:21 2023-12-08,t° C
3FAD,21.8,00:36 2023-12-08,t° C
3FAD,41.0,00:36 2023-12-08,RH %
3FAD,1179.0,00:36 2023-12-08,CO2 ppm
3FAD,1172.0,00:51 2023-12-08,CO2 ppm
3FAD,21.8,00:51 2023-12-08,t° C
3FAD,41.1,00:51 2023-12-08,RH %
3FAD,1165.0,01:06 2023-12-08,CO2 ppm
3FAD,21.7,01:06 2023-12-08,t° C
3FAD,41.1,01:06 2023-12-08,RH %
3FAD,1163.0,01:21 2023-12-08,CO2 ppm
3FAD,21.7,01:21 2023-12-08,t° C
3FAD,41.0,01:21 2023-12-08,RH %
3FAD,1157.0,01:36 2023-12-08,CO2 ppm
3FAD,21.7,01:36 2023-12-08,t° C
3FAD,41.1,01:36 2023-12-08,RH %
3FAD,1148.0,01:51 2023-12-08,CO2 ppm
3FAD,21.7,01:51 2023-12-08,t° C
3FAD,41.1,01:51 2023-12-08,RH %
3FAD,1141.0,02:06 2023-12-08,CO2 ppm
3FAD,21.7,02:06 2023-12-08,t° C
3FAD,41.1,02:06 2023-12-08,RH %
3FAD,1133.0,02:21 2023-12-08,CO2 ppm
3FAD,21.7,02:21 2023-12-08,t° C
3FAD,41.1,02:21 2023-12-08,RH %
3FAD,1127.0,02:36 2023-12-08,CO2 ppm
3FAD,21.7,02:36 2023-12-08,t° C
3FAD,41.1,02:36 2023-12-08,RH %
3FAD,1120.0,02:51 2023-12-08,CO2 ppm
3FAD,21.7,02:51 2023-12-08,t° C
3FAD,41.1,02:51 2023-12-08,RH %
3FAD,1114.0,03:06 2023-12-08,CO2 ppm
3FAD,21.7,03:06 2023-12-08,t° C
3FAD,41.1,03:06 2023-12-08,RH %
3FAD,1112.0,03:21 2023-12-08,CO2 ppm
3FAD,21.7,03:21 2023-12-08,t° C
