Room,Value,Time,Type
3FAD,36.9,14:05 2023-12-11,RH %
3FAD,22.9,14:20 2023-12-11,t° C
3FAD,540.0,14:20 2023-12-11,CO2 ppm
3FAD,38.0,14:20 2023-12-11,RH %
3FAD,570.0,14:35 2023-12-11,CO2 ppm
3FAD,23.2,14:35 2023-12-11,t° C
3FAD,39.8,14:35 2023-12-11,RH %
3FAD,784.0,14:50 2023-12-11,CO2 ppm
3FAD,23.5,14:50 2023-12-11,t° C
3FAD,40.7,14:50 2023-12-11,RH %
3FAD,958.0,15:05 2023-12-11,CO2 ppm
3FAD,23.7,15:05 2023-12-11,t° C
3FAD,41.3,15:05 2023-12-11,RH %
3FAD,1094.0,15:20 2023-12-11,CO2 ppm
3FAD,23.8,15:20 2023-12-11,t° C
3FAD,41.6,15:20 2023-12-11,RH %
3FAD,1195.0,15:35 2023-12-11,CO2 ppm
3FAD,23.8,15:35 2023-12-11,t° C
3FAD,42.2,15:35 2023-12-11,RH %
3FAD,1362.0,15:50 2023-12-11,CO2 ppm
3FAD,23.9,15:50 2023-12-11,t° C
3FAD,42.5,15:50 2023-12-11,RH %
3FAD,1523.0,16:00 2023-12-11,CO2 ppm
3FAD,1463.0,16:05 2023-12-11,CO2 ppm
3FAD,24.0,16:05 2023-12-11,t° C
3FAD,42.8,16:05 2023-12-11,RH %
3FAD,1651.0,16:20 2023-12-11,CO2 ppm
3FAD,24.2,16:20 2023-12-11,t° C
3FAD,43.3,16:20 2023-12-11,RH %
3FAD,1766.0,16:35 2023-12-11,CO2 ppm
3FAD,24.2,16:35 2023-12-11,t° C
3FAD,43.5,16:35 2023-12-11,RH %
3FAD,1903.0,16:50 2023-12-11,CO2 ppm
3FAD,24.2,16:50 2023-12-11,t° C
3FAD,43.5,16:50 2023-12-11,RH %
3FAD,2027.0,17:05 2023-12-11,CO2 ppm
3FAD,24.3,17:05 2023-12-11,t° C
3FAD,44.0,17:05 2023-12-11,RH %
3FAD,1563.0,17:20 2023-12-11,CO2 ppm
3FAD,24.3,17:20 2023-12-11,t° C
3FAD,41.9,17:20 2023-12-11,RH %
3FAD,24.4,17:35 2023-12-11,t° C
3FAD,1537.0,17:35 2023-12-11,CO2 ppm
3FAD,42.8,17:35 2023-12-11,RH %
3FAD,40.0,17:50 2023-12-11,RH %
3FAD,24.4,17:50 2023-12-11,t° C
3FAD,1723.0,17:50 2023-12-11,CO2 ppm
3FAD,804.0,17:55 2023-12-11,CO2 ppm
3FAD,937.0,18:05 2023-12-11,CO2 ppm
3FAD,23.7,18:05 2023-12-11,t° C
3FAD,39.9,18:05 2023-12-11,RH %
3FAD,41.1,18:20 2023-12-11,RH %
3FAD,1063.0,18:20 2023-12-11,CO2 ppm
3FAD,23.8,18:20 2023-12-11,t° C
3FAD,1205.0,18:35 2023-12-11,CO2 ppm
3FAD,23.9,18:35 2023-12-11,t° C
3FAD,41.9,18:35 2023-12-11,RH %
3FAD,1335.0,18:50 2023-12-11,CO2 ppm
3FAD,23.8,18:50 2023-12-11,t° C
3FAD,40.4,18:50 2023-12-11,RH %
3FAD,1070.0,19:05 2023-12-11,CO2 ppm
3FAD,23.4,19:05 2023-12-11,t° C
3FAD,40.1,19:05 2023-12-11,RH %
3FAD,23.1,19:20 2023-12-11,t° C
3FAD,1074.0,19:20 2023-12-11,CO2 ppm
3FAD,40.6,19:20 2023-12-11,RH %
3FAD,1072.0,19:35 2023-12-11,CO2 ppm
3FAD,22.8,19:35 2023-12-11,t° C
3FAD,41.0,19:35 2023-12-11,RH %
3FAD,1069.0,19:50 2023-12-11,CO2 ppm
3FAD,22.8,19:50 2023-12-11,t° C
3FAD,41.7,19:50 2023-12-11,RH %
3FAD,1073.0,20:05 2023-12-11,CO2 ppm
3FAD,22.8,20:05 2023-12-11,t° C
3FAD,41.9,20:05 2023-12-11,RH %
3FAD,1066.0,20:20 2023-12-11,CO2 ppm
3FAD,22.8,20:20 2023-12-11,t° C
3FAD,42.1,20:20 2023-12-11,RH %
3FAD,1063.0,20:35 2023-12-11,CO2 ppm
3FAD,22.7,20:35 2023-12-11,t° C
3FAD,42.3,20:35 2023-12-11,RH %
3FAD,1052.0,20:50 2023-12-11,CO2 ppm
3FAD,22.7,20:50 2023-12-11,t° C
3FAD,42.3,20:50 2023-12-11,RH %
3FAD,1045.0,21:05 2023-12-11,CO2 ppm
3FAD,22.6,21:05 2023-12-11,t° C
3FAD,42.5,21:05 2023-12-11,RH %
3FAD,1039.0,21:20 2023-12-11,CO2 ppm
3FAD,22.6,21:20 2023-12-11,t° C
3FAD,42.6,21:20 2023-12-11,RH %
3FAD,1031.0,21:35 2023-12-11,CO2 ppm
3FAD,22.6,21:35 2023-12-11,t° C
3FAD,42.6,21:35 2023-12-11,RH %
3FAD,1020.0,21:50 2023-12-11,CO2 ppm
3FAD,22.6,21:50 2023-12-11,t° C
3FAD,42.7,21:50 2023-12-11,RH %
3FAD,1015.0,22:05 2023-12-11,CO2 ppm
3FAD,22.6,22:05 2023-12-11,t° C
3FAD,42.7,22:05 2023-12-11,RH %
3FAD,1008.0,22:20 2023-12-11,CO2 ppm
3FAD,22.5,22:20 2023-12-11,t° C
3FAD,42.8,22:20 2023-12-11,RH %
3FAD,1005.0,22:35 2023-12-11,CO2 ppm
3FAD,22.5,22:35 2023-12-11,t° C
3FAD,42.9,22:35 2023-12-11,RH %
3FAD,1002.0,22:50 2023-12-11,CO2 ppm
3FAD,22.5,22:50 2023-12-11,t° C
3FAD,42.9,22:50 2023-12-11,RH %
3FAD,996.0,23:05 2023-12-11,CO2 ppm
3FAD,22.5,23:05 2023-12-11,t° C
3FAD,43.0,23:05 2023-12-11,RH %
3FAD,987.0,23:20 2023-12-11,CO2 ppm
3FAD,22.4,23:20 2023-12-11,t° C
3FAD,43.0,23:20 2023-12-11,RH %
3FAD,985.0,23:35 2023-12-11,CO2 ppm
3FAD,22.4,23:35 2023-12-11,t° C
3FAD,43.0,23:35 2023-12-11,RH %
3FAD,979.0,23:50 2023-12-11,CO2 ppm
3FAD,22.4,23:50 2023-12-11,t° C
3FAD,43.0,23:50 2023-12-11,RH %
3FAD,975.0,00:05 2023-12-12,CO2 ppm
3FAD,22.4,00:05 2023-12-12,t° C
3FAD,43.0,00:05 2023-12-12,RH %
3FAD,972.0,00:20 2023-12-12,CO2 ppm
3FAD,22.4,00:20 2023-12-12,t° C
3FAD,43.1,00:20 2023-12-12,RH %
3FAD,969.0,00:35 2023-12-12,CO2 ppm
3FAD,22.4,00:35 2023-12-12,t° C
3FAD,43.1,00:35 2023-12-12,RH %
3FAD,959.0,00:50 2023-12-12,CO2 ppm
3FAD,22.3,00:50 2023-12-12,t° C
3FAD,43.1,00:50 2023-12-12,RH %
3FAD,953.0,01:05 2023-12-12,CO2 ppm
3FAD,22.4,01:05 2023-12-12,t° C
3FAD,43.1,01:05 2023-12-12,RH %
3FAD,952.0,01:20 2023-12-12,CO2 ppm
3FAD,22.3,01:20 2023-12-12,t° C
3FAD,43.2,01:20 2023-12-12,RH %
3FAD,948.0,01:35 2023-12-12,CO2 ppm
3FAD,22.3,01:35 2023-12-12,t° C
3FAD,43.1,01:35 2023-12-12,RH %
3FAD,946.0,01:50 2023-12-12,CO2 ppm
3FAD,22.3,01:50 2023-12-12,t° C
3FAD,43.2,01:50 2023-12-12,RH %
3FAD,942.0,02:05 2023-12-12,CO2 ppm
3FAD,22.3,02:05 2023-12-12,t° C
3FAD,43.2,02:05 2023-12-12,RH %
3FAD,934.0,02:20 2023-12-12,CO2 ppm
3FAD,22.3,02:20 2023-12-12,t° C
3FAD,43.2,02:20 2023-12-12,RH %
3FAD,929.0,02:35 2023-12-12,CO2 ppm
3FAD,22.3,02:35 2023-12-12,t° C
3FAD,43.2,02:35 2023-12-12,RH %
3FAD,929.0,02:50 2023-12-12,CO2 ppm
3FAD,22.3,02:50 2023-12-12,t° C
3FAD,43.2,02:50 2023-12-12,RH %
3FAD,930.0,03:05 2023-12-12,CO2 ppm
3FAD,22.3,03:05 2023-12-12,t° C
3FAD,43.3,03:05 2023-12-12,RH %
3FAD,925.0,03:20 2023-12-12,CO2 ppm
3FAD,22.2,03:20 2023-12-12,t° C
3FAD,43.4,03:20 2023-12-12,RH %
3FAD,918.0,03:35 2023-12-12,CO2 ppm
3FAD,22.2,03:35 2023-12-12,t° C
3FAD,43.4,03:35 2023-12-12,RH %
3FAD,916.0,03:50 2023-12-12,CO2 ppm
3FAD,22.2,03:50 2023-12-12,t° C
3FAD,43.4,03:50 2023-12-12,RH %
3FAD,916.0,04:05 2023-12-12,CO2 ppm
3FAD,22.2,04:05 2023-12-12,t° C
3FAD,43.3,04:05 2023-12-12,RH %
3FAD,908.0,04:20 2023-12-12,CO2 ppm
3FAD,22.2,04:20 2023-12-12,t° C
3FAD,43.4,04:20 2023-12-12,RH %
3FAD,906.0,04:35 2023-12-12,CO2 ppm
3FAD,22.3,04:35 2023-12-12,t° C
3FAD,43.4,04:35 2023-12-12,RH %
3FAD,908.0,04:50 2023-12-12,CO2 ppm
3FAD,22.2,04:50 2023-12-12,t° C
3FAD,43.4,04:50 2023-12-12,RH %
3FAD,904.0,05:05 2023-12-12,CO2 ppm
3FAD,22.2,05:05 2023-12-12,t° C
3FAD,43.5,05:05 2023-12-12,RH %
3FAD,896.0,05:20 2023-12-12,CO2 ppm
3FAD,22.2,05:20 2023-12-12,t° C
3FAD,43.5,05:20 2023-12-12,RH %
3FAD,893.0,05:35 2023-12-12,CO2 ppm
3FAD,22.2,05:35 2023-12-12,t° C
3FAD,43.4,05:35 2023-12-12,RH %
3FAD,894.0,05:50 2023-12-12,CO2 ppm
3FAD,22.2,05:50 2023-12-12,t° C
3FAD,43.4,05:50 2023-12-12,RH %
3FAD,889.0,06:05 2023-12-12,CO2 ppm
3FAD,22.2,06:05 2023-12-12,t° C
3FAD,43.4,06:05 2023-12-12,RH %
3FAD,885.0,06:20 2023-12-12,CO2 ppm
3FAD,22.2,06:20 2023-12-12,t° C
3FAD,43.4,06:20 2023-12-12,RH %
3FAD,883.0,06:35 2023-12-12,CO2 ppm
3FAD,22.2,06:35 2023-12-12,t° C
3FAD,43.5,06:35 2023-12-12,RH %
3FAD,880.0,06:50 2023-12-12,CO2 ppm
3FAD,22.2,06:50 2023-12-12,t° C
3FAD,43.5,06:50 2023-12-12,RH %
3FAD,874.0,07:05 2023-12-12,CO2 ppm
3FAD,22.2,07:05 2023-12-12,t° C
3FAD,43.5,07:05 2023-12-12,RH %
3FAD,873.0,07:20 2023-12-12,CO2 ppm
3FAD,22.2,07:20 2023-12-12,t° C
3FAD,43.5,07:20 2023-12-12,RH %
3FAD,872.0,07:35 2023-12-12,CO2 ppm
3FAD,22.2,07:35 2023-12-12,t° C
3FAD,43.4,07:35 2023-12-12,RH %
3FAD,866.0,07:50 2023-12-12,CO2 ppm
3FAD,22.2,07:50 2023-12-12,t° C
3FAD,43.5,07:50 2023-12-12,RH %
3FAD,863.0,08:05 2023-12-12,CO2 ppm
3FAD,22.2,08:05 2023-12-12,t° C
3FAD,43.4,08:05 2023-12-12,RH %
3FAD,861.0,08:20 2023-12-12,CO2 ppm
3FAD,22.2,08:20 2023-12-12,t° C
3FAD,43.4,08:20 2023-12-12,RH %
3FAD,859.0,08:35 2023-12-12,CO2 ppm
3FAD,22.2,08:35 2023-12-12,t° C
3FAD,43.4,08:35 2023-12-12,RH %
3FAD,854.0,08:50 2023-12-12,CO2 ppm
3FAD,22.2,08:50 2023-12-12,t° C
3FAD,43.4,08:50 2023-12-12,RH %
3FAD,850.0,09:05 2023-12-12,CO2 ppm
3FAD,22.2,09:05 2023-12-12,t° C
3FAD,43.4,09:05 2023-12-12,RH %
3FAD,845.0,09:20 2023-12-12,CO2 ppm
3FAD,22.2,09:20 2023-12-12,t° C
3FAD,43.6,09:20 2023-12-12,RH %
3FAD,862.0,09:35 2023-12-12,CO2 ppm
3FAD,22.2,09:35 2023-12-12,t° C
3FAD,43.8,09:35 2023-12-12,RH %
3FAD,873.0,09:50 2023-12-12,CO2 ppm
3FAD,22.3,09:50 2023-12-12,t° C
3FAD,43.8,09:50 2023-12-12,RH %
3FAD,895.0,10:05 2023-12-12,CO2 ppm
3FAD,22.3,10:05 2023-12-12,t° C
3FAD,43.9,10:05 2023-12-12,RH %
3FAD,928.0,10:20 2023-12-12,CO2 ppm
3FAD,22.4,10:20 2023-12-12,t° C
3FAD,44.0,10:20 2023-12-12,RH %
3FAD,961.0,10:35 2023-12-12,CO2 ppm
3FAD,22.4,10:35 2023-12-12,t° C
3FAD,45.2,10:35 2023-12-12,RH %
3FAD,1020.0,10:50 2023-12-12,CO2 ppm
3FAD,22.5,10:50 2023-12-12,t° C
3FAD,45.5,10:50 2023-12-12,RH %
3FAD,1059.0,11:05 2023-12-12,CO2 ppm
3FAD,22.6,11:05 2023-12-12,t° C
3FAD,45.5,11:05 2023-12-12,RH %
3FAD,1100.0,11:20 2023-12-12,CO2 ppm
3FAD,22.7,11:20 2023-12-12,t° C
3FAD,45.1,11:20 2023-12-12,RH %
3FAD,1138.0,11:35 2023-12-12,CO2 ppm
3FAD,22.8,11:35 2023-12-12,t° C
3FAD,45.5,11:35 2023-12-12,RH %
3FAD,46.0,11:50 2023-12-12,RH %
3FAD,1293.0,11:50 2023-12-12,CO2 ppm
3FAD,22.9,11:50 2023-12-12,t° C
3FAD,1394.0,11:55 2023-12-12,CO2 ppm
3FAD,1413.0,12:05 2023-12-12,CO2 ppm
3FAD,23.0,12:05 2023-12-12,t° C
3FAD,46.1,12:05 2023-12-12,RH %
3FAD,1526.0,12:20 2023-12-12,CO2 ppm
3FAD,23.1,12:20 2023-12-12,t° C
3FAD,46.9,12:20 2023-12-12,RH %
3FAD,1601.0,12:35 2023-12-12,CO2 ppm
3FAD,23.2,12:35 2023-12-12,t° C
3FAD,47.1,12:35 2023-12-12,RH %
3FAD,1698.0,12:50 2023-12-12,CO2 ppm
3FAD,23.2,12:50 2023-12-12,t° C
3FAD,47.1,12:50 2023-12-12,RH %
3FAD,1817.0,13:05 2023-12-12,CO2 ppm
3FAD,23.3,13:05 2023-12-12,t° C
3FAD,47.4,13:05 2023-12-12,RH %
3FAD,1939.0,13:20 2023-12-12,CO2 ppm
3FAD,23.4,13:20 2023-12-12,t° C
3FAD,47.5,13:20 2023-12-12,RH %
3FAD,2005.0,13:35 2023-12-12,CO2 ppm
3FAD,23.3,13:35 2023-12-12,t° C
3FAD,47.4,13:35 2023-12-12,RH %
3FAD,2058.0,13:50 2023-12-12,CO2 ppm
3FAD,23.3,13:50 2023-12-12,t° C
3FAD,47.2,13:50 2023-12-12,RH %
3FAD,1945.0,14:05 2023-12-12,CO2 ppm
3FAD,23.3,14:05 2023-12-12,t° C
3FAD,45.1,14:05 2023-12-12,RH %
3FAD,747.0,14:18 2023-12-12,CO2 ppm
3FAD,536.0,14:23 2023-12-12,CO2 ppm
3FAD,968.0,14:28 2023-12-12,CO2 ppm
3FAD,22.4,14:28 2023-12-12,t° C
3FAD,39.2,14:28 2023-12-12,RH %
3FAD,727.0,14:43 2023-12-12,CO2 ppm
3FAD,22.7,14:43 2023-12-12,t° C
3FAD,41.7,14:43 2023-12-12,RH %
3FAD,906.0,14:58 2023-12-12,CO2 ppm
3FAD,23.0,14:58 2023-12-12,t° C
3FAD,43.1,14:58 2023-12-12,RH %
3FAD,1109.0,15:13 2023-12-12,CO2 ppm
3FAD,23.2,15:13 2023-12-12,t° C
3FAD,43.9,15:13 2023-12-12,RH %
3FAD,1335.0,15:28 2023-12-12,CO2 ppm
3FAD,23.6,15:28 2023-12-12,t° C
3FAD,45.3,15:28 2023-12-12,RH %
3FAD,1526.0,15:43 2023-12-12,CO2 ppm
3FAD,23.9,15:43 2023-12-12,t° C
3FAD,45.4,15:43 2023-12-12,RH %
3FAD,1666.0,15:58 2023-12-12,CO2 ppm
3FAD,24.1,15:58 2023-12-12,t° C
3FAD,45.2,15:58 2023-12-12,RH %
3FAD,1758.0,16:13 2023-12-12,CO2 ppm
3FAD,24.2,16:13 2023-12-12,t° C
3FAD,42.2,16:13 2023-12-12,RH %
3FAD,1185.0,16:28 2023-12-12,CO2 ppm
3FAD,24.0,16:28 2023-12-12,t° C
3FAD,38.1,16:28 2023-12-12,RH %
3FAD,885.0,16:43 2023-12-12,CO2 ppm
3FAD,23.8,16:43 2023-12-12,t° C
3FAD,37.4,16:43 2023-12-12,RH %
3FAD,781.0,16:58 2023-12-12,CO2 ppm
3FAD,23.6,16:58 2023-12-12,t° C
3FAD,36.6,16:58 2023-12-12,RH %
3FAD,702.0,17:13 2023-12-12,CO2 ppm
3FAD,23.5,17:13 2023-12-12,t° C
3FAD,36.2,17:13 2023-12-12,RH %
3FAD,675.0,17:28 2023-12-12,CO2 ppm
3FAD,23.4,17:28 2023-12-12,t° C
3FAD,37.0,17:28 2023-12-12,RH %
3FAD,804.0,17:43 2023-12-12,CO2 ppm
3FAD,23.6,17:43 2023-12-12,t° C
3FAD,38.9,17:43 2023-12-12,RH %
3FAD,989.0,17:58 2023-12-12,CO2 ppm
3FAD,23.8,17:58 2023-12-12,t° C
3FAD,40.1,17:58 2023-12-12,RH %
3FAD,1121.0,18:13 2023-12-12,CO2 ppm
3FAD,23.8,18:13 2023-12-12,t° C
3FAD,40.5,18:13 2023-12-12,RH %
3FAD,1154.0,18:28 2023-12-12,CO2 ppm
3FAD,23.7,18:28 2023-12-12,t° C
3FAD,40.1,18:28 2023-12-12,RH %
3FAD,1076.0,18:43 2023-12-12,CO2 ppm
3FAD,23.5,18:43 2023-12-12,t° C
3FAD,40.0,18:43 2023-12-12,RH %
3FAD,1026.0,18:58 2023-12-12,CO2 ppm
3FAD,23.3,18:58 2023-12-12,t° C
3FAD,40.5,18:58 2023-12-12,RH %
3FAD,1040.0,19:13 2023-12-12,CO2 ppm
3FAD,23.3,19:13 2023-12-12,t° C
3FAD,40.9,19:13 2023-12-12,RH %
3FAD,1045.0,19:30 2023-12-12,CO2 ppm
3FAD,23.2,19:30 2023-12-12,t° C
3FAD,41.1,19:30 2023-12-12,RH %
3FAD,1043.0,19:45 2023-12-12,CO2 ppm
3FAD,23.2,19:45 2023-12-12,t° C
3FAD,41.3,19:45 2023-12-12,RH %
3FAD,1045.0,20:00 2023-12-12,CO2 ppm
3FAD,23.1,20:00 2023-12-12,t° C
3FAD,41.5,20:00 2023-12-12,RH %
3FAD,1046.0,20:15 2023-12-12,CO2 ppm
3FAD,23.1,20:15 2023-12-12,t° C
3FAD,41.5,20:15 2023-12-12,RH %
3FAD,1046.0,20:30 2023-12-12,CO2 ppm
3FAD,23.1,20:30 2023-12-12,t° C
3FAD,41.7,20:30 2023-12-12,RH %
3FAD,1043.0,20:45 2023-12-12,CO2 ppm
3FAD,23.0,20:45 2023-12-12,t° C
3FAD,41.8,20:45 2023-12-12,RH %
3FAD,1038.0,21:00 2023-12-12,CO2 ppm
3FAD,23.0,21:00 2023-12-12,t° C
3FAD,42.0,21:00 2023-12-12,RH %
3FAD,1041.0,21:15 2023-12-12,CO2 ppm
3FAD,22.9,21:15 2023-12-12,t° C
3FAD,42.1,21:15 2023-12-12,RH %
3FAD,1045.0,21:30 2023-12-12,CO2 ppm
3FAD,22.9,21:30 2023-12-12,t° C
3FAD,42.1,21:30 2023-12-12,RH %
3FAD,1043.0,21:45 2023-12-12,CO2 ppm
3FAD,22.9,21:45 2023-12-12,t° C
3FAD,42.2,21:45 2023-12-12,RH %
3FAD,1043.0,22:00 2023-12-12,CO2 ppm
3FAD,22.8,22:00 2023-12-12,t° C
3FAD,42.3,22:00 2023-12-12,RH %
3FAD,1041.0,22:15 2023-12-12,CO2 ppm
3FAD,22.8,22:15 2023-12-12,t° C
3FAD,42.4,22:15 2023-12-12,RH %
3FAD,1038.0,22:30 2023-12-12,CO2 ppm
3FAD,22.7,22:30 2023-12-12,t° C
3FAD,42.5,22:30 2023-12-12,RH %
3FAD,1039.0,22:45 2023-12-12,CO2 ppm
3FAD,22.7,22:45 2023-12-12,t° C
3FAD,42.5,22:45 2023-12-12,RH %
3FAD,1038.0,23:00 2023-12-12,CO2 ppm
3FAD,22.7,23:00 2023-12-12,t° C
3FAD,42.6,23:00 2023-12-12,RH %
3FAD,1038.0,23:15 2023-12-12,CO2 ppm
3FAD,22.7,23:15 2023-12-12,t° C
3FAD,42.6,23:15 2023-12-12,RH %
3FAD,1035.0,23:30 2023-12-12,CO2 ppm
3FAD,22.7,23:30 2023-12-12,t° C
3FAD,42.6,23:30 2023-12-12,RH %
3FAD,1031.0,23:45 2023-12-12,CO2 ppm
3FAD,22.7,23:45 2023-12-12,t° C
3FAD,42.6,23:45 2023-12-12,RH %
3FAD,1029.0,00:00 2023-12-13,CO2 ppm
3FAD,22.7,00:00 2023-12-13,t° C
3FAD,42.7,00:00 2023-12-13,RH %
3FAD,1024.0,00:15 2023-12-13,CO2 ppm
3FAD,22.6,00:15 2023-12-13,t° C
3FAD,42.7,00:15 2023-12-13,RH %
3FAD,1023.0,00:30 2023-12-13,CO2 ppm
3FAD,22.6,00:30 2023-12-13,t° C
3FAD,42.7,00:30 2023-12-13,RH %
3FAD,1019.0,00:45 2023-12-13,CO2 ppm
3FAD,22.6,00:45 2023-12-13,t° C
3FAD,42.8,00:45 2023-12-13,RH %
3FAD,1021.0,01:00 2023-12-13,CO2 ppm
3FAD,22.6,01:00 2023-12-13,t° C
3FAD,42.8,01:00 2023-12-13,RH %
3FAD,1016.0,01:15 2023-12-13,CO2 ppm
3FAD,22.6,01:15 2023-12-13,t° C
3FAD,42.8,01:15 2023-12-13,RH %
3FAD,1010.0,01:30 2023-12-13,CO2 ppm
3FAD,22.6,01:30 2023-12-13,t° C
3FAD,42.8,01:30 2023-12-13,RH %
3FAD,1008.0,01:45 2023-12-13,CO2 ppm
3FAD,22.5,01:45 2023-12-13,t° C
3FAD,42.8,01:45 2023-12-13,RH %
3FAD,1008.0,02:00 2023-12-13,CO2 ppm
3FAD,22.5,02:00 2023-12-13,t° C
3FAD,42.9,02:00 2023-12-13,RH %
3FAD,1008.0,02:15 2023-12-13,CO2 ppm
3FAD,22.5,02:15 2023-12-13,t° C
3FAD,42.9,02:15 2023-12-13,RH %
3FAD,1000.0,02:30 2023-12-13,CO2 ppm
3FAD,22.5,02:30 2023-12-13,t° C
3FAD,42.9,02:30 2023-12-13,RH %
3FAD,998.0,02:45 2023-12-13,CO2 ppm
3FAD,22.5,02:45 2023-12-13,t° C
3FAD,42.9,02:45 2023-12-13,RH %
3FAD,998.0,03:00 2023-12-13,CO2 ppm
3FAD,22.5,03:00 2023-12-13,t° C
3FAD,42.9,03:00 2023-12-13,RH %
3FAD,993.0,03:15 2023-12-13,CO2 ppm
3FAD,22.5,03:15 2023-12-13,t° C
3FAD,42.9,03:15 2023-12-13,RH %
3FAD,996.0,03:30 2023-12-13,CO2 ppm
3FAD,22.5,03:30 2023-12-13,t° C
3FAD,43.0,03:30 2023-12-13,RH %
3FAD,992.0,03:45 2023-12-13,CO2 ppm
3FAD,22.5,03:45 2023-12-13,t° C
3FAD,42.9,03:45 2023-12-13,RH %
3FAD,991.0,04:00 2023-12-13,CO2 ppm
3FAD,22.5,04:00 2023-12-13,t° C
3FAD,43.0,04:00 2023-12-13,RH %
3FAD,985.0,04:15 2023-12-13,CO2 ppm
3FAD,22.5,04:15 2023-12-13,t° C
3FAD,43.0,04:15 2023-12-13,RH %
3FAD,983.0,04:30 2023-12-13,CO2 ppm
3FAD,22.5,04:30 2023-12-13,t° C
3FAD,43.0,04:30 2023-12-13,RH %
3FAD,978.0,04:45 2023-12-13,CO2 ppm
3FAD,22.5,04:45 2023-12-13,t° C
3FAD,43.0,04:45 2023-12-13,RH %
3FAD,976.0,05:00 2023-12-13,CO2 ppm
3FAD,22.4,05:00 2023-12-13,t° C
3FAD,43.0,05:00 2023-12-13,RH %
3FAD,972.0,05:15 2023-12-13,CO2 ppm
3FAD,22.4,05:15 2023-12-13,t° C
3FAD,43.0,05:15 2023-12-13,RH %
3FAD,973.0,05:30 2023-12-13,CO2 ppm
3FAD,22.4,05:30 2023-12-13,t° C
3FAD,43.0,05:30 2023-12-13,RH %
3FAD,972.0,05:45 2023-12-13,CO2 ppm
3FAD,22.4,05:45 2023-12-13,t° C
3FAD,43.0,05:45 2023-12-13,RH %
3FAD,968.0,06:00 2023-12-13,CO2 ppm
3FAD,22.4,06:00 2023-12-13,t° C
3FAD,43.0,06:00 2023-12-13,RH %
3FAD,967.0,06:15 2023-12-13,CO2 ppm
3FAD,22.4,06:15 2023-12-13,t° C
3FAD,43.0,06:15 2023-12-13,RH %
3FAD,964.0,06:30 2023-12-13,CO2 ppm
3FAD,22.4,06:30 2023-12-13,t° C
3FAD,43.0,06:30 2023-12-13,RH %
3FAD,961.0,06:45 2023-12-13,CO2 ppm
3FAD,22.4,06:45 2023-12-13,t° C
3FAD,43.1,06:45 2023-12-13,RH %
3FAD,956.0,07:00 2023-12-13,CO2 ppm
3FAD,22.4,07:00 2023-12-13,t° C
3FAD,43.1,07:00 2023-12-13,RH %
3FAD,953.0,07:15 2023-12-13,CO2 ppm
3FAD,22.4,07:15 2023-12-13,t° C
3FAD,43.0,07:15 2023-12-13,RH %
3FAD,952.0,07:30 2023-12-13,CO2 ppm
3FAD,22.4,07:30 2023-12-13,t° C
3FAD,43.1,07:30 2023-12-13,RH %
3FAD,946.0,07:45 2023-12-13,CO2 ppm
3FAD,22.4,07:45 2023-12-13,t° C
3FAD,43.1,07:45 2023-12-13,RH %
3FAD,945.0,08:00 2023-12-13,CO2 ppm
3FAD,22.4,08:00 2023-12-13,t° C
3FAD,43.1,08:00 2023-12-13,RH %
3FAD,945.0,08:15 2023-12-13,CO2 ppm
3FAD,22.4,08:15 2023-12-13,t° C
3FAD,43.1,08:15 2023-12-13,RH %
3FAD,943.0,08:22 2023-12-13,CO2 ppm
3FAD,940.0,08:30 2023-12-13,CO2 ppm
3FAD,22.4,08:30 2023-12-13,t° C
3FAD,43.1,08:30 2023-12-13,RH %
3FAD,938.0,08:45 2023-12-13,CO2 ppm
3FAD,22.4,08:45 2023-12-13,t° C
3FAD,43.1,08:45 2023-12-13,RH %
3FAD,797.0,09:00 2023-12-13,CO2 ppm
3FAD,888.0,09:05 2023-12-13,CO2 ppm
3FAD,22.3,09:05 2023-12-13,t° C
3FAD,42.4,09:05 2023-12-13,RH %
3FAD,704.0,09:10 2023-12-13,CO2 ppm
3FAD,698.0,09:20 2023-12-13,CO2 ppm
3FAD,22.1,09:20 2023-12-13,t° C
3FAD,41.3,09:20 2023-12-13,RH %
3FAD,675.0,09:35 2023-12-13,CO2 ppm
3FAD,21.9,09:35 2023-12-13,t° C
3FAD,41.5,09:35 2023-12-13,RH %
3FAD,678.0,09:50 2023-12-13,CO2 ppm
3FAD,21.9,09:50 2023-12-13,t° C
3FAD,41.6,09:50 2023-12-13,RH %
3FAD,660.0,10:05 2023-12-13,CO2 ppm
3FAD,21.9,10:05 2023-12-13,t° C
3FAD,42.1,10:05 2023-12-13,RH %
3FAD,668.0,10:20 2023-12-13,CO2 ppm
3FAD,22.1,10:20 2023-12-13,t° C
3FAD,42.0,10:20 2023-12-13,RH %
3FAD,651.0,10:35 2023-12-13,CO2 ppm
3FAD,22.1,10:35 2023-12-13,t° C
3FAD,41.6,10:35 2023-12-13,RH %
3FAD,626.0,10:50 2023-12-13,CO2 ppm
3FAD,22.2,10:50 2023-12-13,t° C
3FAD,41.7,10:50 2023-12-13,RH %
3FAD,640.0,11:05 2023-12-13,CO2 ppm
3FAD,22.3,11:05 2023-12-13,t° C
3FAD,41.7,11:05 2023-12-13,RH %
3FAD,620.0,11:20 2023-12-13,CO2 ppm
