Room,Value,Time,Type
3F06,46.7,16:35 2023-12-01,RH %
3F06,1270.0,16:50 2023-12-01,CO2 ppm
3F06,19.6,16:50 2023-12-01,t° C
3F06,47.1,16:50 2023-12-01,RH %
3F06,1235.0,17:05 2023-12-01,CO2 ppm
3F06,19.6,17:05 2023-12-01,t° C
3F06,46.3,17:05 2023-12-01,RH %
3F06,1156.0,17:20 2023-12-01,CO2 ppm
3F06,19.7,17:20 2023-12-01,t° C
3F06,45.9,17:20 2023-12-01,RH %
3F06,1143.0,17:35 2023-12-01,CO2 ppm
3F06,19.8,17:35 2023-12-01,t° C
3F06,45.6,17:35 2023-12-01,RH %
3F06,1148.0,17:50 2023-12-01,CO2 ppm
3F06,19.9,17:50 2023-12-01,t° C
3F06,45.5,17:50 2023-12-01,RH %
3F06,1165.0,18:05 2023-12-01,CO2 ppm
3F06,20.0,18:05 2023-12-01,t° C
3F06,45.3,18:05 2023-12-01,RH %
3F06,1174.0,18:20 2023-12-01,CO2 ppm
3F06,20.1,18:20 2023-12-01,t° C
3F06,45.7,18:20 2023-12-01,RH %
3F06,1297.0,18:35 2023-12-01,CO2 ppm
3F06,20.5,18:35 2023-12-01,t° C
3F06,46.3,18:35 2023-12-01,RH %
3F06,1370.0,18:50 2023-12-01,CO2 ppm
3F06,20.6,18:50 2023-12-01,t° C
3F06,44.8,18:50 2023-12-01,RH %
3F06,1461.0,19:05 2023-12-01,CO2 ppm
3F06,21.0,19:05 2023-12-01,t° C
3F06,45.5,19:05 2023-12-01,RH %
3F06,1438.0,19:20 2023-12-01,CO2 ppm
3F06,21.2,19:20 2023-12-01,t° C
3F06,45.2,19:20 2023-12-01,RH %
3F06,1480.0,19:35 2023-12-01,CO2 ppm
3F06,21.4,19:35 2023-12-01,t° C
3F06,44.8,19:35 2023-12-01,RH %
3F06,1531.0,19:50 2023-12-01,CO2 ppm
3F06,21.6,19:50 2023-12-01,t° C
3F06,44.6,19:50 2023-12-01,RH %
3F06,1582.0,20:05 2023-12-01,CO2 ppm
3F06,21.8,20:05 2023-12-01,t° C
3F06,44.5,20:05 2023-12-01,RH %
3F06,1593.0,20:20 2023-12-01,CO2 ppm
3F06,21.8,20:20 2023-12-01,t° C
3F06,43.0,20:20 2023-12-01,RH %
3F06,1252.0,20:35 2023-12-01,CO2 ppm
3F06,21.7,20:35 2023-12-01,t° C
3F06,41.7,20:35 2023-12-01,RH %
3F06,1160.0,20:50 2023-12-01,CO2 ppm
3F06,21.7,20:50 2023-12-01,t° C
3F06,41.3,20:50 2023-12-01,RH %
3F06,1129.0,21:05 2023-12-01,CO2 ppm
3F06,21.7,21:05 2023-12-01,t° C
3F06,41.7,21:05 2023-12-01,RH %
3F06,1147.0,21:20 2023-12-01,CO2 ppm
3F06,21.7,21:20 2023-12-01,t° C
3F06,41.9,21:20 2023-12-01,RH %
3F06,1157.0,21:35 2023-12-01,CO2 ppm
3F06,21.8,21:35 2023-12-01,t° C
3F06,42.0,21:35 2023-12-01,RH %
3F06,1155.0,21:50 2023-12-01,CO2 ppm
3F06,21.8,21:50 2023-12-01,t° C
3F06,42.0,21:50 2023-12-01,RH %
3F06,1154.0,22:05 2023-12-01,CO2 ppm
3F06,21.8,22:05 2023-12-01,t° C
3F06,42.1,22:05 2023-12-01,RH %
3F06,1151.0,22:20 2023-12-01,CO2 ppm
3F06,21.8,22:20 2023-12-01,t° C
3F06,42.1,22:20 2023-12-01,RH %
3F06,1149.0,22:35 2023-12-01,CO2 ppm
3F06,21.7,22:35 2023-12-01,t° C
3F06,42.2,22:35 2023-12-01,RH %
3F06,1144.0,22:50 2023-12-01,CO2 ppm
3F06,21.7,22:50 2023-12-01,t° C
3F06,42.2,22:50 2023-12-01,RH %
3F06,1141.0,23:05 2023-12-01,CO2 ppm
3F06,21.7,23:05 2023-12-01,t° C
3F06,42.2,23:05 2023-12-01,RH %
3F06,1139.0,23:20 2023-12-01,CO2 ppm
3F06,21.7,23:20 2023-12-01,t° C
3F06,42.3,23:20 2023-12-01,RH %
3F06,1136.0,23:35 2023-12-01,CO2 ppm
3F06,21.6,23:35 2023-12-01,t° C
3F06,42.2,23:35 2023-12-01,RH %
3F06,1131.0,23:50 2023-12-01,CO2 ppm
3F06,21.6,23:50 2023-12-01,t° C
3F06,42.3,23:50 2023-12-01,RH %
3F06,1126.0,00:05 2023-12-02,CO2 ppm
3F06,21.6,00:05 2023-12-02,t° C
3F06,42.3,00:05 2023-12-02,RH %
3F06,1126.0,00:20 2023-12-02,CO2 ppm
3F06,21.6,00:20 2023-12-02,t° C
3F06,42.3,00:20 2023-12-02,RH %
3F06,1124.0,00:35 2023-12-02,CO2 ppm
3F06,21.7,00:35 2023-12-02,t° C
3F06,42.3,00:35 2023-12-02,RH %
3F06,1115.0,00:50 2023-12-02,CO2 ppm
3F06,21.7,00:50 2023-12-02,t° C
3F06,42.3,00:50 2023-12-02,RH %
3F06,1104.0,01:05 2023-12-02,CO2 ppm
3F06,21.6,01:05 2023-12-02,t° C
3F06,42.3,01:05 2023-12-02,RH %
3F06,1098.0,01:20 2023-12-02,CO2 ppm
3F06,21.6,01:20 2023-12-02,t° C
3F06,42.3,01:20 2023-12-02,RH %
3F06,1094.0,01:35 2023-12-02,CO2 ppm
3F06,21.6,01:35 2023-12-02,t° C
3F06,42.3,01:35 2023-12-02,RH %
3F06,1085.0,01:50 2023-12-02,CO2 ppm
3F06,21.6,01:50 2023-12-02,t° C
3F06,42.3,01:50 2023-12-02,RH %
3F06,1081.0,02:05 2023-12-02,CO2 ppm
3F06,21.6,02:05 2023-12-02,t° C
3F06,42.3,02:05 2023-12-02,RH %
3F06,1079.0,02:20 2023-12-02,CO2 ppm
3F06,21.6,02:20 2023-12-02,t° C
3F06,42.2,02:20 2023-12-02,RH %
3F06,1068.0,02:35 2023-12-02,CO2 ppm
3F06,21.6,02:35 2023-12-02,t° C
3F06,42.2,02:35 2023-12-02,RH %
3F06,1061.0,02:50 2023-12-02,CO2 ppm
3F06,21.6,02:50 2023-12-02,t° C
3F06,42.2,02:50 2023-12-02,RH %
3F06,1054.0,03:05 2023-12-02,CO2 ppm
3F06,21.7,03:05 2023-12-02,t° C
3F06,42.2,03:05 2023-12-02,RH %
3F06,1048.0,03:20 2023-12-02,CO2 ppm
3F06,21.6,03:20 2023-12-02,t° C
3F06,42.2,03:20 2023-12-02,RH %
3F06,1044.0,03:35 2023-12-02,CO2 ppm
3F06,21.6,03:35 2023-12-02,t° C
3F06,42.2,03:35 2023-12-02,RH %
3F06,21.7,03:50 2023-12-02,t° C
3F06,1036.0,03:50 2023-12-02,CO2 ppm
3F06,42.2,03:50 2023-12-02,RH %
3F06,1026.0,04:05 2023-12-02,CO2 ppm
3F06,21.7,04:05 2023-12-02,t° C
3F06,42.2,04:05 2023-12-02,RH %
3F06,1019.0,04:20 2023-12-02,CO2 ppm
3F06,21.6,04:20 2023-12-02,t° C
3F06,42.2,04:20 2023-12-02,RH %
3F06,42.2,04:35 2023-12-02,RH %
3F06,1012.0,04:35 2023-12-02,CO2 ppm
3F06,21.6,04:35 2023-12-02,t° C
3F06,1012.0,04:50 2023-12-02,CO2 ppm
3F06,21.6,04:50 2023-12-02,t° C
3F06,42.3,04:50 2023-12-02,RH %
3F06,21.6,05:05 2023-12-02,t° C
3F06,1006.0,05:05 2023-12-02,CO2 ppm
3F06,42.2,05:05 2023-12-02,RH %
3F06,994.0,05:10 2023-12-02,CO2 ppm
3F06,42.2,05:20 2023-12-02,RH %
3F06,993.0,05:20 2023-12-02,CO2 ppm
3F06,21.6,05:20 2023-12-02,t° C
3F06,21.6,05:35 2023-12-02,t° C
3F06,987.0,05:35 2023-12-02,CO2 ppm
3F06,42.2,05:35 2023-12-02,RH %
3F06,983.0,05:50 2023-12-02,CO2 ppm
3F06,21.6,05:50 2023-12-02,t° C
3F06,42.2,05:50 2023-12-02,RH %
3F06,977.0,06:05 2023-12-02,CO2 ppm
3F06,21.6,06:05 2023-12-02,t° C
3F06,42.2,06:05 2023-12-02,RH %
3F06,964.0,06:20 2023-12-02,CO2 ppm
3F06,21.6,06:20 2023-12-02,t° C
3F06,42.1,06:20 2023-12-02,RH %
3F06,953.0,06:35 2023-12-02,CO2 ppm
3F06,21.6,06:35 2023-12-02,t° C
3F06,42.1,06:35 2023-12-02,RH %
3F06,944.0,06:50 2023-12-02,CO2 ppm
3F06,21.6,06:50 2023-12-02,t° C
3F06,42.1,06:50 2023-12-02,RH %
3F06,937.0,07:05 2023-12-02,CO2 ppm
3F06,21.6,07:05 2023-12-02,t° C
3F06,42.1,07:05 2023-12-02,RH %
3F06,935.0,07:20 2023-12-02,CO2 ppm
3F06,21.6,07:20 2023-12-02,t° C
3F06,42.2,07:20 2023-12-02,RH %
3F06,42.2,07:35 2023-12-02,RH %
3F06,931.0,07:35 2023-12-02,CO2 ppm
3F06,21.6,07:35 2023-12-02,t° C
3F06,922.0,07:50 2023-12-02,CO2 ppm
3F06,21.7,07:50 2023-12-02,t° C
3F06,42.1,07:50 2023-12-02,RH %
3F06,913.0,08:05 2023-12-02,CO2 ppm
3F06,21.6,08:05 2023-12-02,t° C
3F06,42.1,08:05 2023-12-02,RH %
3F06,911.0,08:20 2023-12-02,CO2 ppm
3F06,21.6,08:20 2023-12-02,t° C
3F06,42.1,08:20 2023-12-02,RH %
3F06,904.0,08:35 2023-12-02,CO2 ppm
3F06,21.6,08:35 2023-12-02,t° C
3F06,42.1,08:35 2023-12-02,RH %
3F06,899.0,08:50 2023-12-02,CO2 ppm
3F06,21.6,08:50 2023-12-02,t° C
3F06,42.0,08:50 2023-12-02,RH %
3F06,886.0,09:05 2023-12-02,CO2 ppm
3F06,21.6,09:05 2023-12-02,t° C
3F06,42.1,09:05 2023-12-02,RH %
3F06,879.0,09:20 2023-12-02,CO2 ppm
3F06,21.6,09:20 2023-12-02,t° C
3F06,42.0,09:20 2023-12-02,RH %
3F06,872.0,09:35 2023-12-02,CO2 ppm
3F06,21.6,09:35 2023-12-02,t° C
3F06,42.0,09:35 2023-12-02,RH %
3F06,869.0,09:50 2023-12-02,CO2 ppm
3F06,21.6,09:50 2023-12-02,t° C
3F06,42.0,09:50 2023-12-02,RH %
3F06,861.0,10:05 2023-12-02,CO2 ppm
3F06,21.6,10:05 2023-12-02,t° C
3F06,42.1,10:05 2023-12-02,RH %
3F06,856.0,10:20 2023-12-02,CO2 ppm
3F06,21.6,10:20 2023-12-02,t° C
3F06,42.1,10:20 2023-12-02,RH %
3F06,849.0,10:35 2023-12-02,CO2 ppm
3F06,21.6,10:35 2023-12-02,t° C
3F06,42.0,10:35 2023-12-02,RH %
3F06,845.0,10:50 2023-12-02,CO2 ppm
3F06,21.6,10:50 2023-12-02,t° C
3F06,42.0,10:50 2023-12-02,RH %
3F06,834.0,11:05 2023-12-02,CO2 ppm
3F06,21.6,11:05 2023-12-02,t° C
3F06,42.1,11:05 2023-12-02,RH %
3F06,829.0,11:20 2023-12-02,CO2 ppm
3F06,21.6,11:20 2023-12-02,t° C
3F06,42.2,11:20 2023-12-02,RH %
3F06,824.0,11:35 2023-12-02,CO2 ppm
3F06,21.6,11:35 2023-12-02,t° C
3F06,42.1,11:35 2023-12-02,RH %
3F06,818.0,11:50 2023-12-02,CO2 ppm
3F06,21.6,11:50 2023-12-02,t° C
3F06,42.1,11:50 2023-12-02,RH %
3F06,21.6,12:05 2023-12-02,t° C
3F06,811.0,12:05 2023-12-02,CO2 ppm
3F06,42.1,12:05 2023-12-02,RH %
3F06,810.0,12:20 2023-12-02,CO2 ppm
3F06,21.6,12:20 2023-12-02,t° C
3F06,42.1,12:20 2023-12-02,RH %
3F06,803.0,12:35 2023-12-02,CO2 ppm
3F06,21.6,12:35 2023-12-02,t° C
3F06,42.2,12:35 2023-12-02,RH %
3F06,796.0,12:50 2023-12-02,CO2 ppm
3F06,21.6,12:50 2023-12-02,t° C
3F06,42.1,12:50 2023-12-02,RH %
3F06,790.0,13:05 2023-12-02,CO2 ppm
3F06,21.6,13:05 2023-12-02,t° C
3F06,42.1,13:05 2023-12-02,RH %
3F06,786.0,13:20 2023-12-02,CO2 ppm
3F06,21.6,13:20 2023-12-02,t° C
3F06,42.1,13:20 2023-12-02,RH %
3F06,778.0,13:35 2023-12-02,CO2 ppm
3F06,21.6,13:35 2023-12-02,t° C
3F06,42.2,13:35 2023-12-02,RH %
3F06,773.0,13:50 2023-12-02,CO2 ppm
3F06,21.6,13:50 2023-12-02,t° C
3F06,42.2,13:50 2023-12-02,RH %
3F06,771.0,14:05 2023-12-02,CO2 ppm
3F06,21.6,14:05 2023-12-02,t° C
3F06,42.2,14:05 2023-12-02,RH %
3F06,765.0,14:20 2023-12-02,CO2 ppm
3F06,21.6,14:20 2023-12-02,t° C
3F06,42.1,14:20 2023-12-02,RH %
3F06,759.0,14:35 2023-12-02,CO2 ppm
3F06,21.6,14:35 2023-12-02,t° C
3F06,42.1,14:35 2023-12-02,RH %
3F06,754.0,14:50 2023-12-02,CO2 ppm
3F06,21.6,14:50 2023-12-02,t° C
3F06,42.2,14:50 2023-12-02,RH %
3F06,748.0,15:05 2023-12-02,CO2 ppm
3F06,21.6,15:05 2023-12-02,t° C
3F06,42.1,15:05 2023-12-02,RH %
3F06,745.0,15:20 2023-12-02,CO2 ppm
3F06,21.6,15:20 2023-12-02,t° C
3F06,42.1,15:20 2023-12-02,RH %
3F06,737.0,15:35 2023-12-02,CO2 ppm
3F06,21.6,15:35 2023-12-02,t° C
3F06,42.1,15:35 2023-12-02,RH %
3F06,736.0,15:50 2023-12-02,CO2 ppm
3F06,21.6,15:50 2023-12-02,t° C
3F06,42.1,15:50 2023-12-02,RH %
3F06,732.0,16:05 2023-12-02,CO2 ppm
3F06,21.6,16:05 2023-12-02,t° C
3F06,42.1,16:05 2023-12-02,RH %
3F06,724.0,16:20 2023-12-02,CO2 ppm
3F06,21.6,16:20 2023-12-02,t° C
3F06,42.0,16:20 2023-12-02,RH %
3F06,718.0,16:35 2023-12-02,CO2 ppm
3F06,21.6,16:35 2023-12-02,t° C
3F06,42.0,16:35 2023-12-02,RH %
3F06,716.0,16:50 2023-12-02,CO2 ppm
3F06,21.6,16:50 2023-12-02,t° C
3F06,42.0,16:50 2023-12-02,RH %
3F06,716.0,17:05 2023-12-02,CO2 ppm
3F06,21.6,17:05 2023-12-02,t° C
3F06,42.1,17:05 2023-12-02,RH %
3F06,710.0,17:20 2023-12-02,CO2 ppm
3F06,21.5,17:20 2023-12-02,t° C
3F06,42.0,17:20 2023-12-02,RH %
3F06,703.0,17:35 2023-12-02,CO2 ppm
3F06,21.6,17:35 2023-12-02,t° C
3F06,42.0,17:35 2023-12-02,RH %
3F06,702.0,17:50 2023-12-02,CO2 ppm
3F06,21.5,17:50 2023-12-02,t° C
3F06,42.0,17:50 2023-12-02,RH %
3F06,697.0,18:05 2023-12-02,CO2 ppm
3F06,21.6,18:05 2023-12-02,t° C
3F06,42.1,18:05 2023-12-02,RH %
3F06,690.0,18:20 2023-12-02,CO2 ppm
3F06,21.5,18:20 2023-12-02,t° C
3F06,41.9,18:20 2023-12-02,RH %
3F06,686.0,18:35 2023-12-02,CO2 ppm
3F06,21.5,18:35 2023-12-02,t° C
3F06,41.9,18:35 2023-12-02,RH %
3F06,682.0,18:50 2023-12-02,CO2 ppm
3F06,21.5,18:50 2023-12-02,t° C
3F06,42.0,18:50 2023-12-02,RH %
3F06,680.0,19:05 2023-12-02,CO2 ppm
3F06,21.5,19:05 2023-12-02,t° C
3F06,42.0,19:05 2023-12-02,RH %
3F06,679.0,19:20 2023-12-02,CO2 ppm
3F06,21.5,19:20 2023-12-02,t° C
3F06,42.0,19:20 2023-12-02,RH %
3F06,675.0,19:35 2023-12-02,CO2 ppm
3F06,21.5,19:35 2023-12-02,t° C
3F06,42.0,19:35 2023-12-02,RH %
3F06,672.0,19:50 2023-12-02,CO2 ppm
3F06,21.5,19:50 2023-12-02,t° C
3F06,42.0,19:50 2023-12-02,RH %
3F06,668.0,20:05 2023-12-02,CO2 ppm
3F06,21.5,20:05 2023-12-02,t° C
3F06,42.0,20:05 2023-12-02,RH %
3F06,664.0,20:20 2023-12-02,CO2 ppm
3F06,21.5,20:20 2023-12-02,t° C
3F06,42.0,20:20 2023-12-02,RH %
3F06,42.0,20:35 2023-12-02,RH %
3F06,665.0,20:35 2023-12-02,CO2 ppm
3F06,21.5,20:35 2023-12-02,t° C
3F06,660.0,20:50 2023-12-02,CO2 ppm
3F06,21.5,20:50 2023-12-02,t° C
3F06,42.0,20:50 2023-12-02,RH %
3F06,655.0,21:05 2023-12-02,CO2 ppm
3F06,21.5,21:05 2023-12-02,t° C
3F06,42.0,21:05 2023-12-02,RH %
3F06,655.0,21:20 2023-12-02,CO2 ppm
3F06,21.5,21:20 2023-12-02,t° C
3F06,42.1,21:20 2023-12-02,RH %
3F06,654.0,21:35 2023-12-02,CO2 ppm
3F06,21.5,21:35 2023-12-02,t° C
3F06,42.0,21:35 2023-12-02,RH %
3F06,652.0,21:50 2023-12-02,CO2 ppm
3F06,21.5,21:50 2023-12-02,t° C
3F06,42.1,21:50 2023-12-02,RH %
3F06,650.0,22:05 2023-12-02,CO2 ppm
3F06,21.5,22:05 2023-12-02,t° C
3F06,42.0,22:05 2023-12-02,RH %
3F06,42.0,22:20 2023-12-02,RH %
3F06,644.0,22:20 2023-12-02,CO2 ppm
3F06,21.5,22:20 2023-12-02,t° C
3F06,644.0,22:35 2023-12-02,CO2 ppm
3F06,42.0,22:35 2023-12-02,RH %
3F06,21.5,22:35 2023-12-02,t° C
3F06,42.0,22:50 2023-12-02,RH %
3F06,642.0,22:50 2023-12-02,CO2 ppm
3F06,21.5,22:50 2023-12-02,t° C
3F06,641.0,23:05 2023-12-02,CO2 ppm
3F06,21.5,23:05 2023-12-02,t° C
3F06,42.0,23:05 2023-12-02,RH %
3F06,641.0,23:10 2023-12-02,CO2 ppm
3F06,21.5,23:20 2023-12-02,t° C
3F06,639.0,23:20 2023-12-02,CO2 ppm
3F06,42.1,23:20 2023-12-02,RH %
3F06,639.0,23:35 2023-12-02,CO2 ppm
3F06,21.5,23:35 2023-12-02,t° C
3F06,42.0,23:35 2023-12-02,RH %
3F06,630.0,23:50 2023-12-02,CO2 ppm
3F06,21.4,23:50 2023-12-02,t° C
3F06,42.1,23:50 2023-12-02,RH %
3F06,631.0,00:05 2023-12-03,CO2 ppm
3F06,21.4,00:05 2023-12-03,t° C
3F06,42.1,00:05 2023-12-03,RH %
3F06,42.1,00:20 2023-12-03,RH %
3F06,630.0,00:20 2023-12-03,CO2 ppm
3F06,21.4,00:20 2023-12-03,t° C
3F06,630.0,00:35 2023-12-03,CO2 ppm
3F06,21.4,00:35 2023-12-03,t° C
3F06,42.1,00:35 2023-12-03,RH %
3F06,626.0,00:50 2023-12-03,CO2 ppm
3F06,21.4,00:50 2023-12-03,t° C
3F06,42.1,00:50 2023-12-03,RH %
3F06,624.0,01:05 2023-12-03,CO2 ppm
3F06,21.4,01:05 2023-12-03,t° C
3F06,42.1,01:05 2023-12-03,RH %
3F06,624.0,01:20 2023-12-03,CO2 ppm
3F06,21.4,01:20 2023-12-03,t° C
3F06,42.0,01:20 2023-12-03,RH %
