timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-02-15T00:08:09,41.47,597.52,27.02,1065.69,0.1757,399.5248,31.0000,175.07,154.23,0.53,0.53,74.35,38.22,46.66,25.77,1006.83,64.92,34.82
2024-02-15T00:08:14,41.56,597.22,27.03,1065.23,0.1758,399.8558,31.0000,197.43,173.92,0.60,0.60,74.35,38.22,46.36,25.76,1006.85,38.24,20.51
2024-02-15T00:08:19,41.60,597.25,27.00,1065.26,0.1759,400.0591,31.0000,217.00,191.16,0.67,0.67,60.97,31.34,46.31,25.77,1006.86,72.93,39.11
2024-02-15T00:08:24,41.44,596.89,26.99,1064.61,0.1758,399.8763,31.0000,189.05,166.54,0.78,0.78,67.35,34.62,46.63,25.76,1006.84,65.82,35.30
2024-02-15T00:08:29,41.51,597.36,27.03,1065.45,0.1757,399.6312,31.0000,197.43,173.92,0.82,0.82,94.09,48.37,46.79,25.77,1006.86,90.71,48.65
2024-02-15T00:08:34,41.69,597.49,27.02,1065.67,0.1757,399.5992,31.0000,191.84,169.00,0.94,0.94,74.35,38.22,46.67,25.77,1006.86,64.03,34.34
2024-02-15T00:08:39,41.82,597.39,27.03,1065.53,0.1758,399.8254,31.0000,194.64,171.46,0.93,0.93,74.35,38.22,46.66,25.76,1006.86,56.03,30.05
2024-02-15T00:08:44,41.72,597.66,27.02,1066.01,0.1757,399.5885,31.0000,175.08,154.23,0.93,0.93,74.35,38.22,46.62,25.76,1006.86,22.25,11.93
2024-02-15T00:08:49,41.68,597.89,27.02,1066.43,0.1759,400.0757,31.0000,205.82,181.31,0.89,0.89,74.99,38.55,46.39,25.76,1006.87,29.35,15.74
2024-02-15T00:08:54,41.58,598.00,27.02,1066.60,0.1758,399.8283,31.0000,180.66,159.15,0.81,0.81,87.09,44.77,46.46,25.77,1006.87,73.82,39.59
2024-02-15T00:08:59,41.73,598.07,27.00,1066.74,0.1760,400.1190,31.0000,200.24,176.39,0.74,0.74,80.71,41.49,46.70,25.76,1006.86,90.72,48.65
2024-02-15T00:09:04,41.89,598.64,27.00,1067.75,0.1760,400.2129,31.0000,189.05,166.54,0.76,0.76,61.61,31.67,46.71,25.77,1006.87,39.14,20.99
2024-02-15T00:09:09,41.88,598.18,27.02,1066.93,0.1757,399.6208,31.0000,211.41,186.23,0.77,0.77,74.35,38.22,46.88,25.76,1006.85,56.03,30.05
2024-02-15T00:09:14,41.84,598.39,27.03,1067.31,0.1757,399.6161,31.0000,208.61,183.77,0.71,0.71,80.71,41.49,46.94,25.77,1006.89,72.93,39.11
2024-02-15T00:09:19,41.97,598.06,27.00,1066.73,0.1760,400.1536,31.0000,177.87,156.69,0.72,0.72,67.97,34.94,46.67,25.76,1006.85,47.14,25.28
2024-02-15T00:09:24,41.85,598.34,27.02,1067.21,0.1758,399.6615,31.0000,217.00,191.16,0.72,0.72,80.71,41.49,46.92,25.76,1006.84,56.93,30.53
2024-02-15T00:09:29,41.83,598.56,27.02,1067.59,0.1757,399.5666,31.0000,169.49,149.31,0.72,0.72,67.35,34.62,46.96,25.76,1006.83,73.82,39.59
2024-02-15T00:09:34,41.97,598.98,27.02,1068.36,0.1758,399.7730,31.0000,180.67,159.15,0.80,0.80,74.99,38.55,46.52,25.76,1006.85,30.25,16.22
2024-02-15T00:09:39,41.91,598.52,27.02,1067.58,0.1759,399.9407,31.0000,191.85,169.00,0.83,0.83,67.97,34.94,46.48,25.76,1006.88,47.14,25.28
2024-02-15T00:09:44,41.64,598.80,27.00,1068.00,0.1760,400.2965,31.0000,197.43,173.92,0.77,0.77,61.61,31.67,46.34,25.76,1006.82,72.03,38.63
2024-02-15T00:09:49,41.60,598.53,27.03,1067.57,0.1758,399.8393,31.0000,217.00,191.16,0.72,0.72,73.71,37.89,46.67,25.76,1006.86,56.93,30.53
2024-02-15T00:09:54,41.59,598.55,27.00,1067.62,0.1759,400.0216,31.0000,203.03,178.85,0.66,0.66,74.35,38.22,46.69,25.76,1006.87,82.72,44.36
2024-02-15T00:09:59,41.67,598.62,27.03,1067.72,0.1759,400.0017,31.0000,197.43,173.92,0.64,0.64,74.35,38.22,46.60,25.76,1006.86,56.03,30.05
2024-02-15T00:10:04,41.69,598.98,27.02,1068.35,0.1758,399.8708,31.0000,189.05,166.54,0.59,0.59,60.34,31.02,46.79,25.76,1006.85,56.93,30.53
2024-02-15T00:10:09,41.72,599.34,27.02,1069.01,0.1759,400.0403,31.0000,180.67,159.15,0.53,0.53,67.97,34.94,46.71,25.76,1006.85,64.93,34.82
2024-02-15T00:10:14,41.80,599.14,27.02,1068.66,0.1759,400.0249,31.0000,242.15,213.31,0.50,0.50,48.24,24.80,46.85,25.76,1006.86,47.14,25.28
2024-02-15T00:10:19,41.84,599.67,27.00,1069.57,0.1757,399.5913,31.0000,200.23,176.39,0.49,0.49,74.35,38.22,46.65,25.76,1006.83,64.93,34.82
2024-02-15T00:10:24,41.76,600.00,27.02,1070.17,0.1758,399.8008,31.0000,200.23,176.39,0.46,0.46,54.61,28.07,46.77,25.76,1006.84,56.03,30.05
2024-02-15T00:10:29,41.64,601.25,27.02,1072.36,0.1758,399.8438,31.0000,208.60,183.77,0.48,0.48,80.71,41.49,46.71,25.77,1006.84,39.14,20.99
2024-02-15T00:10:34,41.71,601.45,27.02,1072.72,0.1757,399.6232,31.0000,169.49,149.31,0.46,0.46,74.35,38.22,46.92,25.77,1006.84,64.93,34.82
2024-02-15T00:10:39,41.83,602.00,27.03,1073.73,0.1758,399.8070,31.0000,183.45,161.61,0.55,0.55,67.35,34.62,46.78,25.77,1006.86,56.03,30.05
2024-02-15T00:10:44,41.91,601.53,26.99,1072.88,0.1761,400.3849,31.0000,205.82,181.31,0.64,0.64,55.25,28.40,46.15,25.77,1006.86,29.35,15.74
2024-02-15T00:10:49,41.69,601.82,27.02,1073.37,0.1760,400.2950,31.0000,175.07,154.23,0.77,0.77,74.35,38.22,46.43,25.77,1006.83,64.03,34.34
2024-02-15T00:10:54,41.42,602.59,27.03,1074.79,0.1759,400.0081,31.0000,191.85,169.00,0.80,0.80,67.35,34.62,46.69,25.77,1006.88,64.93,34.82
2024-02-15T00:10:59,41.62,603.39,27.03,1076.21,0.1759,400.0988,31.0000,222.58,196.08,0.79,0.79,74.35,38.22,46.74,25.77,1006.87,90.72,48.65
2024-02-15T00:11:04,41.69,603.67,27.02,1076.74,0.1760,400.1427,31.0000,197.43,173.92,0.73,0.73,94.10,48.37,46.85,25.76,1006.86,81.82,43.88
2024-02-15T00:11:09,41.79,604.11,27.00,1077.52,0.1759,400.0738,31.0000,189.06,166.54,0.73,0.73,67.97,34.94,46.50,25.76,1006.87,55.14,29.57
2024-02-15T00:11:14,41.83,605.02,27.02,1079.13,0.1761,400.4419,31.0000,217.00,191.16,0.69,0.69,74.35,38.22,46.44,25.76,1006.86,64.03,34.34
2024-02-15T00:11:19,41.49,604.50,27.02,1078.19,0.1761,400.4844,31.0000,205.82,181.31,0.62,0.62,80.71,41.49,46.52,25.76,1006.84,47.14,25.28
2024-02-15T00:11:24,41.53,605.21,27.00,1079.48,0.1761,400.4083,31.0000,228.17,201.00,0.55,0.55,74.35,38.22,46.51,25.76,1006.85,64.03,34.34
2024-02-15T00:11:29,41.51,605.09,27.02,1079.24,0.1760,400.1818,31.0000,197.43,173.92,0.50,0.50,87.09,44.77,46.56,25.76,1006.84,48.03,25.76
2024-02-15T00:11:34,41.52,605.25,27.00,1079.57,0.1760,400.1936,31.0000,225.39,198.54,0.43,0.43,87.72,45.09,46.60,25.76,1006.88,48.04,25.76
2024-02-15T00:11:39,41.58,605.16,26.98,1079.40,0.1761,400.4667,31.0000,200.24,176.39,0.47,0.47,67.97,34.94,46.35,25.76,1006.87,39.14,20.99
2024-02-15T00:11:44,41.55,605.04,27.02,1079.19,0.1761,400.4790,31.0000,200.24,176.39,0.53,0.53,60.97,31.34,46.51,25.76,1006.87,72.93,39.11
2024-02-15T00:11:49,41.48,605.08,27.00,1079.26,0.1759,399.9869,31.0000,200.24,176.39,0.57,0.57,80.71,41.49,46.90,25.76,1006.86,90.72,48.65
2024-02-15T00:11:54,41.74,605.54,27.00,1080.07,0.1759,400.1141,31.0000,222.59,196.08,0.54,0.54,74.35,38.22,46.62,25.75,1006.83,81.82,43.88
2024-02-15T00:11:59,41.88,605.41,27.02,1079.85,0.1760,400.1329,31.0000,222.59,196.08,0.51,0.51,48.25,24.80,46.67,25.76,1006.87,38.25,20.51
2024-02-15T00:12:04,41.76,605.47,27.03,1079.88,0.1759,400.0052,31.0000,175.07,154.23,0.51,0.51,67.34,34.62,46.85,25.76,1006.80,90.71,48.65
2024-02-15T00:12:09,41.80,604.77,27.02,1078.67,0.1760,400.1495,31.0000,200.23,176.39,0.50,0.50,87.71,45.09,46.70,25.76,1006.84,48.03,25.76
2024-02-15T00:12:14,41.81,604.71,27.00,1078.61,0.1761,400.5576,31.0000,219.80,193.62,0.59,0.59,74.35,38.22,46.53,25.75,1006.84,47.14,25.28
2024-02-15T00:12:19,41.77,604.98,26.99,1079.07,0.1759,399.9684,31.0000,230.97,203.46,0.65,0.65,80.71,41.49,46.76,25.75,1006.82,72.93,39.11
2024-02-15T00:12:24,41.62,605.73,27.03,1080.37,0.1759,400.0049,31.0000,169.49,149.31,0.70,0.70,80.71,41.49,46.84,25.76,1006.83,72.93,39.11
