timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-02-15T00:00:04,41.41,601.63,27.03,1073.06,0.1751,398.1595,31.0000,239.35,210.85,0.75,0.75,78.80,40.51,46.54,25.79,1006.93,92.49,49.60
2024-02-15T00:00:09,41.54,601.01,27.02,1071.94,0.1752,398.5100,31.0000,197.43,173.92,0.63,0.63,66.70,34.29,46.65,25.79,1006.92,40.02,21.46
2024-02-15T00:00:14,41.71,600.77,27.02,1071.57,0.1752,398.3892,31.0000,189.06,166.54,0.57,0.57,39.96,20.54,46.58,25.78,1006.94,22.25,11.93
2024-02-15T00:00:19,41.75,600.54,27.05,1071.12,0.1753,398.5375,31.0000,189.05,166.54,0.71,0.71,66.70,34.29,46.49,25.79,1006.94,48.03,25.76
2024-02-15T00:00:24,41.64,600.53,27.03,1071.10,0.1752,398.3004,31.0000,219.79,193.62,0.75,0.75,59.70,30.69,46.44,25.79,1006.93,49.80,26.71
2024-02-15T00:00:29,41.68,600.75,27.02,1071.48,0.1753,398.7096,31.0000,225.37,198.54,0.75,0.75,40.60,20.87,46.48,25.79,1006.92,56.93,30.53
2024-02-15T00:00:34,41.79,600.29,27.02,1070.70,0.1753,398.7483,31.0000,225.38,198.54,0.75,0.75,53.34,27.42,46.57,25.78,1006.92,57.81,31.00
2024-02-15T00:00:39,41.74,599.72,27.03,1069.67,0.1753,398.6435,31.0000,208.61,183.77,0.68,0.68,66.06,33.96,46.64,25.79,1006.93,65.82,35.30
2024-02-15T00:00:44,41.96,599.91,27.02,1070.00,0.1754,398.8190,31.0000,194.64,171.46,0.68,0.68,86.45,44.44,46.62,25.79,1006.94,65.82,35.30
2024-02-15T00:00:49,41.92,599.45,27.03,1069.16,0.1756,399.3400,31.0000,205.81,181.31,0.61,0.61,66.70,34.29,46.60,25.79,1006.92,65.82,35.30
2024-02-15T00:00:54,42.01,599.19,27.02,1068.73,0.1753,398.5377,31.0000,228.17,201.00,0.55,0.55,60.34,31.02,46.62,25.79,1006.94,56.93,30.53
2024-02-15T00:00:59,41.88,600.10,27.03,1070.39,0.1754,398.8719,31.0000,211.41,186.23,0.62,0.62,60.35,31.02,46.37,25.78,1006.94,13.35,7.16
2024-02-15T00:01:04,41.88,599.85,27.03,1069.91,0.1754,398.7834,31.0000,205.82,181.31,0.65,0.65,34.86,17.92,46.18,25.78,1006.93,30.25,16.22
2024-02-15T00:01:09,41.49,599.61,27.00,1069.52,0.1753,398.6547,31.0000,217.01,191.16,0.63,0.63,40.60,20.87,46.28,25.78,1006.95,48.04,25.76
2024-02-15T00:01:14,41.31,599.93,27.02,1070.05,0.1753,398.5969,31.0000,211.40,186.23,0.60,0.60,105.55,54.26,46.44,25.78,1006.91,66.70,35.77
2024-02-15T00:01:19,41.46,600.12,27.03,1070.41,0.1753,398.5450,31.0000,250.54,220.70,0.54,0.54,86.45,44.44,46.47,25.78,1006.93,65.82,35.30
2024-02-15T00:01:24,41.55,600.26,27.03,1070.63,0.1752,398.4341,31.0000,180.66,159.15,0.54,0.54,85.81,44.11,46.62,25.78,1006.91,83.59,44.83
2024-02-15T00:01:29,41.74,600.95,27.02,1071.89,0.1753,398.6383,31.0000,194.64,171.46,0.61,0.61,66.71,34.29,46.55,25.78,1006.94,56.93,30.53
2024-02-15T00:01:34,41.79,600.54,27.03,1071.18,0.1753,398.7268,31.0000,203.04,178.85,0.60,0.60,80.07,41.16,46.71,25.78,1006.96,74.72,40.07
2024-02-15T00:01:39,41.87,600.53,27.03,1071.14,0.1752,398.4199,31.0000,211.41,186.23,0.53,0.53,60.35,31.02,46.74,25.78,1006.94,56.93,30.53
2024-02-15T00:01:44,41.89,600.63,27.02,1071.30,0.1753,398.5871,31.0000,217.00,191.16,0.51,0.51,53.96,27.74,46.60,25.78,1006.92,13.35,7.16
2024-02-15T00:01:49,41.68,600.41,27.02,1070.94,0.1752,398.3075,31.0000,203.03,178.85,0.46,0.46,66.71,34.29,46.70,25.78,1006.94,48.91,26.23
2024-02-15T00:01:54,41.75,600.19,27.02,1070.51,0.1753,398.5555,31.0000,228.17,201.00,0.43,0.43,53.96,27.74,46.72,25.78,1006.90,56.93,30.53
2024-02-15T00:01:59,41.79,599.90,27.03,1069.99,0.1754,398.8255,31.0000,217.00,191.16,0.44,0.44,60.34,31.02,46.60,25.78,1006.90,57.80,31.00
2024-02-15T00:02:04,41.76,599.76,27.03,1069.88,0.1755,399.0598,31.0000,217.03,191.16,0.48,0.48,73.08,37.56,46.70,25.71,1006.81,56.94,30.53
2024-02-15T00:02:09,41.76,599.92,27.05,1070.06,0.1755,399.0537,31.0000,172.29,151.77,0.47,0.47,80.07,41.16,46.58,25.78,1006.94,32.02,17.17
2024-02-15T00:02:14,41.84,600.03,27.03,1070.25,0.1753,398.6967,31.0000,197.43,173.92,0.55,0.55,53.34,27.42,46.88,25.78,1006.93,40.02,21.46
2024-02-15T00:02:19,41.90,599.90,27.05,1070.00,0.1752,398.4649,31.0000,200.24,176.39,0.59,0.59,40.60,20.87,46.83,25.78,1006.93,56.93,30.53
2024-02-15T00:02:24,41.93,599.61,27.03,1069.47,0.1753,398.6666,31.0000,217.00,191.16,0.59,0.59,59.70,30.69,46.67,25.78,1006.90,40.02,21.46
2024-02-15T00:02:29,41.84,599.88,27.03,1069.96,0.1755,399.0047,31.0000,230.96,203.46,0.61,0.61,60.34,31.02,46.43,25.78,1006.91,22.25,11.93
2024-02-15T00:02:34,41.76,599.87,27.03,1069.94,0.1756,399.2898,31.0000,219.79,193.62,0.61,0.61,27.22,13.99,46.47,25.78,1006.91,48.03,25.76
2024-02-15T00:02:39,41.54,600.55,27.03,1071.15,0.1755,399.0518,31.0000,208.61,183.77,0.69,0.69,67.35,34.62,46.41,25.78,1006.91,48.03,25.76
2024-02-15T00:02:44,41.51,600.44,27.03,1070.96,0.1755,399.0919,31.0000,236.56,208.39,0.74,0.74,66.71,34.29,46.35,25.78,1006.91,56.93,30.53
2024-02-15T00:02:49,41.54,600.18,27.03,1070.47,0.1754,398.8661,31.0000,203.02,178.85,0.73,0.73,67.35,34.62,46.46,25.78,1006.89,31.12,16.69
2024-02-15T00:02:54,41.49,599.77,27.03,1069.73,0.1756,399.2598,31.0000,217.00,191.16,0.66,0.66,80.07,41.16,46.44,25.78,1006.89,48.91,26.23
2024-02-15T00:02:59,41.58,599.81,27.03,1069.82,0.1756,399.2939,31.0000,225.38,198.54,0.61,0.61,47.60,24.47,46.32,25.78,1006.90,39.14,20.99
2024-02-15T00:03:04,41.50,599.44,27.03,1069.15,0.1754,398.8128,31.0000,208.61,183.77,0.67,0.67,73.71,37.89,46.42,25.78,1006.90,22.25,11.93
2024-02-15T00:03:09,41.41,599.47,27.03,1069.21,0.1755,398.9969,31.0000,203.02,178.85,0.77,0.77,46.34,23.82,46.45,25.78,1006.90,48.03,25.76
2024-02-15T00:03:14,41.52,599.00,27.02,1068.37,0.1756,399.3740,31.0000,169.49,149.31,0.86,0.86,60.97,31.34,46.26,25.78,1006.89,31.12,16.69
2024-02-15T00:03:19,41.40,599.17,27.02,1068.69,0.1755,399.1103,31.0000,205.82,181.31,0.93,0.93,87.71,45.09,46.45,25.78,1006.91,56.03,30.05
2024-02-15T00:03:24,41.43,599.09,27.03,1068.54,0.1755,399.1850,31.0000,222.58,196.08,1.05,1.05,67.35,34.62,46.40,25.78,1006.91,72.93,39.11
2024-02-15T00:03:29,41.54,599.37,27.03,1069.01,0.1756,399.3959,31.0000,189.05,166.54,1.02,1.02,87.71,45.09,46.38,25.78,1006.88,81.82,43.88
2024-02-15T00:03:34,41.44,598.89,27.02,1068.13,0.1755,398.9886,31.0000,203.02,178.85,0.87,0.87,80.71,41.49,46.57,25.79,1006.89,72.92,39.11
2024-02-15T00:03:39,41.49,598.69,27.02,1067.84,0.1755,399.0649,31.0000,186.26,164.08,0.75,0.75,80.71,41.49,46.43,25.78,1006.92,48.03,25.76
2024-02-15T00:03:44,41.63,598.56,27.02,1067.59,0.1755,399.1190,31.0000,194.64,171.46,0.77,0.77,61.61,31.67,46.09,25.79,1006.93,46.24,24.80
2024-02-15T00:03:49,41.38,597.54,27.02,1065.76,0.1755,399.1072,31.0000,177.87,156.69,0.89,0.89,87.71,45.09,46.16,25.79,1006.92,56.03,30.05
2024-02-15T00:03:54,41.26,596.99,27.02,1064.76,0.1755,399.0648,31.0000,197.42,173.92,0.90,0.90,60.96,31.34,46.31,25.79,1006.90,56.03,30.05
2024-02-15T00:03:59,41.37,596.95,27.02,1064.71,0.1755,399.1237,31.0000,197.43,173.92,0.90,0.90,74.35,38.22,46.35,25.78,1006.88,56.03,30.05
2024-02-15T00:04:04,41.37,596.80,27.03,1064.42,0.1754,398.9211,31.0000,180.65,159.15,0.89,0.89,74.35,38.22,46.56,25.79,1006.89,90.71,48.65
2024-02-15T00:04:09,41.56,596.65,27.03,1064.19,0.1755,399.0347,31.0000,203.02,178.85,0.81,0.81,80.71,41.49,46.69,25.79,1006.93,48.03,25.76
2024-02-15T00:04:14,41.67,596.36,27.03,1063.67,0.1756,399.3748,31.0000,189.05,166.54,0.79,0.79,67.97,34.94,46.42,25.78,1006.90,64.03,34.34
2024-02-15T00:04:19,41.68,596.30,27.02,1063.53,0.1758,399.6625,31.0000,161.10,141.92,0.72,0.72,93.45,48.04,46.71,25.79,1006.90,99.61,53.42
2024-02-15T00:04:24,41.71,595.98,27.03,1062.99,0.1757,399.6499,31.0000,197.43,173.92,0.62,0.62,54.60,28.07,46.51,25.78,1006.90,30.24,16.22
2024-02-15T00:04:29,41.56,596.42,27.03,1063.75,0.1756,399.3212,31.0000,183.45,161.61,0.50,0.50,80.71,41.49,46.62,25.79,1006.91,56.93,30.53
2024-02-15T00:04:34,41.64,596.45,27.02,1063.79,0.1757,399.5489,31.0000,197.42,173.92,0.54,0.54,81.35,41.82,46.21,25.79,1006.91,64.03,34.34
2024-02-15T00:04:39,41.56,596.33,27.03,1063.59,0.1756,399.4069,31.0000,177.87,156.69,0.57,0.57,67.97,34.94,46.29,25.79,1006.91,56.03,30.05
2024-02-15T00:04:44,41.30,596.69,27.02,1064.26,0.1756,399.3165,31.0000,189.05,166.54,0.67,0.67,94.09,48.37,46.67,25.78,1006.90,81.82,43.88
2024-02-15T00:04:49,41.46,596.72,27.03,1064.28,0.1755,398.9665,31.0000,189.05,166.54,0.78,0.78,87.09,44.77,46.70,25.79,1006.91,82.71,44.36
2024-02-15T00:04:54,41.79,597.11,27.02,1065.02,0.1755,399.0966,31.0000,194.64,171.46,0.80,0.80,80.71,41.49,46.78,25.78,1006.92,64.93,34.82
2024-02-15T00:04:59,41.95,597.20,27.02,1065.14,0.1755,399.0130,31.0000,186.25,164.08,0.72,0.72,80.71,41.49,46.69,25.79,1006.90,48.03,25.76
2024-02-15T00:05:04,42.00,597.40,27.02,1065.47,0.1756,399.2974,31.0000,205.81,181.31,0.66,0.66,74.99,38.55,46.47,25.79,1006.89,47.14,25.28
2024-02-15T00:05:09,41.63,597.89,27.02,1066.34,0.1756,399.3500,31.0000,197.42,173.92,0.63,0.63,67.34,34.62,46.57,25.79,1006.88,64.92,34.82
2024-02-15T00:05:14,41.64,597.71,27.03,1066.01,0.1754,398.9009,31.0000,183.44,161.61,0.70,0.70,67.34,34.62,46.83,25.79,1006.87,56.92,30.53
2024-02-15T00:05:19,41.70,597.17,27.03,1065.08,0.1753,398.7308,31.0000,194.63,171.46,0.70,0.70,87.09,44.77,47.05,25.79,1006.91,65.82,35.30
2024-02-15T00:05:24,41.96,597.04,27.02,1064.82,0.1754,398.8787,31.0000,225.36,198.54,0.67,0.67,60.96,31.34,46.89,25.80,1006.91,64.03,34.34
2024-02-15T00:05:29,42.14,597.10,27.02,1064.93,0.1755,398.9571,31.0000,186.25,164.08,0.65,0.65,81.35,41.82,46.93,25.79,1006.88,72.92,39.11
2024-02-15T00:05:34,41.88,597.46,27.05,1065.59,0.1755,398.9844,31.0000,180.66,159.15,0.69,0.69,67.34,34.62,46.93,25.79,1006.90,56.93,30.53
2024-02-15T00:05:39,42.04,597.27,27.02,1065.27,0.1755,399.0192,31.0000,194.63,171.46,0.69,0.69,73.71,37.89,46.98,25.79,1006.92,98.71,52.94
2024-02-15T00:05:44,42.07,597.30,27.02,1065.29,0.1755,399.1239,31.0000,197.42,173.92,0.66,0.66,48.24,24.80,46.57,25.79,1006.88,47.14,25.28
2024-02-15T00:05:49,41.88,597.27,27.00,1065.25,0.1758,399.7326,31.0000,253.31,223.16,0.58,0.58,61.61,31.67,46.75,25.79,1006.89,47.14,25.28
2024-02-15T00:05:54,41.70,597.40,27.03,1065.47,0.1755,399.0487,31.0000,186.25,164.08,0.54,0.54,67.96,34.94,46.76,25.79,1006.87,56.03,30.05
2024-02-15T00:05:59,41.70,596.82,27.03,1064.45,0.1756,399.3699,31.0000,205.81,181.31,0.65,0.65,74.35,38.22,46.83,25.79,1006.90,56.03,30.05
2024-02-15T00:06:04,41.70,596.20,27.05,1063.31,0.1755,398.9742,31.0000,158.30,139.46,0.67,0.67,87.09,44.77,46.96,25.79,1006.87,99.60,53.42
2024-02-15T00:06:09,41.94,596.35,27.05,1063.59,0.1753,398.5394,31.0000,183.44,161.61,0.71,0.71,80.71,41.49,47.09,25.79,1006.88,56.92,30.53
2024-02-15T00:06:14,42.02,596.69,27.03,1064.19,0.1754,398.8837,31.0000,208.59,183.77,0.78,0.78,80.70,41.49,46.95,25.79,1006.86,90.71,48.65
2024-02-15T00:06:19,42.07,597.00,27.02,1064.73,0.1754,398.9222,31.0000,177.86,156.69,0.76,0.76,41.86,21.52,46.79,25.79,1006.86,46.24,24.80
2024-02-15T00:06:24,41.69,597.08,27.02,1064.92,0.1754,398.9467,31.0000,180.66,159.15,0.69,0.69,74.35,38.22,46.55,25.79,1006.90,56.03,30.05
2024-02-15T00:06:29,41.72,597.23,27.02,1065.17,0.1756,399.3247,31.0000,175.07,154.23,0.70,0.70,67.97,34.94,46.52,25.79,1006.89,55.14,29.57
2024-02-15T00:06:34,41.58,596.85,27.03,1064.54,0.1755,399.1010,31.0000,205.81,181.31,0.69,0.69,74.35,38.22,46.61,25.78,1006.89,56.03,30.05
2024-02-15T00:06:39,41.54,596.21,27.03,1063.38,0.1755,399.0107,31.0000,219.79,193.62,0.62,0.62,67.34,34.62,46.64,25.79,1006.91,56.93,30.53
2024-02-15T00:06:44,41.69,596.52,27.00,1063.94,0.1755,399.0366,31.0000,200.23,176.39,0.58,0.58,87.09,44.77,46.73,25.77,1006.86,81.82,43.88
2024-02-15T00:06:49,41.77,596.77,27.00,1064.39,0.1755,399.1389,31.0000,203.02,178.85,0.58,0.58,74.35,38.22,46.63,25.78,1006.89,56.03,30.05
2024-02-15T00:06:54,41.85,596.92,27.03,1064.64,0.1755,399.0811,31.0000,183.45,161.61,0.56,0.56,60.96,31.34,46.83,25.78,1006.87,64.93,34.82
2024-02-15T00:06:59,41.79,596.86,27.05,1064.60,0.1756,399.3275,31.0000,222.59,196.08,0.56,0.56,94.10,48.37,46.61,25.77,1006.90,81.82,43.88
2024-02-15T00:07:04,41.79,596.59,27.00,1064.04,0.1756,399.3463,31.0000,172.28,151.77,0.54,0.54,60.96,31.34,46.66,25.78,1006.86,48.03,25.76
2024-02-15T00:07:09,41.69,596.66,27.02,1064.19,0.1757,399.5154,31.0000,197.43,173.92,0.60,0.60,87.09,44.77,46.52,25.77,1006.86,80.93,43.40
2024-02-15T00:07:14,41.74,596.92,27.02,1064.64,0.1758,399.8286,31.0000,211.40,186.23,0.72,0.72,61.61,31.67,46.30,25.78,1006.88,47.14,25.28
2024-02-15T00:07:19,41.51,596.60,27.02,1064.10,0.1756,399.3572,31.0000,203.02,178.85,0.77,0.77,87.71,45.09,46.52,25.78,1006.89,89.82,48.17
2024-02-15T00:07:24,41.41,596.94,27.05,1064.65,0.1755,399.0867,31.0000,208.60,183.77,0.73,0.73,100.45,51.64,46.67,25.77,1006.82,82.71,44.36
2024-02-15T00:07:29,41.55,597.23,27.02,1065.24,0.1756,399.3718,31.0000,180.67,159.15,0.64,0.64,60.97,31.34,46.52,25.77,1006.89,56.03,30.05
2024-02-15T00:07:34,41.64,597.01,27.02,1064.79,0.1756,399.1952,31.0000,197.42,173.92,0.59,0.59,74.35,38.22,46.54,25.78,1006.86,30.24,16.22
2024-02-15T00:07:39,41.49,597.03,27.03,1064.86,0.1758,399.7895,31.0000,211.40,186.23,0.51,0.51,81.35,41.82,46.47,25.78,1006.90,81.82,43.88
2024-02-15T00:07:44,41.56,596.44,27.02,1063.81,0.1757,399.6423,31.0000,186.26,164.08,0.53,0.53,87.09,44.77,46.56,25.77,1006.86,81.82,43.88
2024-02-15T00:07:49,41.61,596.77,27.02,1064.39,0.1759,399.9017,31.0000,194.63,171.46,0.55,0.55,100.45,51.64,46.69,25.77,1006.86,82.72,44.36
2024-02-15T00:07:54,41.76,596.88,27.02,1064.58,0.1761,400.3948,31.0000,169.49,149.31,0.55,0.55,74.35,38.22,46.43,25.77,1006.85,30.24,16.22
2024-02-15T00:07:59,41.74,597.16,27.02,1065.09,0.1760,400.2032,31.0000,163.89,144.38,0.54,0.54,67.97,34.94,46.34,25.77,1006.86,64.03,34.34
2024-02-15T00:08:04,41.42,597.58,27.03,1065.81,0.1758,399.7398,31.0000,189.05,166.54,0.53,0.53,80.71,41.49,46.60,25.77,1006.85,90.71,48.65
