timestamp(UTC),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_O3-O3_ug,NetADC_O3-O3(ppb)
2024-02-13T00:02:11,86.39,45.31,61.58,1499.27,18.60,2734.20,5810.63,5006.23,2.57,2.19,0.3001,697.8124,23.0000,71.17,17.22,1000.04,94.24,47.38
2024-02-13T00:02:16,60.93,31.96,61.55,1498.93,18.60,2733.53,5779.08,4979.15,2.43,2.07,0.3002,698.0389,23.0000,71.19,17.22,1000.02,53.23,26.76
2024-02-13T00:02:21,69.11,36.25,61.51,1498.10,18.60,2731.96,5847.55,5038.23,2.16,1.85,0.2999,697.3770,23.0000,71.31,17.23,1000.03,79.92,40.18
2024-02-13T00:02:26,68.19,35.77,61.65,1497.41,18.62,2730.60,5844.50,5035.77,1.88,1.60,0.3002,698.0285,23.0000,71.44,17.23,1000.00,80.57,40.51
2024-02-13T00:02:31,60.02,31.48,61.66,1496.44,18.60,2728.98,5827.63,5021.00,1.71,1.46,0.3003,698.1076,23.0000,71.13,17.22,1000.01,74.07,37.24
2024-02-13T00:02:36,60.02,31.48,61.50,1495.53,18.60,2727.29,5810.44,5006.23,1.49,1.27,0.2996,696.6802,23.0000,71.16,17.23,1000.04,87.08,43.78
2024-02-13T00:02:41,60.02,31.48,61.50,1495.47,18.62,2727.20,5819.04,5013.61,1.29,1.10,0.2999,697.1878,23.0000,71.25,17.23,1000.04,80.57,40.51
2024-02-13T00:02:46,69.11,36.25,61.57,1495.05,18.60,2726.43,5839.01,5030.84,1.23,1.05,0.2999,697.2589,23.0000,71.32,17.23,1000.04,80.57,40.51
2024-02-13T00:02:51,50.92,26.71,61.75,1494.67,18.60,2725.71,5801.84,4998.84,1.30,1.11,0.3001,697.8182,23.0000,71.41,17.23,1000.03,60.38,30.36
2024-02-13T00:02:56,8.18,4.29,61.65,1494.08,18.59,2724.58,5807.44,5003.77,1.38,1.19,0.2999,697.2167,23.0000,71.31,17.23,1000.01,67.54,33.96
2024-02-13T00:03:01,50.01,26.23,61.65,1494.08,18.62,2724.62,5798.95,4996.38,1.39,1.19,0.2997,696.7879,23.0000,71.08,17.23,1000.03,74.07,37.24
2024-02-13T00:03:06,78.21,41.02,61.34,1493.42,18.59,2723.53,5796.36,4993.92,1.28,1.10,0.2997,696.8706,23.0000,70.73,17.23,1000.07,61.04,30.69
2024-02-13T00:03:11,60.93,31.96,61.26,1494.45,18.59,2725.37,5801.96,4998.84,1.21,1.04,0.2996,696.5220,23.0000,71.01,17.23,1000.05,53.23,26.76
2024-02-13T00:03:16,86.38,45.31,61.35,1494.55,18.62,2725.46,5818.89,5013.61,1.40,1.21,0.3003,698.1286,23.0000,71.36,17.23,1000.02,73.41,36.91
2024-02-13T00:03:21,60.02,31.48,61.55,1494.09,18.59,2724.68,5844.76,5035.77,1.50,1.29,0.3002,697.8582,23.0000,71.42,17.23,1000.04,80.57,40.51
2024-02-13T00:03:26,59.10,31.00,61.64,1494.24,18.60,2724.95,5793.32,4991.46,1.41,1.22,0.3002,697.9174,23.0000,71.16,17.23,1000.04,74.07,37.24
2024-02-13T00:03:31,68.20,35.77,61.39,1495.03,18.62,2726.48,5824.95,5018.54,1.43,1.24,0.2999,697.3250,23.0000,71.00,17.23,1000.07,67.55,33.96
2024-02-13T00:03:36,34.57,18.13,61.33,1494.97,18.60,2726.30,5884.79,5070.23,1.34,1.15,0.2999,697.3370,23.0000,71.03,17.23,1000.05,80.57,40.51
2024-02-13T00:03:41,96.39,50.56,61.45,1495.11,18.60,2726.56,5761.94,4964.38,1.30,1.12,0.3001,697.6804,23.0000,71.37,17.23,1000.05,87.08,43.78
2024-02-13T00:03:46,68.20,35.77,61.75,1494.52,18.62,2725.52,5804.86,5001.30,1.42,1.23,0.3001,697.6476,22.0000,71.41,17.23,1000.06,113.77,57.20
2024-02-13T00:03:51,67.30,35.30,61.74,1494.21,18.59,2724.92,5847.66,5038.23,1.47,1.26,0.2998,697.1320,23.0000,71.28,17.23,1000.05,80.57,40.51
2024-02-13T00:03:56,59.10,31.00,61.60,1494.44,18.62,2725.35,5776.27,4976.69,1.42,1.22,0.2999,697.3562,23.0000,71.23,17.23,1000.06,88.39,44.44
2024-02-13T00:04:01,76.40,40.07,61.50,1494.89,18.63,2726.25,5747.83,4952.07,1.28,1.10,0.2997,696.9508,23.0000,71.17,17.23,1000.08,94.90,47.71
2024-02-13T00:04:06,59.10,31.00,61.47,1494.69,18.60,2725.75,5773.28,4974.23,1.24,1.07,0.3000,697.5495,23.0000,71.37,17.24,1000.07,87.73,44.11
2024-02-13T00:04:11,50.01,26.23,61.58,1494.45,18.62,2725.48,5776.49,4976.69,1.22,1.05,0.3003,698.2928,23.0000,71.32,17.23,1000.09,94.90,47.71
2024-02-13T00:04:16,76.39,40.07,61.55,1494.46,18.62,2725.33,5787.56,4986.53,1.38,1.19,0.2997,696.8286,22.0000,71.10,17.24,1000.07,101.40,50.98
2024-02-13T00:04:21,85.47,44.83,61.43,1493.17,18.59,2723.10,5764.96,4966.84,1.50,1.29,0.2999,697.3170,23.0000,71.21,17.23,1000.08,81.23,40.84
2024-02-13T00:04:26,94.57,49.60,61.44,1493.25,18.62,2723.30,5767.92,4969.30,1.72,1.48,0.2997,696.8852,23.0000,71.46,17.23,1000.10,94.24,47.38
2024-02-13T00:04:31,86.39,45.31,61.75,1492.64,18.60,2722.21,5767.97,4969.30,1.83,1.57,0.3005,698.6893,22.0000,72.07,17.23,1000.11,107.93,54.26
2024-02-13T00:04:36,67.30,35.30,62.24,1493.35,18.60,2723.43,5747.82,4952.07,1.70,1.47,0.3007,699.1792,23.0000,72.36,17.24,1000.11,114.43,57.53
2024-02-13T00:04:41,59.10,31.00,62.37,1493.29,18.62,2723.31,5733.50,4939.76,1.49,1.29,0.3001,697.8632,23.0000,72.04,17.24,1000.11,81.23,40.84
2024-02-13T00:04:46,50.01,26.23,62.29,1493.30,18.63,2723.33,5770.66,4971.76,1.47,1.26,0.3002,697.9296,23.0000,72.08,17.24,1000.11,94.90,47.71
2024-02-13T00:04:51,50.01,26.23,62.33,1493.19,18.59,2723.05,5784.80,4984.07,1.35,1.16,0.3000,697.5385,23.0000,72.04,17.25,1000.12,88.39,44.44
2024-02-13T00:04:56,76.39,40.07,62.23,1493.53,18.63,2723.60,5744.63,4949.61,1.36,1.17,0.2999,697.1802,23.0000,71.90,17.25,1000.09,81.23,40.84
2024-02-13T00:05:01,67.30,35.30,62.12,1492.67,18.60,2722.06,5747.54,4952.07,1.27,1.09,0.2999,697.3476,23.0000,71.85,17.25,1000.10,87.73,44.11
2024-02-13T00:05:06,67.30,35.30,61.97,1492.12,18.60,2721.17,5764.94,4966.84,1.19,1.03,0.2993,696.0125,23.0000,71.37,17.25,1000.14,81.87,41.16
2024-02-13T00:05:11,67.30,35.30,61.64,1491.84,18.59,2720.59,5781.91,4981.61,1.26,1.08,0.2990,695.1377,23.0000,71.06,17.25,1000.11,81.87,41.16
2024-02-13T00:05:16,84.57,44.36,61.35,1490.61,18.59,2718.32,5776.18,4976.69,1.25,1.07,0.2992,695.5961,23.0000,70.75,17.25,1000.11,81.87,41.16
2024-02-13T00:05:21,49.11,25.76,61.08,1491.72,18.59,2720.40,5753.41,4956.99,1.22,1.05,0.2995,696.4333,23.0000,70.34,17.25,1000.13,81.87,41.16
2024-02-13T00:05:26,66.39,34.82,60.72,1491.39,18.60,2719.88,5779.31,4979.15,1.22,1.05,0.2993,695.7981,23.0000,69.79,17.24,1000.12,68.86,34.62
2024-02-13T00:05:31,49.11,25.76,60.37,1491.54,18.60,2720.05,5741.93,4947.15,1.11,0.95,0.2991,695.5057,23.0000,69.54,17.25,1000.12,88.39,44.44
2024-02-13T00:05:36,13.65,7.16,60.03,1491.47,18.60,2720.08,5765.14,4966.84,1.06,0.92,0.2990,695.2615,23.0000,69.09,17.24,1000.14,68.86,34.62
2024-02-13T00:05:41,40.02,20.99,59.68,1490.47,18.60,2718.20,5779.28,4979.15,1.10,0.95,0.2991,695.4616,23.0000,68.70,17.24,1000.12,62.34,31.34
2024-02-13T00:05:46,49.11,25.76,59.38,1490.52,18.62,2718.26,5770.63,4971.76,1.21,1.05,0.2994,696.0565,23.0000,68.29,17.24,1000.11,76.02,38.22
2024-02-13T00:05:51,49.11,25.76,58.96,1490.01,18.60,2717.41,5767.98,4969.30,1.24,1.07,0.2993,696.0118,23.0000,67.98,17.24,1000.14,48.67,24.47
2024-02-13T00:05:56,58.21,30.53,58.67,1490.55,18.63,2718.40,5759.40,4961.92,1.26,1.09,0.2995,696.3680,23.0000,67.61,17.24,1000.14,68.86,34.62
2024-02-13T00:06:01,40.92,21.46,58.49,1490.33,18.60,2717.94,5756.43,4959.46,1.29,1.12,0.2995,696.4571,23.0000,67.69,17.24,1000.12,62.34,31.34
2024-02-13T00:06:06,30.93,16.22,58.52,1490.53,18.60,2718.41,5765.24,4966.84,1.23,1.06,0.2997,696.9674,23.0000,67.71,17.23,1000.13,81.87,41.16
2024-02-13T00:06:11,22.75,11.93,58.45,1490.64,18.60,2718.53,5759.34,4961.92,1.12,0.97,0.2997,696.8163,23.0000,67.30,17.24,1000.13,62.34,31.34
2024-02-13T00:06:16,40.92,21.46,58.22,1490.31,18.59,2717.97,5742.27,4947.15,1.00,0.87,0.3002,697.9792,23.0000,67.11,17.24,1000.14,68.86,34.62
2024-02-13T00:06:21,58.21,30.53,58.03,1490.99,18.59,2719.17,5813.63,5008.69,1.10,0.95,0.2994,696.2335,23.0000,67.00,17.24,1000.13,68.86,34.62
2024-02-13T00:06:26,23.64,12.40,58.00,1490.79,18.60,2718.92,5765.28,4966.84,1.26,1.09,0.2996,696.7495,23.0000,66.99,17.24,1000.17,88.40,44.44
2024-02-13T00:06:31,75.48,39.59,58.00,1490.30,18.62,2717.93,5785.11,4984.07,1.33,1.15,0.2996,696.6878,23.0000,67.01,17.24,1000.14,81.87,41.16
2024-02-13T00:06:36,85.47,44.83,58.02,1490.20,18.62,2717.77,5793.72,4991.46,1.42,1.23,0.3001,697.8991,23.0000,67.25,17.24,1000.14,88.40,44.44
2024-02-13T00:06:41,94.57,49.60,58.24,1490.77,18.60,2718.72,5753.54,4956.99,1.61,1.39,0.3005,698.5846,23.0000,67.80,17.24,1000.11,81.23,40.84
2024-02-13T00:06:46,103.66,54.37,58.92,1492.06,18.62,2721.15,5805.13,5001.30,1.63,1.41,0.3003,698.3200,23.0000,68.29,17.24,1000.14,101.40,50.98
2024-02-13T00:06:51,77.29,40.54,59.24,1492.51,18.60,2721.94,5753.61,4956.99,1.76,1.52,0.3012,700.3943,23.0000,69.02,17.25,1000.16,94.90,47.71
2024-02-13T00:06:56,112.76,59.14,59.72,1492.27,18.60,2721.53,5767.96,4969.30,1.76,1.52,0.3010,699.8770,22.0000,69.63,17.25,1000.17,114.43,57.53
2024-02-13T00:07:01,95.48,50.08,60.17,1493.09,18.60,2723.02,5782.24,4981.61,1.54,1.33,0.3011,700.1347,23.0000,70.32,17.25,1000.17,127.46,64.08
2024-02-13T00:07:06,94.57,49.60,61.06,1493.20,18.60,2723.18,5782.17,4981.61,1.46,1.26,0.3011,700.1484,23.0000,70.83,17.26,1000.19,134.62,67.68
2024-02-13T00:07:11,76.40,40.07,61.40,1493.36,18.60,2723.48,5745.03,4949.61,1.54,1.33,0.3010,699.8860,23.0000,70.96,17.26,1000.19,107.93,54.26
2024-02-13T00:07:16,67.30,35.30,61.48,1493.95,18.59,2724.48,5782.01,4981.61,1.72,1.48,0.3005,698.6304,23.0000,70.84,17.26,1000.17,107.92,54.26
2024-02-13T00:07:21,85.47,44.83,61.36,1495.34,18.63,2727.02,5764.86,4966.84,1.73,1.49,0.3005,698.6498,23.0000,70.72,17.26,1000.16,81.23,40.84
2024-02-13T00:07:26,102.76,53.90,61.36,1495.95,18.62,2728.09,5716.23,4924.99,1.58,1.36,0.3002,697.9610,23.0000,70.93,17.26,1000.16,107.92,54.26
2024-02-13T00:07:31,85.47,44.83,61.44,1496.30,18.60,2728.78,5770.59,4971.76,1.42,1.22,0.3007,699.2158,23.0000,71.11,17.26,1000.17,94.90,47.71
2024-02-13T00:07:36,59.10,31.00,61.61,1497.06,18.60,2730.13,5781.95,4981.61,1.31,1.13,0.3004,698.3599,23.0000,71.30,17.26,1000.15,94.89,47.71
2024-02-13T00:07:41,59.10,31.00,61.76,1496.80,18.60,2729.70,5739.20,4944.69,1.35,1.16,0.3000,697.4362,23.0000,71.17,17.26,1000.17,94.24,47.38
2024-02-13T00:07:46,59.10,31.00,61.67,1496.61,18.59,2729.38,5776.43,4976.69,1.33,1.15,0.3004,698.4570,23.0000,71.17,17.26,1000.19,94.90,47.71
2024-02-13T00:07:51,58.21,30.53,61.72,1495.85,18.62,2728.00,5787.83,4986.53,1.23,1.06,0.3000,697.5977,23.0000,71.08,17.26,1000.18,101.40,50.98
2024-02-13T00:07:56,77.29,40.54,61.60,1494.85,18.62,2726.10,5773.39,4974.23,1.19,1.03,0.3001,697.7284,23.0000,71.12,17.26,1000.16,81.23,40.84
2024-02-13T00:08:01,85.47,44.83,61.61,1495.57,18.62,2727.50,5770.73,4971.76,1.36,1.17,0.3005,698.7743,23.0000,71.33,17.26,1000.19,107.93,54.26
2024-02-13T00:08:06,76.40,40.07,61.84,1496.01,18.59,2728.26,5767.78,4969.30,1.29,1.11,0.3002,698.0415,23.0000,71.39,17.27,1000.21,107.92,54.26
2024-02-13T00:08:11,76.40,40.07,61.86,1496.26,18.62,2728.70,5782.04,4981.61,1.14,0.98,0.3002,697.9773,22.0000,71.35,17.26,1000.17,94.90,47.71
2024-02-13T00:08:16,68.20,35.77,61.81,1496.80,18.60,2729.77,5793.63,4991.46,1.17,1.01,0.2999,697.1954,23.0000,71.35,17.26,1000.20,101.40,50.98
2024-02-13T00:08:21,67.30,35.30,61.77,1496.25,18.62,2728.67,5802.01,4998.84,1.16,1.00,0.3000,697.6313,23.0000,71.08,17.26,1000.17,108.58,54.59
2024-02-13T00:08:26,85.47,44.83,61.52,1495.26,18.63,2726.92,5819.27,5013.61,1.15,1.00,0.3000,697.5685,23.0000,71.05,17.26,1000.19,108.58,54.59
2024-02-13T00:08:31,93.67,49.13,61.54,1495.48,18.59,2727.23,5807.63,5003.77,1.55,1.34,0.3000,697.5752,23.0000,71.31,17.27,1000.18,101.40,50.98
2024-02-13T00:08:36,75.48,39.59,61.91,1494.65,18.62,2725.80,5779.27,4979.15,1.67,1.44,0.3002,697.9521,23.0000,71.40,17.26,1000.19,94.24,47.38
2024-02-13T00:08:41,76.40,40.07,61.85,1494.22,18.60,2725.10,5796.57,4993.92,1.58,1.37,0.3002,698.0986,23.0000,71.07,17.26,1000.21,88.40,44.44
2024-02-13T00:08:46,40.92,21.46,61.64,1494.03,18.60,2724.80,5779.52,4979.15,1.45,1.25,0.2998,697.0044,23.0000,71.03,17.26,1000.23,88.40,44.44
2024-02-13T00:08:51,59.10,31.00,61.53,1492.69,18.59,2722.18,5807.73,5003.77,1.37,1.19,0.3002,697.9091,23.0000,70.99,17.26,1000.16,88.39,44.44
2024-02-13T00:08:56,59.10,31.00,61.39,1493.25,18.59,2723.24,5784.94,4984.07,1.43,1.23,0.3005,698.7676,23.0000,70.94,17.26,1000.18,81.87,41.16
2024-02-13T00:09:01,111.86,58.67,61.38,1492.60,18.59,2722.05,5764.92,4966.84,1.42,1.23,0.3002,697.9186,23.0000,71.07,17.26,1000.17,101.40,50.98
2024-02-13T00:09:06,84.58,44.36,61.53,1491.97,18.62,2720.99,5782.27,4981.61,1.41,1.22,0.3001,697.7358,23.0000,71.31,17.26,1000.21,101.40,50.98
2024-02-13T00:09:11,67.30,35.30,61.66,1490.74,18.60,2718.57,5781.91,4981.61,1.39,1.21,0.3001,697.8151,23.0000,71.22,17.26,1000.15,88.39,44.44
2024-02-13T00:09:16,50.01,26.23,61.64,1490.69,18.60,2718.64,5767.97,4969.30,1.38,1.19,0.2999,697.3762,23.0000,71.13,17.26,1000.21,88.40,44.44
2024-02-13T00:09:21,58.21,30.53,61.60,1489.95,18.58,2717.29,5819.38,5013.61,1.42,1.23,0.3001,697.7575,23.0000,70.84,17.26,1000.20,68.21,34.29
2024-02-13T00:09:26,85.48,44.83,61.26,1490.40,18.59,2718.14,5779.46,4979.15,1.59,1.38,0.3000,697.5496,23.0000,70.70,17.25,1000.18,81.87,41.16
2024-02-13T00:09:31,41.83,21.94,61.32,1489.65,18.59,2716.77,5773.75,4974.23,1.74,1.51,0.3002,698.0560,23.0000,70.97,17.25,1000.18,101.41,50.98
2024-02-13T00:09:36,84.58,44.36,61.53,1490.00,18.60,2717.43,5790.93,4989.00,1.78,1.54,0.3005,698.6128,23.0000,71.12,17.26,1000.22,94.90,47.71
2024-02-13T00:09:41,67.30,35.30,61.59,1489.55,18.59,2716.54,5762.20,4964.38,1.83,1.59,0.3007,699.1192,23.0000,71.06,17.26,1000.20,81.87,41.16
2024-02-13T00:09:46,50.01,26.23,61.53,1489.38,18.60,2716.25,5773.68,4974.23,1.90,1.65,0.3003,698.2731,23.0000,70.93,17.26,1000.21,81.87,41.16
2024-02-13T00:09:51,67.30,35.30,61.37,1488.71,18.59,2715.04,5785.13,4984.07,1.80,1.56,0.2998,697.1566,23.0000,70.66,17.26,1000.21,88.40,44.44
2024-02-13T00:09:56,76.40,40.07,61.24,1489.21,18.60,2716.10,5819.72,5013.61,1.63,1.41,0.2994,696.2944,23.0000,70.57,17.25,1000.23,102.07,51.31
2024-02-13T00:10:01,76.40,40.07,61.19,1488.54,18.59,2714.69,5802.20,4998.84,1.46,1.27,0.3007,699.0579,23.0000,70.83,17.26,1000.20,81.87,41.16
2024-02-13T00:10:06,68.20,35.77,61.36,1488.36,18.60,2714.34,5833.57,5025.92,1.36,1.18,0.3003,698.1628,23.0000,71.01,17.26,1000.19,94.24,47.38
2024-02-13T00:10:11,102.76,53.90,61.69,1488.21,18.58,2714.04,5767.76,4969.30,1.44,1.25,0.3001,697.6682,23.0000,71.28,17.27,1000.21,107.92,54.26
2024-02-13T00:10:16,40.92,21.46,61.86,1488.36,18.60,2714.39,5799.35,4996.38,1.56,1.36,0.3001,697.7442,23.0000,70.98,17.26,1000.20,74.71,37.56
2024-02-13T00:10:21,60.02,31.48,61.40,1489.02,18.60,2715.62,5776.57,4976.69,1.51,1.31,0.3000,697.5350,23.0000,70.73,17.26,1000.21,68.21,34.29
2024-02-13T00:10:26,76.40,40.07,61.32,1489.15,18.60,2715.82,5807.92,5003.77,1.31,1.14,0.2998,697.1114,23.0000,70.65,17.26,1000.20,88.39,44.44
2024-02-13T00:10:31,76.40,40.07,61.28,1489.35,18.60,2716.16,5807.90,5003.77,1.17,1.01,0.3000,697.4645,23.0000,70.83,17.26,1000.19,94.90,47.71
2024-02-13T00:10:36,103.66,54.37,61.37,1489.33,18.62,2716.12,5793.57,4991.46,1.04,0.90,0.3004,698.5696,23.0000,71.02,17.26,1000.19,94.90,47.71
2024-02-13T00:10:41,67.30,35.30,61.65,1488.77,18.62,2715.06,5782.07,4981.61,1.16,1.01,0.3006,698.8682,23.0000,71.37,17.27,1000.21,114.43,57.53
2024-02-13T00:10:46,76.40,40.07,61.79,1488.63,18.59,2714.96,5785.25,4984.07,1.28,1.11,0.3006,698.9307,23.0000,71.23,17.26,1000.23,88.40,44.44
2024-02-13T00:10:51,102.77,53.90,61.73,1488.64,18.62,2715.00,5845.31,5035.77,1.30,1.13,0.3002,697.9893,23.0000,71.36,17.26,1000.24,94.90,47.71
2024-02-13T00:10:56,102.77,53.90,61.82,1488.75,18.60,2715.15,5779.47,4979.15,1.33,1.16,0.3000,697.4486,23.0000,71.27,17.26,1000.22,94.90,47.71
2024-02-13T00:11:01,67.31,35.30,61.71,1488.33,18.60,2714.43,5782.44,4981.61,1.54,1.34,0.2997,696.9610,23.0000,71.13,17.25,1000.21,88.40,44.44
2024-02-13T00:11:06,86.39,45.31,61.63,1487.68,18.60,2713.19,5788.02,4986.53,1.89,1.64,0.2999,697.3499,23.0000,71.39,17.26,1000.22,81.87,41.16
2024-02-13T00:11:11,76.40,40.07,61.87,1487.78,18.59,2713.41,5793.83,4991.46,1.84,1.60,0.3002,698.0606,22.0000,71.89,17.25,1000.20,114.44,57.53
2024-02-13T00:11:16,85.48,44.83,62.25,1488.04,18.60,2713.87,5796.64,4993.92,1.68,1.45,0.3005,698.6488,23.0000,71.82,17.26,1000.22,107.93,54.26
2024-02-13T00:11:21,102.77,53.90,62.21,1488.25,18.59,2714.29,5762.46,4964.38,1.54,1.33,0.2997,696.9386,23.0000,71.71,17.26,1000.24,87.74,44.11
2024-02-13T00:11:26,101.85,53.42,62.08,1487.95,18.60,2713.68,5802.34,4998.84,1.56,1.36,0.3001,697.7451,23.0000,71.59,17.26,1000.22,74.71,37.56
2024-02-13T00:11:31,67.31,35.30,62.02,1488.92,18.62,2715.58,5822.58,5016.07,1.53,1.33,0.2999,697.3998,23.0000,71.44,17.25,1000.23,88.40,44.44
2024-02-13T00:11:36,103.67,54.37,61.89,1488.89,18.60,2715.48,5811.09,5006.23,1.45,1.26,0.3000,697.6890,23.0000,71.51,17.26,1000.25,88.40,44.44
2024-02-13T00:11:41,93.67,49.13,62.04,1488.58,18.60,2714.85,5779.50,4979.15,1.44,1.25,0.3002,697.9204,23.0000,71.84,17.26,1000.23,87.74,44.11
2024-02-13T00:11:46,76.40,40.07,62.33,1488.85,18.58,2715.51,5802.72,4998.84,1.61,1.40,0.3002,698.1073,23.0000,72.00,17.25,1000.25,94.91,47.71
2024-02-13T00:11:51,67.31,35.30,62.32,1488.19,18.60,2714.15,5802.40,4998.84,1.80,1.56,0.3001,697.8160,23.0000,71.82,17.26,1000.23,61.05,30.69
2024-02-13T00:11:56,67.31,35.30,62.17,1488.11,18.62,2714.08,5796.81,4993.92,1.90,1.65,0.2997,696.9024,23.0000,71.55,17.25,1000.22,81.87,41.16
