timestamp(UTC),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPid_P3-PPB_ug,NetPid_P3-PPB(ppm),NetPid_P3-TEMP(°C),NetBME280-HPA(hPa),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB_ug,NetPid_P1-PPB(ppm),NetPid_P1-TEMP(°C),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_NO2-NO2(ppb),NetADC_NO2-NO2_ug,NetCO2-HUM(%),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetCO2-CO2(ppm)
2024-02-08T15:10:00,3310.73,2799.47,991.2,0.4,14.9,987.16,71.21,8.16,0.25,0.20,732.1502,0.3090,16.2973,80.19,39.57,32.66,63.45,55.16,10.38,1410.25,758.94
2024-02-08T15:20:00,3418.33,2906.81,994.9,0.4,16.5,987.03,69.05,9.72,0.18,0.15,732.5500,0.3110,17.7143,74.49,36.96,28.67,55.37,53.47,11.95,1413.65,765.07
2024-02-08T15:30:00,3372.80,2866.47,1024.3,0.4,16.6,986.88,36.59,9.50,0.20,0.17,718.1501,0.3047,18.3482,-22.50,-11.18,-2.70,-5.17,25.40,12.00,1430.11,773.50
2024-02-08T15:40:00,3216.59,2737.14,1051.1,0.4,16.7,986.68,29.60,9.81,0.13,0.11,735.1082,0.3123,18.2589,13.36,6.64,9.09,17.57,20.50,11.87,1437.19,778.35
2024-02-08T15:50:00,3411.35,2939.04,1061.3,0.5,19.6,986.48,26.91,13.26,0.09,0.08,750.2863,0.3227,20.8393,20.65,10.38,3.13,6.00,18.71,15.25,1435.68,787.17
2024-02-08T16:00:00,3619.82,3147.60,1071.9,0.5,22.3,986.33,25.10,15.89,0.11,0.10,767.4901,0.3331,23.4375,20.82,10.56,1.95,3.69,17.21,18.09,1438.85,796.27
2024-02-08T16:10:00,3796.19,3325.71,1080.7,0.5,24.5,986.12,24.29,17.99,0.09,0.07,782.1045,0.3420,25.5773,27.05,13.83,3.44,6.44,16.70,20.27,1451.73,809.43
2024-02-08T16:20:00,3919.97,3453.54,1080.3,0.5,26.2,986.08,24.00,19.63,0.09,0.08,792.7623,0.3487,27.3469,35.54,18.27,6.98,13.01,16.64,21.88,1449.93,813.00
2024-02-08T16:30:00,4003.41,3546.09,1080.6,0.5,27.7,986.10,23.28,21.21,0.10,0.09,804.6068,0.3558,28.8283,37.07,19.16,7.21,13.37,16.24,23.39,1470.12,828.76
2024-02-08T16:40:00,4073.75,3622.26,1084.7,0.5,28.9,986.14,22.12,22.36,0.12,0.10,819.3644,0.3637,30.0000,45.44,23.58,9.65,17.83,15.40,24.51,1478.06,836.45
2024-02-08T16:50:00,4133.77,3682.29,1070.9,0.5,29.5,985.97,28.25,22.84,0.27,0.23,818.3165,0.3639,30.8218,121.61,63.25,41.86,77.14,21.04,24.92,1478.57,838.25
2024-02-08T17:00:00,4250.85,3803.36,1016.0,0.5,30.8,986.02,66.96,24.17,0.38,0.32,777.5687,0.3473,31.8515,187.37,97.81,72.35,132.85,54.54,26.26,1451.94,826.81
2024-02-08T17:10:00,4162.77,3725.93,1019.9,0.5,31.0,985.91,69.30,24.24,0.55,0.45,783.3397,0.3500,32.0000,138.08,72.12,61.78,113.38,56.45,26.40,1444.58,822.92
2024-02-08T17:20:00,4183.66,3740.57,1029.0,0.5,31.0,985.82,71.32,23.90,0.63,0.51,795.7407,0.3552,32.0000,103.65,54.08,50.88,93.47,58.18,26.05,1441.10,820.05
2024-02-08T17:30:00,4231.04,3780.88,1034.4,0.5,30.5,985.74,71.60,23.71,0.67,0.53,802.3216,0.3579,32.0000,76.34,39.81,43.15,79.31,58.44,25.84,1447.45,823.21
2024-02-08T17:40:00,4302.94,3844.67,1038.7,0.5,30.0,985.48,71.44,23.60,0.80,0.62,808.5062,0.3606,32.0000,60.47,31.53,36.35,66.83,58.36,25.71,1447.90,823.37
2024-02-08T17:50:00,4388.02,3920.24,1042.7,0.5,30.0,985.37,72.20,23.53,0.81,0.62,817.2464,0.3645,31.9906,56.62,29.52,33.69,61.94,58.96,25.66,1449.63,824.25
2024-02-08T18:00:00,4474.95,3998.15,1044.5,0.5,30.0,985.23,72.61,23.51,0.91,0.73,826.3925,0.3686,31.9439,50.75,26.46,30.71,56.46,59.33,25.63,1455.55,827.67
2024-02-08T18:10:00,4556.89,4071.26,1049.5,0.5,30.0,985.21,72.57,23.49,0.80,0.66,833.2019,0.3716,31.7963,42.96,22.40,26.93,49.52,59.35,25.60,1461.79,831.20
2024-02-08T18:20:00,4638.82,4143.78,1053.3,0.5,30.0,985.32,72.45,23.48,0.92,0.78,839.8554,0.3745,31.7963,37.14,19.36,24.51,45.08,59.15,25.61,1459.71,829.88
2024-02-08T18:30:00,4717.74,4214.52,1057.1,0.5,30.0,985.27,72.42,23.48,0.97,0.81,845.8725,0.3772,31.8273,40.77,21.25,23.10,42.47,59.18,25.60,1457.24,828.53
2024-02-08T18:40:00,4787.25,4276.81,1059.7,0.5,30.0,985.22,73.15,23.48,1.06,0.88,854.9560,0.3813,31.8108,39.64,20.66,23.40,43.03,59.85,25.59,1460.40,830.36
2024-02-08T18:50:00,4852.80,4335.42,1062.6,0.5,30.0,985.20,73.06,23.48,1.07,0.87,860.6184,0.3838,31.7143,37.16,19.37,22.36,41.10,59.80,25.58,1472.71,837.37
2024-02-08T19:00:00,4918.62,4394.91,1066.2,0.5,30.0,985.07,72.63,23.48,1.16,0.95,865.3190,0.3860,31.7500,32.57,16.98,20.17,37.08,59.41,25.59,1465.80,833.57
2024-02-08T19:10:00,4990.81,4459.99,1069.2,0.5,30.0,984.96,73.15,23.49,1.05,0.86,871.9204,0.3890,31.7500,37.56,19.59,20.50,37.68,59.94,25.57,1468.61,835.28
2024-02-08T19:20:00,5051.00,4514.27,1073.7,0.5,30.0,984.86,73.13,23.49,1.16,0.97,877.2746,0.3914,31.8125,35.33,18.43,19.92,36.61,59.97,25.56,1472.48,837.57
2024-02-08T19:30:00,5113.14,4570.10,1077.0,0.5,30.0,984.75,73.17,23.47,1.08,0.91,882.5326,0.3938,31.6607,38.03,19.84,21.37,39.28,60.00,25.55,1472.34,837.54
2024-02-08T19:40:00,5168.98,4621.18,1080.4,0.5,30.0,984.52,72.87,23.48,1.16,0.96,886.7574,0.3958,31.6250,35.23,18.38,19.65,36.11,59.78,25.54,1473.41,838.37
2024-02-08T19:50:00,5229.97,4677.12,1082.6,0.5,30.0,984.29,73.47,23.50,1.08,0.94,890.9830,0.3978,31.7143,37.30,19.46,18.99,34.89,60.25,25.59,1466.25,834.54
2024-02-08T20:00:00,5288.82,4730.47,1084.6,0.5,30.0,984.13,73.25,23.50,0.99,0.86,894.6899,0.3995,31.8247,35.94,18.76,18.05,33.15,60.02,25.61,1470.12,836.87
2024-02-08T20:10:00,5341.60,4778.51,1090.5,0.5,30.0,983.93,72.92,23.49,1.12,0.95,898.5959,0.4013,31.7347,33.39,17.43,18.18,33.39,59.74,25.59,1478.95,842.05
2024-02-08T20:20:00,5361.94,4797.60,1099.4,0.5,30.0,983.56,67.73,23.43,1.25,1.05,899.6840,0.4019,31.6837,-22.33,-11.64,-2.81,-5.18,55.13,25.54,1482.22,844.06
2024-02-08T20:30:00,4934.64,4352.31,1218.7,0.5,26.8,983.45,22.17,19.13,1.17,0.96,865.0731,0.3808,28.2727,-120.89,-62.35,-34.22,-63.48,15.00,21.38,1500.80,842.31
2024-02-08T20:40:00,4471.45,3869.37,1228.1,0.5,21.8,983.57,26.45,13.68,0.94,0.77,828.3423,0.3578,23.5800,-2.01,-1.04,12.85,24.41,18.28,15.89,1502.56,827.50
2024-02-08T20:50:00,4355.77,3762.72,1231.1,0.5,20.0,983.56,26.79,13.19,0.55,0.45,817.0647,0.3523,22.0000,46.61,23.50,17.85,33.94,18.79,15.27,1489.82,819.09
2024-02-08T21:00:00,4385.61,3793.77,1222.5,0.5,20.1,983.49,26.23,13.57,0.53,0.44,813.6627,0.3514,22.0000,62.44,31.52,20.79,39.47,18.25,15.76,1477.69,813.55
2024-02-08T21:10:00,4399.06,3806.15,1208.2,0.5,20.1,983.32,26.14,13.58,0.33,0.27,808.3725,0.3491,22.0000,70.87,35.78,21.97,41.72,18.04,15.83,1472.34,810.77
2024-02-08T21:20:00,4384.48,3793.42,1175.7,0.5,20.2,983.25,31.00,13.55,0.37,0.31,797.9581,0.3446,22.0000,104.19,52.60,34.18,64.88,22.24,15.81,1464.96,806.68
2024-02-08T21:30:00,4453.28,3870.83,1094.8,0.5,21.5,983.35,44.43,14.91,0.39,0.33,761.0281,0.3302,22.7714,122.43,62.09,38.14,72.09,33.71,17.00,1447.08,800.52
2024-02-08T21:40:00,4567.91,3974.32,1088.2,0.5,22.0,983.24,43.63,15.16,0.40,0.34,757.3026,0.3289,23.0000,106.33,53.98,34.65,65.42,32.97,17.32,1446.47,800.97
2024-02-08T21:50:00,4567.23,3961.32,1081.8,0.5,21.3,983.20,45.88,14.25,0.44,0.37,753.6258,0.3263,22.5981,102.77,52.01,39.35,74.52,34.81,16.37,1449.60,800.20
2024-02-08T22:00:00,4552.48,3940.50,1078.2,0.5,21.0,983.20,47.33,13.66,0.41,0.34,751.8500,0.3249,22.0000,100.88,50.96,40.02,75.96,36.04,15.73,1442.09,794.43
2024-02-08T22:10:00,4596.02,3978.97,1077.0,0.5,21.0,983.10,47.32,13.69,0.48,0.42,752.6318,0.3253,22.0000,100.12,50.58,36.26,68.80,36.06,15.72,1443.83,795.55
2024-02-08T22:20:00,4651.30,4027.02,1072.0,0.5,21.0,983.06,50.21,13.69,0.45,0.39,754.4456,0.3261,22.0000,114.90,58.05,42.74,81.09,38.57,15.76,1451.43,799.77
2024-02-08T22:30:00,4724.95,4095.98,1058.9,0.5,21.0,983.07,64.65,14.06,0.59,0.51,752.5821,0.3257,22.0000,127.61,64.55,48.69,92.26,50.95,16.14,1444.61,797.03
2024-02-08T22:40:00,4771.86,4136.78,1058.7,0.5,21.0,983.03,67.11,14.06,0.57,0.50,750.9174,0.3250,22.0000,117.08,59.23,46.65,88.40,53.02,16.13,1441.84,795.53
2024-02-08T22:50:00,4795.03,4155.26,1055.2,0.5,21.0,982.97,67.50,13.93,0.74,0.66,751.1121,0.3249,22.0000,104.65,52.92,42.50,80.56,53.35,15.99,1437.89,793.03
2024-02-08T23:00:00,4831.59,4186.41,1052.5,0.5,21.0,982.88,68.35,13.87,0.79,0.73,751.8264,0.3252,22.0000,96.57,48.83,41.69,79.03,54.11,15.92,1441.69,795.03
2024-02-08T23:10:00,4868.30,4217.65,1050.5,0.5,21.0,982.87,68.72,13.82,0.83,0.78,753.3023,0.3258,22.0000,91.41,46.21,38.04,72.13,54.36,15.89,1441.02,794.56
2024-02-08T23:20:00,4901.27,4246.41,1046.2,0.5,21.0,982.83,71.05,13.82,0.90,0.88,753.4880,0.3259,22.0000,99.79,50.46,42.32,80.24,56.44,15.91,1432.94,790.14
2024-02-08T23:30:00,5068.09,4435.96,1043.7,0.5,22.9,982.81,96.32,16.71,0.79,0.78,1056.9828,0.4622,24.0357,185.10,94.52,52.76,99.10,81.05,18.44,1416.51,788.92
2024-02-08T23:40:00,5435.82,4818.03,1041.9,0.5,26.8,982.80,84.38,20.43,0.53,0.50,950.3217,0.4204,27.8839,103.52,53.51,12.12,22.51,66.97,22.80,1409.99,795.41
2024-02-08T23:50:00,5589.44,4973.58,1057.3,0.5,28.0,982.68,79.95,21.53,0.53,0.49,896.3635,0.3982,29.5104,58.11,30.17,1.31,2.41,64.21,23.94,1424.82,806.90
2024-02-09T00:00:00,5611.92,5000.37,1074.3,0.5,28.9,982.52,77.01,21.89,0.52,0.47,887.8374,0.3949,30.0000,24.71,12.85,2.64,4.86,62.05,24.21,1437.88,815.41
2024-02-09T00:10:00,5628.01,5018.75,1084.4,0.5,29.0,982.51,74.81,22.12,0.63,0.57,879.6595,0.3916,30.0714,7.32,3.81,2.83,5.21,60.62,24.33,1449.32,822.56
2024-02-09T00:20:00,5586.17,4989.76,1098.6,0.5,29.0,982.38,68.11,22.58,0.62,0.55,875.5795,0.3904,30.9293,-24.80,-12.93,-8.43,-15.50,55.09,24.72,1448.77,823.62
2024-02-09T00:30:00,5432.85,4841.57,1120.8,0.5,29.0,982.28,52.72,21.86,0.73,0.65,844.0913,0.3755,30.0200,-39.08,-20.32,-6.77,-12.47,41.55,24.00,1466.83,831.95
2024-02-09T00:40:00,5494.76,4913.89,1121.4,0.5,29.5,982.27,49.89,22.89,0.66,0.58,836.8538,0.3736,30.7921,-5.84,-3.04,-1.67,-3.07,39.56,24.89,1464.42,833.49
2024-02-09T00:50:00,5578.82,4995.88,1122.3,0.5,30.0,982.28,48.45,23.30,0.59,0.53,838.1035,0.3747,31.0000,12.96,6.77,4.94,9.06,38.26,25.39,1463.93,834.36
2024-02-09T01:00:00,5589.50,5004.34,1125.5,0.5,30.0,982.17,48.61,23.20,0.68,0.60,837.8313,0.3745,31.0000,29.91,15.63,12.97,23.80,38.42,25.28,1462.11,833.14
2024-02-09T01:10:00,5619.38,5033.73,1130.5,0.5,30.0,982.02,48.25,23.31,0.67,0.59,838.8711,0.3751,31.1262,42.14,22.03,15.03,27.55,38.12,25.39,1469.04,837.52
2024-02-09T01:20:00,5621.37,5035.43,1149.1,0.5,30.0,981.85,44.06,23.25,0.73,0.65,843.7330,0.3773,31.1442,15.46,8.09,4.32,7.90,34.37,25.35,1477.21,842.16
2024-02-09T01:30:00,5299.36,4710.78,1239.1,0.5,28.3,981.77,27.97,20.96,0.63,0.56,869.8840,0.3860,29.6952,2.20,1.12,2.83,5.26,20.26,23.22,1478.66,836.54
2024-02-09T01:40:00,5209.39,4643.46,1245.5,0.6,28.4,981.71,27.46,21.75,0.42,0.37,866.1166,0.3854,29.7453,41.58,21.63,9.05,16.68,20.19,23.66,1476.50,837.61
2024-02-09T01:50:00,5450.26,4888.92,1247.1,0.6,30.0,981.56,25.42,23.57,0.29,0.26,882.6986,0.3953,31.1776,53.10,27.79,7.14,13.07,18.52,25.63,1473.78,841.37
2024-02-09T02:00:00,5551.38,4982.29,1243.9,0.6,30.0,981.40,25.14,23.69,0.34,0.30,893.7585,0.4004,31.7339,61.80,32.37,16.52,30.24,18.27,25.78,1473.56,841.70
2024-02-09T02:10:00,5574.62,5002.96,1244.7,0.6,30.0,981.27,25.13,23.64,0.37,0.33,897.7514,0.4022,31.8073,73.97,38.74,23.27,42.59,18.30,25.68,1471.69,840.60
2024-02-09T02:20:00,5595.56,5023.71,1243.1,0.6,30.2,981.14,25.90,23.71,0.34,0.30,898.1891,0.4026,31.8818,90.23,47.27,29.14,53.32,19.05,25.73,1468.40,839.05
2024-02-09T02:30:00,5616.43,5047.75,1173.9,0.5,31.0,981.00,37.42,23.98,0.30,0.27,846.5302,0.3798,32.0000,132.05,69.26,47.72,87.22,29.07,26.06,1465.07,838.03
2024-02-09T02:40:00,5594.10,5030.93,1166.8,0.5,31.0,980.90,40.23,24.15,0.34,0.30,836.4866,0.3755,32.0000,120.23,63.10,45.12,82.41,31.44,26.24,1455.32,832.99
2024-02-09T02:50:00,5598.56,5038.14,1166.9,0.5,31.0,980.77,41.72,24.29,0.27,0.24,833.9250,0.3746,32.0000,112.00,58.81,41.96,76.60,32.75,26.38,1448.47,829.59
2024-02-09T03:00:00,5601.74,5043.09,1166.0,0.5,31.0,980.68,42.87,24.39,0.29,0.26,833.3203,0.3745,32.0000,104.32,54.80,40.94,74.69,33.77,26.49,1449.86,830.73
2024-02-09T03:10:00,5608.64,5051.00,1166.4,0.5,31.0,980.64,43.84,24.48,0.30,0.27,833.3075,0.3746,32.0982,99.94,52.52,39.70,72.42,34.59,26.57,1456.85,835.02
2024-02-09T03:20:00,5610.01,5054.32,1166.5,0.5,31.1,980.50,44.63,24.56,0.30,0.27,833.6521,0.3749,32.4643,91.24,47.97,37.96,69.22,35.27,26.65,1455.97,834.86
2024-02-09T03:30:00,5613.03,5059.03,1167.9,0.5,31.4,980.35,45.29,24.63,0.29,0.26,834.2945,0.3754,32.6518,89.65,47.15,37.38,68.13,35.83,26.73,1458.43,836.60
2024-02-09T03:40:00,5610.06,5057.89,1168.6,0.5,31.6,980.22,45.77,24.68,0.32,0.28,834.7255,0.3757,32.8958,84.50,44.46,35.80,65.23,36.25,26.77,1454.83,834.79
2024-02-09T03:50:00,5614.80,5063.57,1168.6,0.5,31.8,980.09,46.33,24.72,0.31,0.27,835.2045,0.3760,32.9794,82.58,43.46,35.92,65.43,36.77,26.79,1461.62,838.92
2024-02-09T04:00:00,5618.92,5068.87,1167.8,0.5,31.8,979.92,47.28,24.77,0.30,0.26,835.5548,0.3763,33.0000,82.28,43.32,34.46,62.74,37.61,26.83,1461.87,839.32
2024-02-09T04:10:00,5622.04,5073.29,1166.2,0.5,32.0,979.77,48.45,24.81,0.30,0.26,836.4794,0.3768,33.0000,82.69,43.55,35.18,64.03,38.71,26.85,1459.20,838.06
2024-02-09T04:20:00,5624.86,5077.74,1162.6,0.5,32.0,979.59,49.79,24.87,0.28,0.24,837.8552,0.3776,33.0000,80.73,42.53,36.25,65.96,39.92,26.88,1458.17,837.78
2024-02-09T04:30:00,5633.75,5087.63,1158.7,0.5,32.0,979.41,51.24,24.93,0.23,0.20,839.7623,0.3786,33.0000,80.47,42.41,35.61,64.77,41.24,26.93,1455.54,836.57
2024-02-09T04:40:00,5637.78,5093.21,1156.8,0.5,32.0,979.21,52.67,24.98,0.25,0.22,842.1721,0.3798,33.0000,79.37,41.84,33.85,61.55,42.51,27.00,1448.78,833.00
2024-02-09T04:50:00,5648.08,5104.32,1156.5,0.5,32.0,979.04,54.03,25.03,0.25,0.22,845.0610,0.3812,33.0000,76.96,40.59,34.34,62.41,43.73,27.05,1446.62,832.06
2024-02-09T05:00:00,5654.24,5111.86,1153.8,0.5,32.0,978.86,55.30,25.09,0.25,0.22,848.5266,0.3830,33.0000,72.50,38.25,34.69,63.02,44.79,27.13,1452.31,835.65
2024-02-09T05:10:00,5664.19,5122.93,1151.6,0.5,32.0,978.65,56.44,25.15,0.22,0.20,851.8799,0.3846,33.0000,68.92,36.38,34.14,62.01,45.76,27.19,1449.11,834.15
2024-02-09T05:20:00,5668.30,5128.24,1150.0,0.5,32.0,978.56,57.51,25.21,0.20,0.18,855.6997,0.3865,33.0000,69.04,36.45,34.18,62.06,46.66,27.26,1438.20,828.13
2024-02-09T05:30:00,5675.01,5135.76,1148.6,0.5,32.0,978.46,58.51,25.27,0.27,0.24,859.8067,0.3884,33.0000,65.34,34.51,33.71,61.19,47.53,27.32,1446.88,833.36
2024-02-09T05:40:00,5684.57,5145.60,1148.1,0.5,32.0,978.39,59.43,25.32,0.24,0.22,864.0442,0.3904,33.0000,65.64,34.67,32.01,58.09,48.39,27.36,1442.41,830.98
2024-02-09T05:50:00,5686.95,5148.85,1147.4,0.5,32.0,978.35,60.29,25.36,0.20,0.18,868.5862,0.3926,33.0093,64.37,34.01,32.01,58.07,49.16,27.40,1451.06,836.13
2024-02-09T06:00:00,5692.16,5154.90,1147.5,0.5,32.0,978.25,61.04,25.41,0.20,0.18,873.0624,0.3947,33.0648,62.29,32.92,30.59,55.48,49.84,27.45,1438.42,829.07
2024-02-09T06:10:00,5699.17,5161.80,1147.0,0.5,32.0,978.29,61.77,25.46,0.21,0.20,877.9861,0.3970,33.1468,58.34,30.83,30.84,55.94,50.52,27.49,1428.57,823.48
2024-02-09T06:20:00,5707.84,5170.34,1146.3,0.5,32.0,978.31,62.46,25.50,0.21,0.19,883.0065,0.3993,33.1545,58.41,30.88,30.06,54.51,51.17,27.53,1439.03,829.62
2024-02-09T06:30:00,5713.49,5176.53,1146.4,0.5,32.0,978.26,63.10,25.55,0.17,0.16,887.8754,0.4016,33.2946,57.06,30.17,27.39,49.66,51.77,27.57,1436.89,828.56
2024-02-09T06:40:00,5722.66,5185.02,1146.3,0.5,32.2,978.37,63.70,25.59,0.19,0.18,893.0586,0.4039,33.6518,54.23,28.67,28.57,51.80,52.35,27.60,1432.31,825.94
2024-02-09T06:50:00,5724.50,5187.00,1145.4,0.5,32.4,978.46,64.27,25.64,0.21,0.20,898.2587,0.4063,33.7143,54.12,28.61,27.64,50.10,52.87,27.64,1436.56,828.45
2024-02-09T07:00:00,5733.52,5195.76,1146.3,0.5,32.6,978.49,64.80,25.68,0.17,0.16,903.6502,0.4088,33.9375,53.34,28.21,26.71,48.41,53.33,27.67,1436.69,828.62
2024-02-09T07:10:00,5670.06,5132.62,1181.8,0.5,32.3,978.45,51.64,25.34,0.18,0.17,903.7144,0.4084,33.6250,-33.20,-17.51,-6.84,-12.44,41.55,27.39,1447.89,834.15
2024-02-09T07:20:00,5453.11,4918.17,1196.1,0.5,31.1,978.39,40.24,24.23,0.20,0.19,871.7610,0.3925,32.6170,-19.22,-10.12,-3.58,-6.52,31.37,26.30,1455.76,835.62
