timestamp(UTC),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb),NetPid_P3-PPB(ppm),NetPid_P3-PPB_ug,NetPid_P3-TEMP(°C),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_O3-O3_ug,NetADC_O3-O3(ppb)
2024-02-15T01:45:42,0.57,0.57,39.83,507.14,28.21,902.18,304.58,269.02,61.80,33.23,0.4,897.7,33.0,0.2425,550.0309,34.0000,48.33,26.39,1006.32,57.55,29.66
2024-02-15T01:45:47,0.63,0.63,39.92,506.94,28.18,901.84,330.77,292.14,61.80,33.23,0.4,899.1,33.0,0.2424,549.7201,34.0000,48.42,26.39,1006.34,72.22,37.22
2024-02-15T01:45:53,0.55,0.55,39.78,506.88,28.19,901.71,291.49,257.45,70.47,37.89,0.4,897.2,33.0,0.2425,549.9425,34.0000,48.36,26.39,1006.33,35.87,18.49
2024-02-15T01:45:58,0.52,0.52,39.75,507.26,28.21,902.39,309.82,273.64,53.13,28.57,0.4,896.9,33.0,0.2425,549.9735,34.0000,48.44,26.38,1006.30,65.23,33.62
2024-02-15T01:46:03,0.51,0.51,39.81,507.15,28.18,902.22,307.21,271.33,53.14,28.57,0.4,895.9,33.0,0.2427,550.4373,34.0000,48.45,26.39,1006.35,65.23,33.62
2024-02-15T01:46:09,0.49,0.49,39.80,507.12,28.19,902.19,315.07,278.27,36.66,19.71,0.4,900.0,33.0,0.2425,550.0635,34.0000,48.34,26.38,1006.34,58.25,30.02
2024-02-15T01:46:14,0.53,0.53,39.67,506.96,28.18,901.88,304.60,269.02,53.14,28.57,0.4,899.2,33.0,0.2425,550.0292,34.0000,48.30,26.38,1006.33,43.58,22.46
2024-02-15T01:46:20,0.57,0.57,39.74,506.72,28.19,901.46,309.83,273.64,45.32,24.37,0.4,896.3,33.0,0.2426,550.2253,34.0000,48.23,26.39,1006.36,43.58,22.46
2024-02-15T01:46:25,0.66,0.66,39.57,506.45,28.19,900.99,330.78,292.14,45.32,24.37,0.4,898.9,33.0,0.2426,550.3352,34.0000,48.13,26.39,1006.37,43.58,22.46
2024-02-15T01:46:30,0.69,0.69,39.52,506.54,28.21,901.10,315.06,278.27,53.13,28.57,0.4,899.0,33.0,0.2425,550.0582,34.0000,48.12,26.39,1006.32,50.56,26.06
2024-02-15T01:46:36,0.67,0.67,39.66,506.32,28.21,900.76,312.45,275.95,20.20,10.86,0.4,898.5,33.0,0.2426,550.3380,34.0000,48.07,26.38,1006.34,58.25,30.02
2024-02-15T01:46:41,0.63,0.63,39.69,506.05,28.18,900.24,322.91,285.20,45.32,24.37,0.4,899.5,33.0,0.2425,550.0756,34.0000,48.28,26.37,1006.26,50.56,26.06
2024-02-15T01:46:46,0.61,0.61,39.66,505.63,28.18,899.49,288.87,255.14,53.99,29.03,0.4,899.5,33.0,0.2424,549.8540,34.0000,48.30,26.39,1006.33,50.56,26.06
2024-02-15T01:46:52,0.57,0.57,39.65,505.30,28.19,898.92,309.82,273.64,45.32,24.37,0.4,897.6,33.0,0.2425,550.0106,34.0000,48.25,26.39,1006.35,57.55,29.66
2024-02-15T01:46:57,0.64,0.64,39.62,504.95,28.18,898.28,312.43,275.95,45.32,24.37,0.4,899.5,33.0,0.2426,550.1212,34.0000,48.20,26.39,1006.33,58.25,30.02
2024-02-15T01:47:02,0.67,0.67,39.60,504.65,28.19,897.74,299.34,264.39,45.32,24.37,0.4,898.8,33.0,0.2425,550.0590,34.0000,48.24,26.39,1006.32,57.55,29.66
2024-02-15T01:47:08,0.66,0.66,39.61,504.86,28.19,898.17,299.36,264.39,36.66,19.71,0.4,902.1,33.0,0.2425,550.0174,34.0000,48.23,26.38,1006.35,43.58,22.46
2024-02-15T01:47:13,0.55,0.55,39.55,504.81,28.19,898.06,304.59,269.02,36.66,19.71,0.4,898.9,33.0,0.2426,550.3049,34.0000,48.20,26.38,1006.32,43.58,22.46
2024-02-15T01:47:18,0.48,0.48,39.61,504.89,28.21,898.17,315.06,278.27,53.99,29.03,0.4,900.0,33.0,0.2427,550.5318,34.0000,48.16,26.38,1006.29,58.25,30.02
2024-02-15T01:47:24,0.48,0.48,39.58,505.48,28.19,899.21,320.28,282.89,36.66,19.71,0.4,897.5,33.0,0.2427,550.5267,34.0000,48.14,26.39,1006.30,58.24,30.02
2024-02-15T01:47:29,0.59,0.59,39.58,505.97,28.18,900.12,291.49,257.45,53.99,29.03,0.4,900.3,33.0,0.2427,550.3909,34.0000,48.21,26.38,1006.31,58.25,30.02
2024-02-15T01:47:35,0.62,0.62,39.63,505.36,28.19,899.01,296.73,262.08,53.99,29.03,0.4,898.1,33.0,0.2426,550.3151,34.0000,48.31,26.38,1006.30,57.55,29.66
2024-02-15T01:47:40,0.60,0.60,39.62,505.40,28.18,899.08,291.49,257.45,36.66,19.71,0.4,898.3,33.0,0.2427,550.3861,34.0000,48.23,26.38,1006.29,50.56,26.06
2024-02-15T01:47:45,0.56,0.56,39.49,506.01,28.17,900.18,309.82,273.64,28.86,15.52,0.4,900.2,33.0,0.2427,550.5668,34.0000,48.14,26.38,1006.30,43.58,22.46
2024-02-15T01:47:51,0.54,0.54,39.57,506.44,28.19,900.95,312.44,275.95,61.80,33.23,0.4,898.7,33.0,0.2428,550.6271,34.0000,48.14,26.38,1006.30,43.58,22.46
2024-02-15T01:47:56,0.53,0.53,39.59,506.36,28.15,900.79,315.06,278.27,45.32,24.37,0.4,899.2,33.0,0.2426,550.3106,34.0000,48.26,26.38,1006.30,50.56,26.06
2024-02-15T01:48:01,0.53,0.53,39.51,506.75,28.18,901.45,291.48,257.45,61.80,33.23,0.4,899.3,33.0,0.2426,550.1892,34.0000,48.28,26.39,1006.30,65.23,33.62
2024-02-15T01:48:07,0.49,0.49,39.54,506.80,28.17,901.54,315.05,278.27,70.46,37.89,0.4,898.5,33.0,0.2427,550.4060,34.0000,48.23,26.39,1006.29,57.55,29.66
2024-02-15T01:48:12,0.50,0.50,39.69,507.27,28.19,902.40,315.06,278.27,53.99,29.03,0.4,898.9,33.0,0.2428,550.6817,34.0000,48.31,26.38,1006.29,58.25,30.02
2024-02-15T01:48:18,0.49,0.49,39.60,506.86,28.19,901.65,325.52,287.52,36.66,19.71,0.4,896.9,33.0,0.2429,550.9958,34.0000,48.29,26.38,1006.27,42.86,22.09
2024-02-15T01:48:23,0.61,0.61,39.61,506.83,28.18,901.64,309.82,273.64,61.80,33.23,0.4,897.9,33.0,0.2429,550.9117,34.0000,48.23,26.38,1006.30,65.23,33.62
2024-02-15T01:48:29,0.71,0.71,39.49,506.36,28.18,900.79,317.67,280.58,45.32,24.37,0.4,900.6,33.0,0.2428,550.7660,34.0000,48.17,26.38,1006.29,43.58,22.46
2024-02-15T01:48:34,0.77,0.77,39.48,506.28,28.18,900.60,330.75,292.14,45.32,24.37,0.4,899.3,33.0,0.2428,550.7128,34.0000,48.15,26.39,1006.28,50.56,26.06
2024-02-15T01:48:39,0.80,0.80,39.42,506.46,28.18,900.92,296.71,262.08,45.32,24.37,0.4,901.7,33.0,0.2428,550.6769,34.0000,48.13,26.39,1006.27,58.24,30.02
2024-02-15T01:48:45,0.76,0.76,39.50,506.17,28.19,900.39,312.41,275.95,53.99,29.03,0.4,902.1,33.0,0.2427,550.4972,34.0000,48.18,26.39,1006.26,28.19,14.53
2024-02-15T01:48:50,0.78,0.78,39.48,506.19,28.18,900.43,315.04,278.27,45.32,24.37,0.4,898.4,33.0,0.2428,550.5703,34.0000,48.16,26.39,1006.26,65.23,33.62
2024-02-15T01:48:55,0.82,0.82,39.38,505.71,28.19,899.58,330.74,292.14,27.99,15.05,0.4,899.9,33.0,0.2428,550.5851,34.0000,48.18,26.39,1006.26,65.23,33.62
2024-02-15T01:49:01,0.79,0.79,39.45,505.40,28.18,899.04,296.72,262.08,45.32,24.37,0.4,901.7,33.0,0.2428,550.7665,34.0000,48.17,26.38,1006.25,43.58,22.46
2024-02-15T01:49:06,0.76,0.76,39.57,505.76,28.19,899.71,328.15,289.83,45.32,24.37,0.4,900.6,33.0,0.2430,551.0835,34.0000,48.24,26.38,1006.29,57.55,29.66
2024-02-15T01:49:11,0.69,0.69,39.62,505.39,28.18,899.07,301.96,266.70,36.66,19.71,0.4,899.1,33.0,0.2428,550.7087,34.0000,48.29,26.37,1006.26,58.25,30.02
2024-02-15T01:49:17,0.71,0.71,39.63,505.41,28.17,899.03,309.79,273.64,53.99,29.03,0.4,901.5,33.0,0.2428,550.6336,34.0000,48.29,26.39,1006.25,50.56,26.06
2024-02-15T01:49:22,0.72,0.72,39.60,505.16,28.21,898.62,320.27,282.89,70.46,37.89,0.4,898.1,33.0,0.2428,550.5877,34.0000,48.28,26.38,1006.24,72.21,37.22
2024-02-15T01:49:28,0.74,0.74,39.75,504.81,28.19,897.99,304.57,269.02,70.46,37.89,0.4,902.0,33.0,0.2428,550.6090,34.0000,48.36,26.39,1006.28,57.54,29.66
2024-02-15T01:49:33,0.73,0.73,39.71,504.67,28.17,897.75,322.89,285.20,45.32,24.37,0.4,897.5,33.0,0.2429,550.8514,34.0000,48.35,26.39,1006.29,58.24,30.02
2024-02-15T01:49:38,0.66,0.66,39.83,504.29,28.17,897.06,304.57,269.02,45.32,24.37,0.4,900.8,33.0,0.2428,550.7173,34.0000,48.26,26.39,1006.28,50.56,26.06
2024-02-15T01:49:44,0.57,0.57,39.74,504.05,28.18,896.64,312.42,275.95,36.65,19.71,0.4,900.0,33.0,0.2429,550.8405,34.0000,48.31,26.39,1006.28,58.24,30.02
2024-02-15T01:49:49,0.56,0.56,39.71,503.81,28.18,896.19,307.18,271.33,53.13,28.57,0.4,899.2,33.0,0.2429,550.9168,34.0000,48.21,26.39,1006.26,50.56,26.06
2024-02-15T01:49:54,0.56,0.56,39.66,503.29,28.18,895.28,330.75,292.14,70.46,37.89,0.4,900.3,33.0,0.2429,550.8440,34.0000,48.34,26.39,1006.28,58.24,30.02
2024-02-15T01:50:00,0.47,0.47,39.71,503.60,28.18,895.79,283.62,250.52,36.65,19.71,0.4,901.7,33.0,0.2429,550.7812,34.0000,48.36,26.39,1006.24,65.23,33.62
2024-02-15T01:50:05,0.46,0.46,39.69,503.63,28.18,895.89,315.04,278.27,36.65,19.71,0.4,900.2,33.0,0.2430,551.0477,34.0000,48.28,26.39,1006.28,86.90,44.79
2024-02-15T01:50:10,0.44,0.44,39.72,503.82,28.18,896.21,307.18,271.33,36.65,19.71,0.4,900.0,33.0,0.2429,550.9707,34.0000,48.21,26.39,1006.26,58.24,30.02
2024-02-15T01:50:16,0.42,0.42,39.81,503.75,28.21,896.10,291.47,257.45,36.65,19.71,0.4,899.6,33.0,0.2429,550.7748,34.0000,48.21,26.39,1006.28,50.56,26.06
2024-02-15T01:50:21,0.47,0.47,39.67,503.21,28.17,895.11,328.12,289.83,70.46,37.89,0.4,898.2,33.0,0.2430,551.0954,34.0000,48.15,26.39,1006.25,36.57,18.85
2024-02-15T01:50:26,0.52,0.52,39.67,503.19,28.17,895.10,315.04,278.27,61.80,33.23,0.4,902.1,33.0,0.2430,551.0227,34.0000,48.12,26.39,1006.27,65.23,33.62
2024-02-15T01:50:32,0.56,0.56,39.49,503.14,28.21,895.00,322.89,285.20,70.46,37.89,0.4,897.8,33.0,0.2430,551.0067,34.0000,48.12,26.39,1006.27,58.24,30.02
2024-02-15T01:50:37,0.63,0.63,39.63,503.47,28.18,895.57,312.41,275.95,45.32,24.37,0.4,899.0,33.0,0.2429,550.8522,34.0000,48.23,26.39,1006.24,57.54,29.66
2024-02-15T01:50:43,0.63,0.63,39.65,503.51,28.18,895.64,309.79,273.64,61.80,33.23,0.4,898.5,33.0,0.2430,550.9968,34.0000,48.19,26.39,1006.24,50.56,26.06
2024-02-15T01:50:48,0.63,0.63,39.55,503.52,28.19,895.71,309.80,273.64,36.65,19.71,0.4,901.1,33.0,0.2430,551.0609,34.0000,48.07,26.39,1006.28,43.58,22.46
2024-02-15T01:50:53,0.61,0.61,39.63,503.40,28.18,895.47,322.89,285.20,36.65,19.71,0.4,901.8,33.0,0.2433,551.6906,34.0000,48.11,26.39,1006.27,58.24,30.02
2024-02-15T01:50:59,0.65,0.65,39.54,503.51,28.18,895.66,309.80,273.64,70.46,37.89,0.4,902.2,33.0,0.2432,551.4497,34.0000,48.08,26.39,1006.26,58.24,30.02
2024-02-15T01:51:04,0.72,0.72,39.71,503.25,28.18,895.19,315.03,278.27,79.13,42.55,0.4,899.4,33.0,0.2430,551.0251,34.0000,48.22,26.39,1006.24,58.24,30.02
2024-02-15T01:51:09,0.82,0.82,39.79,502.92,28.19,894.63,299.33,264.39,53.99,29.03,0.4,902.8,33.0,0.2429,550.7719,34.0000,48.46,26.39,1006.28,57.54,29.66
2024-02-15T01:51:15,0.80,0.80,39.88,502.92,28.19,894.62,346.46,306.02,53.13,28.57,0.4,901.7,33.0,0.2429,550.7655,34.0000,48.49,26.39,1006.27,57.54,29.66
2024-02-15T01:51:20,0.73,0.73,39.92,502.11,28.17,893.14,315.03,278.27,53.13,28.57,0.4,900.3,33.0,0.2430,550.9953,34.0000,48.39,26.39,1006.24,58.24,30.02
2024-02-15T01:51:25,0.63,0.63,39.98,501.90,28.17,892.80,309.80,273.64,53.13,28.57,0.4,898.0,33.0,0.2431,551.2841,34.0000,48.37,26.39,1006.26,58.24,30.02
2024-02-15T01:51:31,0.53,0.53,39.89,502.55,28.18,893.94,322.88,285.20,70.46,37.89,0.4,898.7,33.0,0.2431,551.3132,34.0000,48.43,26.39,1006.25,57.54,29.66
2024-02-15T01:51:36,0.54,0.54,39.95,502.66,28.18,894.14,320.27,282.89,53.99,29.03,0.4,900.2,33.0,0.2431,551.3628,34.0000,48.39,26.39,1006.25,72.21,37.22
2024-02-15T01:51:42,0.56,0.56,40.07,502.45,28.17,893.76,322.88,285.20,45.32,24.37,0.4,900.5,33.0,0.2431,551.2548,34.0000,48.45,26.39,1006.24,50.56,26.06
2024-02-15T01:51:47,0.52,0.52,39.96,502.54,28.17,893.95,294.10,259.77,53.13,28.57,0.4,902.6,33.0,0.2431,551.2967,34.0000,48.44,26.38,1006.25,65.23,33.62
2024-02-15T01:51:52,0.46,0.46,39.80,502.60,28.19,894.07,307.19,271.33,36.66,19.71,0.4,900.3,33.0,0.2431,551.2983,34.0000,48.35,26.38,1006.26,57.55,29.66
2024-02-15T01:51:58,0.48,0.48,39.70,502.71,28.17,894.25,343.83,303.70,61.80,33.23,0.4,898.9,33.0,0.2431,551.3539,34.0000,48.31,26.38,1006.24,43.58,22.46
2024-02-15T01:52:03,0.56,0.56,39.76,502.67,28.19,894.18,317.66,280.58,36.65,19.71,0.4,897.8,33.0,0.2429,550.9678,34.0000,48.36,26.39,1006.27,65.23,33.62
2024-02-15T01:52:08,0.55,0.55,39.75,502.06,28.18,893.07,312.41,275.95,45.32,24.37,0.4,899.7,33.0,0.2429,550.9581,34.0000,48.33,26.39,1006.24,65.23,33.62
2024-02-15T01:52:14,0.53,0.53,39.72,502.14,28.18,893.23,312.42,275.95,45.32,24.37,0.4,900.1,33.0,0.2430,551.1311,34.0000,48.33,26.38,1006.24,58.24,30.02
2024-02-15T01:52:19,0.62,0.62,39.79,501.95,28.18,892.90,349.08,308.33,78.26,42.08,0.4,899.9,33.0,0.2430,551.0541,34.0000,48.41,26.38,1006.25,64.53,33.26
2024-02-15T01:52:24,0.87,0.87,39.79,502.29,28.18,893.54,328.14,289.83,53.99,29.03,0.4,899.1,33.0,0.2429,550.9942,34.0000,48.42,26.38,1006.27,43.58,22.46
2024-02-15T01:52:30,0.87,0.87,39.87,502.32,28.18,893.59,309.81,273.64,53.13,28.57,0.4,899.9,33.0,0.2429,550.8319,34.0000,48.42,26.38,1006.27,43.58,22.46
2024-02-15T01:52:35,0.77,0.77,39.92,503.05,28.19,894.88,304.58,269.02,53.13,28.57,0.4,898.6,33.0,0.2428,550.7295,34.0000,48.49,26.38,1006.27,57.55,29.66
2024-02-15T01:52:40,0.75,0.75,39.95,503.01,28.18,894.80,325.52,287.52,36.66,19.71,0.4,900.0,33.0,0.2429,550.9404,34.0000,48.51,26.38,1006.25,58.24,30.02
2024-02-15T01:52:46,0.86,0.86,39.82,503.26,28.21,895.25,301.95,266.70,36.66,19.71,0.4,898.0,33.0,0.2431,551.2878,34.0000,48.29,26.38,1006.26,43.58,22.46
2024-02-15T01:52:51,0.82,0.82,39.70,503.37,28.18,895.46,330.76,292.14,45.32,24.37,0.4,899.1,33.0,0.2431,551.4398,34.0000,48.29,26.38,1006.28,58.25,30.02
2024-02-15T01:52:56,0.76,0.76,39.80,503.07,28.17,894.90,351.69,310.64,45.32,24.37,0.4,902.3,33.0,0.2431,551.2525,34.0000,48.39,26.39,1006.28,58.24,30.02
2024-02-15T01:53:02,0.66,0.66,39.81,503.19,28.17,895.13,299.34,264.39,45.32,24.37,0.4,901.9,33.0,0.2432,551.5728,34.0000,48.42,26.38,1006.26,57.55,29.66
2024-02-15T01:53:07,0.58,0.58,39.71,502.92,28.19,894.63,328.13,289.83,36.65,19.71,0.4,897.6,33.0,0.2432,551.4578,34.0000,48.33,26.39,1006.28,72.91,37.58
2024-02-15T01:53:13,0.57,0.57,39.66,502.76,28.19,894.34,296.71,262.08,70.46,37.89,0.4,901.3,33.0,0.2431,551.4287,34.0000,48.30,26.38,1006.24,43.58,22.46
2024-02-15T01:53:18,0.59,0.59,39.61,502.11,28.19,893.18,322.89,285.20,61.80,33.23,0.4,899.3,33.0,0.2431,551.4188,34.0000,48.33,26.38,1006.25,65.23,33.62
2024-02-15T01:53:23,0.53,0.53,39.63,502.17,28.18,893.30,299.34,264.39,61.80,33.23,0.4,900.2,33.0,0.2432,551.6051,34.0000,48.29,26.38,1006.27,72.21,37.22
2024-02-15T01:53:29,0.51,0.51,39.75,502.39,28.19,893.71,301.95,266.70,61.80,33.23,0.4,901.8,33.0,0.2432,551.5311,34.0000,48.26,26.38,1006.26,28.89,14.89
2024-02-15T01:53:34,0.51,0.51,39.76,502.25,28.19,893.45,309.81,273.64,61.80,33.23,0.4,900.1,33.0,0.2431,551.4288,34.0000,48.44,26.39,1006.29,72.21,37.22
2024-02-15T01:53:39,0.51,0.51,39.79,502.29,28.19,893.55,317.67,280.58,86.07,46.28,0.4,901.0,33.0,0.2431,551.3739,34.0000,48.43,26.38,1006.29,57.55,29.66
2024-02-15T01:53:45,0.55,0.55,39.71,502.67,28.19,894.15,304.56,269.02,61.80,33.23,0.4,899.8,33.0,0.2430,551.0540,34.0000,48.44,26.39,1006.25,57.54,29.66
2024-02-15T01:53:50,0.55,0.55,39.78,502.94,28.19,894.66,294.10,259.77,53.13,28.57,0.4,898.8,33.0,0.2431,551.2782,34.0000,48.49,26.38,1006.24,72.21,37.22
2024-02-15T01:53:55,0.54,0.54,39.75,502.72,28.18,894.32,309.82,273.64,53.13,28.57,0.4,899.9,33.0,0.2433,551.7718,34.0000,48.41,26.37,1006.25,36.57,18.85
2024-02-15T01:54:01,0.57,0.57,39.76,502.47,28.19,893.84,307.19,271.33,61.80,33.23,0.4,899.3,33.0,0.2433,551.6968,34.0000,48.31,26.38,1006.27,43.58,22.46
2024-02-15T01:54:06,0.52,0.52,39.75,502.87,28.21,894.56,312.42,275.95,45.32,24.37,0.4,901.9,33.0,0.2433,551.7880,34.0000,48.33,26.38,1006.26,43.58,22.46
2024-02-15T01:54:12,0.44,0.44,39.73,502.77,28.19,894.39,315.05,278.27,45.32,24.37,0.4,900.4,33.0,0.2437,552.7565,34.0000,48.31,26.37,1006.24,43.58,22.46
2024-02-15T01:54:17,0.36,0.36,39.75,502.59,28.18,894.06,309.81,273.64,45.32,24.37,0.4,901.3,33.0,0.2433,551.8367,34.0000,48.35,26.37,1006.23,58.24,30.02
2024-02-15T01:54:22,0.27,0.27,39.74,502.60,28.19,894.06,335.99,296.77,45.32,24.37,0.4,900.8,33.0,0.2431,551.4171,34.0000,48.44,26.38,1006.25,50.56,26.06
2024-02-15T01:54:28,0.26,0.26,39.65,502.76,28.19,894.35,309.81,273.64,53.13,28.57,0.4,899.6,33.0,0.2432,551.5449,34.0000,48.39,26.38,1006.26,65.23,33.62
2024-02-15T01:54:33,0.35,0.35,39.58,502.55,28.18,894.01,315.06,278.27,45.32,24.37,0.4,900.9,33.0,0.2432,551.6512,34.0000,48.25,26.37,1006.25,36.57,18.85
2024-02-15T01:54:38,0.44,0.44,39.64,502.26,28.17,893.48,315.06,278.27,61.80,33.23,0.4,899.3,33.0,0.2432,551.6772,34.0000,48.24,26.37,1006.25,58.25,30.02
2024-02-15T01:54:44,0.51,0.51,39.61,502.82,28.19,894.46,320.28,282.89,70.47,37.89,0.4,897.8,33.0,0.2433,551.8981,34.0000,48.34,26.38,1006.27,65.23,33.62
2024-02-15T01:54:49,0.54,0.54,39.80,502.70,28.19,894.25,309.80,273.64,45.32,24.37,0.4,900.4,33.0,0.2436,552.4254,34.0000,48.40,26.37,1006.22,79.90,41.18
2024-02-15T01:54:54,0.54,0.54,39.78,503.03,28.18,894.91,309.83,273.64,53.99,29.03,0.4,898.4,33.0,0.2434,552.1027,34.0000,48.50,26.36,1006.27,50.56,26.06
2024-02-15T01:55:00,0.55,0.55,39.85,502.54,28.18,893.99,322.90,285.20,61.80,33.23,0.4,897.9,33.0,0.2433,551.7361,34.0000,48.52,26.37,1006.26,65.23,33.62
2024-02-15T01:55:05,0.58,0.58,39.81,502.17,28.19,893.34,301.96,266.70,45.32,24.37,0.4,899.1,33.0,0.2433,551.7934,34.0000,48.51,26.37,1006.27,50.56,26.06
2024-02-15T01:55:10,0.55,0.55,39.84,502.16,28.19,893.33,322.91,285.20,45.32,24.37,0.4,898.8,33.0,0.2434,552.0725,34.0000,48.48,26.37,1006.28,43.58,22.46
2024-02-15T01:55:16,0.54,0.54,39.86,502.54,28.21,893.98,315.06,278.27,53.99,29.03,0.4,897.7,33.0,0.2433,551.7018,34.0000,48.58,26.37,1006.25,65.23,33.62
2024-02-15T01:55:21,0.52,0.52,39.71,503.12,28.17,895.03,322.91,285.20,53.99,29.03,0.4,898.7,33.0,0.2432,551.6943,34.0000,48.51,26.36,1006.23,72.22,37.22
2024-02-15T01:55:27,0.50,0.50,39.73,502.96,28.21,894.75,301.96,266.70,45.32,24.37,0.4,898.5,33.0,0.2433,551.7586,34.0000,48.46,26.37,1006.27,50.56,26.06
2024-02-15T01:55:32,0.54,0.54,39.69,503.00,28.18,894.81,351.71,310.64,45.32,24.37,0.4,900.0,33.0,0.2433,551.7405,34.0000,48.35,26.37,1006.26,58.25,30.02
2024-02-15T01:55:37,0.62,0.62,39.59,503.39,28.18,895.52,315.07,278.27,45.32,24.37,0.4,901.1,33.0,0.2433,551.8187,34.0000,48.36,26.36,1006.25,65.23,33.62
2024-02-15T01:55:43,0.58,0.58,39.79,503.44,28.17,895.59,338.62,299.08,53.99,29.03,0.4,899.1,33.0,0.2435,552.2843,34.0000,48.38,26.37,1006.25,50.56,26.06
2024-02-15T01:55:48,0.54,0.54,39.81,503.21,28.18,895.22,322.92,285.20,61.80,33.23,0.4,901.6,33.0,0.2433,551.8033,34.0000,48.52,26.36,1006.27,42.86,22.09
2024-02-15T01:55:53,0.47,0.47,39.76,503.35,28.19,895.45,320.29,282.89,36.66,19.71,0.4,902.4,33.0,0.2433,551.7167,34.0000,48.52,26.36,1006.23,65.23,33.62
2024-02-15T01:55:59,0.45,0.45,39.74,503.68,28.19,896.02,304.59,269.02,36.66,19.71,0.4,901.3,33.0,0.2434,552.1089,34.0000,48.39,26.36,1006.24,43.58,22.46
2024-02-15T01:56:04,0.44,0.44,39.70,503.50,28.19,895.70,307.20,271.33,36.66,19.71,0.4,902.3,33.0,0.2435,552.2149,34.0000,48.35,26.37,1006.26,36.57,18.85
2024-02-15T01:56:09,0.42,0.42,39.83,503.02,28.19,894.87,315.07,278.27,61.80,33.23,0.4,900.5,33.0,0.2437,552.7997,34.0000,48.44,26.36,1006.25,50.56,26.06
2024-02-15T01:56:15,0.41,0.41,39.88,502.61,28.19,894.13,338.63,299.08,37.53,20.18,0.4,899.9,33.0,0.2435,552.3453,34.0000,48.52,26.36,1006.25,86.90,44.79
2024-02-15T01:56:20,0.41,0.41,39.88,502.91,28.22,894.66,356.95,315.27,45.32,24.37,0.4,902.1,33.0,0.2433,551.9175,34.0000,48.58,26.37,1006.26,50.56,26.06
2024-02-15T01:56:26,0.42,0.42,39.89,502.48,28.18,893.93,320.31,282.89,61.80,33.23,0.4,902.2,33.0,0.2434,552.1837,34.0000,48.48,26.36,1006.27,57.55,29.66
2024-02-15T01:56:31,0.48,0.48,39.91,502.34,28.19,893.69,315.08,278.27,61.80,33.23,0.4,902.6,33.0,0.2434,552.0441,34.0000,48.44,26.36,1006.28,35.88,18.49
2024-02-15T01:56:36,0.41,0.41,39.83,502.28,28.18,893.56,315.07,278.27,45.32,24.37,0.4,901.7,33.0,0.2434,552.1615,34.0000,48.39,26.37,1006.30,43.58,22.46
2024-02-15T01:56:42,0.35,0.35,39.74,502.39,28.18,893.75,320.30,282.89,69.60,37.42,0.4,904.4,33.0,0.2434,552.1744,34.0000,48.33,26.36,1006.26,43.58,22.46
2024-02-15T01:56:47,0.38,0.38,39.81,502.49,28.18,893.93,336.01,296.77,53.99,29.03,0.4,901.4,33.0,0.2435,552.2079,34.0000,48.35,26.36,1006.25,79.20,40.82
2024-02-15T01:56:52,0.42,0.42,39.92,502.11,28.17,893.30,317.70,280.58,45.33,24.37,0.4,902.7,33.0,0.2433,551.9004,34.0000,48.33,26.36,1006.31,58.25,30.02
2024-02-15T01:56:58,0.41,0.41,39.95,502.11,28.18,893.31,291.51,257.45,45.33,24.37,0.4,902.8,33.0,0.2433,551.7697,34.0000,48.34,26.36,1006.31,51.27,26.42
2024-02-15T01:57:03,0.50,0.50,39.98,502.18,28.18,893.42,325.56,287.52,53.99,29.03,0.4,903.8,33.0,0.2435,552.2127,34.0000,48.42,26.36,1006.30,58.25,30.02
2024-02-15T01:57:08,0.62,0.62,39.93,502.36,28.17,893.73,315.08,278.27,61.80,33.23,0.4,900.9,33.0,0.2434,552.0402,34.0000,48.52,26.36,1006.29,65.23,33.62
2024-02-15T01:57:14,0.69,0.69,39.89,502.70,28.15,894.31,349.11,308.33,70.47,37.89,0.4,901.3,33.0,0.2435,552.1858,34.0000,48.51,26.36,1006.27,79.90,41.18
2024-02-15T01:57:19,0.71,0.71,39.78,502.84,28.18,894.63,328.18,289.83,54.00,29.03,0.4,900.7,33.0,0.2434,552.0550,34.0000,48.49,26.35,1006.29,57.55,29.66
2024-02-15T01:57:25,0.62,0.62,39.80,502.82,28.19,894.59,301.99,266.70,36.66,19.71,0.4,902.4,33.0,0.2434,552.0970,34.0000,48.45,26.35,1006.29,43.58,22.46
2024-02-15T01:57:30,0.61,0.61,39.55,502.46,28.17,893.92,320.31,282.89,36.66,19.71,0.4,901.9,33.0,0.2435,552.2723,34.0000,48.26,26.35,1006.27,43.58,22.46
2024-02-15T01:57:35,0.63,0.63,39.50,502.64,28.18,894.19,307.21,271.33,45.32,24.37,0.4,899.0,33.0,0.2436,552.4093,34.0000,48.19,26.36,1006.25,36.57,18.85
2024-02-15T01:57:41,0.66,0.66,39.49,502.99,28.18,894.86,315.08,278.27,53.14,28.57,0.4,904.0,33.0,0.2437,552.6640,34.0000,48.16,26.36,1006.29,43.58,22.46
