timestamp(UTC),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb),NetPid_P3-PPB(ppm),NetPid_P3-PPB_ug,NetPid_P3-TEMP(°C),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_O3-O3_ug,NetADC_O3-O3(ppb)
2024-02-15T00:00:03,0.72,0.72,38.66,512.02,28.37,910.58,191.94,169.58,38.37,20.64,0.4,881.8,33.0,0.2326,527.4928,34.0000,47.15,26.50,1006.38,43.56,22.46
2024-02-15T00:00:08,0.70,0.70,38.50,511.76,28.38,910.10,220.73,195.02,53.97,29.03,0.4,883.3,33.0,0.2325,527.0647,34.0000,47.14,26.51,1006.40,26.79,13.81
2024-02-15T00:00:13,0.70,0.70,38.44,511.58,28.35,909.83,210.27,185.77,62.64,33.69,0.4,882.7,33.0,0.2325,527.0858,34.0000,47.20,26.50,1006.41,42.85,22.09
2024-02-15T00:00:19,0.69,0.69,38.56,511.75,28.38,910.12,225.97,199.64,62.64,33.69,0.4,882.1,33.0,0.2324,527.0323,34.0000,47.29,26.49,1006.38,42.15,21.73
2024-02-15T00:00:24,0.68,0.68,38.45,512.28,28.38,911.06,191.94,169.58,37.52,20.18,0.4,883.8,33.0,0.2326,527.4019,34.0000,47.11,26.50,1006.40,58.23,30.02
2024-02-15T00:00:29,0.67,0.67,38.32,512.06,28.34,910.64,202.41,178.83,62.64,33.69,0.4,882.9,33.0,0.2326,527.4408,34.0000,47.01,26.50,1006.38,42.15,21.73
2024-02-15T00:00:35,0.61,0.61,38.36,511.95,28.37,910.47,197.17,174.20,46.18,24.84,0.4,881.9,33.0,0.2326,527.3440,34.0000,47.01,26.50,1006.41,28.18,14.53
2024-02-15T00:00:40,0.59,0.59,38.32,511.69,28.35,910.00,207.64,183.45,46.18,24.84,0.4,884.2,33.0,0.2326,527.3568,34.0000,47.05,26.50,1006.39,35.17,18.13
2024-02-15T00:00:45,0.52,0.52,38.37,511.75,28.37,910.11,199.80,176.52,46.18,24.84,0.4,884.1,33.0,0.2326,527.4627,34.0000,47.09,26.51,1006.42,42.85,22.09
2024-02-15T00:00:51,0.44,0.44,38.54,511.61,28.37,909.89,194.56,171.89,37.52,20.18,0.4,882.3,33.0,0.2334,529.1521,34.0000,47.16,26.51,1006.45,42.15,21.73
2024-02-15T00:00:56,0.37,0.37,38.66,511.33,28.39,909.39,210.27,185.77,46.18,24.84,0.4,881.3,33.0,0.2327,527.6920,34.0000,47.23,26.50,1006.42,42.85,22.09
2024-02-15T00:01:01,0.38,0.38,38.80,511.29,28.35,909.33,205.04,181.14,29.71,15.98,0.4,882.1,33.0,0.2329,528.0168,34.0000,47.28,26.50,1006.45,35.17,18.13
2024-02-15T00:01:07,0.47,0.47,38.71,511.48,28.38,909.66,199.80,176.52,46.18,24.84,0.4,882.4,33.0,0.2327,527.6785,34.0000,47.30,26.50,1006.42,42.85,22.09
2024-02-15T00:01:12,0.47,0.47,38.74,511.65,28.37,909.95,207.65,183.45,37.52,20.18,0.4,879.0,33.0,0.2326,527.3179,34.0000,47.40,26.51,1006.45,71.50,36.86
2024-02-15T00:01:17,0.45,0.45,38.75,511.03,28.35,908.81,241.67,213.52,21.05,11.32,0.4,880.3,33.0,0.2326,527.2788,34.0000,47.36,26.51,1006.42,42.15,21.73
2024-02-15T00:01:23,0.46,0.46,38.70,510.58,28.37,908.01,202.41,178.83,47.04,25.30,0.4,881.3,33.0,0.2326,527.2765,34.0000,47.29,26.51,1006.41,42.15,21.73
2024-02-15T00:01:28,0.52,0.52,38.82,510.37,28.38,907.71,197.18,174.20,29.71,15.98,0.4,880.0,33.0,0.2325,527.1604,34.0000,47.37,26.49,1006.42,49.85,25.70
2024-02-15T00:01:33,0.57,0.57,38.75,509.62,28.37,906.34,223.36,197.33,37.52,20.18,0.4,879.8,33.0,0.2325,527.2295,34.0000,47.37,26.50,1006.41,35.17,18.13
2024-02-15T00:01:39,0.60,0.60,38.70,509.72,28.38,906.52,210.27,185.77,46.18,24.84,0.4,881.8,33.0,0.2327,527.5686,34.0000,47.33,26.50,1006.42,35.17,18.13
2024-02-15T00:01:44,0.65,0.65,38.60,509.86,28.38,906.80,202.42,178.83,46.19,24.84,0.4,882.0,33.0,0.2327,527.6256,34.0000,47.36,26.49,1006.41,42.85,22.09
2024-02-15T00:01:49,0.66,0.66,38.54,509.78,28.39,906.62,225.97,199.64,37.52,20.18,0.4,881.6,33.0,0.2326,527.4907,34.0000,47.33,26.50,1006.42,49.85,25.70
2024-02-15T00:01:55,0.61,0.61,38.50,509.92,28.37,906.90,189.34,167.27,4.59,2.47,0.4,881.6,33.0,0.2326,527.4837,34.0000,47.29,26.49,1006.41,42.85,22.09
2024-02-15T00:02:00,0.59,0.59,38.71,510.29,28.38,907.53,207.65,183.45,62.64,33.69,0.4,883.2,33.0,0.2327,527.7107,34.0000,47.40,26.50,1006.42,35.17,18.13
2024-02-15T00:02:05,0.58,0.58,38.87,510.47,28.38,907.89,205.04,181.14,55.71,29.96,0.4,886.5,33.0,0.2326,527.5028,34.0000,47.38,26.48,1006.40,42.85,22.09
2024-02-15T00:02:11,0.63,0.63,38.88,510.37,28.37,907.69,202.42,178.83,87.78,47.21,0.4,884.2,33.0,0.2327,527.6085,34.0000,47.54,26.50,1006.43,49.85,25.70
2024-02-15T00:02:16,0.64,0.64,39.08,509.95,28.37,906.91,215.50,190.39,54.85,29.50,0.4,882.7,33.0,0.2326,527.4881,34.0000,47.60,26.50,1006.41,42.15,21.73
2024-02-15T00:02:21,0.58,0.58,38.88,510.27,28.35,907.46,191.94,169.58,46.18,24.84,0.4,883.8,33.0,0.2326,527.3838,34.0000,47.49,26.51,1006.41,49.85,25.70
2024-02-15T00:02:27,0.56,0.56,38.63,510.12,28.37,907.23,218.12,192.70,37.52,20.18,0.4,884.9,33.0,0.2326,527.4814,34.0000,47.34,26.50,1006.42,21.20,10.93
2024-02-15T00:02:32,0.57,0.57,38.80,510.26,28.35,907.46,231.21,204.27,38.37,20.64,0.4,883.7,33.0,0.2327,527.5454,34.0000,47.42,26.51,1006.42,35.17,18.13
2024-02-15T00:02:37,0.54,0.54,38.78,510.19,28.37,907.34,228.58,201.95,29.71,15.98,0.4,882.7,33.0,0.2327,527.5154,34.0000,47.49,26.50,1006.40,20.50,10.57
2024-02-15T00:02:43,0.50,0.50,38.83,509.64,28.34,906.36,173.62,153.39,62.64,33.69,0.4,881.1,33.0,0.2327,527.6966,34.0000,47.40,26.50,1006.40,49.85,25.70
2024-02-15T00:02:48,0.62,0.62,38.73,509.55,28.34,906.18,218.11,192.70,13.26,7.13,0.4,880.7,33.0,0.2328,527.9393,34.0000,47.35,26.51,1006.42,64.51,33.26
2024-02-15T00:02:53,0.68,0.68,38.75,509.55,28.35,906.19,202.41,178.83,53.12,28.57,0.4,881.7,33.0,0.2328,527.7331,34.0000,47.41,26.51,1006.43,28.18,14.53
2024-02-15T00:02:59,0.77,0.77,38.70,509.73,28.37,906.48,163.14,144.14,45.31,24.37,0.4,885.9,33.0,0.2329,527.9487,34.0000,47.20,26.51,1006.39,50.55,26.06
2024-02-15T00:03:04,0.86,0.86,38.52,509.19,28.32,905.55,178.86,158.02,36.65,19.71,0.4,884.2,33.0,0.2330,528.1843,34.0000,47.12,26.50,1006.39,51.25,26.42
2024-02-15T00:03:10,0.88,0.88,38.48,509.03,28.35,905.25,176.23,155.70,61.78,33.23,0.4,883.5,33.0,0.2330,528.1997,34.0000,47.07,26.51,1006.40,51.24,26.42
2024-02-15T00:03:15,0.84,0.84,38.68,509.16,28.34,905.50,189.33,167.27,45.31,24.37,0.4,881.4,33.0,0.2329,528.0587,34.0000,47.20,26.50,1006.40,65.21,33.62
2024-02-15T00:03:20,0.74,0.74,38.75,509.14,28.34,905.46,176.23,155.70,36.64,19.71,0.4,882.4,33.0,0.2329,527.9736,34.0000,47.21,26.51,1006.41,79.87,41.18
2024-02-15T00:03:26,0.77,0.77,38.81,509.69,28.32,906.42,205.02,181.14,53.97,29.03,0.4,885.7,33.0,0.2328,527.8395,34.0000,47.26,26.50,1006.36,57.53,29.66
2024-02-15T00:03:31,0.70,0.70,38.83,509.56,28.34,906.17,181.46,160.33,36.64,19.71,0.4,883.5,33.0,0.2328,527.8170,34.0000,47.29,26.51,1006.38,35.86,18.49
2024-02-15T00:03:36,0.68,0.68,38.76,509.81,28.32,906.58,202.40,178.83,45.31,24.37,0.4,885.3,33.0,0.2329,527.9644,34.0000,47.34,26.52,1006.38,50.54,26.06
2024-02-15T00:03:42,0.65,0.65,38.83,510.75,28.34,908.29,173.61,153.39,36.64,19.71,0.4,888.0,33.0,0.2331,528.3883,34.0000,47.24,26.52,1006.41,58.23,30.02
2024-02-15T00:03:47,0.54,0.54,38.80,510.64,28.31,908.09,199.79,176.52,53.12,28.57,0.4,882.0,33.0,0.2331,528.3891,34.0000,47.24,26.51,1006.39,43.56,22.46
2024-02-15T00:03:52,0.41,0.41,38.75,510.66,28.31,908.14,197.16,174.20,28.85,15.52,0.4,887.2,33.0,0.2330,528.3264,34.0000,47.17,26.51,1006.39,58.23,30.02
2024-02-15T00:03:58,0.35,0.35,38.58,511.13,28.34,908.96,173.61,153.39,61.78,33.23,0.4,885.7,33.0,0.2329,528.1167,34.0000,47.13,26.51,1006.38,58.23,30.02
2024-02-15T00:04:03,0.41,0.41,38.49,511.03,28.34,908.76,189.31,167.27,45.31,24.37,0.4,886.4,33.0,0.2330,528.3148,34.0000,47.03,26.51,1006.36,43.56,22.46
2024-02-15T00:04:09,0.45,0.45,38.40,511.14,28.31,908.99,186.69,164.95,61.78,33.23,0.4,886.9,33.0,0.2330,528.3337,34.0000,46.94,26.51,1006.38,58.23,30.02
2024-02-15T00:04:14,0.51,0.51,38.38,511.26,28.34,909.18,181.46,160.33,36.64,19.71,0.4,884.9,33.0,0.2330,528.3003,34.0000,46.92,26.52,1006.39,43.56,22.46
2024-02-15T00:04:19,0.59,0.59,38.55,511.55,28.32,909.69,194.55,171.89,61.78,33.23,0.4,884.8,33.0,0.2330,528.2685,34.0000,46.93,26.52,1006.40,43.56,22.46
2024-02-15T00:04:25,0.68,0.68,38.49,511.70,28.34,909.98,199.79,176.52,45.31,24.37,0.4,885.0,33.0,0.2330,528.2817,34.0000,46.98,26.51,1006.39,72.89,37.58
2024-02-15T00:04:30,0.75,0.75,38.47,511.72,28.34,910.02,181.46,160.33,61.78,33.23,0.4,887.3,33.0,0.2330,528.2593,34.0000,47.04,26.51,1006.38,58.23,30.02
2024-02-15T00:04:35,0.70,0.70,38.58,512.26,28.35,910.94,194.54,171.89,45.31,24.37,0.4,885.0,33.0,0.2330,528.1661,34.0000,47.06,26.52,1006.39,65.21,33.62
2024-02-15T00:04:41,0.64,0.64,38.65,512.66,28.35,911.65,218.09,192.70,36.64,19.71,0.4,883.8,33.0,0.2330,528.2450,34.0000,47.05,26.52,1006.38,50.54,26.06
2024-02-15T00:04:46,0.61,0.61,38.46,512.90,28.34,912.06,191.92,169.58,36.64,19.71,0.4,883.7,33.0,0.2330,528.3031,34.0000,46.95,26.52,1006.36,43.56,22.46
2024-02-15T00:04:51,0.56,0.56,38.38,512.89,28.34,912.05,170.99,151.08,45.31,24.37,0.4,884.7,33.0,0.2331,528.5282,34.0000,46.89,26.52,1006.37,58.22,30.02
2024-02-15T00:04:57,0.54,0.54,38.35,512.59,28.34,911.50,186.68,164.95,45.30,24.37,0.4,883.9,33.0,0.2331,528.4121,34.0000,46.92,26.52,1006.35,51.24,26.42
2024-02-15T00:05:02,0.49,0.49,38.37,512.29,28.34,910.98,191.92,169.58,37.52,20.18,0.4,885.1,33.0,0.2331,528.5049,34.0000,47.00,26.53,1006.40,65.21,33.62
2024-02-15T00:05:08,0.42,0.42,38.51,511.89,28.31,910.24,218.08,192.70,70.44,37.89,0.4,884.2,33.0,0.2330,528.1485,34.0000,47.18,26.52,1006.34,57.52,29.66
2024-02-15T00:05:13,0.50,0.50,38.72,511.63,28.34,909.78,157.90,139.52,45.30,24.37,0.4,886.3,33.0,0.2330,528.2600,34.0000,47.16,26.53,1006.36,72.18,37.22
2024-02-15T00:05:18,0.52,0.52,38.72,511.14,28.32,908.90,191.92,169.58,36.64,19.71,0.4,884.1,33.0,0.2330,528.2138,34.0000,47.20,26.53,1006.37,50.54,26.06
2024-02-15T00:05:24,0.58,0.58,38.89,511.69,28.32,909.87,189.30,167.27,36.64,19.71,0.4,884.2,33.0,0.2330,528.2787,34.0000,47.27,26.53,1006.35,79.86,41.18
2024-02-15T00:05:29,0.55,0.55,38.77,512.18,28.34,910.68,186.66,164.95,61.77,33.23,0.4,881.9,33.0,0.2331,528.3022,34.0000,47.17,26.54,1006.32,57.52,29.66
2024-02-15T00:05:34,0.51,0.51,38.64,512.36,28.32,911.02,212.84,188.08,45.30,24.37,0.4,884.8,33.0,0.2332,528.5659,34.0000,47.04,26.54,1006.34,50.54,26.06
2024-02-15T00:05:40,0.58,0.58,38.61,512.78,28.32,911.83,184.07,162.64,53.97,29.03,0.4,884.6,33.0,0.2331,528.5544,34.0000,47.08,26.53,1006.37,43.56,22.46
2024-02-15T00:05:45,0.63,0.63,38.80,513.28,28.34,912.67,189.29,167.27,45.30,24.37,0.4,888.5,33.0,0.2333,528.9929,34.0000,47.34,26.54,1006.35,57.52,29.66
2024-02-15T00:05:50,0.74,0.74,38.91,513.16,28.35,912.48,165.74,146.45,45.30,24.37,0.4,884.9,33.0,0.2338,530.0484,34.0000,47.36,26.54,1006.38,50.54,26.06
2024-02-15T00:05:56,0.77,0.77,38.86,513.42,28.32,912.95,178.83,158.02,61.77,33.23,0.4,881.7,33.0,0.2335,529.4006,34.0000,47.39,26.53,1006.35,35.86,18.49
2024-02-15T00:06:01,0.79,0.79,38.77,512.64,28.31,911.56,194.53,171.89,45.30,24.37,0.4,883.1,33.0,0.2333,528.9180,34.0000,47.31,26.54,1006.38,50.54,26.06
2024-02-15T00:06:07,0.87,0.87,38.71,512.37,28.35,911.04,194.52,171.89,61.77,33.23,0.4,883.7,33.0,0.2331,528.3887,34.0000,47.26,26.54,1006.33,51.24,26.42
2024-02-15T00:06:12,0.93,0.93,38.76,512.02,28.34,910.46,173.59,153.39,45.30,24.37,0.4,884.6,33.0,0.2335,529.2730,34.0000,47.27,26.54,1006.38,58.22,30.02
2024-02-15T00:06:17,0.95,0.95,38.88,511.80,28.35,910.02,207.60,183.45,61.77,33.23,0.4,884.1,33.0,0.2335,529.3513,34.0000,47.16,26.54,1006.33,58.22,30.02
2024-02-15T00:06:23,0.93,0.93,38.75,511.47,28.35,909.44,197.13,174.20,61.77,33.23,0.4,883.1,33.0,0.2334,529.2047,34.0000,47.13,26.54,1006.33,58.22,30.02
2024-02-15T00:06:28,0.98,0.98,38.63,511.85,28.34,910.12,168.36,148.77,36.64,19.71,0.4,882.9,33.0,0.2334,529.1330,34.0000,47.02,26.54,1006.35,58.22,30.02
2024-02-15T00:06:33,1.01,1.01,38.44,511.23,28.34,909.00,165.73,146.45,45.30,24.37,0.4,886.0,33.0,0.2333,528.8245,34.0000,46.97,26.54,1006.32,51.24,26.42
2024-02-15T00:06:39,0.95,0.95,38.44,511.16,28.38,908.85,223.30,197.33,53.96,29.03,0.4,885.0,33.0,0.2333,528.8146,34.0000,46.97,26.54,1006.30,58.22,30.02
2024-02-15T00:06:44,0.83,0.83,38.66,510.89,28.34,908.39,181.44,160.33,45.30,24.37,0.4,883.7,33.0,0.2331,528.4472,34.0000,47.13,26.54,1006.33,86.86,44.79
2024-02-15T00:06:49,0.77,0.77,38.75,510.56,28.31,907.85,189.30,167.27,45.30,24.37,0.4,883.5,33.0,0.2332,528.5643,34.0000,47.23,26.54,1006.38,57.52,29.66
2024-02-15T00:06:55,0.77,0.77,38.76,510.77,28.34,908.14,176.19,155.70,36.64,19.71,0.4,882.9,33.0,0.2333,528.9017,34.0000,47.17,26.55,1006.32,43.55,22.46
2024-02-15T00:07:00,0.73,0.73,38.70,511.12,28.35,908.80,189.29,167.27,20.19,10.86,0.4,885.7,33.0,0.2334,529.0561,34.0000,47.21,26.54,1006.34,65.20,33.62
2024-02-15T00:07:05,0.73,0.73,38.65,511.57,28.35,909.57,197.13,174.20,61.77,33.23,0.4,883.1,33.0,0.2333,528.8550,34.0000,47.17,26.54,1006.29,58.21,30.02
2024-02-15T00:07:11,0.74,0.74,38.72,511.82,28.34,910.10,210.24,185.77,61.77,33.23,0.4,882.7,33.0,0.2333,528.8334,34.0000,47.21,26.54,1006.38,65.20,33.62
2024-02-15T00:07:16,0.67,0.67,38.73,511.96,28.34,910.25,194.51,171.89,53.96,29.03,0.4,883.9,33.0,0.2332,528.6316,34.0000,47.26,26.55,1006.32,43.55,22.46
2024-02-15T00:07:21,0.68,0.68,38.72,512.54,28.35,911.34,181.44,160.33,53.96,29.03,0.4,883.2,33.0,0.2332,528.6838,34.0000,47.27,26.54,1006.34,65.20,33.62
2024-02-15T00:07:27,0.63,0.63,38.71,513.09,28.35,912.30,202.37,178.83,53.96,29.03,0.4,884.0,33.0,0.2333,528.8398,34.0000,47.29,26.54,1006.31,72.88,37.58
2024-02-15T00:07:32,0.64,0.64,38.66,512.55,28.34,911.35,191.90,169.58,53.96,29.03,0.4,884.5,33.0,0.2333,528.8422,34.0000,47.21,26.54,1006.33,50.54,26.06
2024-02-15T00:07:38,0.64,0.64,38.67,512.25,28.34,910.79,181.43,160.33,61.77,33.23,0.4,883.4,33.0,0.2332,528.5560,34.0000,47.31,26.54,1006.29,57.52,29.66
2024-02-15T00:07:43,0.58,0.58,38.73,512.85,28.34,911.86,168.35,148.77,53.96,29.03,0.4,882.8,33.0,0.2332,528.6547,34.0000,47.26,26.55,1006.33,50.54,26.06
2024-02-15T00:07:48,0.54,0.54,38.75,513.05,28.34,912.19,176.19,155.70,53.10,28.57,0.4,883.8,33.0,0.2332,528.6649,34.0000,47.21,26.55,1006.30,43.55,22.46
2024-02-15T00:07:54,0.59,0.59,38.81,512.94,28.35,912.03,157.89,139.52,53.11,28.57,0.4,884.9,33.0,0.2333,528.8569,34.0000,47.19,26.55,1006.35,57.52,29.66
2024-02-15T00:07:59,0.59,0.59,38.80,513.21,28.32,912.51,181.44,160.33,61.77,33.23,0.4,883.2,33.0,0.2333,528.8920,34.0000,47.25,26.54,1006.32,58.22,30.02
2024-02-15T00:08:04,0.65,0.65,38.84,513.53,28.35,913.09,194.52,171.89,36.64,19.71,0.4,883.8,33.0,0.2332,528.6777,34.0000,47.34,26.54,1006.32,28.88,14.89
2024-02-15T00:08:10,0.61,0.61,38.89,513.66,28.35,913.29,210.22,185.77,28.85,15.52,0.4,883.1,33.0,0.2334,528.9759,34.0000,47.30,26.54,1006.30,72.18,37.22
2024-02-15T00:08:15,0.54,0.54,38.86,513.35,28.34,912.74,207.59,183.45,61.77,33.23,0.4,882.8,33.0,0.2336,529.6262,34.0000,47.30,26.54,1006.30,43.55,22.46
2024-02-15T00:08:20,0.52,0.52,38.84,513.28,28.35,912.62,202.36,178.83,53.96,29.03,0.4,885.5,33.0,0.2334,529.1761,34.0000,47.27,26.55,1006.32,50.54,26.06
2024-02-15T00:08:26,0.46,0.46,38.83,513.24,28.35,912.56,181.43,160.33,36.64,19.71,0.4,885.9,33.0,0.2334,529.0177,34.0000,47.22,26.54,1006.32,43.56,22.46
2024-02-15T00:08:31,0.38,0.38,38.81,513.62,28.35,913.19,202.36,178.83,45.30,24.37,0.4,886.3,33.0,0.2334,529.1553,34.0000,47.19,26.54,1006.25,58.21,30.02
2024-02-15T00:08:37,0.37,0.37,38.73,513.42,28.32,912.83,178.81,158.02,36.64,19.71,0.4,885.9,33.0,0.2335,529.2919,34.0000,47.20,26.54,1006.26,43.55,22.46
2024-02-15T00:08:42,0.44,0.44,38.76,512.96,28.32,912.04,202.37,178.83,61.77,33.23,0.4,885.2,33.0,0.2335,529.2137,34.0000,47.23,26.54,1006.30,43.55,22.46
2024-02-15T00:08:47,0.56,0.56,38.78,513.24,28.35,912.53,189.28,167.27,61.77,33.23,0.4,887.8,33.0,0.2335,529.2391,34.0000,47.21,26.54,1006.28,65.20,33.62
2024-02-15T00:08:53,0.77,0.77,38.77,513.71,28.32,913.39,184.05,162.64,36.64,19.71,0.4,884.1,33.0,0.2335,529.2290,34.0000,47.14,26.54,1006.31,43.56,22.46
2024-02-15T00:08:58,0.80,0.80,38.75,513.71,28.35,913.39,197.13,174.20,45.30,24.37,0.4,885.7,33.0,0.2334,529.0192,34.0000,47.19,26.55,1006.33,51.23,26.42
2024-02-15T00:09:03,0.73,0.73,38.84,514.23,28.34,914.31,202.37,178.83,70.43,37.89,0.4,884.8,33.0,0.2334,529.0069,34.0000,47.28,26.55,1006.33,65.20,33.62
2024-02-15T00:09:09,0.74,0.74,38.87,514.50,28.35,914.75,197.12,174.20,61.77,33.23,0.4,885.9,33.0,0.2336,529.6191,34.0000,47.27,26.55,1006.30,50.53,26.06
2024-02-15T00:09:14,0.77,0.77,38.72,514.78,28.34,915.27,199.75,176.52,36.64,19.71,0.4,886.0,33.0,0.2335,529.3834,34.0000,47.13,26.55,1006.31,43.55,22.46
2024-02-15T00:09:19,0.76,0.76,38.66,514.93,28.35,915.56,204.98,181.14,53.96,29.03,0.4,885.4,33.0,0.2335,529.2649,34.0000,47.10,26.54,1006.31,58.22,30.02
2024-02-15T00:09:25,0.69,0.69,38.61,515.13,28.32,915.88,197.12,174.20,53.96,29.03,0.4,885.3,33.0,0.2336,529.4467,34.0000,47.08,26.54,1006.27,43.55,22.46
2024-02-15T00:09:30,0.61,0.61,38.67,515.21,28.34,916.04,191.89,169.58,53.11,28.57,0.4,884.5,33.0,0.2335,529.3306,34.0000,47.11,26.54,1006.28,65.20,33.62
2024-02-15T00:09:35,0.63,0.63,38.79,514.95,28.35,915.55,215.44,190.39,53.96,29.03,0.4,883.1,33.0,0.2335,529.3190,34.0000,47.14,26.54,1006.27,42.84,22.09
2024-02-15T00:09:41,0.74,0.74,38.78,514.57,28.32,914.95,191.90,169.58,53.11,28.57,0.4,885.2,33.0,0.2335,529.2543,34.0000,47.15,26.54,1006.33,50.54,26.06
2024-02-15T00:09:46,0.75,0.75,38.67,514.38,28.34,914.58,194.52,171.89,36.64,19.71,0.4,885.9,33.0,0.2335,529.3795,34.0000,47.07,26.54,1006.31,50.54,26.06
2024-02-15T00:09:52,0.80,0.80,38.75,514.07,28.34,914.01,202.36,178.83,53.96,29.03,0.4,884.0,33.0,0.2335,529.3235,34.0000,47.25,26.53,1006.25,50.54,26.06
2024-02-15T00:09:57,0.75,0.75,38.64,513.52,28.34,913.03,215.45,190.39,61.77,33.23,0.4,886.0,33.0,0.2335,529.2572,34.0000,47.30,26.54,1006.30,43.55,22.46
2024-02-15T00:10:02,0.69,0.69,38.45,513.22,28.34,912.51,191.90,169.58,21.04,11.32,0.4,885.8,33.0,0.2336,529.4488,34.0000,47.18,26.54,1006.29,65.20,33.62
2024-02-15T00:10:08,0.67,0.67,38.41,512.97,28.32,912.06,207.59,183.45,53.11,28.57,0.4,886.3,33.0,0.2336,529.4479,34.0000,47.05,26.54,1006.29,28.18,14.53
2024-02-15T00:10:13,0.74,0.74,38.59,513.22,28.32,912.55,194.52,171.89,45.30,24.37,0.4,885.7,33.0,0.2335,529.3829,34.0000,47.21,26.53,1006.31,58.22,30.02
2024-02-15T00:10:18,0.71,0.71,38.71,514.06,28.31,914.01,194.52,171.89,53.96,29.03,0.4,886.7,33.0,0.2335,529.4089,34.0000,47.18,26.54,1006.31,43.56,22.46
2024-02-15T00:10:24,0.70,0.70,38.78,514.28,28.31,914.42,228.53,201.95,36.64,19.71,0.4,885.6,33.0,0.2336,529.4400,34.0000,47.23,26.54,1006.32,65.20,33.62
2024-02-15T00:10:29,0.72,0.72,38.85,514.43,28.32,914.64,202.36,178.83,61.77,33.23,0.4,886.4,33.0,0.2335,529.4137,34.0000,47.20,26.54,1006.28,36.55,18.85
2024-02-15T00:10:34,0.74,0.74,38.93,514.67,28.32,915.08,204.98,181.14,36.64,19.71,0.4,886.1,33.0,0.2335,529.2579,34.0000,47.29,26.54,1006.30,65.20,33.62
2024-02-15T00:10:40,0.70,0.70,38.81,514.10,28.32,914.13,212.84,188.08,53.11,28.57,0.4,888.0,33.0,0.2336,529.6359,34.0000,47.17,26.53,1006.31,43.56,22.46
2024-02-15T00:10:45,0.59,0.59,38.72,513.71,28.34,913.40,189.29,167.27,37.51,20.18,0.4,884.6,33.0,0.2337,529.8410,34.0000,47.10,26.55,1006.35,50.54,26.06
2024-02-15T00:10:51,0.60,0.60,38.68,513.58,28.32,913.16,189.28,167.27,37.51,20.18,0.4,887.3,33.0,0.2337,529.7727,34.0000,47.15,26.55,1006.34,58.22,30.02
2024-02-15T00:10:56,0.59,0.59,38.80,513.28,28.32,912.64,197.13,174.20,53.96,29.03,0.4,884.3,33.0,0.2335,529.3870,34.0000,47.31,26.54,1006.32,57.52,29.66
2024-02-15T00:11:01,0.63,0.63,38.77,513.70,28.32,913.35,194.51,171.89,36.64,19.71,0.4,885.1,33.0,0.2335,529.2802,34.0000,47.26,26.54,1006.29,43.55,22.46
2024-02-15T00:11:07,0.63,0.63,38.73,513.91,28.32,913.77,176.20,155.70,61.77,33.23,0.4,884.8,33.0,0.2336,529.5942,34.0000,47.26,26.54,1006.33,58.22,30.02
2024-02-15T00:11:12,0.57,0.57,38.78,514.14,28.32,914.22,181.45,160.33,36.64,19.71,0.4,886.9,33.0,0.2336,529.6580,34.0000,47.29,26.53,1006.35,79.17,40.82
2024-02-15T00:11:17,0.52,0.52,38.86,513.94,28.29,913.85,218.07,192.70,45.30,24.37,0.4,885.5,33.0,0.2336,529.5389,34.0000,47.31,26.53,1006.32,72.18,37.22
2024-02-15T00:11:23,0.47,0.47,38.85,513.62,28.29,913.27,197.13,174.20,45.30,24.37,0.4,886.5,33.0,0.2337,529.7482,34.0000,47.32,26.54,1006.34,43.56,22.46
2024-02-15T00:11:28,0.46,0.46,38.80,513.59,28.32,913.23,207.61,183.45,36.64,19.71,0.4,885.3,33.0,0.2338,530.0790,34.0000,47.19,26.53,1006.33,43.56,22.46
2024-02-15T00:11:33,0.53,0.53,38.76,513.23,28.32,912.58,215.46,190.39,45.30,24.37,0.4,885.9,33.0,0.2338,529.9392,34.0000,47.21,26.53,1006.32,43.56,22.46
2024-02-15T00:11:39,0.60,0.60,38.81,512.57,28.31,911.39,189.29,167.27,61.77,33.23,0.4,886.1,33.0,0.2338,530.0341,34.0000,47.19,26.52,1006.28,50.54,26.06
2024-02-15T00:11:44,0.61,0.61,38.82,512.54,28.32,911.41,212.86,188.08,53.97,29.03,0.4,885.1,33.0,0.2338,530.1194,34.0000,47.24,26.52,1006.34,57.52,29.66
2024-02-15T00:11:49,0.68,0.68,38.86,512.84,28.32,911.92,210.24,185.77,45.30,24.37,0.4,887.7,33.0,0.2337,529.7114,34.0000,47.36,26.53,1006.35,57.52,29.66
2024-02-15T00:11:55,0.70,0.70,39.01,512.88,28.32,911.96,218.07,192.70,36.64,19.71,0.4,884.4,33.0,0.2337,529.7625,34.0000,47.45,26.53,1006.31,65.20,33.62
2024-02-15T00:12:00,0.71,0.71,38.97,512.84,28.29,911.90,207.61,183.45,36.64,19.71,0.4,885.4,33.0,0.2341,530.5942,34.0000,47.29,26.53,1006.34,43.56,22.46
