timestamp(UTC),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPid_P3-PPB(ppm),NetPid_P3-PPB_ug,NetPid_P3-TEMP(°C),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_O3-O3_ug,NetADC_O3-O3(ppb)
2024-02-13T00:00:01,55.94,29.50,54.89,1302.88,20.71,2363.11,1.56,1.32,5913.74,5122.95,0.5,1125.4,26.0,0.3515,812.8412,27.0000,68.25,18.64,999.46,72.92,36.86
2024-02-13T00:00:06,63.89,33.69,54.75,1303.74,20.73,2364.79,1.67,1.42,5964.75,5166.89,0.5,1124.5,26.0,0.3515,812.8993,27.0000,68.10,18.63,999.47,102.14,51.63
2024-02-13T00:00:11,65.67,34.63,54.81,1303.67,20.71,2364.62,1.68,1.42,5937.95,5143.77,0.5,1126.4,25.0,0.3512,812.2455,27.0000,68.35,18.63,999.45,71.49,36.14
2024-02-13T00:00:17,65.67,34.63,54.96,1303.53,20.73,2364.35,1.57,1.33,5889.87,5102.14,0.5,1129.9,26.0,0.3515,812.7345,27.0000,68.29,18.63,999.45,71.49,36.14
2024-02-13T00:00:22,56.81,29.96,54.79,1303.22,20.73,2363.89,1.46,1.23,5930.14,5136.83,0.5,1127.7,25.0,0.3516,813.0060,27.0000,68.08,18.63,999.49,57.25,28.94
2024-02-13T00:00:27,23.25,12.26,54.54,1303.42,20.73,2364.23,1.52,1.29,5940.78,5146.08,0.5,1128.4,25.0,0.3516,813.1507,27.0000,67.87,18.63,999.48,57.25,28.94
2024-02-13T00:00:33,73.61,38.82,54.47,1303.10,20.74,2363.66,1.55,1.31,5906.10,5116.02,0.5,1124.2,26.0,0.3514,812.6455,27.0000,67.82,18.63,999.48,50.13,25.34
2024-02-13T00:00:38,91.29,48.14,54.53,1303.13,20.73,2363.69,1.53,1.29,5900.69,5111.39,0.5,1126.7,26.0,0.3513,812.3909,27.0000,68.07,18.63,999.47,71.50,36.14
2024-02-13T00:00:43,65.67,34.63,54.72,1302.49,20.74,2362.55,1.46,1.24,5898.11,5109.08,0.5,1124.6,25.0,0.3514,812.6065,27.0000,68.24,18.63,999.49,71.50,36.14
2024-02-13T00:00:49,65.67,34.63,54.84,1302.64,20.76,2362.74,1.45,1.24,5913.90,5122.95,0.5,1125.1,25.0,0.3514,812.7127,27.0000,68.21,18.64,999.49,64.37,32.54
2024-02-13T00:00:54,65.67,34.63,54.82,1302.68,20.74,2362.88,1.46,1.24,5938.11,5143.77,0.5,1126.9,26.0,0.3514,812.6532,27.0000,68.21,18.63,999.48,78.62,39.74
2024-02-13T00:00:59,74.51,39.29,54.87,1302.66,20.71,2362.83,1.51,1.29,5930.08,5136.83,0.5,1126.1,26.0,0.3515,812.8472,27.0000,68.30,18.62,999.44,78.62,39.74
2024-02-13T00:01:05,32.09,16.92,54.95,1302.31,20.76,2362.21,1.61,1.37,5927.43,5134.52,0.5,1126.5,26.0,0.3514,812.5938,27.0000,68.35,18.63,999.48,64.37,32.54
2024-02-13T00:01:10,40.92,21.58,54.86,1302.37,20.74,2362.22,1.77,1.52,5908.48,5118.33,0.5,1126.9,26.0,0.3516,812.9670,27.0000,68.16,18.64,999.47,57.25,28.94
2024-02-13T00:01:15,65.67,34.63,54.68,1302.12,20.73,2361.81,1.67,1.43,5911.26,5120.64,0.5,1125.8,25.0,0.3517,813.2997,27.0000,68.06,18.64,999.49,49.42,24.98
2024-02-13T00:01:21,48.87,25.77,54.46,1301.71,20.73,2361.01,1.63,1.40,5919.13,5127.58,0.5,1127.3,25.0,0.3518,813.5511,27.0000,67.77,18.64,999.47,35.15,17.77
2024-02-13T00:01:26,56.81,29.96,54.50,1301.92,20.73,2361.45,1.65,1.41,5932.62,5139.14,0.5,1124.3,25.0,0.3515,812.9556,27.0000,67.90,18.64,999.49,42.28,21.37
2024-02-13T00:01:31,74.50,39.29,54.58,1301.75,20.77,2361.05,1.50,1.29,5913.68,5122.95,0.5,1125.2,26.0,0.3513,812.3751,27.0000,68.04,18.64,999.45,64.37,32.54
2024-02-13T00:01:37,74.50,39.29,54.88,1301.41,20.77,2360.43,1.31,1.12,5895.01,5106.77,0.5,1127.2,26.0,0.3512,812.1558,27.0000,68.28,18.64,999.45,100.71,50.91
2024-02-13T00:01:42,65.67,34.63,54.86,1301.47,20.74,2360.56,1.07,0.92,5937.79,5143.77,0.5,1128.1,25.0,0.3514,812.5756,27.0000,68.32,18.64,999.46,63.66,32.18
2024-02-13T00:01:48,56.81,29.96,54.82,1301.45,20.74,2360.41,0.92,0.78,5985.53,5185.39,0.5,1126.9,26.0,0.3515,812.8582,27.0000,68.22,18.64,999.41,49.41,24.98
2024-02-13T00:01:53,57.70,30.43,54.90,1301.60,20.74,2360.84,1.11,0.95,5921.85,5129.89,0.5,1132.9,25.0,0.3515,812.8572,27.0000,68.39,18.64,999.48,49.42,24.98
2024-02-13T00:01:58,82.45,43.48,55.02,1300.57,20.74,2359.01,1.31,1.12,5903.28,5113.70,0.5,1125.9,26.0,0.3513,812.3580,27.0000,68.49,18.64,999.50,71.49,36.14
2024-02-13T00:02:03,74.50,39.29,55.21,1299.93,20.77,2357.85,1.36,1.17,5911.27,5120.64,0.5,1125.4,26.0,0.3513,812.4126,27.0000,68.78,18.64,999.49,85.76,43.35
2024-02-13T00:02:09,74.50,39.29,55.18,1299.35,20.73,2356.82,1.46,1.25,5919.33,5127.58,0.5,1125.9,25.0,0.3516,813.1507,27.0000,68.60,18.64,999.50,33.73,17.05
2024-02-13T00:02:14,48.87,25.77,55.21,1299.36,20.74,2356.82,1.57,1.35,5932.65,5139.14,0.5,1127.3,26.0,0.3516,813.1099,27.0000,68.60,18.64,999.50,56.54,28.58
2024-02-13T00:02:20,48.87,25.77,55.25,1298.82,20.74,2355.83,1.51,1.29,5913.93,5122.95,0.5,1124.8,26.0,0.3517,813.2167,27.0000,68.64,18.63,999.46,71.49,36.14
2024-02-13T00:02:25,48.87,25.77,55.32,1298.07,20.73,2354.44,1.43,1.23,5964.60,5166.89,0.5,1123.0,26.0,0.3515,812.7770,27.0000,68.83,18.64,999.48,71.49,36.14
2024-02-13T00:02:30,65.67,34.63,55.34,1298.91,20.76,2356.07,1.35,1.16,5948.86,5153.02,0.5,1126.7,25.0,0.3515,812.9798,27.0000,68.79,18.63,999.49,48.71,24.62
2024-02-13T00:02:36,48.87,25.77,55.17,1298.72,20.73,2355.66,1.28,1.10,5932.66,5139.14,0.5,1125.9,25.0,0.3519,813.7494,27.0000,68.59,18.63,999.46,71.49,36.14
2024-02-13T00:02:41,73.62,38.82,55.12,1299.25,20.74,2356.74,1.22,1.05,5919.60,5127.58,0.5,1128.2,26.0,0.3519,813.7115,27.0000,68.51,18.63,999.51,79.33,40.10
2024-02-13T00:02:46,48.87,25.77,55.12,1298.63,20.74,2355.50,1.16,1.00,5930.03,5136.83,0.5,1126.1,25.0,0.3516,813.1388,27.0000,68.59,18.64,999.50,71.50,36.14
2024-02-13T00:02:52,65.67,34.63,55.34,1298.14,20.73,2354.60,1.10,0.95,5929.98,5136.83,0.5,1126.1,26.0,0.3517,813.3261,27.0000,68.78,18.64,999.49,63.66,32.18
2024-02-13T00:02:57,48.87,25.77,55.25,1298.19,20.71,2354.69,0.97,0.84,5970.02,5171.52,0.5,1125.6,26.0,0.3518,813.6564,27.0000,68.72,18.64,999.49,64.37,32.54
2024-02-13T00:03:02,99.24,52.33,55.24,1298.02,20.71,2354.51,1.02,0.88,5919.60,5127.58,0.5,1126.1,26.0,0.3519,813.7799,27.0000,68.64,18.64,999.55,85.76,43.35
2024-02-13T00:03:08,31.19,16.45,55.01,1297.86,20.73,2354.14,1.06,0.91,5922.09,5129.89,0.5,1129.7,25.0,0.3521,814.1939,27.0000,68.29,18.64,999.52,50.13,25.34
2024-02-13T00:03:13,82.45,43.48,54.90,1297.49,20.76,2353.50,1.12,0.96,5906.12,5116.02,0.5,1124.8,25.0,0.3520,814.0129,27.0000,68.33,18.64,999.52,57.25,28.94
2024-02-13T00:03:18,65.67,34.63,55.03,1297.68,20.73,2353.78,1.15,0.99,5932.69,5139.14,0.5,1126.1,25.0,0.3518,813.4876,27.0000,68.43,18.64,999.50,71.50,36.14
2024-02-13T00:03:24,65.67,34.63,55.20,1297.32,20.73,2353.21,1.22,1.05,5898.19,5109.08,0.5,1126.6,26.0,0.3518,813.6445,27.0000,68.58,18.64,999.54,56.54,28.58
2024-02-13T00:03:29,65.67,34.63,55.15,1296.97,20.71,2352.53,1.13,0.97,5954.11,5157.64,0.5,1128.3,26.0,0.3520,814.0995,27.0000,68.45,18.64,999.51,78.62,39.74
2024-02-13T00:03:34,39.14,20.64,54.99,1296.53,20.74,2351.68,1.22,1.05,5839.19,5058.20,0.5,1125.7,25.0,0.3519,813.8724,27.0000,68.30,18.65,999.53,65.08,32.90
2024-02-13T00:03:40,82.45,43.48,55.25,1297.33,20.74,2353.17,1.37,1.17,5895.36,5106.77,0.5,1124.3,26.0,0.3516,813.0670,27.0000,68.74,18.65,999.54,80.04,40.46
2024-02-13T00:03:45,90.40,47.67,55.45,1298.30,20.74,2354.97,1.42,1.22,5895.47,5106.77,0.5,1125.2,26.0,0.3517,813.3460,27.0000,68.83,18.65,999.56,100.72,50.91
2024-02-13T00:03:50,90.40,47.67,55.34,1298.47,20.71,2355.29,1.64,1.41,5911.49,5120.64,0.5,1126.2,25.0,0.3519,813.8887,27.0000,68.70,18.65,999.56,87.19,44.07
2024-02-13T00:03:56,72.72,38.35,55.36,1298.45,20.71,2355.17,1.57,1.35,5892.63,5104.45,0.5,1125.5,25.0,0.3519,813.8397,27.0000,68.66,18.65,999.53,72.21,36.50
2024-02-13T00:04:01,64.78,34.16,55.26,1298.74,20.70,2355.71,1.60,1.37,5895.32,5106.77,0.5,1128.7,25.0,0.3519,813.7434,27.0000,68.58,18.65,999.54,87.18,44.07
2024-02-13T00:04:07,81.56,43.01,55.24,1299.31,20.71,2356.76,1.67,1.43,5890.05,5102.14,0.5,1126.1,25.0,0.3518,813.6317,27.0000,68.64,18.65,999.55,80.04,40.46
2024-02-13T00:04:12,55.94,29.50,55.23,1298.63,20.73,2355.53,1.61,1.38,5887.37,5099.83,0.5,1124.1,25.0,0.3520,813.9373,27.0000,68.56,18.65,999.55,80.04,40.46
2024-02-13T00:04:17,72.72,38.35,55.13,1299.15,20.71,2356.44,1.65,1.42,5897.98,5109.08,0.5,1126.4,25.0,0.3521,814.1893,27.0000,68.47,18.65,999.54,80.04,40.46
2024-02-13T00:04:23,73.61,38.82,55.09,1299.10,20.73,2356.42,1.51,1.29,5938.17,5143.77,0.5,1124.8,25.0,0.3520,813.9479,27.0000,68.47,18.65,999.56,72.21,36.50
2024-02-13T00:04:28,81.56,43.01,55.29,1299.39,20.74,2356.91,1.47,1.26,5898.04,5109.08,0.5,1127.4,25.0,0.3516,813.0461,27.0000,68.76,18.66,999.58,94.31,47.67
2024-02-13T00:04:33,90.40,47.67,55.69,1300.05,20.71,2358.08,1.66,1.42,5881.96,5095.20,0.5,1123.9,25.0,0.3515,812.9342,27.0000,69.35,18.66,999.57,87.18,44.07
2024-02-13T00:04:39,56.81,29.96,55.96,1300.03,20.74,2358.07,1.78,1.52,5898.06,5109.08,0.5,1122.9,25.0,0.3517,813.3776,27.0000,69.39,18.66,999.58,94.31,47.67
2024-02-13T00:04:44,81.56,43.01,55.88,1299.91,20.71,2357.85,1.70,1.45,5890.03,5102.14,0.5,1123.5,26.0,0.3520,814.1234,27.0000,69.27,18.66,999.58,101.43,51.27
2024-02-13T00:04:49,81.56,43.01,55.84,1301.64,20.73,2361.04,1.64,1.40,5871.47,5085.95,0.5,1125.5,25.0,0.3520,814.1321,27.0000,69.25,18.66,999.60,79.33,40.10
2024-02-13T00:04:55,72.72,38.35,55.81,1301.59,20.71,2360.88,1.54,1.31,5889.99,5102.14,0.5,1125.7,26.0,0.3522,814.4726,27.0000,69.13,18.67,999.61,65.09,32.90
2024-02-13T00:05:00,64.77,34.16,55.66,1301.98,20.73,2361.50,1.47,1.25,5873.74,5088.27,0.5,1125.2,26.0,0.3522,814.3344,27.0000,68.97,18.67,999.57,80.04,40.46
2024-02-13T00:05:05,55.94,29.50,55.36,1301.87,20.71,2361.51,1.46,1.24,5900.96,5111.39,0.5,1131.8,26.0,0.3524,815.0159,27.0000,68.69,18.66,999.62,87.90,44.43
2024-02-13T00:05:11,55.05,29.03,55.13,1301.85,20.73,2361.40,1.40,1.19,5906.11,5116.02,0.5,1125.6,26.0,0.3524,814.9507,27.0000,68.36,18.66,999.59,50.84,25.70
2024-02-13T00:05:16,63.89,33.69,54.85,1302.29,20.73,2362.18,1.31,1.12,5876.73,5090.58,0.5,1126.4,25.0,0.3524,815.0462,27.0000,68.15,18.66,999.59,65.09,32.90
2024-02-13T00:05:22,30.30,15.98,54.65,1302.27,20.71,2362.12,1.26,1.07,5898.00,5109.08,0.5,1127.5,25.0,0.3527,815.5615,27.0000,67.82,18.67,999.61,58.68,29.66
2024-02-13T00:05:27,55.05,29.03,54.18,1302.50,20.71,2362.58,1.21,1.03,5879.46,5092.89,0.5,1126.0,25.0,0.3527,815.7666,27.0000,67.45,18.66,999.60,58.68,29.66
2024-02-13T00:05:32,47.10,24.84,53.89,1301.95,20.70,2361.52,1.32,1.13,5889.94,5102.14,0.5,1130.9,26.0,0.3528,815.8154,27.0000,67.05,18.67,999.60,66.51,33.62
2024-02-13T00:05:38,55.05,29.03,53.58,1301.62,20.71,2360.94,1.30,1.11,5879.34,5092.89,0.5,1133.3,25.0,0.3528,815.8311,27.0000,66.72,18.67,999.61,65.80,33.26
2024-02-13T00:05:43,38.27,20.18,53.28,1301.90,20.71,2361.59,1.39,1.19,5882.30,5095.20,0.5,1129.8,26.0,0.3528,815.8238,27.0000,66.31,18.66,999.63,36.58,18.49
2024-02-13T00:05:48,55.05,29.03,52.78,1301.98,20.70,2361.63,1.66,1.42,5903.42,5113.70,0.5,1131.9,26.0,0.3528,815.9383,27.0000,65.84,18.67,999.62,44.43,22.46
2024-02-13T00:05:54,55.05,29.03,52.60,1301.67,20.70,2361.03,1.70,1.45,5881.98,5095.20,0.5,1131.9,26.0,0.3528,815.8525,27.0000,65.59,18.67,999.61,73.63,37.22
2024-02-13T00:05:59,55.05,29.03,52.41,1301.79,20.70,2361.23,1.57,1.34,5860.60,5076.70,0.5,1131.5,25.0,0.3527,815.5533,27.0000,65.46,18.67,999.60,44.43,22.46
2024-02-13T00:06:04,47.11,24.84,52.38,1302.19,20.70,2362.06,1.48,1.26,5887.53,5099.83,0.5,1132.6,25.0,0.3526,815.3724,27.0000,65.42,18.67,999.64,58.68,29.66
2024-02-13T00:06:10,63.89,33.69,52.31,1302.16,20.73,2361.96,1.48,1.26,5871.39,5085.95,0.5,1130.7,26.0,0.3525,815.1903,27.0000,65.25,18.66,999.59,58.68,29.66
2024-02-13T00:06:15,46.21,24.37,52.09,1301.42,20.73,2360.64,1.48,1.26,5866.14,5081.33,0.5,1134.8,25.0,0.3526,815.3845,27.0000,64.92,18.66,999.60,44.43,22.46
2024-02-13T00:06:20,30.30,15.98,51.93,1301.25,20.70,2360.34,1.45,1.23,5871.47,5085.95,0.5,1134.1,26.0,0.3525,815.1751,27.0000,64.81,18.66,999.60,29.46,14.89
2024-02-13T00:06:26,63.89,33.69,51.87,1301.71,20.71,2361.10,1.73,1.48,5897.98,5109.08,0.5,1132.9,25.0,0.3525,815.1056,27.0000,64.74,18.67,999.60,51.55,26.06
2024-02-13T00:06:31,55.05,29.03,51.91,1302.05,20.71,2361.87,1.81,1.54,5877.01,5090.58,0.5,1131.0,26.0,0.3525,815.1198,27.0000,64.75,18.66,999.64,43.70,22.09
2024-02-13T00:06:37,47.11,24.84,51.96,1302.08,20.70,2361.88,1.67,1.43,5940.98,5146.08,0.5,1130.3,26.0,0.3523,814.7610,27.0000,64.91,18.66,999.62,50.84,25.70
2024-02-13T00:06:42,89.52,47.21,52.37,1301.20,20.68,2360.22,1.48,1.26,5887.42,5099.83,0.5,1129.1,26.0,0.3520,813.9534,27.0000,65.35,18.67,999.62,72.92,36.86
2024-02-13T00:06:47,64.78,34.16,52.70,1300.92,20.70,2359.67,1.41,1.19,5919.37,5127.58,0.5,1129.1,25.0,0.3518,813.4629,27.0000,65.86,18.67,999.61,87.18,44.07
2024-02-13T00:06:53,81.56,43.01,53.36,1301.66,20.71,2361.06,1.37,1.16,5890.09,5102.14,0.5,1126.3,25.0,0.3514,812.5852,27.0000,66.44,18.67,999.62,102.14,51.63
2024-02-13T00:06:58,73.62,38.82,53.83,1301.65,20.73,2361.06,1.37,1.16,5919.50,5127.58,0.5,1128.1,26.0,0.3512,812.1188,27.0000,67.06,18.67,999.63,101.43,51.27
2024-02-13T00:07:03,90.40,47.67,54.37,1301.72,20.70,2361.17,1.43,1.21,5882.10,5095.20,0.5,1129.0,25.0,0.3511,812.0232,27.0000,67.59,18.67,999.63,108.55,54.87
2024-02-13T00:07:09,90.40,47.67,54.79,1302.08,20.70,2361.80,1.47,1.24,5900.75,5111.39,0.5,1128.3,26.0,0.3513,812.2998,27.0000,68.03,18.67,999.62,123.51,62.43
2024-02-13T00:07:14,56.81,29.96,55.09,1301.59,20.70,2360.95,1.45,1.22,5887.50,5099.83,0.5,1126.6,26.0,0.3513,812.5309,27.0000,68.16,18.67,999.64,86.47,43.71
2024-02-13T00:07:19,107.20,56.53,55.18,1300.87,20.71,2359.69,1.37,1.16,5903.64,5113.70,0.5,1127.1,26.0,0.3515,812.9134,27.0000,68.21,18.67,999.66,101.43,51.27
2024-02-13T00:07:25,64.78,34.16,55.09,1300.16,20.70,2358.30,1.39,1.18,5871.31,5085.95,0.5,1126.6,26.0,0.3516,812.9937,27.0000,68.22,18.68,999.64,80.04,40.46
2024-02-13T00:07:30,81.56,43.01,55.21,1300.23,20.71,2358.43,1.34,1.14,5903.39,5113.70,0.5,1126.7,25.0,0.3517,813.3903,27.0000,68.40,18.66,999.58,87.18,44.07
2024-02-13T00:07:35,82.45,43.48,55.40,1299.90,20.68,2357.84,1.31,1.11,5898.04,5109.08,0.5,1128.4,25.0,0.3516,813.1776,27.0000,68.58,18.68,999.65,94.31,47.67
2024-02-13T00:07:41,55.94,29.50,55.39,1299.31,20.70,2356.80,1.22,1.03,5884.75,5097.52,0.5,1124.4,25.0,0.3518,813.4680,27.0000,68.52,18.68,999.66,72.21,36.50
2024-02-13T00:07:46,73.62,38.82,55.30,1299.22,20.70,2356.76,1.21,1.02,5887.75,5099.83,0.5,1124.8,26.0,0.3518,813.6199,27.0000,68.45,18.67,999.68,87.19,44.07
2024-02-13T00:07:52,55.94,29.50,55.22,1298.77,20.71,2355.89,1.23,1.04,5903.66,5113.70,0.5,1124.0,26.0,0.3520,813.9618,27.0000,68.42,18.68,999.70,72.92,36.86
2024-02-13T00:07:57,47.98,25.30,55.22,1298.58,20.73,2355.52,1.19,1.01,5890.21,5102.14,0.5,1128.3,26.0,0.3519,813.8926,27.0000,68.51,18.68,999.68,80.04,40.46
2024-02-13T00:08:02,64.78,34.16,55.39,1298.11,20.71,2354.56,1.20,1.02,5913.98,5122.95,0.5,1125.8,26.0,0.3520,814.0624,27.0000,68.61,18.68,999.64,87.18,44.07
2024-02-13T00:08:08,82.45,43.48,55.50,1297.90,20.73,2354.23,1.30,1.11,5876.74,5090.58,0.5,1124.6,25.0,0.3520,813.9814,27.0000,68.74,18.68,999.66,94.31,47.67
2024-02-13T00:08:13,90.40,47.67,55.46,1297.08,20.73,2352.72,1.24,1.06,5930.06,5136.83,0.5,1124.3,26.0,0.3521,814.1704,27.0000,68.68,18.68,999.65,87.18,44.07
2024-02-13T00:08:18,55.94,29.50,55.32,1296.89,20.73,2352.37,1.26,1.07,5911.37,5120.64,0.5,1125.5,26.0,0.3524,814.8453,27.0000,68.49,18.68,999.65,80.04,40.46
2024-02-13T00:08:24,55.94,29.50,55.16,1297.04,20.73,2352.72,1.27,1.08,5951.64,5155.33,0.5,1128.8,25.0,0.3524,815.0012,27.0000,68.37,18.68,999.68,87.19,44.07
2024-02-13T00:08:29,72.72,38.35,55.14,1297.01,20.71,2352.56,1.26,1.08,5903.28,5113.70,0.5,1125.0,25.0,0.3524,814.9044,27.0000,68.41,18.68,999.63,72.21,36.50
2024-02-13T00:08:35,73.61,38.82,55.44,1296.68,20.71,2352.03,1.24,1.06,5906.14,5116.02,0.5,1126.0,26.0,0.3521,814.2839,27.0000,68.75,18.68,999.66,57.25,28.94
2024-02-13T00:08:40,64.78,34.16,55.41,1296.58,20.71,2351.83,1.33,1.14,5919.47,5127.58,0.5,1123.4,25.0,0.3523,814.7068,27.0000,68.59,18.68,999.66,80.04,40.46
2024-02-13T00:08:45,47.10,24.84,55.14,1296.51,20.73,2351.70,1.34,1.15,5908.73,5118.33,0.5,1126.2,26.0,0.3524,814.9733,27.0000,68.36,18.68,999.65,50.13,25.34
2024-02-13T00:08:51,64.78,34.16,55.06,1297.21,20.71,2352.96,1.44,1.23,5906.07,5116.02,0.5,1128.2,25.0,0.3525,815.1278,27.0000,68.40,18.68,999.65,65.09,32.90
2024-02-13T00:08:56,47.98,25.30,55.08,1297.05,20.73,2352.65,1.51,1.29,5916.71,5125.27,0.5,1123.3,26.0,0.3524,814.9065,27.0000,68.37,18.68,999.64,72.21,36.50
2024-02-13T00:09:01,81.56,43.01,55.20,1296.92,20.71,2352.31,1.55,1.32,5916.43,5125.27,0.5,1127.9,26.0,0.3522,814.4621,27.0000,68.63,18.69,999.63,87.18,44.07
2024-02-13T00:09:07,81.56,43.01,55.41,1297.26,20.76,2352.99,1.72,1.47,5897.92,5109.08,0.5,1127.7,26.0,0.3521,814.2014,27.0000,68.80,18.68,999.63,86.47,43.71
2024-02-13T00:09:12,47.98,25.30,55.45,1297.49,20.71,2353.44,1.76,1.51,5924.66,5132.20,0.5,1125.8,26.0,0.3524,815.0019,27.0000,68.69,18.68,999.64,80.04,40.46
2024-02-13T00:09:17,72.72,38.35,55.24,1297.23,20.73,2353.00,1.65,1.41,5916.77,5125.27,0.5,1128.8,25.0,0.3526,815.5126,27.0000,68.44,18.68,999.66,57.96,29.30
2024-02-13T00:09:23,55.94,29.50,55.07,1296.52,20.71,2351.75,1.47,1.26,5924.83,5132.20,0.5,1124.7,26.0,0.3527,815.6666,27.0000,68.29,18.68,999.67,80.04,40.46
2024-02-13T00:09:28,72.72,38.35,54.89,1296.26,20.71,2351.20,1.33,1.14,5889.97,5102.14,0.5,1126.5,26.0,0.3525,815.2792,27.0000,68.29,18.68,999.64,65.80,33.26
2024-02-13T00:09:33,81.56,43.01,55.15,1296.11,20.73,2351.02,1.26,1.08,5924.86,5132.20,0.5,1124.6,26.0,0.3525,815.1941,27.0000,68.47,18.68,999.67,72.92,36.86
2024-02-13T00:09:39,81.56,43.01,55.38,1296.02,20.73,2350.81,1.22,1.04,5919.42,5127.58,0.5,1129.1,25.0,0.3526,815.3619,27.0000,68.64,18.68,999.65,71.50,36.14
2024-02-13T00:09:44,72.72,38.35,55.36,1295.70,20.71,2350.28,1.16,0.99,5916.89,5125.27,0.5,1128.6,26.0,0.3528,815.8890,27.0000,68.52,18.68,999.67,50.13,25.34
2024-02-13T00:09:50,55.94,29.50,55.17,1295.53,20.71,2349.94,1.33,1.13,5922.16,5129.89,0.5,1125.3,26.0,0.3529,816.1194,27.0000,68.31,18.68,999.67,57.97,29.30
2024-02-13T00:09:55,63.89,33.69,54.97,1295.62,20.71,2350.17,1.60,1.36,5930.34,5136.83,0.5,1130.0,25.0,0.3529,816.1950,27.0000,68.12,18.68,999.69,57.97,29.30
2024-02-13T00:10:00,81.56,43.01,54.86,1296.04,20.71,2350.80,1.79,1.52,5935.35,5141.45,0.5,1128.4,26.0,0.3527,815.6716,27.0000,68.21,18.68,999.64,80.04,40.46
2024-02-13T00:10:06,81.56,43.01,55.01,1296.34,20.73,2351.45,1.91,1.63,5989.02,5187.70,0.5,1126.8,25.0,0.3526,815.4895,27.0000,68.31,18.68,999.68,42.28,21.37
2024-02-13T00:10:11,73.62,38.82,55.10,1296.11,20.71,2351.06,1.91,1.63,5898.26,5109.08,0.5,1125.8,25.0,0.3526,815.3892,27.0000,68.45,18.68,999.69,80.05,40.46
2024-02-13T00:10:16,72.73,38.35,55.08,1295.87,20.71,2350.64,1.89,1.61,5922.33,5129.89,0.5,1125.3,26.0,0.3527,815.6562,27.0000,68.30,18.68,999.69,87.19,44.07
2024-02-13T00:10:22,39.14,20.64,54.86,1295.66,20.73,2350.21,1.62,1.38,5922.22,5129.89,0.5,1126.8,25.0,0.3529,816.1575,27.0000,68.05,18.68,999.68,65.80,33.26
2024-02-13T00:10:27,72.72,38.35,54.76,1295.51,20.74,2349.94,1.55,1.32,5900.88,5111.39,0.5,1128.6,26.0,0.3529,816.1647,27.0000,67.99,18.68,999.68,58.68,29.66
2024-02-13T00:10:32,81.56,43.01,54.85,1295.63,20.73,2350.06,1.58,1.35,5913.98,5122.95,0.5,1125.7,25.0,0.3527,815.5158,27.0000,68.15,18.68,999.64,65.09,32.90
2024-02-13T00:10:38,55.94,29.50,55.03,1296.25,20.73,2351.33,1.52,1.31,5911.65,5120.64,0.5,1125.7,26.0,0.3527,815.7424,27.0000,68.33,18.68,999.69,80.05,40.46
2024-02-13T00:10:43,73.62,38.82,55.36,1295.95,20.73,2350.76,1.52,1.31,5908.92,5118.33,0.5,1127.0,25.0,0.3526,815.3680,27.0000,68.57,18.68,999.68,79.33,40.10
2024-02-13T00:10:49,64.78,34.16,55.30,1295.75,20.73,2350.33,1.49,1.29,5916.80,5125.27,0.5,1122.1,26.0,0.3528,815.8071,27.0000,68.50,18.68,999.66,94.31,47.67
2024-02-13T00:10:54,63.89,33.69,55.20,1295.39,20.70,2349.75,1.43,1.24,5914.32,5122.95,0.5,1125.0,26.0,0.3527,815.7788,27.0000,68.45,18.68,999.69,87.19,44.07
2024-02-13T00:10:59,64.78,34.16,55.24,1294.84,20.71,2348.78,1.39,1.21,5901.04,5111.39,0.5,1125.5,25.0,0.3526,815.5342,27.0000,68.52,18.68,999.70,72.21,36.50
2024-02-13T00:11:05,47.11,24.84,55.17,1294.57,20.71,2348.23,1.40,1.21,5914.23,5122.95,0.5,1124.7,26.0,0.3528,815.9362,27.0000,68.52,18.68,999.68,65.80,33.26
2024-02-13T00:11:10,81.56,43.01,55.37,1294.07,20.73,2347.42,1.43,1.24,5930.46,5136.83,0.5,1126.5,26.0,0.3525,815.1730,27.0000,68.82,18.68,999.71,72.21,36.50
2024-02-13T00:11:15,73.62,38.82,55.59,1294.48,20.73,2348.17,1.47,1.28,5930.48,5136.83,0.5,1129.3,26.0,0.3525,815.3007,27.0000,68.97,18.68,999.72,101.43,51.27
2024-02-13T00:11:21,64.78,34.16,55.62,1294.31,20.73,2347.80,1.46,1.27,5935.68,5141.45,0.5,1127.4,26.0,0.3528,815.8257,27.0000,68.90,18.68,999.69,65.09,32.90
2024-02-13T00:11:26,72.73,38.35,55.57,1294.19,20.73,2347.62,1.53,1.32,5930.42,5136.83,0.5,1126.6,25.0,0.3528,815.9724,27.0000,68.86,18.68,999.71,80.05,40.46
2024-02-13T00:11:31,81.56,43.01,55.41,1294.64,20.74,2348.39,1.63,1.42,5922.30,5129.89,0.5,1127.3,26.0,0.3529,816.2078,27.0000,68.74,18.68,999.69,50.13,25.34
