timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-02-08T00:00:02,40.65,769.31,26.00,1357.19,71.85,37.34,1012.40,901.67,0.30,0.30,0.2626,590.5596,30.0000,46.22,24.49,991.64,51.14,27.73
2024-02-08T00:00:07,40.62,768.45,26.01,1355.65,58.09,30.19,971.89,865.61,0.36,0.36,0.2621,589.5411,30.0000,46.21,24.49,991.61,34.67,18.80
2024-02-08T00:00:12,40.58,767.36,25.99,1353.69,51.22,26.62,1031.23,918.49,0.41,0.41,0.2619,589.0425,30.0000,46.22,24.50,991.62,34.67,18.80
2024-02-08T00:00:17,40.60,767.57,26.03,1354.09,51.83,26.94,1025.86,913.69,0.41,0.41,0.2622,589.6858,30.0000,46.26,24.50,991.63,34.67,18.80
2024-02-08T00:00:22,40.61,767.57,26.00,1354.14,44.97,23.37,1025.91,913.69,0.38,0.38,0.2623,590.0307,30.0000,46.26,24.49,991.65,51.14,27.73
2024-02-08T00:00:27,40.63,766.48,25.99,1352.18,51.22,26.62,1023.17,911.28,0.35,0.35,0.2622,589.7890,30.0000,46.24,24.50,991.65,51.14,27.73
2024-02-08T00:00:32,40.62,766.06,26.00,1351.44,57.47,29.87,1004.29,894.46,0.31,0.31,0.2620,589.2501,30.0000,46.22,24.49,991.62,59.79,32.42
2024-02-08T00:00:37,40.58,765.87,26.01,1351.11,64.34,33.44,998.90,889.65,0.26,0.26,0.2621,589.4144,30.0000,46.24,24.49,991.63,26.89,14.58
2024-02-08T00:00:42,40.61,765.13,26.00,1349.82,64.34,33.44,1004.31,894.46,0.23,0.23,0.2621,589.6265,30.0000,46.24,24.49,991.64,34.67,18.80
2024-02-08T00:00:47,40.60,764.71,26.00,1349.08,58.09,30.19,1006.99,896.86,0.22,0.22,0.2624,590.1418,30.0000,46.25,24.49,991.63,26.89,14.58
2024-02-08T00:00:52,40.60,764.56,26.00,1348.78,64.34,33.44,998.88,889.65,0.24,0.24,0.2621,589.5632,30.0000,46.23,24.49,991.62,35.54,19.27
2024-02-08T00:00:57,40.62,764.79,26.00,1349.22,56.84,29.54,998.90,889.65,0.23,0.23,0.2622,589.7460,30.0000,46.23,24.49,991.63,51.14,27.73
2024-02-08T00:01:02,40.60,764.88,26.01,1349.36,44.97,23.37,1001.58,892.05,0.22,0.22,0.2620,589.2608,30.0000,46.23,24.49,991.62,26.02,14.11
2024-02-08T00:01:07,40.57,764.23,25.99,1348.13,64.34,33.44,996.13,887.25,0.19,0.19,0.2620,589.1641,30.0000,46.22,24.50,991.59,26.02,14.11
2024-02-08T00:01:13,40.58,763.61,25.99,1347.19,58.09,30.19,1036.72,923.30,0.16,0.16,0.2618,588.8694,30.0000,46.21,24.49,991.67,26.89,14.58
2024-02-08T00:01:18,40.60,762.41,26.00,1345.02,64.34,33.44,1012.39,901.67,0.15,0.15,0.2620,589.3119,30.0000,46.24,24.49,991.63,34.67,18.80
2024-02-08T00:01:22,40.65,762.13,26.01,1344.49,51.22,26.62,1028.56,916.09,0.12,0.12,0.2623,590.0411,30.0000,46.25,24.49,991.61,35.54,19.27
2024-02-08T00:01:27,40.62,762.18,26.00,1344.61,64.34,33.44,1017.77,906.47,0.12,0.12,0.2623,589.9004,30.0000,46.27,24.49,991.62,43.34,23.50
2024-02-08T00:01:32,40.58,762.41,26.01,1345.02,58.09,30.19,1028.59,916.09,0.13,0.13,0.2622,589.8228,30.0000,46.25,24.49,991.64,26.02,14.11
2024-02-08T00:01:37,40.61,762.92,26.01,1345.89,71.21,37.01,982.68,875.23,0.15,0.15,0.2622,589.7539,30.0000,46.25,24.49,991.61,34.67,18.80
2024-02-08T00:01:42,40.61,763.08,25.99,1346.15,64.34,33.44,1028.54,916.09,0.16,0.16,0.2625,590.4806,30.0000,46.24,24.49,991.59,26.89,14.58
2024-02-08T00:01:47,40.61,763.46,26.01,1346.84,64.34,33.44,1055.54,940.12,0.16,0.16,0.2627,590.8292,30.0000,46.25,24.49,991.61,52.01,28.20
2024-02-08T00:01:52,40.58,763.91,26.00,1347.62,44.96,23.37,1028.55,916.09,0.14,0.14,0.2626,590.6419,30.0000,46.24,24.49,991.60,9.55,5.18
2024-02-08T00:01:57,40.61,764.11,26.01,1347.98,51.22,26.62,1028.55,916.09,0.13,0.13,0.2626,590.6802,30.0000,46.26,24.49,991.60,43.34,23.50
2024-02-08T00:02:02,40.65,765.27,25.99,1349.99,64.34,33.44,1033.93,920.90,0.20,0.20,0.2628,591.1533,30.0000,46.27,24.50,991.61,67.59,36.65
2024-02-08T00:02:07,40.64,765.87,26.01,1351.07,44.96,23.37,1050.13,935.32,0.27,0.27,0.2630,591.5331,30.0000,46.24,24.49,991.59,43.34,23.50
2024-02-08T00:02:12,40.61,765.70,25.99,1350.78,51.22,26.62,996.17,887.25,0.27,0.27,0.2625,590.4562,30.0000,46.22,24.49,991.60,34.67,18.80
2024-02-08T00:02:17,40.64,765.71,26.01,1350.75,44.96,23.37,1004.23,894.46,0.24,0.24,0.2622,589.7995,30.0000,46.21,24.50,991.60,34.67,18.80
2024-02-08T00:02:22,40.60,766.35,26.01,1351.92,51.22,26.62,1028.55,916.09,0.20,0.20,0.2627,590.8368,30.0000,46.22,24.50,991.63,34.67,18.80
2024-02-08T00:02:28,40.58,766.87,26.01,1352.89,64.34,33.44,982.71,875.23,0.18,0.18,0.2630,591.6021,30.0000,46.23,24.49,991.64,34.67,18.80
2024-02-08T00:02:32,40.63,767.00,25.99,1353.04,58.09,30.19,1004.24,894.46,0.17,0.17,0.2626,590.6289,30.0000,46.22,24.50,991.61,43.34,23.50
2024-02-08T00:02:38,40.58,767.79,25.99,1354.42,51.22,26.62,1017.72,906.47,0.18,0.18,0.2621,589.4017,30.0000,46.21,24.50,991.60,26.89,14.58
2024-02-08T00:02:43,40.62,768.09,25.99,1354.99,64.96,33.76,1017.74,906.47,0.20,0.20,0.2620,589.3637,30.0000,46.21,24.49,991.59,27.76,15.05
2024-02-08T00:02:47,40.58,767.93,26.01,1354.65,58.08,30.19,1031.19,918.49,0.20,0.20,0.2622,589.7227,30.0000,46.23,24.50,991.58,35.54,19.27
2024-02-08T00:02:53,40.60,767.42,26.01,1353.81,51.22,26.62,1020.45,908.88,0.20,0.20,0.2625,590.3059,30.0000,46.22,24.49,991.59,18.22,9.88
2024-02-08T00:02:58,40.60,767.65,25.99,1354.15,57.47,29.87,1009.61,899.26,0.17,0.17,0.2626,590.6643,30.0000,46.21,24.50,991.59,18.22,9.88
2024-02-08T00:03:03,40.67,767.81,26.01,1354.46,64.34,33.44,1039.30,925.70,0.15,0.15,0.2625,590.4599,30.0000,46.21,24.49,991.56,34.67,18.80
2024-02-08T00:03:08,40.63,767.70,25.99,1354.26,44.96,23.37,1036.60,923.30,0.15,0.15,0.2626,590.6570,30.0000,46.21,24.50,991.59,43.34,23.50
2024-02-08T00:03:12,40.60,768.23,25.99,1355.18,64.34,33.44,1042.00,928.11,0.16,0.16,0.2627,590.7870,30.0000,46.20,24.50,991.59,26.89,14.58
2024-02-08T00:03:17,40.65,768.54,25.97,1355.72,58.08,30.19,1052.78,937.72,0.15,0.15,0.2626,590.5518,30.0000,46.20,24.50,991.58,51.14,27.73
2024-02-08T00:03:23,40.61,768.17,26.01,1355.04,70.59,36.69,1028.47,916.09,0.15,0.15,0.2626,590.4909,30.0000,46.22,24.50,991.56,67.59,36.65
2024-02-08T00:03:27,40.57,768.09,26.01,1354.93,51.22,26.62,990.72,882.44,0.17,0.17,0.2624,590.0402,30.0000,46.21,24.50,991.58,59.79,32.42
2024-02-08T00:03:32,40.61,768.65,25.99,1355.92,84.33,43.83,1009.61,899.26,0.16,0.16,0.2622,589.6386,30.0000,46.20,24.50,991.59,50.27,27.26
2024-02-08T00:03:38,40.58,768.93,25.99,1356.38,64.95,33.76,988.01,880.04,0.16,0.16,0.2620,589.2094,30.0000,46.20,24.50,991.56,42.47,23.03
2024-02-08T00:03:43,40.57,768.99,25.99,1356.50,64.95,33.76,988.01,880.04,0.15,0.15,0.2620,589.1683,30.0000,46.20,24.50,991.57,33.80,18.33
2024-02-08T00:03:48,40.64,768.35,26.01,1355.38,91.19,47.40,1001.50,892.05,0.12,0.12,0.2620,589.2129,30.0000,46.21,24.50,991.57,58.92,31.95
