timestamp(UTC),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_O3-O3_ug,NetADC_O3-O3(ppb)
2024-02-14T00:00:02,36.67,19.56,23.56,1164.78,26.31,2088.67,8182.99,7170.06,1.40,1.19,0.5887,1345.9126,30.0000,26.45,24.40,1007.64,51.07,26.11
2024-02-14T00:00:07,53.66,28.62,23.90,1164.20,26.30,2087.83,8349.49,7315.30,1.40,1.20,0.5861,1340.1105,30.0000,26.83,24.38,1007.66,16.49,8.43
2024-02-14T00:00:12,16.99,9.06,24.16,1164.67,26.30,2088.85,8268.78,7243.91,1.44,1.23,0.5836,1334.4708,30.0000,27.05,24.36,1007.69,24.18,12.36
2024-02-14T00:00:17,8.94,4.77,24.25,1163.92,26.21,2087.67,8235.65,7214.37,1.38,1.17,0.5830,1333.2097,30.0000,26.90,24.33,1007.66,4.97,2.54
2024-02-14T00:00:22,0.00,0.00,24.12,1164.12,26.19,2088.27,8256.30,7231.60,1.31,1.12,0.5823,1331.6628,30.0000,26.79,24.30,1007.68,24.18,12.36
2024-02-14T00:00:27,-16.99,-9.06,23.86,1164.06,26.14,2088.37,8254.34,7229.14,1.26,1.07,0.5807,1328.3274,30.0000,26.65,24.28,1007.71,11.37,5.81
2024-02-14T00:00:32,-35.79,-19.08,23.70,1162.91,26.14,2086.36,8223.64,7202.06,1.21,1.03,0.5815,1330.0055,30.0000,26.23,24.27,1007.71,-8.49,-4.34
2024-02-14T00:00:37,-9.85,-5.25,23.33,1162.78,26.10,2086.43,8264.10,7236.52,1.09,0.93,0.5820,1331.5085,30.0000,25.68,24.23,1007.71,-20.67,-10.56
2024-02-14T00:00:42,-17.90,-9.54,22.93,1162.09,26.08,2085.24,8239.00,7214.37,1.19,1.01,0.5838,1335.5032,30.0000,25.05,24.22,1007.70,-47.56,-24.30
2024-02-14T00:00:47,-26.85,-14.31,22.57,1161.59,26.06,2084.59,8220.33,7197.14,1.26,1.07,0.5865,1341.8335,30.0000,24.52,24.19,1007.72,-20.67,-10.56
2024-02-14T00:00:52,7.17,3.82,21.80,1162.36,26.03,2086.15,8235.07,7209.44,1.50,1.27,0.5882,1345.8470,30.0000,24.14,24.17,1007.73,-27.07,-13.83
2024-02-14T00:00:57,8.05,4.29,21.51,1161.72,26.00,2085.16,8207.59,7184.83,1.61,1.36,0.5904,1350.9646,30.0000,23.93,24.14,1007.71,-7.85,-4.01
2024-02-14T00:01:02,42.96,22.89,21.48,1161.23,25.97,2084.51,8191.60,7170.06,1.74,1.47,0.5942,1359.8512,30.0000,23.97,24.12,1007.75,12.02,6.14
2024-02-14T00:01:07,0.00,0.00,21.69,1161.95,25.93,2085.94,8192.19,7170.06,1.77,1.50,0.5959,1363.9601,30.0000,24.14,24.10,1007.76,-2.08,-1.06
2024-02-14T00:01:12,26.86,14.31,21.86,1161.92,25.90,2086.08,8178.86,7157.75,1.66,1.39,0.5951,1362.1614,30.0000,24.61,24.07,1007.74,-1.45,-0.74
2024-02-14T00:01:17,26.86,14.31,22.17,1161.39,25.90,2085.19,8193.16,7170.06,1.49,1.25,0.5950,1361.9149,30.0000,25.17,24.06,1007.74,30.61,15.63
2024-02-14T00:01:22,35.82,19.08,22.61,1161.40,25.85,2085.29,8145.70,7128.21,1.50,1.26,0.5921,1355.5076,30.0000,25.74,24.04,1007.72,31.25,15.96
2024-02-14T00:01:27,70.73,37.68,23.27,1160.39,25.86,2083.61,8174.33,7152.82,1.43,1.20,0.5885,1347.2335,30.0000,26.32,24.02,1007.71,23.56,12.03
2024-02-14T00:01:32,35.82,19.08,23.79,1159.66,25.85,2082.40,8216.90,7189.75,1.48,1.24,0.5861,1341.9168,30.0000,26.97,24.02,1007.76,37.02,18.90
2024-02-14T00:01:37,78.79,41.97,24.19,1160.46,25.80,2083.88,8135.51,7118.36,1.72,1.44,0.5839,1336.8575,30.0000,27.35,24.00,1007.71,44.09,22.51
2024-02-14T00:01:42,43.87,23.37,24.64,1160.03,25.77,2083.16,8158.23,7138.05,1.79,1.50,0.5815,1331.4058,30.0000,27.75,23.99,1007.71,17.16,8.76
2024-02-14T00:01:47,26.87,14.31,24.84,1159.68,25.75,2082.57,8172.43,7150.36,1.94,1.62,0.5800,1328.0094,30.0000,27.74,23.99,1007.72,17.16,8.76
2024-02-14T00:01:52,0.00,0.00,24.88,1159.04,25.72,2081.49,8155.85,7135.59,2.07,1.73,0.5798,1327.4478,30.0000,27.67,23.98,1007.72,24.21,12.36
2024-02-14T00:01:57,0.00,0.00,24.79,1158.30,25.73,2080.33,8159.27,7138.05,1.95,1.63,0.5789,1325.5595,30.0000,27.43,23.96,1007.73,17.79,9.08
2024-02-14T00:02:02,0.00,0.00,24.54,1157.58,25.69,2078.97,8164.69,7142.98,1.74,1.45,0.5781,1323.6352,30.0000,27.23,23.96,1007.71,-2.08,-1.06
2024-02-14T00:02:07,8.06,4.29,24.33,1157.53,25.69,2079.04,8123.08,7106.05,1.54,1.28,0.5777,1322.8826,29.0000,26.74,23.94,1007.71,-7.86,-4.01
2024-02-14T00:02:12,-17.01,-9.06,23.99,1157.64,25.66,2079.35,8117.87,7101.13,1.35,1.12,0.5784,1324.5648,29.0000,26.33,23.93,1007.73,5.60,2.86
2024-02-14T00:02:17,0.00,0.00,23.56,1157.02,25.62,2078.27,8132.11,7113.44,1.37,1.14,0.5808,1330.1563,30.0000,25.80,23.93,1007.75,-7.86,-4.01
2024-02-14T00:02:22,16.13,8.59,23.22,1157.19,25.65,2078.59,8165.90,7142.98,1.36,1.13,0.5831,1335.3073,30.0000,25.40,23.92,1007.72,-7.86,-4.01
2024-02-14T00:02:27,-8.96,-4.77,22.90,1157.85,25.61,2079.86,8138.09,7118.36,1.30,1.08,0.5844,1338.3061,30.0000,25.14,23.92,1007.76,5.60,2.86
2024-02-14T00:02:32,25.97,13.83,22.62,1157.69,25.61,2079.57,8166.26,7142.98,1.21,1.01,0.5857,1341.3060,29.0000,24.99,23.90,1007.70,-20.69,-10.56
2024-02-14T00:02:37,17.92,9.54,22.52,1158.11,25.58,2080.34,8104.35,7088.82,1.40,1.16,0.5872,1344.8593,29.0000,25.01,23.90,1007.70,24.86,12.69
2024-02-14T00:02:42,25.97,13.83,22.59,1158.19,25.55,2080.56,8096.22,7081.44,1.44,1.20,0.5878,1346.2607,29.0000,25.34,23.89,1007.70,4.98,2.54
2024-02-14T00:02:47,10.74,5.72,22.74,1158.31,25.53,2080.87,8090.97,7076.51,1.35,1.12,0.5872,1344.9416,29.0000,25.65,23.88,1007.72,37.68,19.23
2024-02-14T00:02:52,18.82,10.02,23.21,1157.92,25.49,2080.24,8091.24,7076.51,1.24,1.04,0.5866,1343.6908,29.0000,26.02,23.87,1007.71,30.63,15.63
2024-02-14T00:02:57,35.83,19.08,23.62,1157.36,25.49,2079.18,8082.59,7069.13,1.13,0.95,0.5858,1341.7146,29.0000,26.54,23.88,1007.72,37.03,18.90
2024-02-14T00:03:02,44.79,23.85,23.98,1156.74,25.51,2078.08,8079.81,7066.67,1.13,0.94,0.5835,1336.4431,29.0000,26.97,23.87,1007.69,30.62,15.63
2024-02-14T00:03:07,35.83,19.08,24.54,1156.93,25.51,2078.41,8085.45,7071.59,1.68,1.41,0.5821,1333.2595,30.0000,27.33,23.88,1007.73,37.03,18.90
2024-02-14T00:03:12,51.95,27.66,24.72,1156.95,25.46,2078.49,8074.37,7061.74,1.66,1.39,0.5808,1330.3155,29.0000,27.52,23.87,1007.72,30.63,15.63
2024-02-14T00:03:17,0.00,0.00,24.81,1157.05,25.48,2078.65,7987.04,6985.43,1.65,1.38,0.5786,1325.2089,29.0000,27.50,23.87,1007.71,38.33,19.56
2024-02-14T00:03:22,17.92,9.54,24.82,1157.16,25.44,2078.85,7989.85,6987.89,1.49,1.25,0.5774,1322.4189,29.0000,27.42,23.87,1007.71,31.92,16.29
2024-02-14T00:03:27,17.02,9.06,24.73,1157.00,25.42,2078.53,7989.67,6987.89,1.33,1.12,0.5776,1323.0374,29.0000,27.31,23.88,1007.72,38.32,19.56
2024-02-14T00:03:32,8.06,4.29,24.63,1157.01,25.44,2078.58,7987.03,6985.43,1.35,1.13,0.5775,1322.7387,29.0000,27.04,23.87,1007.71,12.03,6.14
2024-02-14T00:03:37,17.02,9.06,24.40,1156.55,25.42,2077.75,8012.33,7007.58,1.41,1.18,0.5787,1325.3659,29.0000,26.64,23.88,1007.74,38.97,19.89
2024-02-14T00:03:42,25.09,13.36,24.03,1156.67,25.38,2077.90,7972.68,6973.12,1.53,1.28,0.5796,1327.5225,29.0000,26.30,23.88,1007.71,18.44,9.41
2024-02-14T00:03:47,25.09,13.36,23.70,1156.43,25.37,2077.49,7958.66,6960.81,1.47,1.23,0.5798,1328.0091,29.0000,25.91,23.88,1007.71,19.73,10.07
2024-02-14T00:03:52,16.13,8.59,23.37,1156.60,25.37,2077.87,8009.61,7005.12,1.34,1.13,0.5813,1331.4770,29.0000,25.73,23.87,1007.72,12.68,6.47
2024-02-14T00:03:57,34.05,18.13,23.36,1156.37,25.37,2077.43,7981.37,6980.51,1.26,1.05,0.5832,1335.8609,29.0000,25.60,23.88,1007.74,6.25,3.19
2024-02-14T00:04:02,17.01,9.06,23.22,1156.61,25.37,2077.72,7972.37,6973.12,1.21,1.01,0.5847,1339.1069,29.0000,25.52,23.89,1007.70,25.49,13.01
2024-02-14T00:04:07,17.02,9.06,23.22,1157.14,25.37,2078.71,7980.97,6980.51,1.25,1.04,0.5856,1341.2741,29.0000,25.62,23.89,1007.72,19.08,9.74
2024-02-14T00:04:12,60.90,32.43,23.33,1156.83,25.35,2078.10,7941.40,6946.04,1.19,0.99,0.5852,1340.2814,29.0000,25.81,23.90,1007.73,25.49,13.01
2024-02-14T00:04:17,52.84,28.14,23.63,1157.22,25.34,2078.70,7943.80,6948.50,1.25,1.04,0.5845,1338.6321,29.0000,26.17,23.91,1007.71,51.15,26.11
2024-02-14T00:04:22,43.89,23.37,23.84,1157.06,25.32,2078.36,7952.06,6955.89,1.55,1.30,0.5833,1335.8874,29.0000,26.52,23.91,1007.69,44.73,22.83
2024-02-14T00:04:27,52.84,28.14,24.08,1157.42,25.32,2078.99,7963.24,6965.74,1.73,1.45,0.5821,1333.0778,29.0000,26.83,23.92,1007.71,51.15,26.11
2024-02-14T00:04:32,60.89,32.43,24.37,1157.67,25.32,2079.30,7917.68,6926.35,1.61,1.35,0.5807,1329.8250,29.0000,27.05,23.93,1007.68,64.61,32.98
2024-02-14T00:04:37,60.89,32.43,24.67,1157.41,25.32,2078.79,7970.99,6973.12,1.49,1.25,0.5791,1326.1242,29.0000,27.30,23.94,1007.70,64.60,32.98
2024-02-14T00:04:42,34.92,18.60,24.87,1157.31,25.32,2078.40,7913.93,6923.89,1.32,1.11,0.5776,1322.4517,29.0000,27.35,23.96,1007.66,51.14,26.11
2024-02-14T00:04:47,51.93,27.66,24.90,1157.68,25.34,2079.03,7922.20,6931.27,1.28,1.08,0.5763,1319.4393,30.0000,27.24,23.97,1007.68,44.72,22.83
2024-02-14T00:04:52,0.00,0.00,24.81,1158.33,25.35,2080.10,7919.02,6928.81,1.24,1.04,0.5761,1319.0895,29.0000,27.06,23.99,1007.70,38.31,19.56
2024-02-14T00:04:57,17.01,9.06,24.68,1158.23,25.32,2079.82,7972.11,6975.58,1.06,0.89,0.5762,1319.0738,30.0000,26.85,24.00,1007.69,38.95,19.89
2024-02-14T00:05:02,8.05,4.29,24.45,1157.82,25.32,2078.95,7932.19,6941.12,1.01,0.85,0.5769,1320.7607,30.0000,26.49,24.01,1007.65,51.76,26.43
2024-02-14T00:05:07,34.91,18.60,24.30,1158.27,25.35,2079.68,7909.43,6921.43,0.99,0.83,0.5784,1323.9522,29.0000,26.34,24.03,1007.69,25.48,13.01
2024-02-14T00:05:12,17.01,9.06,24.01,1157.93,25.32,2079.04,7929.01,6938.66,0.98,0.82,0.5805,1328.8368,30.0000,26.09,24.04,1007.71,64.58,32.98
2024-02-14T00:05:17,17.01,9.06,23.90,1157.92,25.34,2078.92,7925.81,6936.20,0.84,0.70,0.5803,1328.3383,29.0000,25.82,24.05,1007.69,32.53,16.61
2024-02-14T00:05:22,17.01,9.06,23.63,1157.94,25.32,2078.99,7931.52,6941.12,0.81,0.68,0.5805,1328.6891,29.0000,25.72,24.06,1007.74,31.90,16.29
2024-02-14T00:05:27,17.91,9.54,23.54,1158.85,25.31,2080.45,7933.65,6943.58,0.76,0.63,0.5800,1327.5247,30.0000,25.75,24.07,1007.68,24.85,12.69
2024-02-14T00:05:32,26.86,14.31,23.60,1159.10,25.34,2080.72,7893.65,6909.12,0.79,0.66,0.5805,1328.5946,30.0000,25.86,24.09,1007.67,38.30,19.56
2024-02-14T00:05:37,43.86,23.37,23.71,1159.06,25.32,2080.66,7921.81,6933.73,1.31,1.09,0.5805,1328.4754,30.0000,26.04,24.10,1007.71,58.17,29.71
2024-02-14T00:05:42,34.90,18.60,23.88,1158.91,25.34,2080.24,7969.02,6975.58,1.37,1.14,0.5808,1329.2235,29.0000,26.25,24.12,1007.70,57.52,29.38
2024-02-14T00:05:47,17.90,9.54,24.14,1159.87,25.37,2081.74,7875.39,6894.35,1.35,1.13,0.5795,1326.1378,30.0000,26.49,24.15,1007.70,38.29,19.56
2024-02-14T00:05:52,44.75,23.85,24.39,1159.69,25.35,2081.20,7939.21,6950.97,1.31,1.09,0.5797,1326.4106,30.0000,26.71,24.17,1007.66,44.69,22.83
2024-02-14T00:05:57,26.85,14.31,24.51,1159.82,25.38,2081.42,7891.42,6909.12,1.19,0.99,0.5789,1324.4903,29.0000,26.84,24.18,1007.69,70.33,35.93
2024-02-14T00:06:02,26.85,14.31,24.76,1159.78,25.37,2081.16,7927.22,6941.12,1.03,0.86,0.5786,1323.6674,30.0000,26.93,24.20,1007.66,37.64,19.23
2024-02-14T00:06:07,35.79,19.08,24.76,1160.37,25.37,2082.14,7895.98,6914.04,0.95,0.80,0.5754,1316.3815,30.0000,27.00,24.22,1007.69,51.10,26.11
2024-02-14T00:06:12,26.84,14.31,24.77,1160.14,25.39,2081.54,7867.13,6889.42,0.85,0.71,0.5750,1315.2711,30.0000,26.88,24.25,1007.70,51.09,26.11
2024-02-14T00:06:17,26.84,14.31,24.71,1158.98,25.39,2079.41,7892.32,6911.58,0.83,0.70,0.5753,1315.9692,30.0000,26.69,24.26,1007.72,57.49,29.38
2024-02-14T00:06:22,26.84,14.31,24.57,1159.02,25.39,2079.27,7891.50,6911.58,0.89,0.75,0.5754,1315.9775,30.0000,26.57,24.28,1007.68,38.27,19.56
2024-02-14T00:06:27,8.95,4.77,24.46,1159.29,25.41,2079.53,7882.21,6904.19,0.88,0.74,0.5757,1316.6726,30.0000,26.43,24.31,1007.67,44.67,22.83
2024-02-14T00:06:32,8.94,4.77,24.13,1159.40,25.42,2079.54,7918.03,6936.20,0.90,0.75,0.5756,1316.3161,30.0000,26.09,24.33,1007.65,38.26,19.56
2024-02-14T00:06:37,17.89,9.54,24.05,1159.44,25.41,2079.54,7912.12,6931.27,1.02,0.85,0.5776,1320.7973,30.0000,25.98,24.35,1007.68,31.22,15.96
2024-02-14T00:06:42,26.83,14.31,23.95,1159.26,25.45,2079.08,7903.21,6923.89,0.96,0.80,0.5770,1319.4251,30.0000,25.90,24.37,1007.69,51.70,26.43
2024-02-14T00:06:47,-8.04,-4.29,23.99,1159.49,25.45,2079.38,7902.78,6923.89,0.87,0.73,0.5792,1324.2134,30.0000,25.81,24.38,1007.67,51.07,26.11
2024-02-14T00:06:52,0.90,0.48,23.87,1159.57,25.44,2079.30,7865.41,6891.89,0.89,0.74,0.5787,1323.0817,30.0000,25.78,24.41,1007.66,38.25,19.56
2024-02-14T00:06:57,26.83,14.31,23.88,1159.36,25.48,2078.82,7907.16,6928.81,0.91,0.76,0.5784,1322.2008,30.0000,25.84,24.43,1007.68,31.86,16.29
2024-02-14T00:07:02,9.84,5.25,23.92,1159.36,25.49,2078.65,7903.67,6926.35,0.85,0.71,0.5798,1325.3119,30.0000,25.87,24.45,1007.66,63.85,32.65
2024-02-14T00:07:07,35.76,19.08,23.98,1159.67,25.51,2078.98,7874.73,6901.73,0.94,0.78,0.5791,1323.6686,30.0000,26.07,24.48,1007.65,44.64,22.83
2024-02-14T00:07:12,53.64,28.62,24.15,1160.92,25.52,2081.12,7922.09,6943.58,0.93,0.77,0.5775,1319.8458,30.0000,26.20,24.50,1007.67,57.44,29.38
2024-02-14T00:07:17,35.75,19.08,24.27,1161.70,25.52,2082.26,7881.80,6909.12,0.91,0.75,0.5777,1320.2198,30.0000,26.31,24.53,1007.65,63.83,32.65
2024-02-14T00:07:22,35.75,19.08,24.41,1162.20,25.55,2083.05,7923.50,6946.04,0.86,0.71,0.5763,1316.9133,30.0000,26.39,24.55,1007.66,57.43,29.38
2024-02-14T00:07:27,26.81,14.31,24.50,1162.18,25.55,2082.83,7886.29,6914.04,0.77,0.64,0.5759,1315.8404,30.0000,26.41,24.58,1007.67,63.82,32.65
2024-02-14T00:07:32,9.84,5.25,24.58,1161.68,25.58,2081.70,7860.19,6891.89,0.73,0.60,0.5757,1315.2275,30.0000,26.35,24.61,1007.67,51.03,26.11
2024-02-14T00:07:37,1.80,0.96,24.53,1162.07,25.59,2082.28,7876.55,6906.66,0.77,0.64,0.5751,1313.7348,30.0000,26.32,24.63,1007.67,51.03,26.11
2024-02-14T00:07:42,35.74,19.08,24.42,1162.28,25.61,2082.45,7923.54,6948.50,0.85,0.70,0.5753,1314.0810,30.0000,26.15,24.66,1007.68,38.22,19.56
2024-02-14T00:07:47,18.77,10.02,24.27,1162.51,25.64,2082.70,7900.42,6928.81,0.90,0.75,0.5771,1318.0687,30.0000,26.03,24.68,1007.67,63.80,32.65
2024-02-14T00:07:52,9.83,5.25,24.13,1163.37,25.64,2084.14,7897.24,6926.35,0.87,0.72,0.5762,1316.0634,30.0000,25.91,24.70,1007.69,31.18,15.96
2024-02-14T00:07:57,35.73,19.08,23.95,1163.16,25.66,2083.53,7901.97,6931.27,2.72,2.26,0.5762,1315.9986,30.0000,25.73,24.73,1007.68,63.79,32.65
2024-02-14T00:08:02,18.76,10.02,24.00,1162.64,25.66,2082.32,7884.03,6916.50,2.21,1.83,0.5774,1318.4163,30.0000,25.64,24.77,1007.67,57.39,29.38
2024-02-14T00:08:07,35.72,19.08,23.92,1163.28,25.69,2083.43,7889.51,6921.43,1.76,1.47,0.5783,1320.5404,30.0000,25.51,24.79,1007.72,44.60,22.83
2024-02-14T00:08:12,18.76,10.02,23.85,1163.08,25.73,2082.70,7888.14,6921.43,1.34,1.12,0.5777,1318.7959,30.0000,25.51,24.83,1007.68,44.59,22.83
2024-02-14T00:08:17,18.76,10.02,23.81,1163.32,25.75,2082.99,7898.85,6931.27,1.03,0.85,0.5779,1319.2003,30.0000,25.50,24.86,1007.72,44.58,22.83
2024-02-14T00:08:22,10.71,5.72,23.76,1163.15,25.73,2082.50,7881.27,6916.50,0.84,0.69,0.5783,1320.1214,30.0000,25.54,24.88,1007.69,37.55,19.23
2024-02-14T00:08:27,36.61,19.56,23.78,1163.66,25.79,2083.27,7880.78,6916.50,0.81,0.68,0.5780,1319.2232,30.0000,25.58,24.91,1007.73,50.98,26.11
2024-02-14T00:08:32,36.60,19.56,23.84,1163.62,25.79,2082.93,7902.17,6936.20,0.88,0.73,0.5785,1320.1901,30.0000,25.60,24.93,1007.66,50.33,25.78
2024-02-14T00:08:37,35.70,19.08,24.00,1163.88,25.83,2083.26,7893.28,6928.81,0.86,0.72,0.5790,1321.2408,30.0000,25.60,24.96,1007.70,36.90,18.90
2024-02-14T00:08:42,35.70,19.08,24.00,1164.05,25.83,2083.33,7906.38,6941.12,0.87,0.72,0.5774,1317.4858,30.0000,25.65,24.99,1007.69,31.15,15.96
2024-02-14T00:08:47,53.54,28.62,24.02,1164.16,25.85,2083.27,7908.24,6943.58,0.89,0.74,0.5775,1317.5974,30.0000,25.63,25.02,1007.67,63.72,32.65
2024-02-14T00:08:52,27.67,14.79,24.03,1163.77,25.87,2082.40,7904.73,6941.12,0.94,0.78,0.5763,1314.6964,30.0000,25.65,25.05,1007.68,63.72,32.65
2024-02-14T00:08:57,-24.09,-12.88,24.08,1164.46,25.92,2083.43,7901.14,6938.66,1.02,0.85,0.5768,1315.7347,30.0000,25.57,25.08,1007.68,50.95,26.11
2024-02-14T00:09:02,10.70,5.72,24.01,1164.79,25.92,2083.72,7944.89,6978.04,1.00,0.83,0.5769,1315.8657,30.0000,25.52,25.12,1007.68,38.16,19.56
2024-02-14T00:09:07,44.60,23.85,24.01,1164.87,25.95,2083.74,7891.16,6931.27,1.02,0.85,0.5779,1318.0282,30.0000,25.48,25.14,1007.68,30.49,15.63
2024-02-14T00:09:12,19.62,10.49,23.92,1165.75,25.97,2085.12,7946.45,6980.51,0.93,0.77,0.5775,1316.8655,30.0000,25.38,25.17,1007.69,50.29,25.78
2024-02-14T00:09:17,18.73,10.02,23.82,1165.62,25.97,2084.60,7934.13,6970.66,0.90,0.75,0.5771,1315.9078,30.0000,25.30,25.21,1007.68,63.68,32.65
2024-02-14T00:09:22,27.65,14.79,23.75,1166.57,26.00,2086.03,7921.98,6960.81,1.00,0.83,0.5777,1316.9709,30.0000,25.34,25.24,1007.66,57.30,29.38
2024-02-14T00:09:27,27.65,14.79,23.78,1166.30,26.04,2085.43,7910.31,6950.97,1.10,0.91,0.5794,1320.9426,30.0000,25.27,25.26,1007.67,56.65,29.05
2024-02-14T00:09:32,10.69,5.72,23.73,1165.95,26.08,2084.69,7951.83,6987.89,1.16,0.96,0.5787,1319.1122,30.0000,25.25,25.28,1007.68,50.92,26.11
2024-02-14T00:09:37,35.66,19.08,23.70,1165.71,26.10,2084.03,7906.15,6948.50,1.20,0.99,0.5785,1318.6763,30.0000,25.16,25.31,1007.67,63.66,32.65
2024-02-14T00:09:42,27.64,14.79,23.67,1165.56,26.10,2083.66,7931.01,6970.66,1.15,0.95,0.5785,1318.4604,30.0000,25.09,25.33,1007.69,50.91,26.11
2024-02-14T00:09:47,10.69,5.72,23.69,1164.41,26.13,2081.33,7924.37,6965.74,1.15,0.95,0.5788,1318.9631,31.0000,25.09,25.36,1007.66,30.47,15.63
2024-02-14T00:09:52,-15.15,-8.11,23.62,1164.34,26.16,2081.00,7875.98,6923.89,1.13,0.94,0.5785,1318.2312,31.0000,25.09,25.40,1007.69,57.27,29.38
2024-02-14T00:09:57,1.79,0.96,23.68,1164.04,26.16,2080.26,7939.61,6980.51,1.08,0.89,0.5797,1320.7987,31.0000,25.08,25.43,1007.70,30.46,15.63
2024-02-14T00:10:02,11.58,6.20,23.71,1163.24,26.21,2078.57,7933.04,6975.58,1.01,0.83,0.5799,1321.1520,30.0000,25.10,25.46,1007.68,31.10,15.96
2024-02-14T00:10:07,28.51,15.26,23.74,1163.70,26.23,2079.27,7980.09,7017.43,0.98,0.81,0.5802,1321.6810,31.0000,25.10,25.48,1007.67,36.21,18.58
2024-02-14T00:10:12,-15.15,-8.11,23.67,1164.09,26.28,2079.74,7926.09,6970.66,1.02,0.85,0.5808,1323.0491,31.0000,25.06,25.52,1007.71,70.01,35.93
2024-02-14T00:10:17,27.62,14.79,23.74,1163.64,26.28,2078.67,7894.27,6943.58,0.97,0.81,0.5800,1320.8478,31.0000,25.02,25.54,1007.64,44.48,22.83
2024-02-14T00:10:22,10.68,5.72,23.64,1162.19,26.31,2075.95,7932.92,6978.04,0.93,0.77,0.5802,1321.2158,31.0000,25.01,25.57,1007.68,43.85,22.51
2024-02-14T00:10:27,10.68,5.72,23.60,1162.07,26.34,2075.44,7982.19,7022.35,0.93,0.77,0.5795,1319.4954,31.0000,25.01,25.60,1007.64,37.46,19.23
2024-02-14T00:10:32,10.68,5.72,23.59,1161.71,26.35,2074.67,7973.35,7014.97,0.96,0.79,0.5792,1318.8367,31.0000,24.94,25.63,1007.68,50.86,26.11
2024-02-14T00:10:37,10.68,5.72,23.52,1162.28,26.38,2075.51,7944.65,6990.35,0.89,0.74,0.5794,1319.1982,31.0000,24.95,25.65,1007.66,37.45,19.23
2024-02-14T00:10:42,-6.23,-3.34,23.53,1162.96,26.40,2076.59,7930.11,6978.04,0.93,0.76,0.5804,1321.1960,31.0000,24.87,25.67,1007.66,36.81,18.90
2024-02-14T00:10:47,-6.23,-3.34,23.44,1162.92,26.43,2076.39,7960.46,7005.12,0.90,0.75,0.5799,1320.0689,31.0000,24.86,25.70,1007.71,57.21,29.38
2024-02-14T00:10:52,27.60,14.79,23.51,1162.73,26.47,2075.74,7987.22,7029.74,0.85,0.70,0.5808,1321.9725,31.0000,24.77,25.74,1007.69,37.44,19.23
2024-02-14T00:10:57,-15.13,-8.11,23.47,1163.14,26.48,2076.26,7944.44,6992.81,0.92,0.75,0.5822,1324.9956,31.0000,24.73,25.76,1007.65,50.19,25.78
2024-02-14T00:11:02,19.57,10.49,23.43,1162.91,26.52,2075.63,7957.59,7005.12,0.86,0.70,0.5809,1321.8955,31.0000,24.66,25.79,1007.65,37.43,19.23
2024-02-14T00:11:07,-15.13,-8.11,23.34,1163.43,26.54,2076.42,7976.61,7022.35,0.83,0.68,0.5822,1324.8125,31.0000,24.60,25.82,1007.68,56.55,29.05
2024-02-14T00:11:12,-15.13,-8.11,23.28,1164.01,26.56,2077.20,7972.87,7019.89,0.85,0.69,0.5809,1321.6737,31.0000,24.54,25.85,1007.66,50.82,26.11
2024-02-14T00:11:17,10.67,5.72,23.24,1164.20,26.62,2077.39,8000.25,7044.51,0.94,0.77,0.5820,1324.1085,31.0000,24.52,25.87,1007.65,37.42,19.23
2024-02-14T00:11:22,-15.13,-8.11,23.17,1164.39,26.61,2077.58,7952.14,7002.66,0.97,0.79,0.5811,1321.7938,31.0000,24.50,25.90,1007.68,37.42,19.23
2024-02-14T00:11:27,-6.23,-3.34,23.10,1164.85,26.65,2078.23,7982.21,7029.74,0.93,0.76,0.5805,1320.5236,31.0000,24.51,25.92,1007.66,63.53,32.65
2024-02-14T00:11:32,19.56,10.49,23.26,1165.01,26.67,2078.20,7981.07,7029.74,1.00,0.82,0.5822,1324.0700,31.0000,24.51,25.95,1007.62,37.41,19.23
2024-02-14T00:11:37,36.48,19.56,23.30,1164.45,26.69,2077.17,7975.33,7024.82,1.00,0.82,0.5839,1327.9840,31.0000,24.50,25.97,1007.67,63.52,32.65
2024-02-14T00:11:42,11.56,6.20,23.27,1163.92,26.72,2076.03,7971.79,7022.35,1.04,0.85,0.5827,1325.1724,31.0000,24.49,26.00,1007.67,50.79,26.11
2024-02-14T00:11:47,28.45,15.26,23.26,1163.75,26.77,2075.46,7993.10,7042.05,1.06,0.87,0.5824,1324.2396,31.0000,24.45,26.03,1007.64,36.76,18.90
2024-02-14T00:11:52,2.67,1.43,23.19,1163.79,26.79,2075.36,7964.52,7017.43,1.11,0.91,0.5831,1325.7177,31.0000,24.47,26.06,1007.66,50.14,25.78
2024-02-14T00:11:57,10.66,5.72,23.19,1163.67,26.82,2074.98,8011.33,7059.28,1.02,0.84,0.5831,1325.6032,31.0000,24.39,26.08,1007.64,50.78,26.11
2024-02-14T00:12:02,28.44,15.26,23.16,1163.00,26.85,2073.59,8024.56,7071.59,0.81,0.67,0.5843,1328.1815,31.0000,24.40,26.11,1007.65,24.04,12.36
