experiment;reference;parameter;avg;device_id;R2;a;b;RMSE;nRMSE;r;device_type;location_type
Zagreb_intercomparison;Wings_316;PM01;1 hour;9;0.996;0.888;-0.095;0.985;18.100;0.998;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM01;1 hour;mean;0.991;0.942;0.016;0.748;13.739;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;1;0.989;0.915;-0.075;0.945;16.300;0.994;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;10;0.975;0.962;0.134;0.934;16.200;0.987;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;11;0.996;1.070;-0.034;0.685;11.900;0.998;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;12;0.994;0.969;0.089;0.470;8.130;0.997;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;13;0.992;1.010;-0.098;0.534;9.240;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;14;0.995;0.930;0.016;0.684;11.800;0.997;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;15;0.975;0.930;0.196;0.979;17.000;0.988;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;2;0.994;0.915;-0.118;0.883;15.300;0.997;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;4;0.989;0.911;0.242;0.814;14.100;0.995;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;5;0.989;0.984;-0.129;0.646;11.200;0.995;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;6;0.996;0.889;-0.106;1.050;18.100;0.998;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;7;0.991;0.882;0.202;0.975;16.900;0.995;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;8;0.997;0.926;0.072;0.642;11.100;0.998;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;9;0.996;0.887;-0.099;1.050;18.200;0.998;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM02.5;1 hour;mean;0.991;0.941;0.021;0.807;13.962;0.995;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;1;0.988;0.914;-0.066;0.961;16.600;0.994;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;10;0.965;0.962;0.147;1.100;19.000;0.983;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;11;0.996;1.070;-0.036;0.701;12.100;0.998;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;12;0.994;0.968;0.092;0.474;8.190;0.997;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;13;0.992;1.010;-0.094;0.536;9.250;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;14;0.994;0.930;0.019;0.698;12.000;0.997;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;15;0.976;0.933;0.195;0.959;16.700;0.988;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;2;0.994;0.914;-0.107;0.891;15.400;0.997;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;4;0.989;0.910;0.244;0.823;14.200;0.994;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;5;0.983;0.983;-0.109;0.790;13.600;0.992;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;6;0.996;0.888;-0.102;1.050;18.200;0.998;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;7;0.991;0.882;0.204;0.978;16.900;0.995;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;8;0.997;0.925;0.075;0.647;11.200;0.998;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;9;0.996;0.886;-0.096;1.060;18.300;0.998;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;PM10;1 hour;mean;0.989;0.941;0.026;0.833;14.403;0.995;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;1;0.685;0.570;14.800;1.610;5.190;0.828;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;10;0.710;0.773;6.730;0.561;1.810;0.843;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;11;0.979;1.150;-4.970;0.428;1.380;0.989;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;12;0.973;1.150;-4.610;0.246;0.795;0.986;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;13;0.840;0.728;9.400;1.040;3.370;0.916;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;14;0.978;1.100;-3.650;0.581;1.880;0.989;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;15;0.753;0.692;8.780;0.881;2.850;0.868;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;2;0.921;0.726;8.120;0.468;1.510;0.960;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;4;0.733;0.723;8.780;0.497;1.610;0.856;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;5;0.914;0.844;4.720;0.290;0.936;0.956;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;6;0.951;1.060;-1.120;0.715;2.310;0.975;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;7;0.821;0.787;6.860;0.465;1.500;0.906;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;8;0.933;1.230;-6.790;0.401;1.300;0.966;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;9;0.965;1.170;-5.590;0.470;1.520;0.982;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;air_temp;1 hour;mean;0.868;0.907;2.961;0.618;1.997;0.930;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;1;0.930;0.977;-2.640;3.600;9.820;0.965;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;10;0.929;1.120;-2.660;2.140;5.830;0.964;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;11;0.976;1.080;-1.410;1.780;4.850;0.988;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;12;0.975;1.070;-1.750;1.160;3.160;0.988;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;13;0.944;0.985;0.571;0.788;2.150;0.972;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;14;0.984;1.070;-0.604;2.120;5.780;0.992;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;15;0.943;1.150;-2.320;3.320;9.040;0.971;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;2;0.962;1.060;-1.770;0.828;2.260;0.981;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;4;0.943;1.080;-3.690;1.090;2.960;0.971;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;5;0.964;1.030;-1.410;0.759;2.070;0.982;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;6;0.972;1.010;-0.375;0.588;1.600;0.986;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;7;0.955;1.040;-4.170;2.730;7.450;0.977;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;8;0.944;1.040;-0.078;1.730;4.710;0.972;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;9;0.970;1.090;-1.740;1.690;4.610;0.985;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;RH;1 hour;mean;0.957;1.057;-1.718;1.737;4.735;0.978;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;1;1.000;0.998;2.390;0.349;0.035;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;10;1.000;1.000;-3.670;0.419;0.042;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;11;1.000;1.000;0.275;0.791;0.079;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;12;1.000;1.000;1.730;1.430;0.143;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;13;1.000;1.000;-3.420;0.941;0.094;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;14;1.000;0.999;2.760;1.320;0.132;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;15;1.000;0.998;3.760;1.390;0.139;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;2;1.000;0.997;3.700;1.140;0.114;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;4;1.000;0.998;2.880;0.631;0.063;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;5;1.000;1.000;0.532;0.889;0.089;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;6;1.000;1.000;0.790;1.150;0.116;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;7;1.000;1.000;0.804;0.502;0.050;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;8;1.000;0.999;2.360;0.966;0.097;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;9;1.000;0.999;2.140;0.832;0.083;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;pressure;1 hour;mean;1.000;0.999;1.217;0.911;0.091;1.000;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;1;0.992;1.020;-0.417;0.251;2.130;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;10;0.991;1.060;-0.365;0.421;3.580;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;11;0.993;1.050;-0.287;0.312;2.650;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;12;0.994;1.060;-0.458;0.266;2.270;0.997;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;13;0.991;1.030;0.258;0.649;5.520;0.995;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;14;0.995;1.050;-0.290;0.315;2.680;0.997;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;15;0.992;1.080;-0.475;0.519;4.420;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;2;0.994;1.030;-0.431;0.143;1.220;0.997;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;4;0.991;1.030;-0.438;0.147;1.250;0.995;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;5;0.993;1.020;-0.398;0.220;1.870;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;6;0.992;1.060;-0.357;0.414;3.520;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;7;0.989;1.010;-0.805;0.696;5.920;0.995;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;8;0.992;1.060;-0.115;0.622;5.290;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;9;0.993;1.030;-0.172;0.256;2.180;0.996;Wings_indoor;indoor
Zagreb_intercomparison;Wings_316;abs_hum;1 hour;mean;0.992;1.042;-0.339;0.374;3.179;0.996;Wings_indoor;indoor
Zagreb_intercomparison;LS_169;NO2;1 hour;103;;;;39.500;100.000;;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;NO2;1 hour;104;0.117;-0.566;24.400;26.700;83.000;-0.342;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;NO2;1 hour;105;0.591;-0.135;5.780;39.100;99.000;-0.769;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;NO2;1 hour;106;0.896;-0.518;23.400;36.700;93.000;-0.947;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;NO2;1 hour;107;0.983;-0.234;9.540;39.200;99.400;-0.991;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;NO2;1 hour;108;0.962;-0.351;14.600;38.800;98.400;-0.981;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;NO2;1 hour;109;0.083;-0.480;20.600;27.700;86.200;-0.288;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;NO2;1 hour;110;;;;39.500;100.000;;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;NO2;1 hour;111;1.000;-0.257;10.500;39.100;99.200;-1.000;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;NO2;1 hour;mean;0.662;-0.363;15.546;36.256;95.356;-0.760;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;CO;1 hour;103;0.003;-0.339;93.500;83.100;291.000;-0.057;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;CO;1 hour;104;0.001;-0.030;612.000;499.000;428.000;-0.029;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;CO;1 hour;105;0.981;-0.354;607.000;569.000;1990.000;-0.990;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;CO;1 hour;106;0.002;-0.041;679.000;650.000;2280.000;-0.042;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;CO;1 hour;107;0.916;-1.280;655.000;590.000;2070.000;-0.957;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;CO;1 hour;108;0.572;-0.851;654.000;601.000;2110.000;-0.756;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;CO;1 hour;109;0.005;-0.065;549.000;432.000;371.000;-0.069;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;CO;1 hour;110;0.155;-0.526;565.000;521.000;1830.000;-0.394;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;CO;1 hour;111;0.782;-1.620;702.000;627.000;2200.000;-0.884;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;CO;1 hour;mean;0.380;-0.567;568.500;508.011;1507.778;-0.464;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;O3;1 hour;103;0.007;0.999;47.700;56.000;76.000;0.083;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;O3;1 hour;104;0.194;1.670;-16.000;34.800;76.200;0.440;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;O3;1 hour;105;0.005;-0.152;84.100;6.130;8.320;-0.068;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;O3;1 hour;106;0.933;0.171;51.000;10.300;14.000;0.966;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;O3;1 hour;107;0.001;-0.022;72.900;4.000;5.420;-0.028;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;O3;1 hour;108;0.707;0.308;31.700;19.400;26.300;0.841;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;O3;1 hour;109;0.155;0.403;34.600;12.500;27.500;0.394;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;O3;1 hour;110;0.586;0.187;50.000;10.100;13.700;0.766;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;O3;1 hour;111;0.669;0.309;36.000;15.000;20.300;0.818;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;O3;1 hour;mean;0.362;0.430;43.556;18.692;29.749;0.468;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM02.5;1 hour;103;;;;4.600;101.000;;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM02.5;1 hour;104;0.324;-1.080;15.600;11.100;424.000;-0.570;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM02.5;1 hour;105;0.531;0.244;5.420;2.080;45.700;0.729;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM02.5;1 hour;106;0.483;0.178;5.960;2.310;51.000;0.695;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM02.5;1 hour;107;0.403;0.052;8.200;3.960;87.300;0.635;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM02.5;1 hour;108;0.010;0.036;5.680;1.510;33.200;0.102;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM02.5;1 hour;109;0.092;-0.278;9.080;6.320;242.000;-0.303;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM02.5;1 hour;110;0.189;-0.094;5.540;1.010;22.200;-0.435;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM02.5;1 hour;111;0.908;-0.406;7.090;1.270;27.900;-0.953;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM02.5;1 hour;mean;0.367;-0.168;7.821;3.796;114.922;-0.013;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM10;1 hour;103;0.283;1.600;-4.340;2.530;55.800;0.532;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM10;1 hour;104;0.336;-1.600;40.700;34.400;1320.000;-0.580;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM10;1 hour;105;0.065;-0.315;27.500;21.600;476.000;-0.255;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM10;1 hour;106;0.897;1.140;25.800;26.500;583.000;0.947;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM10;1 hour;107;0.255;-0.249;32.000;26.400;581.000;-0.505;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM10;1 hour;108;0.702;0.509;25.400;23.200;511.000;0.838;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM10;1 hour;109;0.122;-0.652;33.900;29.900;1150.000;-0.349;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM10;1 hour;110;0.018;-0.155;27.100;21.900;483.000;-0.135;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM10;1 hour;111;0.889;-0.693;31.000;23.400;515.000;-0.943;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;PM10;1 hour;mean;0.396;-0.046;26.562;23.314;630.533;-0.050;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;RH;1 hour;103;0.692;3.190;-85.500;9.290;26.700;0.832;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;RH;1 hour;104;0.143;4.770;-132.000;33.900;84.300;0.378;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;RH;1 hour;105;0.734;2.460;-60.800;10.000;28.800;0.857;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;RH;1 hour;106;0.635;3.010;-80.700;10.900;31.400;0.797;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;RH;1 hour;107;0.818;1.750;-32.700;6.490;18.600;0.904;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;RH;1 hour;108;0.890;1.160;-12.500;6.820;19.600;0.943;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;RH;1 hour;109;0.428;3.670;-102.000;12.300;30.600;0.654;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;RH;1 hour;110;0.818;1.310;-16.900;5.940;17.000;0.905;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;RH;1 hour;111;0.422;0.851;-2.320;7.540;21.700;0.650;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;RH;1 hour;mean;0.620;2.463;-58.380;11.464;30.967;0.769;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;air_temp;1 hour;103;0.948;27.000;-778.000;2.300;7.660;0.974;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;air_temp;1 hour;104;0.233;10.100;-275.000;9.760;32.900;0.483;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;air_temp;1 hour;105;0.850;18.100;-513.000;2.340;7.790;0.922;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;air_temp;1 hour;106;0.831;26.200;-756.000;2.780;9.250;0.911;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;air_temp;1 hour;107;0.727;9.070;-243.000;0.529;1.760;0.852;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;air_temp;1 hour;108;0.245;2.910;-57.800;0.542;1.800;0.495;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;air_temp;1 hour;109;0.597;8.820;-235.000;5.760;19.500;0.773;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;air_temp;1 hour;110;0.547;6.350;-162.000;0.866;2.880;0.740;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;air_temp;1 hour;111;0.316;4.910;-117.000;0.397;1.320;0.563;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;air_temp;1 hour;mean;0.588;12.607;-348.533;2.808;9.429;0.746;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;abs_hum;1 hour;103;0.855;0.984;-1.730;1.910;18.000;0.925;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;abs_hum;1 hour;104;0.461;1.590;-7.690;1.120;9.340;0.679;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;abs_hum;1 hour;105;1.000;1.380;-6.150;2.090;19.700;1.000;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;abs_hum;1 hour;106;0.980;1.460;-7.100;2.260;21.300;0.990;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;abs_hum;1 hour;107;0.964;1.200;-4.250;2.140;20.200;0.982;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;abs_hum;1 hour;108;0.964;1.290;-5.380;2.300;21.700;0.982;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;abs_hum;1 hour;109;0.599;1.380;-6.160;1.740;14.500;0.774;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;abs_hum;1 hour;110;0.894;1.040;-2.630;2.180;20.600;0.945;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;abs_hum;1 hour;111;0.999;0.839;-0.487;2.190;20.700;1.000;Wings_outdoor;outdoor
Zagreb_intercomparison;LS_169;abs_hum;1 hour;mean;0.857;1.240;-4.620;1.992;18.449;0.920;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;NO2;1 hour;103;0.0489;-4.52;76.9;30.4;204;-0.221;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;NO2;1 hour;104;0.0963;-2.28;44;12.2;81.7;-0.31;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;NO2;1 hour;105;0.00502;-0.308;11;10.7;72;-0.0708;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;NO2;1 hour;106;0.00185;-0.198;12.1;8.97;60.3;-0.043;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;NO2;1 hour;107;8.89E-05;-0.0349;6.28;10.7;71.8;-0.00943;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;NO2;1 hour;108;0.0148;0.464;-1.86;11.3;75.8;0.122;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;NO2;1 hour;109;0.0094;-0.429;13.1;10.6;71.1;-0.0969;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;NO2;1 hour;110;0.0307;0.626;-5.56;12.2;82.3;0.175;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;NO2;1 hour;111;0.00221;-0.211;10;10.4;70.1;-0.0471;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;NO2;1 hour;mean;0.023;-0.766;18.440;13.052;87.678;-0.056;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;O3;1 hour;103;0.0838;-82.6;3610;106;250;-0.289;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;O3;1 hour;104;0.0219;-16.7;771;37.9;89.4;-0.148;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;O3;1 hour;105;0.0527;-13.4;628;25.1;59.2;-0.23;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;O3;1 hour;106;0.0339;-3.69;217;19.2;45.4;-0.184;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;O3;1 hour;107;0.0828;-15.9;740;28.6;67.7;-0.288;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;O3;1 hour;108;0.0112;-14.1;680;54.8;130;-0.106;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;O3;1 hour;109;0.0868;-15.2;704;23.4;55.4;-0.295;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;O3;1 hour;110;0.0216;-20.3;948;60.1;142;-0.147;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;O3;1 hour;111;0.0205;3.98;-103;24.1;56.8;0.143;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;O3;1 hour;mean;0.046;-19.768;910.556;42.133;99.544;-0.172;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;SO2;1 hour;103;3.12E-05;0.00115;24.2;164;110;0.00558;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;SO2;1 hour;104;0.000475;0.00184;17;168;113;0.0218;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;SO2;1 hour;105;0.00157;0.00147;13.7;170;115;0.0397;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;SO2;1 hour;106;0.00182;0.00111;13.9;170;115;0.0426;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;SO2;1 hour;107;0.00301;0.00251;15.7;169;113;0.0549;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;SO2;1 hour;108;0.00325;-0.013;17;172;116;-0.057;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;SO2;1 hour;109;0.000413;-0.00061;13.8;170;115;-0.0203;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;SO2;1 hour;110;0.000447;-0.00328;18.8;168;113;-0.0211;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;SO2;1 hour;111;0.012;0.00477;11.1;172;116;0.109;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;SO2;1 hour;mean;0.003;0.000;16.133;169.222;114.000;0.019;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;CO;1 hour;103;0.0186;-0.46;502;291;112;-0.136;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;CO;1 hour;104;0.019;-0.203;585;304;117;-0.138;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;CO;1 hour;105;0.000739;0.0367;501;278;107;0.0272;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;CO;1 hour;106;0.0153;-0.23;635;353;136;-0.124;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;CO;1 hour;107;0.00016;0.0158;535;302;116;0.0127;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;CO;1 hour;108;0.0328;-0.579;538;285;109;-0.181;Wings_outdoor;outdoor
Zagreb_intercomparison;Wings_402;CO;1 hour;109;3.94E-05;0.01;518;294;113;0.00627;Wings_outdoor;outdoor
