timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-02-14T00:05:57,24.81,1162.31,25.86,2079.98,0.6371,1453.4920,30.0000,7985.60,7011.47,1.40,1.07,49.42,25.32,27.34,24.73,1006.69,5.31,2.84
2024-02-14T00:06:02,25.00,1162.89,25.86,2080.86,0.6363,1451.6820,30.0000,8017.88,7040.32,1.39,1.07,49.42,25.32,27.47,24.75,1006.69,22.00,11.76
2024-02-14T00:06:07,25.21,1162.41,25.90,2079.88,0.6371,1453.2649,30.0000,7965.37,6994.65,1.34,1.03,36.10,18.50,27.53,24.76,1006.66,22.00,11.76
2024-02-14T00:06:12,25.19,1162.28,25.93,2079.49,0.6364,1451.6442,30.0000,7964.81,6994.65,1.14,0.87,55.75,28.57,27.61,24.78,1006.65,-2.60,-1.39
2024-02-14T00:06:17,25.16,1162.46,25.94,2079.68,0.6349,1448.1424,31.0000,7969.78,6999.46,1.12,0.86,30.40,15.58,27.59,24.80,1006.66,-12.27,-6.56
2024-02-14T00:06:22,25.05,1162.08,25.94,2078.93,0.6352,1448.8791,31.0000,7953.09,6985.04,1.23,0.94,29.76,15.25,27.46,24.81,1006.66,30.78,16.46
2024-02-14T00:06:27,24.89,1162.27,25.94,2079.20,0.6348,1447.9280,31.0000,7961.01,6992.25,1.17,0.90,36.74,18.83,27.35,24.83,1006.69,5.31,2.84
2024-02-14T00:06:32,24.79,1161.87,25.97,2078.37,0.6352,1448.7101,30.0000,7996.13,7023.49,1.10,0.85,10.75,5.51,27.18,24.84,1006.67,5.31,2.84
2024-02-14T00:06:37,24.69,1161.23,25.99,2077.07,0.6361,1450.6881,31.0000,7938.09,6973.02,1.06,0.81,43.06,22.07,26.91,24.86,1006.66,5.31,2.84
2024-02-14T00:06:42,24.59,1161.54,26.00,2077.51,0.6348,1447.6466,30.0000,7978.72,7009.07,1.00,0.77,24.05,12.33,26.79,24.87,1006.64,-3.48,-1.86
2024-02-14T00:06:47,24.47,1162.23,26.01,2078.62,0.6358,1449.6505,31.0000,7950.87,6985.04,0.96,0.74,43.05,22.07,26.67,24.90,1006.68,5.31,2.84
2024-02-14T00:06:52,24.30,1163.10,26.03,2080.06,0.6352,1448.2298,31.0000,7961.37,6994.65,0.89,0.69,17.09,8.76,26.63,24.92,1006.69,14.08,7.53
2024-02-14T00:06:57,24.37,1163.47,26.04,2080.61,0.6360,1449.9862,30.0000,8045.74,7069.16,0.89,0.69,49.38,25.32,26.62,24.93,1006.67,-3.48,-1.86
2024-02-14T00:07:02,24.31,1163.63,26.03,2080.78,0.6363,1450.6785,31.0000,7971.42,7004.26,1.10,0.85,29.74,15.25,26.71,24.95,1006.68,14.08,7.53
2024-02-14T00:07:07,24.39,1164.40,26.05,2081.97,0.6359,1449.6381,30.0000,7984.40,7016.28,1.22,0.94,29.74,15.25,26.75,24.97,1006.66,22.86,12.23
2024-02-14T00:07:12,24.45,1164.33,26.08,2081.75,0.6377,1453.5576,31.0000,7970.29,7004.26,1.24,0.96,42.41,21.75,26.87,24.99,1006.68,14.07,7.53
2024-02-14T00:07:17,24.61,1164.76,26.11,2082.39,0.6367,1451.3444,31.0000,7964.40,6999.46,1.14,0.88,36.72,18.83,26.97,25.01,1006.69,5.31,2.84
2024-02-14T00:07:22,24.77,1164.79,26.11,2082.33,0.6359,1449.4880,31.0000,7996.78,7028.30,1.86,1.44,48.75,25.00,27.01,25.03,1006.70,14.07,7.53
2024-02-14T00:07:27,24.80,1164.78,26.13,2082.17,0.6357,1448.8277,31.0000,7982.56,7016.28,1.79,1.39,35.45,18.18,27.13,25.05,1006.70,6.19,3.31
2024-02-14T00:07:32,24.85,1164.21,26.16,2081.03,0.6347,1446.5697,31.0000,7962.96,6999.46,1.78,1.37,36.71,18.83,27.15,25.07,1006.71,14.07,7.53
2024-02-14T00:07:37,24.80,1164.49,26.17,2081.32,0.6359,1448.9475,31.0000,7951.21,6989.84,1.58,1.22,42.40,21.75,27.13,25.09,1006.67,14.07,7.53
2024-02-14T00:07:42,24.72,1164.40,26.21,2081.09,0.6350,1446.8656,31.0000,7981.01,7016.28,1.46,1.13,29.73,15.25,27.15,25.11,1006.71,5.31,2.84
2024-02-14T00:07:47,24.82,1164.96,26.23,2081.95,0.6354,1447.7909,31.0000,7991.39,7025.90,1.41,1.09,23.41,12.01,26.97,25.13,1006.70,-11.38,-6.09
2024-02-14T00:07:52,24.66,1166.16,26.23,2083.91,0.6360,1448.9432,31.0000,7960.63,6999.46,1.28,0.98,3.78,1.94,26.85,25.15,1006.68,14.07,7.53
2024-02-14T00:07:57,24.46,1166.64,26.24,2084.68,0.6350,1446.6978,31.0000,7965.74,7004.26,1.13,0.87,17.07,8.76,26.81,25.17,1006.71,5.31,2.84
2024-02-14T00:08:02,24.28,1165.81,26.27,2083.02,0.6351,1446.7590,31.0000,8008.83,7042.72,1.05,0.81,29.09,14.93,26.66,25.17,1006.63,-20.14,-10.78
2024-02-14T00:08:07,24.17,1165.49,26.30,2082.34,0.6345,1445.2518,31.0000,8002.87,7037.91,1.01,0.78,17.07,8.76,26.59,25.20,1006.67,-3.47,-1.86
2024-02-14T00:08:12,24.14,1165.98,26.31,2083.08,0.6338,1443.7192,31.0000,7986.01,7023.49,0.94,0.72,29.71,15.25,26.44,25.23,1006.71,14.06,7.53
2024-02-14T00:08:17,24.14,1165.88,26.35,2082.70,0.6350,1446.1840,31.0000,8015.26,7049.93,0.95,0.73,17.07,8.76,26.31,25.25,1006.67,-2.60,-1.39
2024-02-14T00:08:22,24.13,1166.23,26.34,2083.21,0.6350,1446.1767,31.0000,8014.83,7049.93,1.07,0.82,43.00,22.07,26.30,25.28,1006.72,-2.60,-1.39
2024-02-14T00:08:27,24.19,1166.25,26.38,2083.02,0.6364,1449.1365,31.0000,8011.27,7047.53,1.09,0.84,29.71,15.25,26.35,25.31,1006.72,22.84,12.23
2024-02-14T00:08:32,24.11,1166.43,26.39,2083.11,0.6366,1449.4551,31.0000,8007.65,7045.12,0.98,0.76,42.99,22.07,26.53,25.33,1006.67,14.06,7.53
2024-02-14T00:08:37,24.19,1167.08,26.39,2084.26,0.6367,1449.7078,31.0000,8013.03,7049.93,0.91,0.70,55.65,28.57,26.59,25.35,1006.73,-11.37,-6.09
2024-02-14T00:08:42,24.22,1167.02,26.45,2083.90,0.6372,1450.6212,31.0000,7957.47,7001.86,0.74,0.57,48.05,24.67,26.64,25.37,1006.68,31.61,16.93
2024-02-14T00:08:47,24.25,1168.23,26.47,2085.98,0.6344,1444.2745,31.0000,7984.46,7025.90,0.58,0.45,17.06,8.76,26.60,25.39,1006.71,14.06,7.53
2024-02-14T00:08:52,24.39,1168.17,26.49,2085.73,0.6346,1444.5250,31.0000,8000.28,7040.32,0.64,0.49,22.74,11.68,26.63,25.41,1006.70,6.18,3.31
2024-02-14T00:08:57,24.40,1168.75,26.51,2086.61,0.6356,1446.7901,31.0000,7969.68,7013.88,0.74,0.57,29.69,15.25,26.58,25.43,1006.70,-2.59,-1.39
2024-02-14T00:09:02,24.30,1168.66,26.55,2086.24,0.6356,1446.6506,31.0000,7985.23,7028.30,0.83,0.65,22.74,11.68,26.59,25.46,1006.70,-10.49,-5.62
2024-02-14T00:09:07,24.26,1170.11,26.56,2088.71,0.6363,1448.1157,31.0000,8006.66,7047.53,0.81,0.63,48.67,25.00,26.51,25.48,1006.71,6.18,3.31
2024-02-14T00:09:12,24.24,1168.24,26.60,2085.17,0.6355,1446.1400,31.0000,7981.30,7025.90,1.58,1.23,36.01,18.50,26.52,25.50,1006.68,-19.24,-10.31
2024-02-14T00:09:17,24.16,1168.37,26.62,2085.24,0.6337,1441.8924,31.0000,8008.00,7049.93,1.75,1.36,29.69,15.25,26.42,25.52,1006.67,-2.59,-1.39
2024-02-14T00:09:22,24.10,1167.05,26.66,2082.62,0.6357,1446.3682,31.0000,8028.80,7069.16,1.66,1.29,54.96,28.24,26.27,25.55,1006.64,-2.59,-1.39
2024-02-14T00:09:27,24.16,1166.09,26.69,2080.82,0.6357,1446.3313,31.0000,8012.10,7054.74,1.50,1.16,22.73,11.68,26.22,25.57,1006.67,14.05,7.53
2024-02-14T00:09:32,24.00,1165.31,26.71,2079.25,0.6371,1449.2179,31.0000,8035.95,7076.37,1.36,1.05,10.10,5.19,26.26,25.60,1006.68,-2.59,-1.39
2024-02-14T00:09:37,23.89,1165.14,26.72,2078.69,0.6366,1448.0360,31.0000,8037.68,7078.77,1.20,0.92,48.65,25.00,26.20,25.63,1006.66,6.17,3.31
2024-02-14T00:09:42,23.86,1164.77,26.76,2077.95,0.6371,1449.0460,31.0000,8012.78,7057.14,1.16,0.89,61.27,31.49,26.19,25.65,1006.68,14.92,8.00
2024-02-14T00:09:47,23.93,1165.48,26.78,2079.02,0.6354,1445.1013,31.0000,8012.04,7057.14,1.07,0.82,49.26,25.32,26.25,25.67,1006.66,14.92,8.00
2024-02-14T00:09:52,23.89,1165.97,26.83,2079.66,0.6360,1446.1917,31.0000,8027.54,7071.56,1.13,0.87,35.99,18.50,26.21,25.70,1006.65,6.17,3.31
2024-02-14T00:09:57,23.88,1166.47,26.86,2080.46,0.6350,1443.8732,31.0000,8021.71,7066.76,1.10,0.84,16.40,8.43,26.18,25.72,1006.67,22.80,12.23
2024-02-14T00:10:02,23.91,1166.68,26.89,2080.60,0.6343,1442.1859,31.0000,7979.89,7030.70,1.06,0.82,22.72,11.68,26.14,25.75,1006.66,-2.59,-1.39
2024-02-14T00:10:07,24.01,1166.33,26.92,2079.88,0.6368,1447.7415,31.0000,8009.53,7057.14,1.04,0.80,35.98,18.50,26.17,25.76,1006.64,6.17,3.31
2024-02-14T00:10:12,23.93,1165.93,26.93,2078.95,0.6370,1448.0868,31.0000,8014.17,7061.95,1.09,0.84,42.30,21.75,26.22,25.80,1006.68,6.17,3.31
2024-02-14T00:10:17,23.86,1165.58,26.99,2078.09,0.6369,1447.7214,31.0000,8070.51,7112.42,1.10,0.84,35.97,18.50,26.24,25.82,1006.63,6.17,3.31
2024-02-14T00:10:22,24.05,1166.49,27.00,2079.63,0.6357,1444.9991,31.0000,8059.29,7102.81,1.08,0.83,29.65,15.25,26.15,25.84,1006.66,-10.47,-5.62
2024-02-14T00:10:27,23.86,1165.66,27.02,2077.98,0.6360,1445.4493,31.0000,8014.98,7064.35,0.98,0.75,35.97,18.50,26.16,25.86,1006.64,14.91,8.00
2024-02-14T00:10:32,23.95,1165.97,27.06,2078.29,0.6346,1442.0732,31.0000,7967.69,7023.49,0.85,0.65,61.86,31.82,26.15,25.90,1006.66,6.17,3.31
2024-02-14T00:10:37,23.86,1164.67,27.07,2075.82,0.6353,1443.6622,32.0000,8024.37,7073.97,0.82,0.63,48.60,25.00,26.15,25.92,1006.65,14.91,8.00
2024-02-14T00:10:42,23.82,1164.85,27.11,2076.07,0.6352,1443.2844,31.0000,8048.60,7095.60,0.85,0.66,35.96,18.50,26.10,25.94,1006.68,-10.47,-5.62
2024-02-14T00:10:47,23.75,1163.75,27.17,2073.85,0.6351,1442.9240,31.0000,8039.46,7088.39,0.79,0.61,29.02,14.93,26.11,25.97,1006.66,6.17,3.31
2024-02-14T00:10:52,23.65,1163.80,27.18,2073.77,0.6366,1446.2466,32.0000,8025.21,7076.37,0.75,0.57,54.88,28.24,26.02,25.99,1006.65,6.17,3.31
2024-02-14T00:10:57,23.68,1163.97,27.18,2073.93,0.6371,1447.3537,31.0000,8073.64,7119.63,0.64,0.49,29.01,14.93,25.94,26.01,1006.64,6.17,3.31
2024-02-14T00:11:02,23.74,1164.06,27.23,2073.87,0.6381,1449.3816,32.0000,8048.26,7098.00,0.58,0.45,29.01,14.93,25.84,26.04,1006.63,-10.47,-5.62
2024-02-14T00:11:07,23.54,1163.85,27.24,2073.40,0.6367,1446.0836,32.0000,8056.13,7105.21,0.67,0.51,23.34,12.01,25.85,26.06,1006.66,-10.47,-5.62
2024-02-14T00:11:12,23.48,1163.25,27.26,2072.10,0.6361,1444.5086,32.0000,8074.29,7122.04,0.71,0.54,55.51,28.57,25.66,26.09,1006.65,6.16,3.31
2024-02-14T00:11:17,23.52,1163.46,27.31,2072.32,0.6356,1443.4111,32.0000,8035.49,7088.39,0.75,0.58,54.86,28.24,25.58,26.12,1006.67,14.90,8.00
2024-02-14T00:11:22,23.48,1162.66,27.34,2070.66,0.6360,1444.2288,32.0000,8091.84,7138.86,0.74,0.57,22.69,11.68,25.61,26.14,1006.63,-27.07,-14.54
2024-02-14T00:11:27,23.54,1164.25,27.37,2073.32,0.6359,1443.6842,32.0000,8088.44,7136.46,0.75,0.58,22.69,11.68,25.60,26.16,1006.61,6.16,3.31
2024-02-14T00:11:32,23.43,1164.24,27.40,2073.03,0.6379,1448.0056,32.0000,8090.09,7138.86,0.71,0.54,54.84,28.24,25.69,26.19,1006.58,32.37,17.39
2024-02-14T00:11:37,23.43,1164.50,27.44,2073.39,0.6375,1447.1511,32.0000,8122.42,7167.70,0.66,0.51,28.99,14.93,25.70,26.21,1006.60,-27.07,-14.54
2024-02-14T00:11:42,23.44,1164.11,27.47,2072.61,0.6360,1443.7752,32.0000,8111.16,7158.09,0.62,0.47,23.32,12.01,25.65,26.23,1006.62,-10.46,-5.62
