Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330173703
Firmware Version,1.4
Calibration Date,2021/08/11
Protocol Name_Number,ed-10s-2d_101
Test Start Time,08:11:31
Test Start Date,2024/02/14
Test Length [D:H:M:S],1:0:0:0
Sample Interval [H:M:S],0:0:10
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.070
DeadTime Correction Factor,1.000
Errors,
Number of Samples,8640
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
870,311,85,26,7,8,1,3,1,2,1,2,0,0,0,1,0,0,0.002826,28.932,0.000,100.420,,,
880,334,75,33,8,5,11,5,2,2,1,0,0,0,0,0,0,0,0.003044,28.947,0.000,100.420,,,
890,355,85,26,9,8,7,4,3,1,2,0,2,0,0,0,1,0,0.003257,28.975,0.000,100.423,,,
900,362,99,35,7,9,5,1,3,0,1,2,3,0,0,0,0,0,0.003390,28.993,0.000,100.423,,,
910,343,79,35,11,8,7,5,2,0,2,1,2,1,0,0,0,0,0.003192,29.014,0.000,100.429,,,
920,356,81,44,12,13,4,2,3,1,3,1,0,1,0,0,0,0,0.003416,29.035,0.000,100.416,,,
930,351,100,34,11,8,10,4,0,2,2,2,0,0,0,0,0,1,0.003428,29.070,0.000,100.426,,,
940,338,80,34,15,7,13,5,4,2,2,1,2,2,0,0,0,0,0.003267,29.086,0.000,100.432,,,
950,334,93,41,13,7,12,1,2,4,1,1,0,1,0,0,0,0,0.003355,29.112,0.000,100.426,,,
960,246,51,23,3,4,6,0,2,2,1,2,5,2,2,0,3,2,0.002319,29.125,0.000,100.432,,,
970,342,80,24,4,10,19,12,33,33,32,28,26,7,0,0,0,0,0.004481,29.218,0.000,100.429,,,
980,502,119,56,41,38,43,51,132,103,73,47,39,20,2,0,0,0,0.009504,29.414,0.000,100.423,,,
990,537,114,42,18,23,20,26,50,37,38,15,7,1,0,0,0,0,0.006306,29.542,0.000,100.426,,,
1000,391,99,37,13,3,8,4,18,6,8,1,2,1,0,1,0,1,0.003897,29.614,0.000,100.413,,,
1010,339,95,23,6,4,4,1,7,2,1,2,0,0,0,1,0,0,0.003157,29.525,0.000,100.413,,,
1020,336,158,82,19,17,19,6,8,1,2,3,8,8,6,3,2,2,0.004783,29.396,0.000,100.420,,,
1030,367,231,107,41,25,13,3,7,0,1,0,1,0,0,0,0,0,0.005804,29.337,0.000,100.426,,,
1040,338,241,132,50,18,21,5,9,2,0,0,0,0,0,0,0,0,0.006074,29.298,0.000,100.426,,,
1050,322,220,105,41,29,18,6,6,2,1,0,0,0,0,0,0,0,0.005551,29.296,0.000,100.413,,,
1060,398,232,128,34,35,14,8,2,1,2,0,0,0,0,0,0,0,0.006180,29.298,0.000,100.432,,,
1070,368,194,122,46,22,20,4,6,2,0,0,0,0,0,0,0,0,0.005732,29.302,0.000,100.429,,,
1080,362,186,117,44,23,20,7,5,4,0,0,0,0,0,0,0,0,0.005593,29.333,0.000,100.423,,,
1090,374,230,122,42,37,21,12,9,2,1,0,0,0,0,0,0,0,0.006214,29.344,0.000,100.426,,,
1100,368,212,119,44,28,20,5,4,0,0,0,0,0,0,0,0,0,0.005884,29.368,0.000,100.426,,,
1110,317,215,115,33,25,8,3,6,4,2,1,0,0,0,0,0,0,0.005357,29.391,0.000,100.413,,,
1120,318,202,102,36,31,19,12,6,4,1,2,0,0,0,0,0,0,0.005431,29.411,0.000,100.410,,,
1130,321,223,102,42,24,23,8,6,0,0,0,0,0,0,0,0,0,0.005464,29.439,0.000,100.420,,,
1140,333,194,112,47,26,9,7,7,0,0,0,1,0,0,0,0,0,0.005442,29.449,0.000,100.423,,,
1150,331,186,124,40,23,13,4,2,4,1,1,0,0,0,0,0,0,0.005292,29.470,0.000,100.429,,,
1160,322,187,107,36,19,15,15,4,3,0,2,0,0,0,0,0,0,0.005206,29.496,0.000,100.435,,,
1170,273,210,108,40,30,14,8,6,0,1,0,0,0,0,0,0,0,0.005172,29.519,0.000,100.410,,,
1180,290,184,104,30,24,23,8,10,4,1,1,3,3,0,0,0,0,0.005103,29.547,0.000,100.426,,,
1190,287,214,121,36,30,21,13,10,3,1,1,0,0,0,0,0,0,0.005501,29.579,0.000,100.420,,,
1200,329,212,90,34,29,30,6,11,2,1,0,0,0,0,0,0,0,0.005356,29.595,0.000,100.420,,,
1210,300,192,107,41,27,23,6,7,0,1,1,0,0,0,0,0,0,0.005251,29.621,0.000,100.420,,,
1220,286,169,102,27,21,15,6,10,1,2,1,0,1,0,0,0,0,0.004707,29.639,0.000,100.420,,,
1230,297,187,85,34,25,22,9,8,1,0,0,0,0,0,0,0,0,0.004893,29.649,0.000,100.420,,,
1240,310,177,114,38,22,19,7,6,4,0,0,0,0,0,0,0,0,0.005134,29.684,0.000,100.420,,,
1250,318,215,98,44,19,16,15,12,3,2,0,0,0,0,0,0,0,0.005469,29.702,0.000,100.423,,,
1260,304,214,111,32,34,23,7,12,2,2,0,0,0,0,0,0,0,0.005516,29.742,0.000,100.420,,,
1270,257,183,108,33,27,13,4,5,1,1,0,0,0,0,0,0,0,0.004674,29.768,0.000,100.413,,,
1280,281,173,111,34,26,15,5,11,1,1,1,0,0,0,0,0,0,0.004932,29.793,0.000,100.420,,,
1290,293,186,117,44,23,12,7,8,2,1,0,0,0,0,0,0,0,0.005154,29.807,0.000,100.423,,,
1300,294,169,106,48,28,16,5,10,1,0,0,0,0,0,0,0,0,0.004946,29.842,0.000,100.426,,,
1310,289,184,91,27,22,18,5,5,2,1,0,0,0,0,0,0,0,0.004650,29.856,0.000,100.423,,,
1320,276,158,99,44,31,18,9,11,0,0,0,0,0,0,0,0,0,0.004758,29.870,0.000,100.435,,,
1330,256,171,103,37,27,15,12,6,2,1,0,0,0,0,0,0,0,0.004693,29.895,0.000,100.423,,,
1340,281,187,102,41,28,16,10,5,0,0,0,0,1,0,0,0,0,0.005019,29.909,0.000,100.426,,,
1350,269,172,108,29,29,12,10,5,2,0,1,0,0,0,0,0,0,0.004661,29.930,0.000,100.426,,,
1360,274,165,99,44,22,16,7,7,5,1,1,0,0,0,0,0,0,0.004822,29.951,0.000,100.426,,,
1370,261,158,101,49,23,11,2,10,1,0,0,0,0,0,0,0,0,0.004563,29.965,0.000,100.432,,,
1380,271,162,99,30,29,24,7,2,3,0,0,0,0,0,0,0,0,0.004642,29.982,0.000,100.435,,,
1390,258,208,78,32,21,8,6,6,2,0,2,0,0,0,0,0,0,0.004588,30.000,0.000,100.413,,,
1400,274,164,82,34,25,17,5,7,1,1,0,1,0,0,0,0,0,0.004451,30.000,0.000,100.420,,,
1410,261,133,88,37,19,11,8,4,8,4,0,0,0,0,0,0,0,0.004225,30.018,0.000,100.410,,,
1420,282,179,79,38,25,25,8,4,3,1,0,0,0,0,0,0,0,0.004635,30.018,0.000,100.413,,,
1430,250,160,85,47,24,18,8,5,0,0,0,1,0,0,0,0,0,0.004427,30.029,0.000,100.416,,,
1440,267,166,81,41,24,12,6,8,1,1,0,0,0,0,0,0,0,0.004481,30.055,0.000,100.410,,,
1450,267,153,81,36,13,18,5,4,2,2,0,0,0,0,0,0,0,0.004223,30.055,0.000,100.416,,,
1460,243,174,84,31,25,22,8,8,0,1,0,0,0,0,0,0,0,0.004438,30.080,0.000,100.410,,,
1470,277,152,73,28,27,19,5,8,0,1,1,0,0,0,0,0,0,0.004238,30.096,0.000,100.404,,,
1480,242,196,96,32,21,18,8,4,1,2,0,0,0,0,0,0,0,0.004597,30.109,0.000,100.413,,,
1490,266,154,80,37,31,15,7,4,0,0,0,0,0,0,0,0,0,0.004334,30.138,0.000,100.416,,,
1500,261,194,105,36,16,12,6,6,3,1,0,0,0,0,0,0,0,0.004684,30.158,0.000,100.413,,,
1510,245,153,107,33,29,16,7,9,0,0,0,0,0,0,0,0,0,0.004493,30.189,0.000,100.413,,,
1520,270,160,101,38,26,10,9,8,0,0,1,0,0,0,0,0,0,0.004597,30.209,0.000,100.413,,,
1530,275,172,90,35,25,18,9,5,0,1,0,0,0,0,0,0,0,0.004590,30.225,0.000,100.410,,,
1540,254,190,106,38,16,16,10,4,1,1,0,0,0,0,0,0,0,0.004694,30.255,0.000,100.410,,,
1550,263,178,87,38,29,16,10,2,2,3,1,0,0,0,0,0,0,0.004675,30.273,0.000,100.407,,,
1560,247,173,96,42,23,22,11,6,2,2,0,0,0,0,0,0,0,0.004613,30.291,0.000,100.404,,,
1570,242,186,103,34,33,16,6,8,1,1,0,0,0,0,0,0,0,0.004690,30.309,0.000,100.407,,,
1580,219,166,100,34,19,19,4,3,1,0,0,0,0,0,0,0,0,0.004167,30.320,0.000,100.407,,,
1590,238,159,107,39,30,14,4,4,2,0,1,0,0,0,0,0,0,0.004420,30.327,0.000,100.407,,,
1600,272,163,114,30,20,14,11,8,1,0,1,0,0,0,0,0,0,0.004711,30.360,0.000,100.404,,,
1610,255,159,103,40,23,14,9,5,3,1,0,0,0,0,0,0,0,0.004449,30.371,0.000,100.404,,,
1620,255,163,81,30,18,25,7,4,2,0,0,0,0,0,0,0,0,0.004334,30.382,0.000,100.404,,,
1630,264,169,103,36,15,13,9,10,3,3,0,0,0,0,0,0,0,0.004598,30.418,0.000,100.404,,,
1640,275,173,81,38,30,11,8,6,3,1,0,1,0,0,0,0,0,0.004672,30.425,0.000,100.404,,,
1650,248,188,102,38,16,17,7,4,2,1,0,0,0,0,0,0,0,0.004624,30.436,0.000,100.404,,,
1660,266,169,94,36,18,18,8,4,1,1,0,0,0,0,0,0,0,0.004499,30.465,0.000,100.404,,,
1670,285,174,83,37,23,18,6,6,3,1,0,0,0,0,0,0,0,0.004611,30.475,0.000,100.398,,,
1680,241,181,100,33,26,18,4,6,2,1,0,0,0,0,0,0,0,0.004525,30.491,0.000,100.401,,,
1690,259,150,83,46,19,19,9,7,1,0,0,0,0,0,0,0,0,0.004328,30.509,0.000,100.404,,,
1700,290,172,94,31,27,17,6,5,0,0,0,0,0,0,0,0,0,0.004769,30.527,0.000,100.407,,,
1710,258,157,95,39,29,17,8,5,1,0,2,0,0,0,0,0,0,0.004420,30.538,0.000,100.404,,,
1720,269,170,91,39,28,22,7,7,3,0,0,0,0,0,0,0,0,0.004675,30.549,0.000,100.404,,,
1730,246,148,101,27,23,21,7,11,3,1,0,0,0,0,1,0,0,0.004270,30.582,0.000,100.404,,,
1740,251,157,113,38,21,21,7,6,0,0,0,0,0,0,0,0,0,0.004540,30.604,0.000,100.407,,,
1750,245,190,77,26,22,6,4,4,2,0,0,0,0,0,0,0,0,0.004186,30.618,0.000,100.407,,,
1760,256,157,83,34,22,20,12,6,1,0,0,0,0,0,0,0,0,0.004321,30.636,0.000,100.407,,,
1770,233,191,92,31,19,11,4,9,3,0,0,1,0,0,0,0,0,0.004395,30.644,0.000,100.404,,,
1780,237,157,74,48,25,13,8,6,3,0,0,0,1,0,0,0,0,0.004246,30.673,0.000,100.404,,,
1790,270,154,85,33,21,18,4,10,3,0,0,1,0,0,0,0,0,0.004395,30.680,0.000,100.404,,,
1800,259,163,65,38,17,15,5,5,3,0,1,0,0,0,0,0,0,0.004169,30.691,0.000,100.410,,,
1810,249,164,74,27,21,16,10,7,1,0,0,0,0,0,0,0,0,0.004114,30.720,0.000,100.407,,,
1820,227,160,97,29,21,17,1,5,1,0,0,0,0,0,0,0,0,0.004110,30.727,0.000,100.404,,,
1830,254,171,92,32,19,12,10,3,1,0,0,0,0,0,0,0,0,0.004368,30.745,0.000,100.420,,,
1840,256,141,95,29,27,19,5,7,4,1,0,0,0,0,0,0,0,0.004337,30.749,0.000,100.410,,,
1850,260,159,79,40,18,12,5,6,0,1,0,0,0,0,0,0,0,0.004255,30.782,0.000,100.420,,,
1860,245,148,87,36,22,17,4,5,1,0,1,1,0,0,0,0,0,0.004112,30.793,0.000,100.420,,,
1870,243,162,78,37,21,12,6,8,2,0,0,1,0,0,0,0,0,0.004303,30.800,0.000,100.416,,,
1880,270,143,78,44,21,16,8,7,5,0,0,1,0,0,0,0,0,0.004347,30.825,0.000,100.420,,,
1890,228,138,80,43,19,15,9,6,3,1,0,0,0,0,0,0,0,0.004010,30.836,0.000,100.407,,,
1900,247,146,98,37,25,17,10,4,1,1,1,0,0,0,0,0,0,0.004427,30.851,0.000,100.426,,,
1910,259,175,73,40,20,21,4,9,4,0,0,0,0,0,0,0,0,0.004399,30.858,0.000,100.413,,,
1920,222,159,102,28,27,12,10,7,1,1,0,0,0,0,0,0,0,0.004304,30.891,0.000,100.413,,,
1930,208,170,98,32,34,14,9,5,3,1,0,0,0,0,0,0,0,0.004351,30.893,0.000,100.426,,,
1940,233,159,103,44,33,16,4,6,3,1,1,0,0,0,0,0,0,0.004564,30.909,0.000,100.423,,,
1950,214,157,110,39,28,13,11,9,3,0,0,0,0,1,0,0,0,0.004414,30.924,0.000,100.426,,,
1960,233,166,91,43,27,14,7,8,0,1,0,0,0,0,0,0,0,0.004416,30.945,0.000,100.435,,,
1970,230,152,96,32,26,13,9,8,1,0,0,1,1,0,0,0,0,0.004249,30.956,0.000,100.423,,,
1980,251,167,105,32,22,13,6,5,5,3,0,1,0,0,0,0,0,0.004525,30.964,0.000,100.416,,,
1990,242,153,85,30,20,22,6,3,5,1,3,0,0,0,0,0,0,0.004235,30.985,0.000,100.416,,,
2000,223,156,91,39,33,21,7,8,1,1,0,0,0,0,0,0,0,0.004425,31.000,0.000,100.426,,,
2010,255,146,92,28,21,18,10,7,3,0,1,0,0,0,0,0,0,0.004235,31.012,0.000,100.432,,,
2020,219,152,98,43,25,21,8,6,0,0,0,1,0,0,0,0,0,0.004305,31.018,0.000,100.426,,,
2030,224,165,92,36,35,9,8,6,2,1,0,0,0,0,0,0,0,0.004295,31.043,0.000,100.432,,,
2040,240,138,95,38,24,16,10,5,2,1,0,0,0,0,0,0,0,0.004250,31.054,0.000,100.416,,,
2050,215,167,96,33,24,18,8,3,3,0,1,0,0,0,0,0,0,0.004252,31.068,0.000,100.429,,,
2060,237,159,92,42,24,23,11,8,1,2,2,0,0,0,0,0,0,0.004468,31.071,0.000,100.429,,,
2070,239,154,82,36,20,20,6,7,5,0,0,1,0,1,0,0,0,0.004216,31.100,0.000,100.429,,,
2080,230,159,87,30,17,23,8,9,3,0,0,1,0,0,0,0,0,0.004197,31.107,0.000,100.429,,,
2090,206,153,72,34,36,11,6,3,3,2,0,0,0,0,0,0,0,0.003949,31.136,0.000,100.420,,,
2100,219,169,92,34,23,13,9,6,3,0,0,0,0,0,0,0,0,0.004296,31.145,0.000,100.426,,,
2110,216,158,80,32,25,24,7,6,2,0,1,1,0,0,0,0,0,0.004159,31.161,0.000,100.423,,,
2120,225,147,91,41,28,15,8,7,3,1,0,1,0,0,1,0,0,0.004186,31.161,0.000,100.435,,,
2130,242,164,99,39,28,17,9,5,3,1,0,0,0,0,0,0,0,0.004486,31.193,0.000,100.435,,,
2140,235,148,107,33,24,15,9,3,3,1,1,0,0,0,0,0,0,0.004268,31.196,0.000,100.429,,,
2150,220,160,84,44,34,19,8,8,0,2,0,0,0,0,0,0,0,0.004321,31.202,0.000,100.435,,,
2160,228,150,85,41,36,19,5,5,2,0,1,0,0,0,0,0,0,0.004340,31.214,0.000,100.435,,,
2170,242,152,95,45,19,17,12,4,2,1,1,1,0,0,0,0,0,0.004412,31.225,0.000,100.435,,,
2180,196,139,93,31,36,21,9,9,3,1,0,0,0,0,0,0,0,0.004111,31.250,0.000,100.435,,,
2190,222,128,90,31,20,16,5,5,2,0,0,0,0,0,0,0,0,0.003851,31.252,0.000,100.435,,,
2200,209,152,83,36,36,15,8,10,2,0,0,0,0,0,0,0,0,0.004185,31.268,0.000,100.432,,,
2210,209,139,86,44,26,18,10,6,2,1,1,1,1,0,0,0,0,0.004145,31.279,0.000,100.435,,,
2220,189,147,97,29,24,13,12,5,0,0,0,1,0,0,0,0,0,0.003873,31.304,0.000,100.435,,,
