"","date","0.337","0.419","0.522","0.65","0.809","1.007","1.254","1.562","1.944","2.421","3.014","3.752","4.672","5.816","7.241","9.015","PM1","PM02.5[0.337-2.5]","PM10[0.337-10]"
"1",2024-02-28 11:41:13,0.812144317568956,0.641478639011196,0.683600063764858,0.637970670975056,0.336867685942977,2.04862164942165,1.87367041403266,3.42186829673451,0.77703176578433,0.748884029115469,0,0,0,0,0,0,0.241245546037791,0.993520650050503,1.10185699574971
"2",2024-02-28 11:41:23,0.540696364102282,0.531896736183597,0.638452762527201,0.492918878144445,0.280690173359009,1.18590138367357,1.9775319341884,2.8176799591194,1.55387273564993,0.748796059095,0,0,0,0,0,0,0.197221423865756,0.854005044114156,0.999348913790544
"3",2024-02-28 11:41:33,0.586950890167841,0.559297912252107,0.706083152863045,0.550933153336233,0.533333286198434,1.50939902712616,1.87353825367617,2.61652862226619,0.388485724827592,0,0,0,0,0,0,0,0.225985509543249,0.841141116473654,0.859652175501589
"4",2024-02-28 11:41:43,0.639242936861533,0.586700937086544,0.856350930784181,0.608952029914062,0.364928497196012,1.88682577660349,2.0817899354136,3.22047111995403,2.33101528616127,0,0,0,0,0,0,0,0.242908004425328,1.0556106146908,1.16668177844154
"5",2024-02-28 11:41:53,0.586963715490471,0.653181327333007,0.79623833826053,0.550944656801333,0.533346593359839,1.07816293803977,1.35313537394309,2.01275533907375,2.33095989379776,0,0,2.79117505028158,0,0,0,0,0.243504940089037,0.802814171721414,1.17954615975481
"6",2024-02-28 11:42:03,0.621149612961079,0.645373372565374,0.736161493705553,0.652448932149783,0.870212948586675,1.67118634520035,0.624538632628536,2.41536132178134,1.16550456572711,0,1.44649905791758,0,0,0,0,0,0.26431553133113,0.809586036772776,1.0027327425123
"7",2024-02-28 11:42:13,0.595027637094164,0.704053203107914,0.811294191067165,0.652460435614883,0.898299930590472,1.45558113277312,1.66546829242891,1.40898524860763,2.3310522144036,0,0,0,0,0,0,0,0.27715554199285,0.862034656632113,0.973107579986433
"8",2024-02-28 11:42:23,0.645296489142954,0.735358972815549,0.728675869065167,0.753967011656353,0.954460587436661,1.0782228212476,1.66550133251804,3.22059882900716,1.16554764867649,0,0,0,0,0,0,0,0.286955767524418,0.955687158911225,1.01122464702381
"9",2024-02-28 11:42:33,0.631214284895072,0.657119198758829,0.751198280928896,0.811951377838882,1.01059019423957,1.34775713969957,1.04091479176027,1.40898524860763,0,0.748874518842986,0,0,0,0,0,0,0.289186647017758,0.698863216981986,0.770173665004762
"10",2024-02-28 11:42:43,0.657349086084617,0.633652196584287,0.72866633627352,0.855452881460644,0.982520955117649,1.23994170136999,0.832735798218913,1.81156249677827,1.55404506744749,0,0,0,0,0,0,0,0.288849268175833,0.779239379895843,0.853288484244163
"11",2024-02-28 11:42:53,0.675426378331784,0.621906370390832,0.668556126947781,0.695945834385505,0.729857881536117,1.13210059880848,1.76952805311938,1.61024194542967,1.55400813920516,0.748861442218322,0,0,0,0,0,0,0.25567531933476,0.793923094331216,0.939279641896842
"12",2024-02-28 11:43:03,0.671440909324471,0.727544855494824,0.736199624872139,0.710481612885732,1.12291594365242,1.56344789956656,1.6655178525626,2.61677446219346,1.9426101879961,0.748899483308255,0,0,0,0,0,0,0.292034512394587,0.994389677803183,1.15826644955352
"13",2024-02-28 11:43:13,0.67949841826685,0.770590288842823,0.88646621119432,0.739497953253706,1.15101623281762,0.970441601893929,0.936878159132189,2.41554330718205,1.55412507863922,1.4978322525702,2.89321372946081,0,0,0,0,0,0.314929471262864,0.855110229920667,1.34703501998755
"14",2024-02-28 11:43:23,0.641262925175778,0.641472476458104,0.766221960563724,0.797450109733955,1.09480234732581,1.40166913623634,0.936821990980681,1.40898524860763,1.16552918455533,0,0,0,0,0,0,0,0.292229536160842,0.756489424562959,0.812026032873752
"15",2024-02-28 11:43:33,0.615140949308864,0.770559476077363,0.841358232722204,0.710470109420632,1.15097187561294,1.23995881085794,0.936840163029698,2.21415890130688,0,0,0,0,0,0,0,0,0.304818127303055,0.777639879121652,0.777639879121652
"16",2024-02-28 11:43:43,0.70764038244801,0.668889675164653,0.863925925346254,0.652497246703203,1.26330649646672,1.94087464904388,1.35326423029066,2.21424191219141,1.94265327094549,0.748914937501039,0,0,0,0,0,0,0.301506131909746,0.978372320648666,1.14225261687208
"17",2024-02-28 11:43:53,0.687517451241338,0.625844241816654,0.74370669829373,0.942467392169267,1.03869048340477,0.916495386381247,1.45732068697222,3.22063075627044,1.94259787858199,0,0,0,0,0,0,0,0.301915686175044,0.976332938536132,1.06889629852556
