
[Fri Mar 15 15:45:18.944 2024] 53101.312	99	2024-03-15 14:45:00	53101.3	24.79	28.19	24.79	28.19	10.000000
[Fri Mar 15 15:45:18.948 2024] 53111.296	99	2024-03-15 14:45:11	53111.3	24.79	28.19	24.79	28.19	9.000000
[Fri Mar 15 15:45:18.948 2024] 53121.536	99	2024-03-15 14:45:21	53121.5	24.78	28.19	24.78	28.20	10.000000
[Fri Mar 15 15:45:25.250 2024] 53131.520	99	2024-03-15 14:45:31	53131.5	24.76	28.20	24.76	28.20	10.000000
[Fri Mar 15 15:45:35.339 2024] 53141.504	99	2024-03-15 14:45:41	53141.5	24.74	28.20	24.74	28.21	9.000000
[Fri Mar 15 15:45:45.338 2024] 53151.488	99	2024-03-15 14:45:51	53151.5	24.73	28.22	24.73	28.22	10.000000
[Fri Mar 15 15:45:55.338 2024] 53161.472	99	2024-03-15 14:46:01	53161.5	24.74	28.20	24.74	28.20	10.000000
[Fri Mar 15 15:46:05.496 2024] 53171.456	99	2024-03-15 14:46:11	53171.7	24.74	28.19	24.74	28.19	10.000000
[Fri Mar 15 15:46:15.496 2024] 53181.696	99	2024-03-15 14:46:21	53181.7	24.76	28.17	24.76	28.18	9.000000
[Fri Mar 15 15:46:25.496 2024] 53191.680	99	2024-03-15 14:46:31	53191.7	24.76	28.17	24.76	28.18	10.000000
[Fri Mar 15 15:46:35.501 2024] 53201.664	99	2024-03-15 14:46:41	53201.7	24.76	28.19	24.75	28.19	10.000000
[Fri Mar 15 15:46:45.496 2024] 53211.648	99	2024-03-15 14:46:51	53211.6	24.76	28.19	24.77	28.19	9.000000
[Fri Mar 15 15:46:55.502 2024] 53221.632	99	2024-03-15 14:47:01	53221.6	24.75	28.19	24.75	28.19	10.000000
[Fri Mar 15 15:47:05.495 2024] 53231.616	99	2024-03-15 14:47:11	53231.6	24.73	28.19	24.73	28.19	10.000000
[Fri Mar 15 15:47:15.502 2024] 53241.600	99	2024-03-15 14:47:21	53241.6	24.73	28.19	24.73	28.19	9.000000
[Fri Mar 15 15:47:25.496 2024] 53251.584	99	2024-03-15 14:47:31	53251.6	24.70	28.19	24.70	28.19	10.000000
[Fri Mar 15 15:47:35.495 2024] 53261.568	99	2024-03-15 14:47:41	53261.6	24.70	28.19	24.70	28.19	10.000000
[Fri Mar 15 15:47:45.598 2024] 53271.552	99	2024-03-15 14:47:51	53271.8	24.70	28.19	24.70	28.19	9.000000
[Fri Mar 15 15:47:55.589 2024] 53281.792	99	2024-03-15 14:48:01	53281.8	24.70	28.17	24.71	28.18	10.000000
[Fri Mar 15 15:48:05.590 2024] 53291.776	99	2024-03-15 14:48:11	53291.8	24.73	28.16	24.72	28.16	10.000000
[Fri Mar 15 15:48:15.748 2024] 53301.760	99	2024-03-15 14:48:21	53302.0	24.71	28.16	24.71	28.16	10.000000
[Fri Mar 15 15:48:25.755 2024] 53312.000	99	2024-03-15 14:48:31	53312.0	24.70	28.15	24.70	28.16	9.000000
[Fri Mar 15 15:48:35.754 2024] 53321.984	99	2024-03-15 14:48:41	53322.0	24.73	28.15	24.73	28.15	10.000000
[Fri Mar 15 15:48:45.748 2024] 53331.968	99	2024-03-15 14:48:51	53332.0	24.76	28.15	24.76	28.15	10.000000
[Fri Mar 15 15:48:55.850 2024] 53341.952	99	2024-03-15 14:49:01	53342.0	24.75	28.16	24.75	28.16	9.000000
[Fri Mar 15 15:49:05.842 2024] 53351.936	99	2024-03-15 14:49:11	53351.9	24.75	28.16	24.75	28.16	10.000000
[Fri Mar 15 15:49:15.848 2024] 53361.920	99	2024-03-15 14:49:21	53361.9	24.75	28.17	24.75	28.17	10.000000
