timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-02-12T14:44:25,37.79,1612.98,15.25,2951.45,101.08,50.65,0.39,0.35,0.2723,635.2749,20.0000,44.48,13.67,991.12,70.11,36.65
2024-02-12T14:44:30,37.84,1613.66,15.25,2952.58,114.03,57.14,0.38,0.34,0.2726,635.9443,20.0000,44.50,13.68,991.11,70.11,36.65
2024-02-12T14:44:35,37.85,1612.91,15.24,2951.10,101.07,50.65,0.37,0.33,0.2726,636.0069,20.0000,44.52,13.69,991.11,70.10,36.65
2024-02-12T14:44:40,37.81,1613.72,15.29,2952.44,93.95,47.08,0.36,0.32,0.2724,635.4482,20.0000,44.55,13.70,991.10,88.06,46.04
2024-02-12T14:44:45,37.86,1613.55,15.28,2952.10,107.55,53.90,0.38,0.34,0.2726,635.9256,20.0000,44.57,13.71,991.12,79.09,41.35
2024-02-12T14:44:50,37.91,1612.65,15.29,2950.35,87.46,43.83,0.38,0.34,0.2729,636.4944,20.0000,44.60,13.72,991.13,62.01,32.42
2024-02-12T14:44:55,37.92,1612.68,15.29,2950.28,101.06,50.65,0.37,0.33,0.2728,636.2483,20.0000,44.61,13.73,991.12,70.10,36.65
2024-02-12T14:45:00,37.91,1612.66,15.31,2950.16,93.94,47.08,0.36,0.32,0.2728,636.1604,20.0000,44.62,13.74,991.13,79.08,41.35
2024-02-12T14:45:05,37.93,1612.27,15.31,2949.35,93.93,47.08,0.34,0.30,0.2729,636.3959,20.0000,44.64,13.75,991.13,70.09,36.65
2024-02-12T14:45:10,37.96,1612.33,15.32,2949.30,93.93,47.08,0.30,0.27,0.2730,636.5706,20.0000,44.68,13.76,991.11,87.15,45.57
2024-02-12T14:45:15,37.97,1612.26,15.34,2949.16,107.53,53.90,0.30,0.27,0.2730,636.6029,20.0000,44.70,13.76,991.10,70.09,36.65
2024-02-12T14:45:20,37.99,1612.72,15.34,2949.89,107.53,53.90,0.32,0.29,0.2728,636.1781,20.0000,44.72,13.78,991.13,70.08,36.65
2024-02-12T14:45:25,38.02,1612.96,15.35,2950.17,93.92,47.08,0.35,0.31,0.2732,637.1698,20.0000,44.73,13.79,991.12,70.08,36.65
2024-02-12T14:45:30,38.03,1612.86,15.38,2949.88,93.91,47.08,0.43,0.39,0.2734,637.4526,20.0000,44.74,13.80,991.12,87.13,45.57
2024-02-12T14:45:35,38.03,1613.05,15.37,2950.32,113.99,57.14,0.42,0.38,0.2733,637.2543,20.0000,44.75,13.78,991.07,79.07,41.35
2024-02-12T14:45:40,38.05,1612.91,15.39,2949.82,93.91,47.08,0.45,0.40,0.2735,637.6352,20.0000,44.77,13.82,991.13,96.12,50.27
2024-02-12T14:45:45,38.01,1612.56,15.38,2949.17,106.86,53.57,0.43,0.38,0.2735,637.7433,20.0000,44.78,13.82,991.13,61.99,32.42
2024-02-12T14:45:50,38.06,1612.50,15.43,2948.84,100.38,50.33,0.40,0.36,0.2735,637.5974,20.0000,44.78,13.84,991.13,70.07,36.65
2024-02-12T14:45:55,38.07,1611.54,15.39,2947.00,100.38,50.33,0.41,0.36,0.2734,637.4222,20.0000,44.79,13.84,991.10,79.05,41.35
2024-02-12T14:46:00,38.09,1612.30,15.41,2948.39,93.90,47.08,0.41,0.36,0.2736,637.8333,20.0000,44.81,13.85,991.13,79.05,41.35
2024-02-12T14:46:05,38.06,1612.99,15.45,2949.53,101.02,50.65,0.41,0.37,0.2738,638.4022,20.0000,44.82,13.87,991.16,70.06,36.65
2024-02-12T14:46:10,38.08,1614.38,15.46,2952.08,93.90,47.08,0.37,0.33,0.2735,637.6674,20.0000,44.82,13.87,991.16,79.05,41.35
2024-02-12T14:46:15,38.07,1613.96,15.46,2951.15,93.89,47.08,0.34,0.30,0.2737,638.0917,20.0000,44.82,13.89,991.18,61.97,32.42
2024-02-12T14:46:20,38.09,1613.71,15.50,2950.59,113.95,57.14,0.30,0.27,0.2737,638.0627,20.0000,44.82,13.90,991.17,79.04,41.35
2024-02-12T14:46:25,38.09,1613.63,15.49,2950.20,93.88,47.08,0.27,0.24,0.2740,638.5766,20.0000,44.83,13.91,991.13,44.92,23.50
2024-02-12T14:46:30,38.08,1613.65,15.53,2950.28,87.40,43.83,0.29,0.26,0.2736,637.8765,20.0000,44.82,13.92,991.18,87.10,45.57
2024-02-12T14:46:35,38.12,1614.08,15.52,2950.85,93.87,47.08,0.37,0.33,0.2736,637.7117,20.0000,44.81,13.93,991.14,87.10,45.57
2024-02-12T14:46:40,38.03,1613.39,15.50,2949.41,107.47,53.90,0.35,0.31,0.2737,637.9976,20.0000,44.83,13.95,991.15,87.99,46.04
2024-02-12T14:46:45,38.10,1614.53,15.52,2951.48,113.93,57.14,0.35,0.31,0.2738,638.0446,20.0000,44.84,13.96,991.18,79.03,41.35
2024-02-12T14:46:50,38.09,1614.53,15.56,2951.28,100.34,50.33,0.30,0.27,0.2739,638.3501,20.0000,44.83,13.97,991.15,61.96,32.42
2024-02-12T14:46:55,38.08,1614.69,15.57,2951.54,107.46,53.90,0.35,0.31,0.2738,638.1599,20.0000,44.83,13.98,991.17,70.04,36.65
2024-02-12T14:47:00,38.08,1614.41,15.59,2950.91,113.91,57.14,0.39,0.34,0.2739,638.4043,20.0000,44.82,13.99,991.17,79.02,41.35
2024-02-12T14:47:05,38.05,1614.44,15.59,2950.83,121.04,60.72,0.38,0.34,0.2738,638.0921,20.0000,44.83,14.01,991.19,87.08,45.57
2024-02-12T14:47:10,38.09,1613.55,15.59,2949.01,93.85,47.08,0.39,0.34,0.2739,638.2592,20.0000,44.82,14.02,991.16,70.03,36.65
2024-02-12T14:47:15,38.06,1613.67,15.60,2949.09,113.89,57.14,0.36,0.32,0.2740,638.3374,20.0000,44.82,14.03,991.15,70.02,36.65
2024-02-12T14:47:20,38.06,1613.22,15.62,2948.22,113.89,57.14,0.35,0.31,0.2742,638.8602,20.0000,44.81,14.04,991.17,70.92,37.12
2024-02-12T14:47:25,38.08,1613.55,15.65,2948.83,86.73,43.51,0.40,0.36,0.2742,638.8236,20.0000,44.80,14.05,991.20,70.02,36.65
2024-02-12T14:47:30,38.07,1614.13,15.65,2949.76,80.24,40.26,0.40,0.35,0.2745,639.4717,20.0000,44.80,14.06,991.19,70.02,36.65
2024-02-12T14:47:35,38.09,1613.74,15.65,2948.98,87.36,43.83,0.38,0.33,0.2746,639.6852,20.0000,44.81,14.07,991.21,79.00,41.35
2024-02-12T14:47:40,38.10,1613.46,15.66,2948.31,107.42,53.90,0.37,0.33,0.2742,638.8700,20.0000,44.81,14.08,991.19,52.97,27.73
2024-02-12T14:47:45,38.04,1614.02,15.67,2949.22,100.30,50.33,0.42,0.37,0.2745,639.5226,20.0000,44.81,14.09,991.18,61.93,32.42
2024-02-12T14:47:50,38.07,1614.85,15.69,2950.64,107.41,53.90,0.38,0.34,0.2748,640.1352,20.0000,44.81,14.10,991.18,96.03,50.27
2024-02-12T14:47:55,38.07,1616.65,15.70,2953.89,107.41,53.90,0.43,0.38,0.2747,639.8571,20.0000,44.80,14.11,991.20,61.93,32.42
2024-02-12T14:48:00,38.08,1617.64,15.69,2955.63,100.93,50.65,0.44,0.39,0.2746,639.7628,20.0000,44.80,14.12,991.22,61.93,32.42
2024-02-12T14:48:05,38.07,1617.59,15.70,2955.39,93.82,47.08,0.46,0.41,0.2748,640.1095,20.0000,44.81,14.14,991.24,78.98,41.35
2024-02-12T14:48:10,38.06,1616.97,15.73,2954.18,113.86,57.14,0.48,0.43,0.2748,640.0116,20.0000,44.84,14.15,991.24,70.00,36.65
2024-02-12T14:48:15,38.08,1617.37,15.77,2954.77,87.33,43.83,0.41,0.37,0.2750,640.5292,20.0000,44.85,14.16,991.23,78.98,41.35
2024-02-12T14:48:20,38.08,1616.66,15.76,2953.52,93.81,47.08,0.40,0.35,0.2750,640.5482,20.0000,44.84,14.17,991.28,70.00,36.65
2024-02-12T14:48:25,38.07,1616.32,15.79,2952.66,106.73,53.57,0.38,0.33,0.2751,640.6405,20.0000,44.84,14.18,991.23,69.99,36.65
2024-02-12T14:48:30,38.11,1615.35,15.80,2950.85,93.80,47.08,0.32,0.28,0.2750,640.5581,20.0000,44.85,14.19,991.26,78.97,41.35
2024-02-12T14:48:35,38.10,1615.91,15.83,2951.64,107.38,53.90,0.27,0.24,0.2750,640.4131,20.0000,44.88,14.20,991.21,69.99,36.65
2024-02-12T14:48:40,38.10,1615.23,15.82,2950.31,107.38,53.90,0.28,0.25,0.2749,640.1364,20.0000,44.88,14.22,991.25,69.99,36.65
2024-02-12T14:48:45,38.11,1615.21,15.83,2950.18,100.26,50.33,0.29,0.25,0.2752,640.8834,20.0000,44.89,14.22,991.22,78.96,41.35
2024-02-12T14:48:50,38.08,1615.14,15.86,2949.90,100.26,50.33,0.28,0.24,0.2752,640.9059,20.0000,44.89,14.23,991.20,87.91,46.04
2024-02-12T14:48:55,38.10,1615.06,15.84,2949.46,100.25,50.33,0.29,0.26,0.2754,641.3105,20.0000,44.90,14.26,991.22,78.95,41.35
2024-02-12T14:49:00,38.11,1614.57,15.89,2948.57,106.70,53.57,0.26,0.23,0.2756,641.7426,20.0000,44.90,14.27,991.25,61.90,32.42
2024-02-12T14:49:05,38.14,1615.37,15.90,2949.90,120.28,60.39,0.23,0.20,0.2756,641.6447,20.0000,44.91,14.28,991.24,78.94,41.35
2024-02-12T14:49:10,38.16,1615.11,15.90,2949.33,93.77,47.08,0.21,0.19,0.2756,641.5802,20.0000,44.92,14.29,991.24,78.94,41.35
2024-02-12T14:49:15,38.14,1615.27,15.90,2949.60,93.77,47.08,0.22,0.19,0.2758,642.0325,20.0000,44.93,14.30,991.27,27.83,14.58
2024-02-12T14:49:20,38.18,1614.14,15.92,2947.50,106.69,53.57,0.27,0.24,0.2758,642.1278,20.0000,44.93,14.31,991.29,87.89,46.04
2024-02-12T14:49:25,38.14,1613.33,15.93,2945.76,93.76,47.08,0.31,0.27,0.2759,642.2857,20.0000,44.93,14.32,991.24,70.86,37.12
2024-02-12T14:49:30,38.15,1613.39,15.96,2945.85,93.76,47.08,0.40,0.35,0.2757,641.6941,20.0000,44.93,14.34,991.30,70.86,37.12
2024-02-12T14:49:35,38.17,1613.20,15.96,2945.35,113.78,57.14,0.46,0.41,0.2758,642.1055,20.0000,44.93,14.35,991.28,61.88,32.42
2024-02-12T14:49:40,38.17,1613.63,15.97,2946.06,100.22,50.33,0.43,0.38,0.2761,642.7131,20.0000,44.95,14.36,991.29,61.88,32.42
2024-02-12T14:49:45,38.20,1612.78,15.96,2944.22,93.74,47.08,0.42,0.37,0.2759,642.1414,20.0000,44.96,14.38,991.26,69.95,36.65
2024-02-12T14:49:50,38.22,1612.62,16.00,2943.77,93.73,47.08,0.39,0.35,0.2756,641.3087,20.0000,44.97,14.39,991.25,78.91,41.35
2024-02-12T14:49:55,38.17,1612.82,16.03,2944.06,113.76,57.14,0.32,0.28,0.2759,642.1831,20.0000,44.98,14.40,991.26,78.91,41.35
2024-02-12T14:50:00,38.22,1612.91,16.03,2944.18,93.73,47.08,0.27,0.24,0.2762,642.8042,20.0000,44.98,14.41,991.27,87.86,46.04
2024-02-12T14:50:05,38.25,1612.36,16.04,2942.99,79.49,39.93,0.24,0.22,0.2762,642.6721,20.0000,45.01,14.43,991.28,53.81,28.20
2024-02-12T14:50:10,38.14,1612.43,16.07,2943.04,113.75,57.14,0.26,0.23,0.2762,642.7095,20.0000,45.03,14.44,991.29,69.93,36.65
2024-02-12T14:50:15,38.22,1612.97,16.08,2943.85,93.72,47.08,0.24,0.22,0.2761,642.4095,20.0000,45.03,14.45,991.26,87.85,46.04
2024-02-12T14:50:20,38.19,1612.74,16.08,2943.44,100.82,50.65,0.22,0.19,0.2763,642.8151,20.0000,45.03,14.46,991.30,78.90,41.35
2024-02-12T14:50:25,38.22,1613.63,16.08,2944.89,93.71,47.08,0.21,0.19,0.2767,643.8278,20.0000,45.04,14.48,991.31,69.93,36.65
2024-02-12T14:50:30,38.22,1614.19,16.10,2945.84,106.63,53.57,0.23,0.20,0.2767,643.8332,20.0000,45.03,14.48,991.29,60.96,31.95
2024-02-12T14:50:35,38.21,1613.53,16.11,2944.40,86.60,43.51,0.21,0.19,0.2769,644.2356,20.0000,45.04,14.50,991.28,69.92,36.65
2024-02-12T14:50:40,38.20,1613.90,16.15,2944.97,100.17,50.33,0.21,0.19,0.2768,644.0537,20.0000,45.03,14.51,991.27,60.95,31.95
2024-02-12T14:50:45,38.20,1613.93,16.14,2944.78,93.69,47.08,0.23,0.21,0.2765,643.3139,20.0000,45.01,14.53,991.26,70.81,37.12
2024-02-12T14:50:50,38.19,1612.68,16.18,2942.52,86.59,43.51,0.31,0.28,0.2768,643.8634,20.0000,45.03,14.53,991.27,61.84,32.42
2024-02-12T14:50:55,38.26,1612.02,16.18,2941.19,87.22,43.83,0.34,0.30,0.2767,643.6851,20.0000,45.03,14.55,991.30,61.84,32.42
2024-02-12T14:51:00,38.22,1611.77,16.20,2940.63,87.22,43.83,0.34,0.30,0.2768,643.8132,21.0000,45.05,14.56,991.29,61.84,32.42
2024-02-12T14:51:05,38.23,1613.16,16.22,2943.04,100.15,50.33,0.29,0.26,0.2768,643.8316,20.0000,45.05,14.57,991.29,70.80,37.12
2024-02-12T14:51:10,38.18,1613.38,16.22,2943.31,100.14,50.33,0.27,0.24,0.2769,644.0210,20.0000,45.06,14.59,991.32,61.83,32.42
2024-02-12T14:51:15,38.23,1613.50,16.21,2943.45,86.57,43.51,0.37,0.33,0.2771,644.4017,21.0000,45.06,14.60,991.32,61.83,32.42
2024-02-12T14:51:20,38.24,1613.44,16.25,2943.36,100.14,50.33,0.48,0.42,0.2770,644.3627,21.0000,45.07,14.61,991.36,61.83,32.42
2024-02-12T14:51:25,38.25,1614.00,16.25,2944.27,100.14,50.33,0.81,0.72,0.2771,644.5399,21.0000,45.07,14.62,991.36,61.83,32.42
2024-02-12T14:51:30,38.25,1613.61,16.28,2943.27,87.19,43.83,0.78,0.69,0.2772,644.7245,21.0000,45.07,14.64,991.33,61.82,32.42
2024-02-12T14:51:35,38.25,1613.94,16.28,2943.75,87.19,43.83,0.67,0.59,0.2771,644.4260,21.0000,45.06,14.65,991.32,69.89,36.65
2024-02-12T14:51:40,38.26,1614.55,16.31,2944.86,100.12,50.33,0.59,0.52,0.2773,644.7589,20.0000,45.05,14.66,991.36,69.89,36.65
2024-02-12T14:51:45,38.26,1615.12,16.32,2945.80,93.65,47.08,0.51,0.45,0.2774,645.1546,21.0000,45.06,14.67,991.36,78.85,41.35
2024-02-12T14:51:50,38.23,1615.03,16.31,2945.46,106.56,53.57,0.64,0.56,0.2771,644.3615,21.0000,45.07,14.69,991.37,69.88,36.65
2024-02-12T14:51:55,38.24,1614.75,16.32,2944.85,100.11,50.33,0.63,0.56,0.2775,645.2603,21.0000,45.07,14.70,991.37,52.87,27.73
2024-02-12T14:52:00,38.22,1614.42,16.36,2944.18,93.64,47.08,0.60,0.53,0.2775,645.1889,21.0000,45.08,14.71,991.38,61.81,32.42
2024-02-12T14:52:05,38.25,1615.02,16.38,2945.15,100.10,50.33,0.56,0.49,0.2781,646.6538,21.0000,45.07,14.72,991.38,61.81,32.42
2024-02-12T14:52:10,38.25,1614.98,16.39,2944.96,100.10,50.33,0.46,0.40,0.2783,646.9330,21.0000,45.07,14.73,991.37,61.81,32.42
2024-02-12T14:52:15,38.26,1615.58,16.38,2945.88,100.09,50.33,0.35,0.31,0.2782,646.7188,21.0000,45.08,14.75,991.38,61.80,32.42
2024-02-12T14:52:20,38.26,1615.44,16.41,2945.48,87.16,43.83,0.30,0.26,0.2781,646.5078,21.0000,45.07,14.76,991.37,78.82,41.35
2024-02-12T14:52:25,38.27,1615.23,16.42,2945.09,87.16,43.83,0.30,0.27,0.2779,645.9472,21.0000,45.07,14.76,991.36,69.86,36.65
2024-02-12T14:52:30,38.25,1614.87,16.42,2944.46,107.19,53.90,0.33,0.29,0.2781,646.4155,21.0000,45.05,14.78,991.44,70.76,37.12
2024-02-12T14:52:35,38.24,1614.86,16.47,2944.18,107.18,53.90,0.39,0.35,0.2778,645.7256,21.0000,45.06,14.80,991.42,61.79,32.42
2024-02-12T14:52:40,38.24,1614.07,16.45,2942.56,107.17,53.90,0.44,0.39,0.2779,645.8294,21.0000,45.05,14.81,991.39,70.75,37.12
2024-02-12T14:52:45,38.22,1615.31,16.47,2944.76,93.61,47.08,0.49,0.43,0.2778,645.5611,21.0000,45.04,14.82,991.40,52.85,27.73
2024-02-12T14:52:50,38.19,1615.04,16.49,2944.05,93.60,47.08,0.46,0.40,0.2779,645.9277,21.0000,45.04,14.83,991.37,69.85,36.65
2024-02-12T14:52:55,38.20,1615.91,16.49,2945.62,167.84,84.42,0.42,0.37,0.2782,646.6346,21.0000,45.04,14.84,991.40,27.79,14.58
2024-02-12T14:53:00,38.18,1615.78,16.51,2945.22,113.60,57.14,0.43,0.38,0.2781,646.3445,21.0000,45.05,14.86,991.41,78.80,41.35
2024-02-12T14:53:05,38.17,1615.10,16.54,2943.93,100.06,50.33,0.54,0.47,0.2781,646.2471,21.0000,45.05,14.86,991.39,69.84,36.65
2024-02-12T14:53:10,38.19,1615.62,16.54,2944.60,100.05,50.33,0.53,0.47,0.2780,645.9261,21.0000,45.07,14.88,991.37,86.83,45.57
2024-02-12T14:53:15,38.23,1615.46,16.54,2944.30,100.05,50.33,0.48,0.42,0.2786,647.2757,21.0000,45.06,14.89,991.40,87.72,46.04
2024-02-12T14:53:20,38.21,1615.24,16.58,2943.80,93.58,47.08,0.42,0.37,0.2785,647.1100,21.0000,45.08,14.90,991.40,78.79,41.35
2024-02-12T14:53:25,38.20,1616.08,16.58,2945.21,113.57,57.14,0.35,0.31,0.2782,646.5022,21.0000,45.07,14.91,991.39,61.77,32.42
2024-02-12T14:53:30,38.21,1616.25,16.58,2945.28,93.57,47.08,0.27,0.24,0.2786,647.2624,21.0000,45.06,14.93,991.39,70.72,37.12
2024-02-12T14:53:35,38.23,1616.65,16.59,2945.96,93.57,47.08,0.23,0.21,0.2783,646.5751,21.0000,45.07,14.94,991.40,44.77,23.50
2024-02-12T14:53:40,38.20,1617.34,16.63,2947.21,100.03,50.33,0.20,0.18,0.2786,647.3192,21.0000,45.06,14.95,991.44,61.76,32.42
2024-02-12T14:53:45,38.18,1618.23,16.62,2948.52,80.01,40.26,0.18,0.16,0.2788,647.6603,21.0000,45.07,14.97,991.40,53.72,28.20
2024-02-12T14:53:50,38.20,1618.52,16.65,2949.01,80.01,40.26,0.17,0.15,0.2786,647.2662,21.0000,45.05,14.98,991.42,44.76,23.50
2024-02-12T14:53:55,38.19,1618.28,16.63,2948.49,93.56,47.08,0.21,0.18,0.2788,647.6083,21.0000,45.06,14.99,991.43,61.75,32.42
2024-02-12T14:54:00,38.19,1618.32,16.66,2948.48,100.01,50.33,0.30,0.26,0.2787,647.3547,21.0000,45.05,15.00,991.43,70.70,37.12
2024-02-12T14:54:05,38.22,1619.34,16.68,2950.15,93.55,47.08,0.27,0.24,0.2785,646.9597,21.0000,45.07,15.02,991.44,70.70,37.12
2024-02-12T14:54:10,38.24,1618.81,16.69,2949.19,100.01,50.33,0.30,0.26,0.2785,646.7707,21.0000,45.07,15.02,991.44,62.64,32.89
2024-02-12T14:54:15,38.17,1618.55,16.70,2948.67,93.55,47.08,0.30,0.27,0.2786,647.1131,21.0000,45.08,15.03,991.46,44.76,23.50
2024-02-12T14:54:20,38.24,1619.08,16.70,2949.41,93.54,47.08,0.28,0.25,0.2788,647.4411,21.0000,45.09,15.04,991.42,70.69,37.12
2024-02-12T14:54:25,38.21,1619.07,16.72,2949.34,93.54,47.08,0.31,0.28,0.2788,647.5562,21.0000,45.08,15.05,991.43,78.75,41.35
2024-02-12T14:54:30,38.22,1618.67,16.73,2948.43,99.99,50.33,0.35,0.31,0.2790,647.9676,21.0000,45.08,15.06,991.41,78.74,41.35
2024-02-12T14:54:35,38.25,1618.71,16.76,2948.55,99.99,50.33,0.37,0.33,0.2793,648.6494,21.0000,45.08,15.07,991.46,61.74,32.42
2024-02-12T14:54:40,38.23,1617.44,16.77,2945.96,99.98,50.33,0.42,0.37,0.2790,647.8140,21.0000,45.07,15.09,991.44,53.70,28.20
2024-02-12T14:54:45,38.20,1617.76,16.76,2946.62,93.53,47.08,0.43,0.38,0.2792,648.2601,21.0000,45.08,15.09,991.46,78.74,41.35
2024-02-12T14:54:50,38.17,1617.56,16.76,2946.01,93.52,47.08,0.47,0.41,0.2796,649.2315,21.0000,45.07,15.11,991.45,78.73,41.35
2024-02-12T14:54:55,38.22,1617.53,16.80,2945.88,93.52,47.08,0.45,0.40,0.2796,649.3255,21.0000,45.07,15.12,991.46,61.73,32.42
2024-02-12T14:55:00,38.23,1617.65,16.80,2946.03,99.97,50.33,0.41,0.36,0.2798,649.5842,21.0000,45.06,15.13,991.47,61.73,32.42
2024-02-12T14:55:05,38.14,1618.53,16.82,2947.41,99.96,50.33,0.39,0.35,0.2799,649.7708,21.0000,45.07,15.15,991.46,87.65,46.04
2024-02-12T14:55:10,38.21,1619.28,16.83,2948.59,99.96,50.33,0.37,0.33,0.2791,647.8539,21.0000,45.07,15.16,991.43,35.79,18.80
2024-02-12T14:55:15,38.21,1620.23,16.87,2950.38,92.85,46.75,0.31,0.27,0.2791,647.9014,21.0000,45.10,15.17,991.49,61.72,32.42
2024-02-12T14:55:20,38.17,1619.94,16.88,2949.62,86.41,43.51,0.28,0.25,0.2794,648.6747,21.0000,45.11,15.18,991.44,61.71,32.42
2024-02-12T14:55:25,38.22,1619.68,16.88,2949.05,99.95,50.33,0.26,0.23,0.2796,649.0838,21.0000,45.11,15.19,991.45,61.71,32.42
2024-02-12T14:55:30,38.21,1620.13,16.90,2949.76,93.49,47.08,0.27,0.24,0.2799,649.6171,21.0000,45.12,15.20,991.44,44.73,23.50
2024-02-12T14:55:35,38.23,1620.42,16.91,2950.25,93.49,47.08,0.26,0.23,0.2803,650.6407,21.0000,45.12,15.21,991.47,44.73,23.50
2024-02-12T14:55:40,38.19,1620.52,16.91,2950.33,93.48,47.08,0.21,0.19,0.2797,649.1333,21.0000,45.12,15.23,991.50,44.73,23.50
2024-02-12T14:55:45,38.24,1620.89,16.97,2950.95,93.48,47.08,0.18,0.16,0.2798,649.5094,21.0000,45.11,15.24,991.52,52.78,27.73
2024-02-12T14:55:50,38.24,1620.56,16.96,2950.25,93.48,47.08,0.19,0.17,0.2796,648.9769,21.0000,45.13,15.25,991.51,61.70,32.42
2024-02-12T14:55:55,38.23,1619.81,16.97,2948.78,93.48,47.08,0.22,0.19,0.2800,649.9179,21.0000,45.13,15.26,991.52,61.70,32.42
2024-02-12T14:56:00,38.22,1620.05,16.97,2948.98,93.47,47.08,0.34,0.30,0.2801,649.9537,21.0000,45.14,15.27,991.47,61.70,32.42
2024-02-12T14:56:05,38.23,1619.62,16.97,2948.00,107.00,53.90,0.33,0.29,0.2799,649.6277,21.0000,45.15,15.29,991.48,61.69,32.42
2024-02-12T14:56:10,38.27,1619.18,17.00,2947.11,87.01,43.83,0.33,0.29,0.2803,650.5635,21.0000,45.15,15.30,991.48,52.77,27.73
2024-02-12T14:56:15,38.23,1618.93,17.00,2946.62,99.91,50.33,0.35,0.31,0.2801,650.0625,21.0000,45.16,15.31,991.50,44.72,23.50
2024-02-12T14:56:20,38.26,1619.87,17.00,2948.18,99.91,50.33,0.34,0.31,0.2803,650.4933,21.0000,45.18,15.32,991.49,52.76,27.73
2024-02-12T14:56:25,38.25,1620.01,17.02,2948.39,99.90,50.33,0.32,0.29,0.2805,650.9334,21.0000,45.18,15.33,991.50,70.63,37.12
2024-02-12T14:56:30,38.22,1619.18,17.06,2946.79,106.33,53.57,0.32,0.28,0.2803,650.3651,21.0000,45.18,15.34,991.51,70.63,37.12
2024-02-12T14:56:35,38.30,1618.89,17.04,2946.23,99.90,50.33,0.36,0.32,0.2805,650.8409,21.0000,45.20,15.35,991.53,70.62,37.12
2024-02-12T14:56:40,38.29,1619.54,17.06,2947.19,72.82,36.69,0.36,0.32,0.2809,651.8208,21.0000,45.19,15.37,991.53,70.62,37.12
2024-02-12T14:56:45,38.30,1620.01,17.07,2948.08,99.89,50.33,0.39,0.35,0.2808,651.5720,21.0000,45.20,15.37,991.53,70.62,37.12
2024-02-12T14:56:50,38.31,1619.87,17.10,2947.72,99.89,50.33,0.43,0.38,0.2806,650.9448,21.0000,45.22,15.38,991.53,52.75,27.73
2024-02-12T14:56:55,38.28,1620.61,17.11,2948.88,99.88,50.33,0.51,0.45,0.2808,651.4286,21.0000,45.22,15.40,991.54,52.75,27.73
2024-02-12T14:57:00,38.27,1620.54,17.13,2948.60,93.43,47.08,0.50,0.45,0.2804,650.5297,21.0000,45.23,15.41,991.52,87.58,46.04
2024-02-12T14:57:05,38.28,1620.52,17.14,2948.50,99.88,50.33,0.46,0.42,0.2809,651.5134,21.0000,45.23,15.43,991.57,44.70,23.50
2024-02-12T14:57:10,38.28,1621.19,17.14,2949.74,105.67,53.25,0.44,0.39,0.2808,651.3682,21.0000,45.24,15.43,991.58,53.64,28.20
2024-02-12T14:57:15,38.34,1621.51,17.15,2950.06,100.50,50.65,0.41,0.36,0.2809,651.4650,21.0000,45.26,15.45,991.56,61.66,32.42
2024-02-12T14:57:20,38.33,1622.72,17.20,2952.19,86.33,43.51,0.35,0.32,0.2811,652.0829,21.0000,45.27,15.46,991.57,44.70,23.50
2024-02-12T14:57:25,38.37,1622.40,17.21,2951.51,86.33,43.51,0.29,0.26,0.2815,652.8282,21.0000,45.26,15.47,991.57,61.66,32.42
2024-02-12T14:57:30,38.34,1622.18,17.18,2950.94,86.33,43.51,0.29,0.26,0.2813,652.4404,21.0000,45.26,15.49,991.59,61.66,32.42
2024-02-12T14:57:35,38.33,1622.10,17.21,2950.75,99.86,50.33,0.26,0.23,0.2813,652.3232,21.0000,45.27,15.49,991.57,61.65,32.42
2024-02-12T14:57:40,38.32,1621.62,17.23,2949.74,113.36,57.14,0.24,0.22,0.2817,653.1934,21.0000,45.28,15.50,991.55,61.65,32.42
2024-02-12T14:57:45,38.30,1620.81,17.21,2948.15,93.40,47.08,0.23,0.21,0.2813,652.4114,21.0000,45.28,15.51,991.55,44.69,23.50
2024-02-12T14:57:50,38.35,1621.14,17.24,2948.51,99.84,50.33,0.24,0.21,0.2813,652.2734,21.0000,45.29,15.53,991.54,61.64,32.42
2024-02-12T14:57:55,38.32,1620.88,17.25,2948.05,93.39,47.08,0.40,0.36,0.2817,653.1179,21.0000,45.29,15.53,991.54,70.58,37.12
2024-02-12T14:58:00,38.36,1620.38,17.30,2946.97,106.26,53.57,0.41,0.37,0.2820,653.8283,21.0000,45.29,15.54,991.52,78.62,41.35
2024-02-12T14:58:05,38.36,1620.23,17.27,2946.66,86.30,43.51,0.42,0.37,0.2819,653.6381,21.0000,45.30,15.56,991.58,61.64,32.42
2024-02-12T14:58:10,38.31,1620.65,17.30,2947.16,92.72,46.75,0.38,0.34,0.2817,653.0428,21.0000,45.30,15.57,991.52,61.63,32.42
2024-02-12T14:58:15,38.34,1619.82,17.30,2945.59,86.29,43.51,0.37,0.33,0.2819,653.4558,21.0000,45.30,15.58,991.54,70.57,37.12
