timestamp(UTC),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetBME280-HPA(hPa),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB_ug,NetPid_P1-PPB(ppm),NetPid_P1-TEMP(°C),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_NO2-NO2(ppb),NetADC_NO2-NO2_ug,NetCO2-HUM(%),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetCO2-CO2(ppm)
2024-02-05T01:00:00,32.11,28.28,999.46,42.54,23.51,0.23,0.23,366.8347,0.1613,28.9222,75.38,38.74,30.97,57.76,37.36,24.82,912.44,511.46
2024-02-05T02:00:00,19.04,16.77,999.53,42.61,23.46,0.22,0.22,363.1978,0.1596,28.9167,78.77,40.48,32.15,59.98,37.38,24.80,915.12,512.85
2024-02-05T03:00:00,12.97,11.42,999.50,42.63,23.45,0.20,0.20,360.1115,0.1583,28.8861,79.14,40.67,32.65,60.91,37.40,24.80,905.99,507.73
2024-02-05T04:00:00,8.30,7.31,999.53,42.67,23.45,0.18,0.18,358.6286,0.1576,28.8958,79.09,40.64,32.26,60.19,37.43,24.80,917.90,514.38
2024-02-05T05:00:00,5.10,4.49,999.76,42.62,23.48,0.18,0.18,356.5049,0.1567,28.9472,78.09,40.12,32.37,60.40,37.39,24.82,915.46,512.94
2024-02-05T06:00:00,4.60,4.05,1000.01,42.50,23.57,0.17,0.17,355.7232,0.1563,28.9972,78.66,40.41,31.85,59.42,37.31,24.90,900.68,504.70
2024-02-05T07:00:00,1.40,1.23,1000.46,42.66,23.50,0.17,0.17,356.7575,0.1567,28.9556,79.54,40.84,32.95,61.52,37.41,24.85,894.35,500.81
2024-02-05T08:00:00,-57.72,-50.50,1000.73,43.42,22.85,1.25,1.15,312.2898,0.1369,28.2128,96.06,49.18,34.70,64.95,37.85,24.27,895.61,500.26
2024-02-05T09:00:00,-96.37,-84.32,1001.03,45.16,22.19,2.74,2.20,277.7759,0.1214,27.5338,90.28,46.11,33.62,63.08,39.51,23.50,977.43,544.60
2024-02-06T10:00:00,4507.97,3936.01,998.24,55.13,21.13,3.23,2.24,575.4078,0.2511,23.3333,79.45,40.56,34.84,65.42,49.38,22.03,2106.29,1172.72
2024-02-06T11:00:00,1241.38,1096.43,998.01,47.47,23.94,3.77,2.36,455.9034,0.2010,28.6474,56.15,28.93,21.24,39.53,42.06,25.26,2434.47,1368.65
2024-02-06T12:00:00,1443.56,1273.61,997.47,46.55,23.44,1.62,1.16,486.9207,0.2145,28.0625,64.01,32.96,26.21,48.79,41.15,24.72,2703.49,1518.09
2024-02-06T13:00:00,1016.86,850.23,996.99,32.68,5.46,0.75,0.63,475.8214,0.1970,11.7330,85.72,40.60,45.09,91.09,27.51,7.14,2920.46,1538.46
2024-02-06T14:00:00,1342.79,1147.73,996.36,65.88,11.70,0.81,0.71,563.4376,0.2385,16.9666,102.29,50.39,30.62,59.87,55.39,13.25,3535.35,1913.99
2024-02-06T15:00:00,1239.34,1097.19,995.82,49.21,23.98,0.40,0.35,480.5679,0.2124,29.1766,44.58,23.04,18.47,34.27,43.49,25.30,3500.78,1972.60
2024-02-06T16:00:00,1243.29,1103.57,995.34,47.26,24.59,0.43,0.38,487.3811,0.2160,30.0000,62.44,32.34,25.56,47.29,42.13,25.79,3296.55,1862.27
2024-02-06T17:00:00,1272.71,1131.19,994.98,46.65,24.88,0.39,0.36,492.7257,0.2186,30.0000,66.72,34.61,27.74,51.27,41.78,26.00,3138.97,1775.64
2024-02-06T18:00:00,1280.50,1140.30,994.55,45.73,25.32,0.35,0.33,496.1686,0.2206,30.0000,70.59,36.68,28.74,53.02,41.39,26.26,2996.45,1698.27
2024-02-06T19:00:00,1279.70,1139.76,993.96,46.11,25.20,0.33,0.32,497.0596,0.2210,30.0000,71.78,37.31,30.00,55.34,41.49,26.24,2862.69,1622.72
2024-02-06T20:00:00,1269.36,1130.68,993.41,46.47,25.06,0.30,0.30,496.6920,0.2209,30.0000,72.64,37.76,29.55,54.49,41.58,26.21,2746.34,1556.93
2024-02-06T21:00:00,1254.62,1117.51,993.23,46.61,25.00,0.31,0.31,495.8049,0.2205,30.0000,71.89,37.37,29.78,54.92,41.65,26.17,2625.11,1488.15
2024-02-06T22:00:00,1244.43,1108.85,992.79,46.60,24.98,0.28,0.28,495.1266,0.2202,30.0000,72.29,37.59,29.61,54.58,41.63,26.15,2523.95,1431.34
2024-02-06T23:00:00,1232.22,1098.52,992.34,46.48,24.99,0.32,0.32,494.0692,0.2199,30.0000,72.40,37.66,29.37,54.12,41.53,26.16,2437.31,1382.90
2024-02-07T00:00:00,1231.20,1098.11,991.74,46.50,24.95,0.29,0.29,493.7520,0.2198,30.0000,72.93,37.95,29.98,55.21,41.48,26.14,2336.70,1326.42
2024-02-07T01:00:00,1217.73,1086.83,991.03,46.40,24.93,0.29,0.29,492.1492,0.2193,30.0000,71.42,37.20,29.10,53.56,41.38,26.14,2254.17,1280.43
2024-02-07T02:00:00,1201.08,1072.86,990.17,46.34,24.92,0.30,0.30,490.4397,0.2187,30.0000,72.13,37.60,29.84,54.88,41.31,26.13,2172.56,1235.10
2024-02-07T03:00:00,1188.46,1062.48,989.35,46.23,24.93,0.32,0.32,489.0143,0.2182,30.0000,72.31,37.72,30.14,55.38,41.20,26.14,2097.21,1193.28
2024-02-07T04:00:00,1184.29,1059.63,988.55,46.08,24.93,0.31,0.31,488.3139,0.2181,30.0000,72.43,37.82,30.32,55.66,41.05,26.15,2045.66,1164.90
2024-02-07T05:00:00,1171.57,1048.88,987.85,45.99,24.90,0.30,0.30,487.2233,0.2178,30.0000,72.51,37.88,29.72,54.52,40.95,26.13,1983.71,1130.31
2024-02-07T06:00:00,1157.99,1036.14,988.37,45.89,24.89,0.31,0.31,486.2241,0.2172,30.0000,72.42,37.81,30.13,55.31,40.85,26.13,1931.76,1100.09
2024-02-07T07:00:00,1157.80,1034.61,989.69,45.85,24.90,0.32,0.32,487.4111,0.2174,30.0000,73.11,38.13,30.71,56.45,40.84,26.13,1894.95,1077.72
2024-02-07T08:00:00,1040.15,928.58,990.87,45.69,24.96,0.34,0.34,482.1420,0.2149,30.0000,72.76,37.90,29.41,54.11,40.74,26.17,1826.35,1037.67
2024-02-07T09:00:00,897.52,800.65,991.64,45.28,24.97,0.34,0.34,472.9543,0.2106,30.0000,72.83,37.91,30.10,55.42,40.39,26.18,1710.00,970.86
2024-02-07T10:00:00,917.68,818.43,992.03,45.16,25.01,0.33,0.33,475.1412,0.2115,30.0000,73.73,38.37,30.36,55.91,40.32,26.20,1669.99,947.90
2024-02-07T11:00:00,897.04,799.97,992.35,45.05,25.09,0.30,0.30,473.7362,0.2109,30.0000,74.02,38.52,30.75,56.64,40.29,26.25,1620.48,919.74
2024-02-07T12:00:00,904.97,807.17,992.26,44.99,25.11,0.29,0.29,474.7259,0.2114,30.0000,74.09,38.56,30.42,56.02,40.25,26.26,1579.32,896.53
2024-02-07T13:00:00,909.87,811.32,992.59,44.82,25.13,0.26,0.26,476.3675,0.2120,30.0000,73.87,38.44,30.17,55.58,40.11,26.27,1540.51,874.26
2024-02-07T14:00:00,913.60,814.52,992.79,44.69,25.14,0.27,0.27,477.7679,0.2126,30.0000,73.74,38.37,30.62,56.41,39.99,26.28,1502.78,852.72
2024-02-07T15:00:00,827.91,737.94,993.00,44.24,25.14,0.24,0.24,467.3741,0.2080,30.0000,74.23,38.61,30.14,55.55,39.59,26.28,1438.94,816.30
2024-02-07T16:00:00,840.20,748.69,993.15,44.33,25.10,0.23,0.23,469.9035,0.2090,30.0000,75.25,39.13,30.58,56.38,39.62,26.26,1405.98,797.38
2024-02-07T17:00:00,856.89,763.28,993.43,44.46,25.07,0.22,0.22,474.5032,0.2110,30.0000,75.07,39.02,30.39,56.04,39.72,26.23,1395.61,791.19
2024-02-07T18:00:00,868.60,773.48,993.68,44.49,25.06,0.20,0.20,475.5526,0.2114,30.0000,74.44,38.68,30.74,56.70,39.75,26.22,1386.61,785.85
2024-02-07T19:00:00,867.37,772.38,993.66,44.43,25.05,0.20,0.20,474.1386,0.2108,30.0000,74.34,38.63,30.80,56.82,39.71,26.21,1383.52,784.11
2024-02-07T20:00:00,878.34,782.16,993.57,44.44,25.03,0.21,0.21,473.2078,0.2104,30.0000,74.24,38.58,30.33,55.95,39.70,26.19,1391.53,788.65
2024-02-07T21:00:00,895.89,797.83,993.54,44.39,25.03,0.20,0.20,472.9500,0.2103,30.0000,73.71,38.30,31.37,57.87,39.66,26.19,1392.29,789.13
2024-02-07T22:00:00,910.38,810.94,993.22,44.37,25.01,0.21,0.21,472.3442,0.2100,30.0000,73.24,38.07,30.53,56.29,39.63,26.18,1373.68,778.78
2024-02-07T23:00:00,927.66,826.63,992.81,44.36,25.00,0.19,0.19,472.0890,0.2100,30.0000,73.51,38.22,31.03,57.21,39.63,26.16,1373.14,778.76
2024-02-08T00:00:00,947.20,844.17,992.63,44.34,24.99,0.21,0.21,472.3859,0.2102,30.0000,73.96,38.47,30.97,57.08,39.60,26.15,1364.88,774.18
2024-02-08T01:00:00,966.61,861.57,992.51,44.30,24.99,0.21,0.21,472.6746,0.2103,30.0000,73.17,38.06,30.37,55.97,39.58,26.14,1351.21,766.51
2024-02-08T02:00:00,981.69,875.16,992.26,44.31,24.96,0.19,0.19,473.0162,0.2105,30.0000,73.64,38.31,30.45,56.11,39.57,26.12,1352.44,767.35
2024-02-08T03:00:00,998.51,890.58,991.63,44.36,24.91,0.19,0.19,473.1530,0.2107,30.0000,73.80,38.41,30.17,55.56,39.58,26.08,1341.98,761.77
2024-02-08T04:00:00,1007.80,899.13,991.33,44.31,24.91,0.20,0.20,473.2382,0.2108,30.0000,73.62,38.33,30.54,56.22,39.55,26.08,1336.64,758.97
2024-02-08T05:00:00,1024.18,913.73,991.31,44.30,24.90,0.20,0.20,474.1046,0.2111,30.0000,74.28,38.67,31.14,57.33,39.54,26.07,1328.14,754.13
2024-02-08T06:00:00,1044.98,932.49,991.02,44.32,24.88,0.19,0.19,474.9448,0.2116,30.0000,74.43,38.76,30.50,56.14,39.54,26.05,1322.78,751.25
2024-02-08T07:00:00,1057.75,943.91,990.98,44.31,24.88,0.20,0.20,476.1133,0.2121,30.0000,73.85,38.46,30.47,56.08,39.54,26.04,1311.47,744.85
2024-02-08T08:00:00,1047.15,934.30,991.18,44.28,24.89,0.20,0.20,476.8385,0.2124,30.0000,74.03,38.54,30.43,56.02,39.52,26.05,1289.48,732.24
2024-02-08T09:00:00,1540.99,1413.18,991.29,53.28,30.43,0.37,0.37,631.8144,0.2870,35.3060,71.50,37.30,24.63,45.74,48.36,31.59,1488.26,860.68
