timestamp(UTC),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3)
2024-02-12T17:24:34,116.92,61.05,31.58,1542.75,15.64,2826.13,0.2752,642.8235,20.0000,36.79,14.32,994.49,1.47,1.28
2024-02-12T17:24:39,107.79,56.28,31.43,1542.72,15.63,2826.13,0.2754,643.1708,20.0000,36.77,14.32,994.51,1.29,1.12
2024-02-12T17:24:44,126.05,65.82,31.46,1542.97,15.63,2826.48,0.2754,643.1752,20.0000,36.83,14.33,994.50,1.26,1.10
2024-02-12T17:24:49,99.56,51.99,31.45,1542.67,15.60,2825.89,0.2754,643.2320,20.0000,36.83,14.33,994.49,1.25,1.09
2024-02-12T17:24:54,107.78,56.28,31.47,1543.45,15.63,2827.37,0.2758,644.0427,20.0000,36.79,14.33,994.51,1.29,1.13
2024-02-12T17:24:59,126.05,65.82,31.42,1543.13,15.58,2826.84,0.2754,643.1472,20.0000,36.83,14.33,994.53,1.31,1.15
2024-02-12T17:25:04,116.92,61.05,31.54,1543.18,15.61,2826.92,0.2760,644.6494,20.0000,37.01,14.33,994.52,1.32,1.15
2024-02-12T17:25:09,108.70,56.76,31.62,1543.85,15.60,2828.20,0.2761,644.8328,20.0000,37.14,14.33,994.54,1.38,1.20
2024-02-12T17:25:14,91.35,47.70,31.83,1544.33,15.58,2829.03,0.2755,643.4711,20.0000,37.26,14.33,994.52,1.46,1.28
2024-02-12T17:25:19,116.92,61.05,31.98,1544.02,15.58,2828.44,0.2757,643.8780,20.0000,37.48,14.33,994.52,1.65,1.44
2024-02-12T17:25:24,116.92,61.05,32.11,1543.95,15.58,2828.33,0.2758,644.2151,20.0000,37.60,14.33,994.53,1.65,1.44
2024-02-12T17:25:29,100.49,52.47,32.22,1544.07,15.60,2828.60,0.2756,643.7825,20.0000,37.69,14.33,994.54,1.51,1.32
2024-02-12T17:25:34,126.05,65.82,32.37,1543.99,15.58,2828.35,0.2759,644.4037,20.0000,37.87,14.33,994.50,1.46,1.28
2024-02-12T17:25:39,116.92,61.05,32.47,1544.19,15.60,2828.78,0.2759,644.4463,20.0000,37.84,14.33,994.53,1.69,1.48
2024-02-12T17:25:44,108.70,56.76,32.47,1544.03,15.58,2828.48,0.2755,643.3342,20.0000,37.72,14.33,994.53,1.67,1.46
2024-02-12T17:25:49,90.43,47.22,32.42,1544.25,15.58,2828.92,0.2748,641.7929,20.0000,37.76,14.33,994.54,1.52,1.33
2024-02-12T17:25:54,107.78,56.28,32.43,1543.96,15.56,2828.35,0.2747,641.6573,20.0000,37.83,14.34,994.56,1.42,1.24
2024-02-12T17:25:59,116.92,61.05,32.46,1544.00,15.57,2828.45,0.2749,642.0559,20.0000,37.65,14.33,994.53,1.23,1.08
2024-02-12T17:26:04,99.57,51.99,32.36,1544.18,15.56,2828.78,0.2752,642.6635,20.0000,37.42,14.34,994.57,1.37,1.19
2024-02-12T17:26:09,107.78,56.28,32.16,1544.06,15.57,2828.45,0.2748,641.7857,20.0000,37.28,14.34,994.53,1.33,1.16
2024-02-12T17:26:14,98.65,51.51,32.05,1543.92,15.57,2828.41,0.2749,642.0458,20.0000,37.21,14.34,994.61,1.24,1.08
2024-02-12T17:26:19,82.22,42.93,31.94,1544.43,15.56,2829.31,0.2747,641.5465,20.0000,36.98,14.34,994.59,1.08,0.94
2024-02-12T17:26:24,99.57,51.99,31.80,1544.34,15.56,2829.05,0.2746,641.3316,20.0000,36.90,14.34,994.56,1.05,0.92
2024-02-12T17:26:29,108.70,56.76,31.67,1543.81,15.56,2828.11,0.2744,640.9228,20.0000,36.83,14.34,994.57,1.07,0.94
2024-02-12T17:26:34,99.57,51.99,31.61,1543.48,15.56,2827.56,0.2742,640.4685,20.0000,36.88,14.34,994.59,1.21,1.06
2024-02-12T17:26:39,99.57,51.99,31.65,1543.61,15.53,2827.76,0.2746,641.2412,20.0000,36.97,14.34,994.58,1.18,1.04
2024-02-12T17:26:45,100.49,52.47,31.72,1543.41,15.54,2827.48,0.2750,642.4082,20.0000,36.90,14.34,994.61,1.10,0.97
2024-02-12T17:26:49,117.84,61.53,31.76,1543.62,15.54,2827.78,0.2750,642.2585,20.0000,36.99,14.35,994.61,1.05,0.93
2024-02-12T17:26:54,100.48,52.47,31.83,1543.99,15.56,2828.33,0.2751,642.4922,20.0000,37.14,14.35,994.57,1.18,1.04
2024-02-12T17:27:00,116.91,61.05,32.01,1544.10,15.54,2828.47,0.2747,641.6449,20.0000,37.31,14.35,994.55,1.18,1.04
2024-02-12T17:27:04,109.62,57.24,32.11,1544.29,15.53,2828.90,0.2748,641.7344,20.0000,37.44,14.36,994.61,1.32,1.17
2024-02-12T17:27:09,99.57,51.99,32.26,1544.42,15.54,2829.17,0.2748,641.8048,20.0000,37.62,14.35,994.58,1.72,1.52
2024-02-12T17:27:14,126.05,65.82,32.46,1544.41,15.56,2829.15,0.2752,642.8358,20.0000,37.71,14.36,994.62,2.25,1.99
2024-02-12T17:27:19,100.49,52.47,32.54,1543.64,15.53,2827.73,0.2747,641.5215,20.0000,37.76,14.36,994.62,2.25,2.00
2024-02-12T17:27:24,100.48,52.47,32.62,1543.69,15.54,2827.74,0.2746,641.3444,20.0000,37.96,14.36,994.59,1.99,1.77
2024-02-12T17:27:29,117.83,61.53,32.73,1543.52,15.53,2827.33,0.2746,641.1752,20.0000,37.95,14.37,994.59,1.81,1.61
2024-02-12T17:27:34,116.91,61.05,32.75,1543.29,15.54,2826.90,0.2744,640.9257,20.0000,37.85,14.37,994.59,1.70,1.51
2024-02-12T17:27:39,82.21,42.93,32.67,1543.83,15.54,2827.94,0.2745,641.0289,20.0000,37.65,14.37,994.60,1.71,1.53
2024-02-12T17:27:44,117.83,61.53,32.47,1543.17,15.54,2826.62,0.2741,640.2208,20.0000,37.54,14.38,994.60,1.62,1.45
2024-02-12T17:27:49,116.91,61.05,32.38,1542.36,15.53,2825.16,0.2746,641.3510,20.0000,37.49,14.38,994.61,1.70,1.52
2024-02-12T17:27:54,99.56,51.99,32.33,1542.26,15.54,2825.01,0.2745,641.1576,20.0000,37.41,14.38,994.62,1.73,1.55
2024-02-12T17:27:59,73.97,38.63,32.22,1541.87,15.54,2824.18,0.2742,640.3781,20.0000,37.20,14.39,994.61,1.75,1.57
2024-02-12T17:28:04,90.42,47.22,32.07,1541.54,15.56,2823.51,0.2741,640.0703,20.0000,37.13,14.40,994.62,1.64,1.48
2024-02-12T17:28:09,82.21,42.93,31.94,1542.03,15.54,2824.50,0.2741,640.1831,20.0000,36.93,14.39,994.62,1.57,1.41
2024-02-12T17:28:14,91.34,47.70,31.84,1542.44,15.54,2825.15,0.2744,640.7963,20.0000,36.88,14.40,994.62,1.51,1.36
2024-02-12T17:28:19,91.34,47.70,31.81,1541.92,15.57,2824.28,0.2745,641.1273,20.0000,36.83,14.40,994.65,1.59,1.42
2024-02-12T17:28:24,82.20,42.93,31.76,1541.94,15.54,2824.17,0.2746,641.2774,20.0000,36.87,14.41,994.63,1.76,1.58
2024-02-12T17:28:29,82.20,42.93,31.76,1542.48,15.54,2825.19,0.2741,640.0970,20.0000,36.85,14.41,994.64,1.84,1.66
2024-02-12T17:28:34,100.47,52.47,31.76,1542.42,15.53,2825.06,0.2743,640.5248,20.0000,36.93,14.41,994.63,1.73,1.55
2024-02-12T17:28:39,91.34,47.70,31.91,1542.74,15.57,2825.71,0.2747,641.5351,20.0000,37.11,14.41,994.66,1.64,1.48
2024-02-12T17:28:44,100.47,52.47,32.01,1542.68,15.53,2825.55,0.2745,640.8926,20.0000,37.26,14.42,994.67,1.53,1.38
2024-02-12T17:28:50,100.46,52.47,32.18,1543.14,15.54,2826.15,0.2744,640.6405,20.0000,37.38,14.43,994.63,1.48,1.33
2024-02-12T17:28:55,100.46,52.47,32.32,1543.20,15.54,2826.25,0.2745,640.9652,20.0000,37.45,14.43,994.62,1.49,1.35
2024-02-12T17:28:59,100.46,52.47,32.37,1543.59,15.57,2827.00,0.2746,641.1423,20.0000,37.56,14.43,994.63,1.58,1.42
2024-02-12T17:29:04,91.33,47.70,32.50,1543.47,15.56,2826.69,0.2743,640.4300,20.0000,37.73,14.43,994.60,1.57,1.42
2024-02-12T17:29:09,108.67,56.76,32.62,1543.77,15.56,2827.25,0.2742,640.2222,20.0000,37.80,14.44,994.64,1.60,1.45
2024-02-12T17:29:14,100.46,52.47,32.65,1543.39,15.54,2826.50,0.2747,641.3367,20.0000,37.66,14.44,994.62,1.57,1.42
2024-02-12T17:29:19,99.54,51.99,32.61,1543.83,15.57,2827.24,0.2742,640.1688,20.0000,37.73,14.45,994.63,1.46,1.32
2024-02-12T17:29:25,117.80,61.53,32.60,1544.24,15.56,2828.02,0.2744,640.7547,20.0000,37.65,14.45,994.64,1.47,1.33
2024-02-12T17:29:30,117.80,61.53,32.58,1544.01,15.57,2827.47,0.2743,640.3352,20.0000,37.59,14.46,994.63,1.45,1.31
2024-02-12T17:29:34,100.45,52.47,32.51,1544.85,15.57,2828.97,0.2741,639.9809,20.0000,37.47,14.46,994.62,1.46,1.32
2024-02-12T17:29:39,82.19,42.93,32.39,1545.14,15.58,2829.62,0.2737,638.9769,20.0000,37.22,14.45,994.63,1.39,1.26
2024-02-12T17:29:44,82.19,42.93,32.19,1545.18,15.58,2829.64,0.2737,638.9453,20.0000,37.00,14.45,994.61,1.32,1.19
2024-02-12T17:29:49,73.96,38.63,31.94,1545.11,15.57,2829.44,0.2737,638.9850,20.0000,36.74,14.46,994.62,1.16,1.05
2024-02-12T17:29:54,91.32,47.70,31.76,1545.16,15.57,2829.46,0.2738,639.2340,20.0000,36.66,14.46,994.59,1.05,0.95
2024-02-12T17:29:59,117.79,61.53,31.67,1545.25,15.54,2829.58,0.2734,638.2346,20.0000,36.70,14.46,994.57,1.05,0.95
2024-02-12T17:30:04,82.18,42.93,31.68,1545.34,15.58,2829.73,0.2736,638.7530,20.0000,36.74,14.47,994.61,1.14,1.03
2024-02-12T17:30:09,100.45,52.47,31.68,1544.65,15.58,2828.43,0.2740,639.6198,20.0000,36.60,14.47,994.60,1.15,1.04
2024-02-12T17:30:14,82.18,42.93,31.66,1543.54,15.58,2826.41,0.2743,640.3069,20.0000,36.59,14.48,994.63,1.30,1.18
2024-02-12T17:30:19,100.45,52.47,31.62,1543.47,15.60,2826.34,0.2744,640.6516,20.0000,36.65,14.47,994.62,1.43,1.29
2024-02-12T17:30:24,91.31,47.70,31.68,1543.37,15.58,2825.96,0.2745,640.8269,20.0000,36.80,14.47,994.54,1.57,1.41
2024-02-12T17:30:29,83.08,43.40,31.83,1542.77,15.57,2824.96,0.2746,640.9935,20.0000,37.01,14.48,994.62,1.67,1.50
2024-02-12T17:30:34,109.57,57.24,32.01,1542.53,15.60,2824.45,0.2747,641.2006,20.0000,37.14,14.48,994.59,1.71,1.54
2024-02-12T17:30:39,73.95,38.63,32.14,1542.78,15.60,2824.90,0.2754,642.8856,20.0000,37.24,14.48,994.59,1.64,1.48
2024-02-12T17:30:44,92.21,48.17,32.29,1543.11,15.58,2825.43,0.2746,641.1138,20.0000,37.32,14.49,994.60,1.58,1.42
2024-02-12T17:30:49,117.78,61.53,32.42,1543.28,15.63,2825.73,0.2743,640.2807,20.0000,37.50,14.49,994.60,1.51,1.36
2024-02-12T17:30:54,117.78,61.53,32.45,1542.83,15.63,2824.87,0.2744,640.4572,20.0000,37.59,14.50,994.62,1.44,1.30
2024-02-12T17:30:59,100.43,52.47,32.57,1542.00,15.58,2823.20,0.2741,639.9112,20.0000,37.62,14.50,994.56,1.46,1.32
2024-02-12T17:31:04,100.44,52.47,32.59,1541.57,15.61,2822.54,0.2744,640.5132,20.0000,37.67,14.50,994.61,1.52,1.37
2024-02-12T17:31:09,109.56,57.24,32.71,1541.88,15.58,2823.07,0.2739,639.4734,20.0000,37.70,14.50,994.59,1.71,1.53
2024-02-12T17:31:15,108.64,56.76,32.67,1541.76,15.60,2822.71,0.2741,639.8825,20.0000,37.56,14.51,994.58,1.75,1.58
2024-02-12T17:31:19,100.43,52.47,32.60,1540.92,15.60,2821.14,0.2736,638.7398,20.0000,37.42,14.51,994.57,1.86,1.67
2024-02-12T17:31:24,100.43,52.47,32.43,1540.69,15.60,2820.78,0.2738,639.0241,20.0000,37.37,14.51,994.59,1.78,1.60
2024-02-12T17:31:29,64.81,33.86,32.32,1540.53,15.63,2820.48,0.2733,638.0378,20.0000,37.19,14.52,994.62,1.53,1.37
2024-02-12T17:31:34,99.51,51.99,32.19,1540.04,15.61,2819.50,0.2734,638.2230,20.0000,36.96,14.52,994.59,1.48,1.33
2024-02-12T17:31:40,117.77,61.53,31.97,1539.28,15.61,2818.06,0.2734,638.2230,20.0000,36.80,14.53,994.61,1.64,1.47
2024-02-12T17:31:44,73.94,38.63,31.85,1539.81,15.63,2818.99,0.2735,638.3523,20.0000,36.62,14.54,994.63,1.90,1.71
2024-02-12T17:31:49,83.06,43.40,31.67,1539.21,15.64,2817.76,0.2736,638.6481,20.0000,36.45,14.55,994.62,2.15,1.93
2024-02-12T17:31:54,108.63,56.76,31.58,1539.32,15.61,2817.91,0.2736,638.5265,20.0000,36.49,14.55,994.60,2.32,2.08
2024-02-12T17:31:59,92.19,48.17,31.55,1538.47,15.61,2816.36,0.2743,640.2109,20.0000,36.58,14.55,994.60,2.23,2.01
2024-02-12T17:32:05,100.42,52.47,31.65,1539.18,15.63,2817.63,0.2743,640.2937,20.0000,36.74,14.56,994.63,2.34,2.10
2024-02-12T17:32:09,91.29,47.70,31.75,1539.81,15.63,2818.87,0.2744,640.3550,20.0000,36.74,14.56,994.66,2.37,2.13
2024-02-12T17:32:14,118.68,62.01,31.79,1540.26,15.63,2819.68,0.2741,639.7566,20.0000,36.83,14.56,994.65,2.58,2.32
2024-02-12T17:32:19,92.19,48.17,31.88,1540.00,15.64,2819.17,0.2741,639.6254,20.0000,37.04,14.56,994.64,2.52,2.27
2024-02-12T17:32:25,83.06,43.40,32.09,1540.09,15.65,2819.33,0.2742,639.9013,20.0000,37.20,14.56,994.64,2.37,2.12
2024-02-12T17:32:30,100.42,52.47,32.17,1539.89,15.63,2819.12,0.2742,640.0246,20.0000,37.32,14.56,994.70,2.12,1.89
2024-02-12T17:32:35,92.19,48.17,32.41,1539.00,15.63,2817.32,0.2742,639.9403,20.0000,37.47,14.57,994.67,2.01,1.80
2024-02-12T17:32:39,83.06,43.40,32.49,1538.22,15.61,2815.76,0.2744,640.3081,20.0000,37.56,14.58,994.66,1.93,1.72
2024-02-12T17:32:45,109.54,57.24,32.60,1538.04,15.64,2815.48,0.2740,639.5795,20.0000,37.62,14.58,994.67,1.95,1.74
2024-02-12T17:32:49,83.06,43.40,32.62,1538.51,15.67,2816.35,0.2740,639.3989,20.0000,37.54,14.58,994.68,1.83,1.63
2024-02-12T17:32:55,100.42,52.47,32.53,1538.67,15.65,2816.71,0.2736,638.6477,20.0000,37.31,14.58,994.70,1.74,1.55
2024-02-12T17:32:59,73.93,38.63,32.42,1538.28,15.64,2816.00,0.2742,639.9044,20.0000,37.35,14.58,994.70,1.82,1.62
2024-02-12T17:33:05,91.29,47.70,32.34,1538.42,15.65,2816.14,0.2740,639.4041,20.0000,37.14,14.59,994.70,1.73,1.54
2024-02-12T17:33:10,64.80,33.86,32.21,1537.88,15.65,2815.16,0.2741,639.5954,20.0000,37.03,14.58,994.66,1.74,1.56
2024-02-12T17:33:15,100.42,52.47,32.03,1538.01,15.64,2815.43,0.2737,638.6652,20.0000,36.81,14.58,994.68,1.88,1.68
2024-02-12T17:33:20,82.16,42.93,31.85,1537.36,15.68,2814.31,0.2736,638.4872,20.0000,36.57,14.58,994.70,1.88,1.69
2024-02-12T17:33:25,73.93,38.63,31.71,1536.78,15.65,2813.27,0.2738,638.9841,20.0000,36.52,14.58,994.71,1.93,1.73
2024-02-12T17:33:30,100.42,52.47,31.51,1536.41,15.68,2812.63,0.2737,638.7589,20.0000,36.40,14.57,994.69,1.88,1.68
2024-02-12T17:33:35,91.29,47.70,31.43,1536.20,15.67,2812.27,0.2733,637.8285,20.0000,36.35,14.57,994.69,1.81,1.62
2024-02-12T17:33:40,100.42,52.47,31.39,1536.14,15.68,2812.16,0.2733,637.8282,20.0000,36.30,14.58,994.73,1.76,1.57
2024-02-12T17:33:45,100.42,52.47,31.40,1535.85,15.65,2811.63,0.2730,637.1141,20.0000,36.44,14.58,994.73,1.63,1.46
2024-02-12T17:33:50,83.06,43.40,31.42,1535.34,15.68,2810.63,0.2736,638.5739,20.0000,36.47,14.58,994.71,1.43,1.28
2024-02-12T17:33:55,100.42,52.47,31.53,1535.16,15.68,2810.40,0.2739,639.3137,20.0000,36.53,14.57,994.71,1.55,1.38
2024-02-12T17:34:00,100.42,52.47,31.56,1534.84,15.70,2809.77,0.2740,639.4049,20.0000,36.65,14.57,994.69,1.63,1.45
2024-02-12T17:34:05,117.76,61.53,31.64,1535.16,15.67,2810.31,0.2739,639.3466,20.0000,36.76,14.58,994.71,1.77,1.59
2024-02-12T17:34:10,118.68,62.01,31.84,1535.66,15.67,2811.31,0.2741,639.7957,20.0000,36.91,14.57,994.71,1.88,1.69
2024-02-12T17:34:15,92.19,48.17,31.92,1535.67,15.70,2811.20,0.2741,639.7437,20.0000,37.04,14.58,994.69,1.95,1.74
2024-02-12T17:34:20,100.43,52.47,32.03,1535.19,15.70,2810.56,0.2744,640.5315,20.0000,37.27,14.56,994.71,1.97,1.76
2024-02-12T17:34:25,92.19,48.17,32.21,1534.46,15.70,2809.17,0.2742,640.1109,20.0000,37.34,14.56,994.69,1.96,1.76
2024-02-12T17:34:30,100.42,52.47,32.31,1533.99,15.68,2808.33,0.2737,638.9440,20.0000,37.35,14.56,994.70,1.81,1.63
2024-02-12T17:34:35,100.43,52.47,32.28,1533.68,15.68,2807.85,0.2738,639.0856,20.0000,37.37,14.56,994.73,1.65,1.48
2024-02-12T17:34:40,56.60,29.57,32.31,1533.36,15.70,2807.20,0.2736,638.6400,20.0000,37.32,14.56,994.71,1.62,1.45
2024-02-12T17:34:45,65.72,34.34,32.24,1532.91,15.68,2806.35,0.2735,638.4669,20.0000,37.17,14.56,994.70,1.57,1.41
2024-02-12T17:34:49,119.58,62.48,32.15,1532.28,15.70,2805.22,0.2735,638.3950,20.0000,37.15,14.56,994.71,1.81,1.63
2024-02-12T17:34:54,83.07,43.40,32.06,1532.06,15.70,2804.83,0.2743,640.2732,20.0000,36.92,14.56,994.71,1.94,1.74
2024-02-12T17:35:00,100.43,52.47,31.94,1531.62,15.70,2804.07,0.2741,639.7212,20.0000,36.86,14.55,994.69,1.96,1.76
2024-02-12T17:35:05,73.94,38.63,31.82,1531.01,15.67,2802.97,0.2735,638.3456,20.0000,36.80,14.55,994.70,1.79,1.60
2024-02-12T17:35:10,73.94,38.63,31.68,1531.87,15.70,2804.57,0.2733,637.9143,20.0000,36.55,14.55,994.71,1.58,1.41
2024-02-12T17:35:15,91.30,47.70,31.49,1531.69,15.71,2804.24,0.2734,638.0549,20.0000,36.48,14.55,994.70,1.43,1.28
2024-02-12T17:35:20,83.07,43.40,31.45,1530.22,15.68,2801.60,0.2733,638.0493,20.0000,36.50,14.55,994.72,1.46,1.30
2024-02-12T17:35:25,100.43,52.47,31.40,1530.55,15.71,2802.21,0.2736,638.5368,20.0000,36.41,14.55,994.73,1.48,1.33
2024-02-12T17:35:30,91.30,47.70,31.36,1530.56,15.71,2802.37,0.2738,639.1257,20.0000,36.41,14.54,994.74,1.60,1.43
2024-02-12T17:35:35,83.07,43.40,31.38,1529.63,15.70,2800.60,0.2740,639.6309,20.0000,36.42,14.54,994.72,1.59,1.42
2024-02-12T17:35:40,83.08,43.40,31.35,1529.22,15.71,2799.95,0.2742,640.0532,20.0000,36.47,14.53,994.72,1.57,1.40
2024-02-12T17:35:45,100.44,52.47,31.43,1529.87,15.71,2801.30,0.2741,639.9352,20.0000,36.59,14.52,994.74,1.57,1.40
2024-02-12T17:35:50,92.20,48.17,31.53,1530.36,15.71,2801.91,0.2742,639.9709,20.0000,36.75,14.54,994.71,1.49,1.33
2024-02-12T17:35:55,101.33,52.94,31.68,1529.54,15.68,2800.47,0.2741,639.9102,20.0000,36.90,14.53,994.70,1.57,1.40
2024-02-12T17:36:00,101.34,52.94,31.86,1529.78,15.72,2800.97,0.2743,640.3401,20.0000,37.04,14.53,994.72,1.67,1.50
2024-02-12T17:36:05,109.56,57.24,31.91,1529.25,15.71,2799.87,0.2744,640.4800,20.0000,37.12,14.54,994.70,1.66,1.49
2024-02-12T17:36:10,100.43,52.47,32.03,1529.28,15.71,2799.98,0.2741,639.8322,20.0000,37.27,14.54,994.72,1.59,1.42
2024-02-12T17:36:15,118.70,62.01,32.20,1530.95,15.70,2803.23,0.2735,638.5520,20.0000,37.36,14.52,994.73,1.50,1.35
2024-02-12T17:36:20,100.44,52.47,32.27,1530.89,15.68,2803.03,0.2733,637.9707,20.0000,37.47,14.53,994.73,1.56,1.41
2024-02-12T17:36:25,83.07,43.40,32.38,1530.97,15.70,2803.11,0.2738,639.0498,20.0000,37.55,14.54,994.74,1.82,1.64
2024-02-12T17:36:30,100.43,52.47,32.45,1530.54,15.70,2802.33,0.2738,639.2387,20.0000,37.50,14.54,994.74,1.96,1.77
2024-02-12T17:36:35,83.07,43.40,32.31,1531.64,15.70,2804.36,0.2735,638.3633,20.0000,37.28,14.54,994.75,2.01,1.81
2024-02-12T17:36:40,91.30,47.70,32.23,1531.86,15.70,2804.69,0.2734,638.2433,20.0000,37.30,14.54,994.72,1.94,1.75
2024-02-12T17:36:45,91.30,47.70,32.20,1531.74,15.70,2804.44,0.2734,638.2770,20.0000,37.22,14.55,994.74,1.84,1.66
2024-02-12T17:36:50,83.07,43.40,32.13,1532.15,15.70,2805.17,0.2734,638.1202,20.0000,37.10,14.54,994.71,1.66,1.50
2024-02-12T17:36:55,65.73,34.34,31.98,1531.48,15.70,2804.01,0.2734,638.1799,20.0000,36.92,14.54,994.73,1.69,1.53
2024-02-12T17:37:00,82.17,42.93,31.84,1530.88,15.67,2802.85,0.2730,637.2335,20.0000,36.75,14.55,994.74,1.81,1.64
2024-02-12T17:37:05,82.17,42.93,31.64,1530.42,15.70,2802.02,0.2731,637.4045,20.0000,36.56,14.54,994.71,1.78,1.62
2024-02-12T17:37:10,83.08,43.40,31.49,1530.39,15.71,2802.09,0.2737,638.8064,20.0000,36.57,14.53,994.72,1.69,1.53
2024-02-12T17:37:15,100.43,52.47,31.43,1530.29,15.71,2801.79,0.2732,637.6898,20.0000,36.48,14.55,994.74,1.58,1.43
2024-02-12T17:37:20,100.43,52.47,31.45,1530.94,15.70,2802.97,0.2733,637.9963,20.0000,36.53,14.55,994.74,1.54,1.40
2024-02-12T17:37:25,100.44,52.47,31.49,1530.70,15.68,2802.63,0.2730,637.3047,20.0000,36.49,14.55,994.78,1.48,1.34
2024-02-12T17:37:30,91.30,47.70,31.45,1530.64,15.70,2802.45,0.2735,638.5277,20.0000,36.58,14.55,994.76,1.51,1.37
2024-02-12T17:37:35,109.56,57.24,31.54,1531.15,15.68,2803.39,0.2736,638.5990,20.0000,36.63,14.55,994.76,1.46,1.32
2024-02-12T17:37:40,83.08,43.40,31.57,1531.10,15.70,2803.38,0.2738,639.1544,20.0000,36.79,14.53,994.72,1.36,1.23
2024-02-12T17:37:45,101.33,52.94,31.70,1531.60,15.71,2804.21,0.2738,639.2075,20.0000,36.94,14.54,994.72,1.37,1.24
2024-02-12T17:37:50,83.08,43.40,31.86,1532.10,15.70,2805.29,0.2735,638.5334,20.0000,37.09,14.53,994.74,1.26,1.15
2024-02-12T17:37:55,110.47,57.71,32.04,1530.81,15.68,2802.97,0.2739,639.4135,20.0000,37.21,14.52,994.73,1.09,0.99
2024-02-12T17:38:00,92.20,48.17,32.13,1531.00,15.68,2803.11,0.2744,640.4816,20.0000,37.36,14.53,994.68,1.02,0.93
2024-02-12T17:38:05,101.34,52.94,32.30,1531.26,15.68,2803.71,0.2736,638.6065,20.0000,37.44,14.53,994.73,1.15,1.05
2024-02-12T17:38:10,74.87,39.11,32.38,1531.14,15.71,2803.57,0.2740,639.6661,20.0000,37.49,14.53,994.75,1.13,1.03
2024-02-12T17:38:15,83.08,43.40,32.45,1531.47,15.71,2804.19,0.2742,640.2117,20.0000,37.51,14.52,994.73,1.05,0.96
2024-02-12T17:38:20,100.44,52.47,32.40,1531.54,15.70,2804.40,0.2736,638.6404,20.0000,37.39,14.52,994.76,1.09,0.99
2024-02-12T17:38:25,83.08,43.40,32.26,1532.06,15.70,2805.31,0.2736,638.6447,20.0000,37.29,14.52,994.74,1.27,1.16
2024-02-12T17:38:30,100.44,52.47,32.24,1531.82,15.70,2804.88,0.2731,637.6666,20.0000,37.32,14.52,994.74,1.46,1.33
2024-02-12T17:38:35,109.57,57.24,32.17,1532.14,15.70,2805.45,0.2736,638.6670,20.0000,37.14,14.52,994.74,1.66,1.51
2024-02-12T17:38:40,83.08,43.40,32.06,1532.66,15.70,2806.40,0.2739,639.3310,20.0000,37.05,14.52,994.74,1.81,1.65
2024-02-12T17:38:45,64.82,33.86,31.91,1531.98,15.70,2805.16,0.2733,637.9107,20.0000,36.96,14.52,994.74,1.96,1.78
2024-02-12T17:38:50,83.08,43.40,31.81,1532.55,15.71,2806.37,0.2731,637.6016,20.0000,36.76,14.51,994.76,1.80,1.64
2024-02-12T17:38:55,100.45,52.47,31.71,1532.55,15.68,2806.32,0.2732,637.8542,20.0000,36.65,14.51,994.75,1.69,1.54
2024-02-12T17:39:00,65.74,34.34,31.52,1532.74,15.71,2806.63,0.2734,638.2452,20.0000,36.59,14.51,994.73,1.68,1.54
2024-02-12T17:39:05,73.95,38.63,31.45,1532.39,15.71,2806.13,0.2735,638.4227,20.0000,36.58,14.50,994.75,1.72,1.57
2024-02-12T17:39:10,73.95,38.63,31.43,1532.14,15.70,2805.59,0.2734,638.1877,20.0000,36.54,14.51,994.75,1.62,1.48
2024-02-12T17:39:15,73.95,38.63,31.46,1532.08,15.72,2805.53,0.2735,638.6313,20.0000,36.55,14.51,994.78,1.54,1.41
2024-02-12T17:39:20,92.22,48.17,31.45,1532.59,15.71,2806.55,0.2735,638.5621,20.0000,36.60,14.50,994.76,1.41,1.29
2024-02-12T17:39:25,100.45,52.47,31.47,1531.91,15.68,2805.27,0.2733,638.0903,20.0000,36.73,14.50,994.75,1.55,1.41
2024-02-12T17:39:30,109.58,57.24,31.61,1531.17,15.70,2803.93,0.2735,638.4839,20.0000,36.86,14.50,994.76,1.48,1.35
2024-02-12T17:39:35,92.22,48.17,31.70,1531.04,15.70,2803.85,0.2735,638.4864,20.0000,36.97,14.49,994.78,1.48,1.35
2024-02-12T17:39:40,92.22,48.17,31.89,1530.96,15.68,2803.58,0.2735,638.4964,20.0000,37.09,14.50,994.77,1.60,1.46
2024-02-12T17:39:45,101.36,52.94,31.91,1530.93,15.71,2803.63,0.2739,639.5897,20.0000,37.24,14.49,994.78,1.72,1.57
2024-02-12T17:39:50,118.72,62.01,32.06,1530.60,15.70,2802.95,0.2742,640.1262,20.0000,37.36,14.50,994.78,1.88,1.71
2024-02-12T17:39:55,109.58,57.24,32.26,1530.54,15.68,2802.79,0.2743,640.3116,20.0000,37.47,14.50,994.77,1.91,1.73
2024-02-12T17:40:00,101.36,52.94,32.30,1530.48,15.70,2802.91,0.2735,638.5980,20.0000,37.45,14.49,994.81,1.79,1.62
