timestamp(UTC),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3)
2024-02-12T12:41:33,107.35,57.24,33.36,1635.26,20.78,2933.64,0.2492,569.9715,25.0000,38.45,19.33,990.90,1.13,1.03
2024-02-12T12:41:38,89.46,47.70,33.53,1634.51,20.76,2932.33,0.2490,569.5284,25.0000,38.56,19.33,990.91,0.92,0.85
2024-02-12T12:41:43,80.52,42.93,33.59,1634.98,20.75,2933.23,0.2492,569.9377,25.0000,38.52,19.32,990.90,0.81,0.74
2024-02-12T12:41:48,72.45,38.63,33.58,1635.19,20.75,2933.64,0.2492,569.9828,25.0000,38.54,19.32,990.91,0.79,0.72
2024-02-12T12:41:53,81.41,43.40,33.58,1635.12,20.75,2933.72,0.2491,569.8473,25.0000,38.60,19.30,990.91,0.73,0.67
2024-02-12T12:41:58,81.40,43.40,33.59,1634.98,20.74,2933.41,0.2487,568.9254,25.0000,38.67,19.30,990.89,0.65,0.59
2024-02-12T12:42:03,46.52,24.80,33.69,1634.51,20.72,2932.54,0.2489,569.2970,25.0000,38.57,19.30,990.89,0.53,0.49
2024-02-12T12:42:08,63.51,33.86,33.56,1635.40,20.72,2934.24,0.2492,570.1186,25.0000,38.41,19.30,990.92,0.48,0.44
2024-02-12T12:42:13,72.46,38.63,33.43,1635.75,20.74,2934.99,0.2489,569.3840,25.0000,38.28,19.29,990.92,0.40,0.37
2024-02-12T12:42:18,81.41,43.40,33.29,1635.96,20.69,2935.36,0.2487,568.9582,25.0000,38.23,19.29,990.92,0.37,0.34
2024-02-12T12:42:23,80.53,42.93,33.30,1635.90,20.69,2935.17,0.2486,568.5924,25.0000,38.25,19.29,990.90,0.36,0.33
2024-02-12T12:42:28,64.41,34.34,33.19,1636.65,20.69,2936.52,0.2489,569.3992,25.0000,38.04,19.29,990.90,0.40,0.36
2024-02-12T12:42:33,63.52,33.86,33.10,1636.87,20.69,2937.01,0.2486,568.6942,25.0000,37.99,19.29,990.93,0.46,0.42
2024-02-12T12:42:38,54.59,29.10,33.05,1636.28,20.68,2936.06,0.2484,568.3528,25.0000,37.96,19.28,990.93,0.49,0.45
2024-02-12T12:42:43,63.52,33.86,33.02,1636.90,20.71,2937.19,0.2486,568.8049,25.0000,37.80,19.27,990.90,0.51,0.47
2024-02-12T12:42:48,63.52,33.86,32.88,1636.03,20.68,2935.65,0.2488,569.0960,25.0000,37.63,19.27,990.91,0.60,0.55
2024-02-12T12:42:53,98.43,52.47,32.74,1635.42,20.68,2934.67,0.2488,569.1073,25.0000,37.57,19.26,990.91,0.67,0.61
2024-02-12T12:42:58,45.64,24.33,32.66,1635.60,20.68,2935.06,0.2493,570.3247,25.0000,37.35,19.25,990.91,0.65,0.60
2024-02-12T12:43:03,72.48,38.63,32.44,1634.76,20.65,2933.71,0.2491,569.8761,25.0000,37.13,19.24,990.92,0.65,0.60
2024-02-12T12:43:08,80.55,42.93,32.30,1635.37,20.67,2934.92,0.2490,569.8023,25.0000,37.02,19.23,990.93,0.65,0.60
2024-02-12T12:43:13,45.65,24.33,32.20,1635.54,20.64,2935.27,0.2489,569.5956,25.0000,36.85,19.22,990.91,0.59,0.54
2024-02-12T12:43:18,63.53,33.86,32.03,1635.15,20.65,2934.55,0.2488,569.2214,25.0000,36.73,19.23,990.94,0.54,0.50
2024-02-12T12:43:23,55.48,29.57,31.87,1634.91,20.64,2934.30,0.2491,570.0882,25.0000,36.56,19.21,990.93,0.59,0.54
2024-02-12T12:43:28,71.60,38.16,31.77,1635.28,20.64,2934.89,0.2490,569.8460,25.0000,36.56,19.21,990.90,0.63,0.58
2024-02-12T12:43:33,63.54,33.86,31.80,1635.73,20.62,2936.06,0.2490,569.8612,25.0000,36.44,19.19,990.96,0.63,0.58
2024-02-12T12:43:38,80.56,42.93,31.64,1635.93,20.61,2936.31,0.2491,570.1401,25.0000,36.30,19.19,990.92,0.67,0.62
2024-02-12T12:43:43,71.60,38.16,31.56,1636.60,20.62,2937.49,0.2491,570.0906,25.0000,36.24,19.19,990.91,0.58,0.53
2024-02-12T12:43:48,80.56,42.93,31.50,1636.45,20.61,2937.36,0.2492,570.2172,25.0000,36.09,19.18,990.93,0.59,0.54
2024-02-12T12:43:53,54.61,29.10,31.36,1635.74,20.59,2936.15,0.2490,569.9477,24.0000,35.97,19.17,990.92,0.66,0.61
2024-02-12T12:43:58,71.61,38.16,31.20,1635.45,20.59,2935.72,0.2493,570.5098,25.0000,35.82,19.17,990.95,0.71,0.65
2024-02-12T12:44:03,80.56,42.93,31.11,1634.97,20.58,2934.90,0.2492,570.3168,25.0000,35.75,19.16,990.92,0.68,0.63
2024-02-12T12:44:08,80.57,42.93,31.05,1634.84,20.61,2934.73,0.2496,571.2012,25.0000,35.74,19.15,990.92,0.68,0.62
2024-02-12T12:44:13,71.62,38.16,31.07,1634.39,20.55,2934.18,0.2496,571.3899,24.0000,35.66,19.14,990.97,0.64,0.59
2024-02-12T12:44:18,71.62,38.16,30.93,1635.04,20.55,2935.35,0.2494,570.8753,24.0000,35.56,19.14,990.97,0.60,0.56
2024-02-12T12:44:23,71.63,38.16,30.91,1634.66,20.55,2934.84,0.2493,570.6678,24.0000,35.56,19.12,990.96,0.57,0.53
2024-02-12T12:44:28,63.55,33.86,30.83,1634.84,20.54,2935.16,0.2494,570.7807,25.0000,35.55,19.12,990.96,0.52,0.48
2024-02-12T12:44:33,72.51,38.63,30.93,1634.45,20.54,2934.52,0.2497,571.5867,24.0000,35.62,19.11,990.94,0.50,0.46
2024-02-12T12:44:38,81.46,43.40,30.95,1634.95,20.54,2935.44,0.2495,571.0669,24.0000,35.71,19.11,990.95,0.45,0.42
2024-02-12T12:44:43,80.58,42.93,31.04,1634.86,20.52,2935.29,0.2495,571.0958,25.0000,35.98,19.10,990.92,0.37,0.34
2024-02-12T12:44:48,81.47,43.40,31.20,1634.74,20.52,2935.20,0.2494,570.8441,25.0000,36.15,19.09,990.93,0.31,0.29
2024-02-12T12:44:53,72.51,38.63,31.42,1634.49,20.51,2934.72,0.2496,571.3480,25.0000,36.27,19.09,990.92,0.53,0.49
2024-02-12T12:44:58,72.51,38.63,31.54,1635.41,20.52,2936.44,0.2496,571.3417,25.0000,36.31,19.09,990.94,0.65,0.60
2024-02-12T12:45:03,81.47,43.40,31.59,1635.14,20.51,2935.98,0.2496,571.3768,25.0000,36.54,19.08,990.92,0.70,0.65
2024-02-12T12:45:08,64.46,34.34,31.81,1635.20,20.47,2936.17,0.2497,571.6075,24.0000,36.69,19.08,990.95,0.68,0.63
2024-02-12T12:45:13,107.45,57.24,32.01,1635.71,20.47,2937.16,0.2500,572.4338,24.0000,37.10,19.07,990.94,0.64,0.59
2024-02-12T12:45:18,108.33,57.71,32.35,1636.16,20.48,2937.91,0.2499,572.0087,25.0000,37.69,19.07,990.91,0.65,0.60
2024-02-12T12:45:23,90.43,48.17,32.86,1636.84,20.45,2939.23,0.2500,572.3112,25.0000,38.35,19.07,990.95,0.70,0.64
2024-02-12T12:45:28,99.38,52.94,33.45,1636.62,20.50,2938.87,0.2501,572.5914,25.0000,38.54,19.06,990.93,0.75,0.69
2024-02-12T12:45:33,89.55,47.70,33.58,1636.16,20.47,2937.97,0.2503,573.0246,24.0000,38.64,19.07,990.94,0.77,0.71
2024-02-12T12:45:38,116.41,62.01,33.69,1636.00,20.45,2937.80,0.2501,572.5792,24.0000,38.77,19.06,990.94,0.74,0.68
2024-02-12T12:45:43,99.39,52.94,33.90,1635.67,20.44,2937.34,0.2499,572.1204,25.0000,39.18,19.06,990.99,0.71,0.65
2024-02-12T12:45:48,73.42,39.11,34.17,1635.09,20.44,2936.28,0.2497,571.7244,24.0000,39.42,19.05,990.94,0.65,0.59
2024-02-12T12:45:53,81.48,43.40,34.30,1635.07,20.44,2936.41,0.2496,571.4797,24.0000,39.48,19.04,990.97,0.59,0.54
2024-02-12T12:45:58,81.49,43.40,34.37,1634.52,20.45,2935.48,0.2499,572.1104,25.0000,39.44,19.04,990.99,0.56,0.52
2024-02-12T12:46:03,107.47,57.24,34.30,1633.61,20.45,2933.88,0.2500,572.3936,24.0000,39.41,19.03,990.97,0.49,0.45
2024-02-12T12:46:08,98.52,52.47,34.29,1633.45,20.45,2933.69,0.2498,571.9775,24.0000,39.53,19.02,990.96,0.54,0.49
2024-02-12T12:46:13,98.52,52.47,34.34,1633.22,20.42,2933.42,0.2499,572.3488,24.0000,39.56,19.01,990.98,0.67,0.61
2024-02-12T12:46:18,98.52,52.47,34.42,1632.71,20.42,2932.46,0.2495,571.2860,24.0000,39.70,19.01,990.96,0.80,0.74
2024-02-12T12:46:23,81.50,43.40,34.47,1632.21,20.40,2931.88,0.2494,571.1313,24.0000,39.63,18.99,991.00,0.87,0.80
2024-02-12T12:46:28,72.54,38.63,34.44,1631.66,20.40,2930.78,0.2495,571.4061,24.0000,39.60,18.99,990.97,0.82,0.75
2024-02-12T12:46:33,90.45,48.17,34.36,1631.25,20.40,2930.03,0.2495,571.4111,24.0000,39.39,18.98,990.93,0.73,0.67
2024-02-12T12:46:38,63.58,33.86,34.22,1631.51,20.42,2930.55,0.2494,571.1381,24.0000,39.40,18.98,990.95,0.69,0.63
2024-02-12T12:46:43,81.50,43.40,34.19,1630.90,20.38,2929.57,0.2493,571.0242,24.0000,39.29,18.98,990.98,0.70,0.64
2024-02-12T12:46:48,63.59,33.86,34.05,1631.62,20.38,2930.89,0.2493,570.8485,24.0000,39.22,18.97,990.96,0.71,0.65
2024-02-12T12:46:53,72.55,38.63,33.99,1632.14,20.38,2931.96,0.2496,571.6270,24.0000,39.03,18.96,990.97,0.63,0.58
2024-02-12T12:46:58,89.58,47.70,33.87,1631.37,20.37,2930.66,0.2494,571.1138,24.0000,38.99,18.96,991.00,0.56,0.52
2024-02-12T12:47:03,80.63,42.93,33.82,1630.96,20.35,2929.96,0.2494,571.1262,24.0000,38.86,18.95,990.98,0.52,0.48
2024-02-12T12:47:08,98.55,52.47,33.70,1631.80,20.38,2931.52,0.2490,570.4069,24.0000,38.64,18.95,991.00,0.49,0.45
2024-02-12T12:47:13,72.55,38.63,33.54,1631.87,20.37,2931.70,0.2493,570.9792,24.0000,38.53,18.94,990.98,0.69,0.63
2024-02-12T12:47:18,63.60,33.86,33.41,1632.23,20.37,2932.40,0.2493,571.0778,24.0000,38.40,18.94,991.00,0.80,0.74
2024-02-12T12:47:23,80.63,42.93,33.33,1632.58,20.34,2933.03,0.2493,571.1056,24.0000,38.34,18.94,991.00,0.80,0.74
2024-02-12T12:47:28,64.50,34.34,33.21,1632.80,20.34,2933.49,0.2492,570.9172,24.0000,38.14,18.93,990.99,0.75,0.70
2024-02-12T12:47:33,54.66,29.10,33.14,1632.96,20.34,2933.77,0.2491,570.6712,24.0000,38.04,18.93,990.98,0.76,0.71
2024-02-12T12:47:38,80.64,42.93,33.00,1632.58,20.34,2933.25,0.2492,570.8750,24.0000,37.85,18.92,991.00,0.66,0.61
2024-02-12T12:47:43,80.64,42.93,32.87,1632.36,20.33,2932.89,0.2492,570.8412,24.0000,37.83,18.91,990.99,0.52,0.48
2024-02-12T12:47:48,63.60,33.86,32.73,1631.90,20.31,2932.19,0.2493,571.0485,24.0000,37.65,18.90,990.99,0.45,0.42
2024-02-12T12:47:53,89.60,47.70,32.65,1632.89,20.33,2933.97,0.2491,570.6308,24.0000,37.45,18.90,990.99,0.39,0.36
2024-02-12T12:47:58,46.59,24.80,32.49,1631.87,20.30,2932.26,0.2493,571.1295,24.0000,37.29,18.89,991.00,0.43,0.40
2024-02-12T12:48:03,80.65,42.93,32.28,1630.92,20.28,2930.79,0.2494,571.4214,24.0000,37.17,18.88,991.05,0.46,0.43
2024-02-12T12:48:08,97.68,51.99,32.20,1630.65,20.30,2930.38,0.2495,571.6353,24.0000,37.08,18.88,991.07,0.50,0.47
2024-02-12T12:48:13,80.65,42.93,32.17,1630.15,20.28,2929.51,0.2496,571.8229,24.0000,36.94,18.87,991.05,0.55,0.51
2024-02-12T12:48:18,63.62,33.86,32.05,1630.04,20.30,2929.39,0.2495,571.6909,24.0000,36.91,18.86,991.04,0.52,0.48
2024-02-12T12:48:23,46.60,24.80,31.94,1630.11,20.25,2929.68,0.2493,571.1766,24.0000,36.82,18.85,991.06,0.47,0.43
2024-02-12T12:48:28,63.62,33.86,31.89,1629.58,20.25,2928.63,0.2493,571.1108,24.0000,36.70,18.85,991.03,0.46,0.42
2024-02-12T12:48:33,63.62,33.86,31.81,1629.53,20.24,2928.71,0.2494,571.4298,24.0000,36.65,18.84,991.05,0.51,0.47
2024-02-12T12:48:38,72.58,38.63,31.73,1629.25,20.24,2928.26,0.2496,571.8391,24.0000,36.60,18.83,991.03,0.55,0.51
2024-02-12T12:48:43,63.62,33.86,31.75,1629.53,20.23,2928.80,0.2496,571.9242,24.0000,36.62,18.83,991.05,0.60,0.56
2024-02-12T12:48:48,80.67,42.93,31.78,1629.84,20.23,2929.60,0.2498,572.5352,24.0000,36.56,18.81,991.06,0.63,0.59
2024-02-12T12:48:53,64.53,34.34,31.72,1630.47,20.23,2930.75,0.2497,572.3390,24.0000,36.50,18.81,991.07,0.62,0.58
2024-02-12T12:48:58,89.63,47.70,31.66,1630.72,20.24,2931.13,0.2501,573.0272,24.0000,36.49,18.81,991.05,0.63,0.58
2024-02-12T12:49:03,64.53,34.34,31.74,1630.72,20.23,2931.19,0.2503,573.5403,24.0000,36.75,18.80,991.03,0.65,0.60
2024-02-12T12:49:08,98.61,52.47,31.88,1631.59,20.21,2932.97,0.2501,573.2035,24.0000,37.03,18.79,991.07,0.65,0.60
2024-02-12T12:49:13,98.60,52.47,32.12,1631.71,20.21,2933.11,0.2503,573.6030,24.0000,37.14,18.79,991.04,0.61,0.56
2024-02-12T12:49:18,89.65,47.70,32.27,1631.46,20.19,2932.87,0.2502,573.3442,24.0000,37.32,18.77,991.04,0.51,0.47
2024-02-12T12:49:23,89.65,47.70,32.41,1631.21,20.19,2932.44,0.2500,573.0573,24.0000,37.33,18.77,991.05,0.46,0.43
2024-02-12T12:49:28,98.61,52.47,32.43,1630.80,20.19,2931.78,0.2500,573.0616,24.0000,37.52,18.77,991.08,0.39,0.37
2024-02-12T12:49:33,98.62,52.47,32.71,1631.10,20.17,2932.52,0.2501,573.1837,24.0000,37.92,18.75,991.08,0.45,0.42
2024-02-12T12:49:38,98.62,52.47,32.93,1631.52,20.19,2933.14,0.2500,573.0466,24.0000,37.98,18.75,991.03,0.52,0.48
2024-02-12T12:49:43,72.61,38.63,33.02,1630.26,20.16,2931.04,0.2503,573.8461,24.0000,38.06,18.74,991.05,0.50,0.47
2024-02-12T12:49:48,72.61,38.63,33.12,1630.92,20.16,2932.12,0.2502,573.5638,24.0000,38.14,18.75,991.05,0.46,0.42
2024-02-12T12:49:53,98.62,52.47,33.23,1630.49,20.14,2931.50,0.2502,573.5428,24.0000,38.34,18.74,991.07,0.43,0.40
2024-02-12T12:49:58,125.51,66.77,33.40,1630.10,20.13,2930.88,0.2499,572.9180,24.0000,38.56,18.73,991.06,0.54,0.51
2024-02-12T12:50:03,82.48,43.88,33.55,1629.88,20.13,2930.56,0.2501,573.3662,24.0000,38.75,18.73,991.09,0.62,0.58
2024-02-12T12:50:08,47.52,25.28,33.70,1629.67,20.12,2930.20,0.2498,572.6416,24.0000,38.85,18.72,991.06,0.57,0.53
2024-02-12T12:50:13,81.58,43.40,33.77,1629.80,20.13,2930.46,0.2500,573.0196,24.0000,38.86,18.72,991.07,0.52,0.48
2024-02-12T12:50:18,89.67,47.70,33.76,1629.83,20.13,2930.58,0.2499,572.8450,24.0000,38.78,18.71,991.06,0.60,0.56
2024-02-12T12:50:23,81.58,43.40,33.73,1630.22,20.13,2931.26,0.2500,573.0338,24.0000,38.91,18.71,991.05,0.66,0.61
2024-02-12T12:50:28,81.59,43.40,33.84,1631.09,20.13,2932.93,0.2501,573.3644,24.0000,39.00,18.71,991.09,0.69,0.65
2024-02-12T12:50:33,81.59,43.40,33.87,1631.35,20.10,2933.46,0.2504,573.9759,24.0000,39.02,18.69,991.04,0.68,0.63
2024-02-12T12:50:38,38.56,20.51,33.87,1631.87,20.10,2934.41,0.2502,573.5381,24.0000,38.95,18.69,991.05,0.61,0.57
2024-02-12T12:50:43,72.62,38.63,33.82,1631.65,20.09,2934.10,0.2502,573.6162,24.0000,38.91,18.68,991.04,0.61,0.57
2024-02-12T12:50:48,80.71,42.93,33.76,1631.92,20.10,2934.84,0.2500,573.3056,24.0000,38.82,18.66,991.06,0.61,0.57
2024-02-12T12:50:53,89.68,47.70,33.65,1631.59,20.06,2934.34,0.2500,573.1603,24.0000,38.81,18.65,991.06,0.54,0.51
2024-02-12T12:50:58,98.66,52.47,33.65,1631.62,20.09,2934.45,0.2501,573.5156,24.0000,38.76,18.65,991.08,0.47,0.44
2024-02-12T12:51:03,63.67,33.86,33.65,1630.71,20.06,2932.87,0.2499,572.9238,24.0000,38.83,18.65,991.09,0.44,0.41
2024-02-12T12:51:08,81.60,43.40,33.65,1630.60,20.06,2932.69,0.2499,573.0416,24.0000,38.71,18.64,991.07,0.40,0.37
2024-02-12T12:51:13,89.69,47.70,33.59,1631.17,20.07,2933.71,0.2499,573.0350,24.0000,38.80,18.64,991.07,0.35,0.33
2024-02-12T12:51:18,98.66,52.47,33.62,1630.16,20.03,2931.92,0.2501,573.4177,24.0000,38.75,18.64,991.08,0.42,0.39
2024-02-12T12:51:23,63.67,33.86,33.51,1630.07,20.06,2931.78,0.2501,573.4164,24.0000,38.49,18.63,991.05,0.48,0.45
2024-02-12T12:51:28,80.72,42.93,33.38,1629.86,20.01,2931.52,0.2502,573.6969,24.0000,38.32,18.62,991.05,0.50,0.47
2024-02-12T12:51:33,71.75,38.16,33.30,1630.01,20.06,2931.70,0.2502,573.6186,24.0000,38.27,18.62,991.03,0.42,0.39
2024-02-12T12:51:38,71.76,38.16,33.15,1629.38,20.01,2930.85,0.2497,572.6438,24.0000,38.06,18.60,991.05,0.32,0.30
2024-02-12T12:51:43,80.73,42.93,32.98,1629.58,20.00,2931.24,0.2496,572.3259,24.0000,37.98,18.60,991.06,0.31,0.29
2024-02-12T12:51:48,80.73,42.93,32.90,1629.76,20.03,2931.59,0.2497,572.7512,24.0000,37.86,18.60,991.07,0.34,0.32
2024-02-12T12:51:53,98.67,52.47,32.77,1629.61,20.01,2931.38,0.2498,572.9911,24.0000,37.70,18.59,991.06,0.40,0.37
2024-02-12T12:51:58,80.73,42.93,32.67,1631.30,20.00,2934.46,0.2498,572.9897,24.0000,37.69,18.59,991.07,1.11,1.04
2024-02-12T12:52:03,89.71,47.70,32.63,1632.59,20.01,2936.94,0.2499,573.2243,24.0000,37.57,18.57,991.05,0.60,0.56
2024-02-12T12:52:08,80.74,42.93,32.55,1629.80,19.97,2931.90,0.2499,573.1618,24.0000,37.52,18.57,991.05,1.64,1.53
2024-02-12T12:52:13,80.74,42.93,32.50,1628.94,19.97,2930.41,0.2499,573.1554,24.0000,37.42,18.56,991.04,1.25,1.17
2024-02-12T12:52:18,72.65,38.63,32.37,1629.61,19.99,2931.69,0.2498,572.9091,24.0000,37.34,18.56,991.06,1.13,1.05
2024-02-12T12:52:23,37.67,20.03,32.29,1630.40,19.97,2933.04,0.2499,573.2700,24.0000,37.22,18.56,991.03,1.00,0.93
2024-02-12T12:52:28,80.74,42.93,32.17,1629.08,19.95,2930.73,0.2502,573.8667,24.0000,36.96,18.56,991.06,0.82,0.77
2024-02-12T12:52:33,63.68,33.86,31.99,1629.24,19.97,2931.12,0.2502,573.8161,24.0000,36.74,18.55,991.05,0.70,0.65
2024-02-12T12:52:38,80.75,42.93,31.89,1628.91,19.95,2930.60,0.2505,574.6650,24.0000,36.65,18.54,991.05,0.56,0.52
2024-02-12T12:52:43,80.75,42.93,31.78,1631.64,19.95,2935.48,0.2504,574.4001,24.0000,36.52,18.54,991.04,0.51,0.47
2024-02-12T12:52:48,54.73,29.10,31.69,1634.80,19.95,2941.15,0.2504,574.4540,24.0000,36.51,18.54,991.03,0.54,0.50
2024-02-12T12:52:53,80.75,42.93,31.64,1634.59,19.93,2940.88,0.2503,574.2169,24.0000,36.49,18.53,991.04,0.49,0.46
2024-02-12T12:52:58,55.62,29.57,31.66,1634.34,19.95,2940.56,0.2504,574.2941,24.0000,36.44,18.52,991.04,0.41,0.38
2024-02-12T12:53:03,54.74,29.10,31.59,1635.98,19.96,2943.49,0.2506,574.9214,24.0000,36.28,18.52,991.04,0.45,0.42
2024-02-12T12:53:08,63.69,33.86,31.56,1636.75,19.92,2944.94,0.2506,574.7649,24.0000,36.26,18.51,991.02,0.43,0.40
2024-02-12T12:53:13,72.67,38.63,31.48,1636.33,19.92,2944.28,0.2502,573.8972,24.0000,36.41,18.51,991.05,0.43,0.40
2024-02-12T12:53:18,89.73,47.70,31.55,1635.11,19.90,2942.02,0.2505,574.7280,24.0000,36.56,18.50,991.00,0.42,0.38
2024-02-12T12:53:23,81.65,43.40,31.69,1636.04,19.89,2944.01,0.2507,575.1374,24.0000,36.59,18.49,991.08,0.37,0.34
2024-02-12T12:53:28,89.73,47.70,31.76,1636.50,19.90,2944.80,0.2505,574.7426,24.0000,36.66,18.48,991.03,0.32,0.30
2024-02-12T12:53:33,80.76,42.93,31.80,1637.12,19.89,2945.88,0.2504,574.5647,24.0000,36.83,18.48,991.02,0.26,0.24
2024-02-12T12:53:38,80.76,42.93,31.90,1637.60,19.89,2946.88,0.2503,574.2749,24.0000,36.96,18.47,991.03,0.28,0.26
2024-02-12T12:53:43,98.71,52.47,32.13,1636.61,19.87,2945.10,0.2507,575.2502,24.0000,37.29,18.46,991.00,0.32,0.30
2024-02-12T12:53:48,81.65,43.40,32.45,1635.93,19.89,2944.03,0.2505,574.6741,24.0000,37.70,18.45,991.01,0.33,0.30
2024-02-12T12:53:53,89.74,47.70,32.69,1635.49,19.85,2943.25,0.2505,574.7288,24.0000,37.79,18.45,991.01,0.35,0.32
2024-02-12T12:53:58,73.58,39.11,32.87,1634.79,19.85,2942.06,0.2505,574.6827,24.0000,37.86,18.44,991.00,0.34,0.31
2024-02-12T12:54:03,90.63,48.17,32.95,1634.89,19.85,2942.30,0.2508,575.4231,24.0000,38.10,18.44,991.03,0.33,0.30
2024-02-12T12:54:08,81.66,43.40,33.11,1634.30,19.85,2941.47,0.2508,575.5237,24.0000,38.46,18.43,991.07,0.35,0.33
2024-02-12T12:54:13,81.66,43.40,33.40,1634.09,19.82,2940.99,0.2508,575.3912,24.0000,38.76,18.43,991.04,0.41,0.38
2024-02-12T12:54:18,81.66,43.40,33.69,1633.65,19.83,2940.23,0.2508,575.4489,24.0000,38.90,18.42,991.01,0.48,0.45
2024-02-12T12:54:23,98.73,52.47,33.78,1633.48,19.83,2940.15,0.2504,574.5080,24.0000,38.98,18.41,991.05,0.59,0.55
2024-02-12T12:54:28,115.78,61.53,33.84,1632.92,19.80,2939.09,0.2509,575.8017,24.0000,39.06,18.41,991.04,0.74,0.69
2024-02-12T12:54:33,90.64,48.17,33.85,1631.84,19.82,2937.25,0.2505,574.9136,24.0000,39.03,18.39,991.00,0.78,0.72
2024-02-12T12:54:38,107.72,57.24,33.88,1631.51,19.80,2936.84,0.2507,575.3926,24.0000,39.08,18.39,991.07,0.75,0.69
2024-02-12T12:54:43,81.67,43.40,33.94,1630.83,19.77,2935.54,0.2505,574.9878,24.0000,39.23,18.38,991.00,0.64,0.59
2024-02-12T12:54:48,72.70,38.63,34.02,1629.69,19.77,2933.53,0.2506,575.1242,24.0000,39.33,18.38,991.02,0.63,0.59
2024-02-12T12:54:53,81.67,43.40,34.06,1629.30,19.79,2932.84,0.2505,574.8782,24.0000,39.19,18.38,991.02,0.62,0.58
2024-02-12T12:54:58,73.60,39.11,34.05,1628.30,19.76,2931.15,0.2503,574.4161,24.0000,39.17,18.37,991.03,0.59,0.55
2024-02-12T12:55:03,72.70,38.63,33.99,1628.32,19.77,2931.18,0.2503,574.4400,24.0000,39.21,18.37,991.02,1.34,1.25
2024-02-12T12:55:08,47.58,25.28,33.99,1627.94,19.75,2930.51,0.2503,574.3926,24.0000,39.16,18.36,991.00,1.67,1.55
2024-02-12T12:55:13,72.70,38.63,33.93,1628.37,19.75,2931.33,0.2504,574.6911,24.0000,38.98,18.35,990.98,1.41,1.31
2024-02-12T12:55:18,63.72,33.86,33.82,1628.29,19.73,2931.21,0.2504,574.8007,24.0000,38.96,18.35,990.99,1.16,1.08
2024-02-12T12:55:23,89.77,47.70,33.80,1628.14,19.73,2931.03,0.2501,574.1159,24.0000,38.90,18.34,990.98,0.89,0.82
2024-02-12T12:55:28,46.68,24.80,33.71,1628.35,19.75,2931.51,0.2500,573.8453,24.0000,38.73,18.33,990.98,0.71,0.66
2024-02-12T12:55:33,89.78,47.70,33.59,1627.82,19.75,2930.54,0.2503,574.4616,24.0000,38.67,18.33,990.98,0.57,0.53
2024-02-12T12:55:38,89.78,47.70,33.56,1627.61,19.70,2930.23,0.2501,574.0269,24.0000,38.62,18.33,991.00,0.49,0.46
2024-02-12T12:55:43,90.66,48.17,33.49,1627.49,19.72,2930.04,0.2504,574.6745,24.0000,38.60,18.32,990.97,0.48,0.44
2024-02-12T12:55:48,80.80,42.93,33.49,1627.24,19.73,2929.59,0.2502,574.3067,24.0000,38.52,18.32,990.98,1.05,0.97
2024-02-12T12:55:53,63.73,33.86,33.42,1626.57,19.72,2928.51,0.2502,574.2231,24.0000,38.31,18.31,990.98,1.20,1.11
2024-02-12T12:55:58,63.73,33.86,33.30,1626.52,19.69,2928.47,0.2500,573.8668,24.0000,38.12,18.31,991.00,1.06,0.98
2024-02-12T12:56:03,98.76,52.47,33.07,1626.28,19.68,2928.09,0.2500,573.7648,24.0000,38.01,18.30,990.98,0.87,0.81
2024-02-12T12:56:08,72.72,38.63,32.98,1626.17,19.69,2927.98,0.2500,573.8800,24.0000,38.05,18.29,990.98,0.69,0.64
2024-02-12T12:56:13,63.74,33.86,33.00,1626.15,19.68,2927.92,0.2499,573.5745,24.0000,37.97,18.29,990.97,0.66,0.62
2024-02-12T12:56:18,89.79,47.70,32.91,1625.62,19.68,2927.05,0.2502,574.4273,24.0000,37.83,18.29,991.00,0.58,0.54
2024-02-12T12:56:23,45.80,24.33,32.80,1625.60,19.68,2927.11,0.2503,574.5127,24.0000,37.69,18.28,991.00,0.47,0.44
2024-02-12T12:56:28,71.83,38.16,32.66,1624.57,19.65,2925.15,0.2502,574.4425,24.0000,37.48,18.28,990.96,0.40,0.37
2024-02-12T12:56:33,80.81,42.93,32.50,1625.22,19.64,2926.40,0.2505,574.9885,24.0000,37.29,18.27,990.96,0.46,0.43
2024-02-12T12:56:38,54.78,29.10,32.25,1625.81,19.65,2927.68,0.2502,574.3380,24.0000,37.08,18.26,991.00,0.45,0.42
2024-02-12T12:56:43,80.82,42.93,32.16,1625.91,19.64,2927.93,0.2501,574.1934,24.0000,36.93,18.25,990.99,0.54,0.50
2024-02-12T12:56:48,80.83,42.93,32.01,1625.61,19.65,2927.54,0.2500,574.0235,24.0000,36.92,18.24,991.00,0.61,0.57
2024-02-12T12:56:53,46.69,24.80,32.00,1626.00,19.65,2928.26,0.2502,574.5211,24.0000,36.76,18.24,991.01,0.64,0.60
2024-02-12T12:56:58,63.75,33.86,31.81,1624.57,19.62,2925.81,0.2504,574.8397,24.0000,36.60,18.23,991.02,0.68,0.64
