timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-02-13T00:02:27,61.31,1476.81,19.34,2685.18,0.3807,882.4395,24.0000,5846.88,5052.59,1.23,0.99,91.42,46.10,71.26,17.76,998.90,55.37,29.13
2024-02-13T00:02:32,61.27,1477.23,19.33,2685.96,0.3810,883.3022,24.0000,5863.62,5067.01,1.30,1.05,58.58,29.54,71.20,17.76,998.91,37.52,19.74
2024-02-13T00:02:37,61.19,1477.83,19.33,2687.10,0.3806,882.3502,24.0000,5824.78,5033.36,1.47,1.19,91.42,46.10,71.05,17.76,998.92,46.46,24.44
2024-02-13T00:02:42,61.11,1477.10,19.31,2685.84,0.3810,883.1900,24.0000,5822.13,5030.95,1.61,1.30,77.90,39.28,70.93,17.75,998.91,72.35,38.06
2024-02-13T00:02:47,61.07,1476.47,19.31,2684.63,0.3812,883.6168,24.0000,5849.80,5054.99,1.52,1.22,92.08,46.43,71.05,17.76,998.92,72.35,38.06
2024-02-13T00:02:52,61.18,1476.38,19.30,2684.59,0.3812,883.6800,24.0000,5836.19,5042.97,1.40,1.13,91.43,46.10,71.06,17.75,998.94,72.35,38.06
2024-02-13T00:02:57,61.23,1476.56,19.33,2684.87,0.3807,882.4551,24.0000,5838.86,5045.38,1.26,1.01,84.34,42.53,71.06,17.76,998.95,46.46,24.44
2024-02-13T00:03:02,61.10,1475.68,19.33,2683.25,0.3807,882.4873,24.0000,5888.88,5088.64,1.05,0.85,51.50,25.97,70.92,17.76,998.94,54.50,28.67
2024-02-13T00:03:07,60.94,1475.47,19.31,2682.95,0.3810,883.1629,24.0000,5833.40,5040.57,1.00,0.81,97.87,49.35,70.71,17.75,998.94,90.20,47.45
2024-02-13T00:03:12,60.88,1474.48,19.33,2681.05,0.3817,884.8121,24.0000,5872.15,5074.22,1.12,0.91,97.87,49.35,70.86,17.76,998.94,81.26,42.75
2024-02-13T00:03:17,61.09,1474.93,19.33,2681.84,0.3815,884.3244,24.0000,5841.48,5047.78,1.28,1.03,97.87,49.35,71.19,17.76,998.92,55.37,29.13
2024-02-13T00:03:22,61.22,1475.56,19.33,2682.92,0.3807,882.5824,24.0000,5816.32,5026.15,1.34,1.09,91.42,46.10,71.19,17.77,998.94,46.46,24.44
2024-02-13T00:03:27,61.25,1475.15,19.34,2682.31,0.3806,882.2300,24.0000,5838.89,5045.38,1.45,1.17,71.47,36.04,71.14,17.76,998.96,37.53,19.74
2024-02-13T00:03:32,61.12,1475.21,19.34,2682.34,0.3809,883.0992,24.0000,5835.93,5042.97,1.48,1.21,77.90,39.28,71.08,17.76,998.93,63.41,33.36
2024-02-13T00:03:37,61.12,1474.70,19.33,2681.46,0.3811,883.5228,24.0000,5855.49,5059.80,1.55,1.26,97.23,49.03,71.07,17.77,998.98,55.37,29.13
2024-02-13T00:03:42,61.28,1474.21,19.31,2680.55,0.3812,883.6160,24.0000,5819.27,5028.55,1.63,1.33,104.31,52.60,71.27,17.77,998.97,81.26,42.75
2024-02-13T00:03:47,61.40,1474.87,19.31,2681.76,0.3813,883.9422,24.0000,5822.09,5030.95,1.55,1.27,85.00,42.86,71.32,17.77,998.97,63.42,33.36
2024-02-13T00:03:52,61.33,1474.48,19.31,2681.02,0.3813,884.0257,24.0000,5771.94,4987.69,1.45,1.18,79.19,39.93,71.19,17.77,998.96,80.37,42.28
2024-02-13T00:03:57,61.22,1473.64,19.31,2679.66,0.3811,883.6345,24.0000,5786.25,4999.71,1.47,1.20,79.19,39.93,71.09,17.76,998.99,62.53,32.89
2024-02-13T00:04:02,61.14,1473.37,19.34,2679.12,0.3815,884.3614,24.0000,5802.78,5014.13,1.46,1.19,91.43,46.10,71.11,17.76,998.97,72.35,38.06
2024-02-13T00:04:07,61.22,1472.92,19.31,2678.20,0.3816,884.6353,24.0000,5808.17,5018.94,1.45,1.18,99.16,50.00,71.31,17.77,998.97,71.46,37.59
2024-02-13T00:04:12,61.28,1473.06,19.33,2678.44,0.3811,883.4247,24.0000,5788.63,5002.11,1.36,1.11,85.63,43.18,71.32,17.77,998.96,62.52,32.89
2024-02-13T00:04:17,61.25,1472.74,19.31,2677.91,0.3806,882.2742,24.0000,5847.18,5052.59,1.20,0.98,85.63,43.18,71.18,17.77,998.98,45.57,23.97
2024-02-13T00:04:22,61.16,1472.20,19.31,2677.00,0.3817,885.0104,24.0000,5822.29,5030.95,1.24,1.01,112.05,56.50,71.09,17.76,998.97,72.35,38.06
2024-02-13T00:04:27,61.33,1472.03,19.34,2676.62,0.3820,885.5550,24.0000,5811.00,5021.34,1.21,0.99,111.39,56.17,71.53,17.77,998.98,98.24,51.68
2024-02-13T00:04:32,61.77,1471.82,19.33,2676.26,0.3823,886.3373,24.0000,5808.30,5018.94,1.15,0.94,112.05,56.50,71.90,17.77,998.99,89.31,46.98
2024-02-13T00:04:37,62.08,1472.18,19.33,2676.87,0.3824,886.4111,24.0000,5816.54,5026.15,1.14,0.93,79.19,39.93,72.05,17.77,998.97,45.57,23.97
2024-02-13T00:04:42,62.14,1471.38,19.33,2675.53,0.3822,886.0572,24.0000,5797.28,5009.32,1.19,0.97,99.16,50.00,72.09,17.76,998.98,79.48,41.81
2024-02-13T00:04:47,62.10,1472.06,19.34,2676.65,0.3819,885.2147,24.0000,5797.04,5009.32,1.18,0.96,92.71,46.75,71.94,17.78,999.01,62.52,32.89
2024-02-13T00:04:52,61.88,1471.87,19.33,2676.33,0.3821,885.7487,24.0000,5777.64,4992.50,1.39,1.13,112.05,56.50,71.70,17.78,999.02,70.56,37.12
2024-02-13T00:04:57,61.64,1472.54,19.34,2677.51,0.3818,885.2003,24.0000,5813.69,5023.74,1.54,1.26,66.32,33.44,71.51,17.78,999.00,53.61,28.20
2024-02-13T00:05:02,61.44,1472.15,19.35,2676.89,0.3814,884.2538,24.0000,5791.66,5004.52,1.61,1.32,79.19,39.93,71.27,17.77,999.00,70.56,37.12
2024-02-13T00:05:07,61.20,1472.31,19.34,2677.16,0.3810,883.3086,24.0000,5797.14,5009.32,1.59,1.30,66.32,33.44,70.97,17.78,999.02,70.56,37.12
2024-02-13T00:05:12,60.82,1473.06,19.33,2678.39,0.3812,883.6860,24.0000,5835.81,5042.97,1.53,1.25,72.76,36.69,70.65,17.78,998.98,44.67,23.50
2024-02-13T00:05:17,60.49,1473.05,19.33,2678.58,0.3805,882.1599,24.0000,5827.93,5035.76,1.50,1.23,79.85,40.26,70.29,17.77,999.02,44.67,23.50
2024-02-13T00:05:22,60.22,1472.93,19.30,2678.30,0.3804,881.8576,24.0000,5794.41,5006.92,1.41,1.16,59.87,30.19,69.94,17.77,999.00,79.48,41.81
2024-02-13T00:05:27,60.00,1472.88,19.35,2678.20,0.3799,880.7879,24.0000,5774.91,4990.09,1.39,1.14,73.40,37.01,69.63,17.77,998.99,53.61,28.20
2024-02-13T00:05:32,59.65,1472.30,19.33,2677.19,0.3800,880.8745,24.0000,5772.26,4987.69,1.52,1.24,66.95,33.76,69.23,17.77,999.01,44.67,23.50
2024-02-13T00:05:37,59.37,1472.55,19.34,2677.59,0.3795,879.7229,23.0000,5788.82,5002.11,1.64,1.35,59.87,30.19,68.88,17.76,998.96,44.67,23.50
2024-02-13T00:05:42,59.03,1471.83,19.30,2676.26,0.3793,879.2357,24.0000,5816.58,5026.15,1.54,1.27,53.43,26.94,68.50,17.77,998.98,52.71,27.73
2024-02-13T00:05:47,58.67,1472.18,19.33,2676.91,0.3791,878.7375,24.0000,5786.01,4999.71,1.51,1.24,59.87,30.19,68.11,17.77,998.99,44.67,23.50
2024-02-13T00:05:52,58.38,1471.83,19.31,2676.31,0.3791,878.9691,24.0000,5805.55,5016.53,1.61,1.33,86.29,43.51,67.83,17.77,999.00,61.63,32.42
2024-02-13T00:05:57,58.18,1471.85,19.33,2676.47,0.3790,878.7025,24.0000,5803.04,5014.13,1.95,1.60,86.29,43.51,67.64,17.76,999.01,61.63,32.42
2024-02-13T00:06:02,58.03,1472.93,19.33,2678.39,0.3793,879.2532,24.0000,5822.43,5030.95,1.98,1.62,53.43,26.94,67.59,17.76,999.00,44.67,23.50
2024-02-13T00:06:07,58.00,1473.59,19.35,2679.67,0.3794,879.6903,24.0000,5811.45,5021.34,1.83,1.50,66.96,33.76,67.51,17.76,999.02,70.57,37.12
2024-02-13T00:06:12,57.94,1473.61,19.34,2679.75,0.3792,879.1140,24.0000,5803.21,5014.13,1.79,1.47,53.43,26.94,67.33,17.76,999.04,35.74,18.80
2024-02-13T00:06:17,57.79,1473.62,19.33,2679.79,0.3794,879.5273,24.0000,5825.52,5033.36,1.68,1.37,46.35,23.37,67.08,17.75,999.01,35.74,18.80
2024-02-13T00:06:22,57.60,1473.15,19.33,2678.77,0.3790,878.6537,23.0000,5794.57,5006.92,1.65,1.35,72.77,36.69,66.97,17.76,998.99,53.61,28.20
2024-02-13T00:06:27,57.53,1472.72,19.33,2678.11,0.3793,879.2890,24.0000,5792.07,5004.52,1.61,1.31,66.32,33.44,66.93,17.75,999.00,52.72,27.73
2024-02-13T00:06:32,57.54,1473.10,19.33,2678.92,0.3793,879.3974,24.0000,5792.29,5004.52,1.57,1.28,79.20,39.93,66.90,17.75,999.04,53.61,28.20
2024-02-13T00:06:37,57.49,1473.25,19.33,2679.16,0.3801,881.2155,24.0000,5764.42,4980.48,1.38,1.13,105.62,53.25,67.02,17.75,999.03,71.47,37.59
2024-02-13T00:06:42,57.91,1472.58,19.33,2677.95,0.3799,880.9054,24.0000,5789.47,5002.11,1.28,1.04,104.96,52.92,67.59,17.75,999.04,71.47,37.59
2024-02-13T00:06:47,58.46,1472.57,19.31,2677.82,0.3807,882.5145,24.0000,5772.53,4987.69,1.19,0.96,111.40,56.17,68.09,17.76,999.03,89.31,46.98
2024-02-13T00:06:52,59.07,1472.59,19.34,2677.93,0.3810,883.4012,23.0000,5781.04,4994.90,1.22,0.99,111.41,56.17,68.78,17.76,999.05,80.38,42.28
2024-02-13T00:06:57,59.65,1472.68,19.33,2678.04,0.3817,885.0288,24.0000,5772.60,4987.69,1.42,1.16,91.43,46.10,69.29,17.76,999.04,98.25,51.68
2024-02-13T00:07:02,60.18,1473.10,19.33,2678.90,0.3814,884.3840,24.0000,5781.13,4994.90,1.46,1.18,124.94,62.99,69.84,17.76,999.07,89.32,46.98
2024-02-13T00:07:07,60.55,1472.89,19.33,2678.34,0.3816,884.5969,24.0000,5783.51,4997.31,1.38,1.12,104.95,52.92,70.26,17.78,999.07,80.38,42.28
2024-02-13T00:07:12,60.90,1473.05,19.33,2678.62,0.3812,883.8432,24.0000,5797.42,5009.32,1.25,1.01,92.08,46.43,70.49,17.78,999.07,71.46,37.59
2024-02-13T00:07:17,60.96,1473.10,19.30,2678.69,0.3814,884.1173,24.0000,5802.94,5014.13,1.18,0.96,92.72,46.75,70.53,17.78,999.06,71.46,37.59
2024-02-13T00:07:22,60.93,1472.92,19.34,2678.48,0.3814,884.3740,24.0000,5869.96,5071.81,1.19,0.96,105.61,53.25,70.47,17.77,999.07,88.42,46.51
2024-02-13T00:07:27,60.84,1473.10,19.31,2678.74,0.3821,885.8322,24.0000,5828.06,5035.76,1.30,1.05,105.61,53.25,70.60,17.78,999.08,80.38,42.28
2024-02-13T00:07:32,60.98,1473.41,19.33,2679.24,0.3817,884.8646,24.0000,5800.11,5011.73,1.54,1.24,118.48,59.74,70.90,17.78,999.05,88.42,46.51
2024-02-13T00:07:37,61.13,1473.68,19.33,2679.71,0.3824,886.4496,24.0000,5802.85,5014.13,1.65,1.33,92.72,46.75,70.97,17.78,999.05,71.46,37.59
2024-02-13T00:07:42,61.23,1473.77,19.33,2679.87,0.3821,885.8581,24.0000,5844.59,5050.18,1.71,1.37,99.82,50.33,71.01,17.78,999.05,54.50,28.67
2024-02-13T00:07:47,61.22,1472.88,19.31,2678.23,0.3817,884.9888,24.0000,5838.97,5045.38,1.69,1.36,79.19,39.93,70.92,17.78,999.04,54.50,28.67
2024-02-13T00:07:52,61.16,1473.00,19.31,2678.52,0.3823,886.2602,24.0000,5805.76,5016.53,1.79,1.44,92.72,46.75,70.86,17.78,999.07,79.48,41.81
2024-02-13T00:07:57,61.17,1472.29,19.34,2677.07,0.3823,886.2542,24.0000,5808.19,5018.94,1.84,1.48,98.52,49.68,70.83,17.79,999.04,71.46,37.59
2024-02-13T00:08:02,61.13,1471.91,19.33,2676.47,0.3823,886.2638,24.0000,5827.85,5035.76,1.98,1.59,104.95,52.92,70.96,17.78,999.04,88.42,46.51
2024-02-13T00:08:07,61.20,1471.95,19.34,2676.53,0.3824,886.4122,24.0000,5813.89,5023.74,1.97,1.58,78.55,39.61,71.08,17.79,999.07,62.52,32.89
2024-02-13T00:08:12,61.33,1471.14,19.34,2675.03,0.3820,885.6390,24.0000,5797.17,5009.32,1.98,1.59,105.61,53.25,71.10,17.79,999.06,71.46,37.59
2024-02-13T00:08:17,61.27,1470.90,19.35,2674.62,0.3817,884.9871,24.0000,5791.64,5004.52,1.97,1.58,85.63,43.18,70.98,17.79,999.07,88.41,46.51
2024-02-13T00:08:22,61.13,1470.07,19.35,2673.11,0.3821,885.8621,24.0000,5802.79,5014.13,1.93,1.55,92.08,46.43,70.90,17.79,999.07,54.50,28.67
2024-02-13T00:08:27,61.06,1470.08,19.34,2673.06,0.3825,886.7317,24.0000,5810.99,5021.34,1.84,1.47,99.16,50.00,70.95,17.79,999.05,54.50,28.67
2024-02-13T00:08:32,61.10,1469.97,19.33,2673.05,0.3825,886.8272,24.0000,5816.96,5026.15,1.70,1.36,105.61,53.25,71.02,17.78,999.08,71.46,37.59
2024-02-13T00:08:37,61.19,1470.34,19.34,2673.56,0.3825,886.6349,24.0000,5808.28,5018.94,1.62,1.30,92.08,46.43,71.07,17.79,999.06,71.46,37.59
2024-02-13T00:08:42,61.30,1470.33,19.33,2673.56,0.3821,885.7429,24.0000,5816.62,5026.15,1.49,1.19,79.19,39.93,71.11,17.79,999.06,62.52,32.89
2024-02-13T00:08:47,61.27,1470.54,19.33,2673.95,0.3819,885.4533,24.0000,5799.96,5011.73,1.40,1.12,85.63,43.18,70.98,17.79,999.06,79.48,41.81
2024-02-13T00:08:52,61.17,1470.92,19.31,2674.67,0.3820,885.6469,24.0000,5825.07,5033.36,1.35,1.08,71.48,36.04,70.85,17.79,999.08,88.42,46.51
2024-02-13T00:08:57,61.20,1470.83,19.31,2674.52,0.3825,886.7308,24.0000,5822.32,5030.95,1.29,1.03,85.64,43.18,70.95,17.79,999.08,80.37,42.28
2024-02-13T00:09:02,61.27,1471.02,19.33,2674.71,0.3825,886.6595,24.0000,5835.88,5042.97,1.23,0.98,99.16,50.00,71.16,17.80,999.06,88.41,46.51
2024-02-13T00:09:07,61.33,1471.48,19.34,2675.52,0.3825,886.8087,24.0000,5833.04,5040.57,1.14,0.91,92.71,46.75,71.14,17.80,999.05,79.48,41.81
2024-02-13T00:09:12,61.28,1471.22,19.35,2675.09,0.3822,886.1086,24.0000,5796.99,5009.32,1.24,0.99,86.29,43.51,70.99,17.80,999.06,62.52,32.89
2024-02-13T00:09:17,61.16,1470.52,19.34,2673.87,0.3822,886.0488,24.0000,5822.13,5030.95,1.29,1.03,79.19,39.93,70.88,17.80,999.08,70.56,37.12
2024-02-13T00:09:22,60.98,1471.62,19.35,2675.96,0.3820,885.5455,24.0000,5811.17,5021.34,1.27,1.02,85.64,43.18,70.67,17.79,999.08,79.48,41.81
2024-02-13T00:09:27,60.93,1471.30,19.31,2675.39,0.3826,886.9212,24.0000,5805.66,5016.53,1.21,0.97,99.16,50.00,70.79,17.79,999.09,88.42,46.51
2024-02-13T00:09:32,61.06,1471.00,19.34,2674.74,0.3827,887.2291,24.0000,5833.26,5040.57,1.34,1.08,92.08,46.43,71.03,17.79,999.05,71.46,37.59
2024-02-13T00:09:37,61.28,1470.18,19.31,2673.35,0.3825,886.6454,24.0000,5797.30,5009.32,1.57,1.27,92.08,46.43,71.06,17.79,999.08,96.46,50.74
2024-02-13T00:09:42,61.27,1470.30,19.34,2673.44,0.3825,886.7652,24.0000,5819.30,5028.55,1.61,1.29,66.32,33.44,71.00,17.80,999.07,53.61,28.20
2024-02-13T00:09:47,61.14,1469.98,19.34,2672.89,0.3824,886.3989,24.0000,5833.23,5040.57,1.70,1.37,79.84,40.26,70.84,17.80,999.08,44.67,23.50
2024-02-13T00:09:52,60.88,1469.96,19.34,2672.85,0.3819,885.2838,24.0000,5819.35,5028.55,1.68,1.36,85.63,43.18,70.54,17.80,999.08,79.48,41.81
2024-02-13T00:09:57,60.76,1470.45,19.34,2673.73,0.3825,886.6262,24.0000,5808.19,5018.94,1.59,1.28,86.29,43.51,70.52,17.80,999.08,45.57,23.97
2024-02-13T00:10:02,60.82,1470.09,19.37,2673.15,0.3826,886.9798,24.0000,5855.65,5059.80,1.44,1.16,79.19,39.93,70.66,17.79,999.07,88.42,46.51
2024-02-13T00:10:07,60.80,1470.05,19.35,2673.00,0.3829,887.7326,24.0000,5788.71,5002.11,1.32,1.07,92.71,46.75,70.61,17.81,999.11,71.46,37.59
2024-02-13T00:10:12,60.90,1469.20,19.34,2671.55,0.3824,886.4044,24.0000,5811.16,5021.34,1.20,0.98,99.16,50.00,70.73,17.79,999.08,53.61,28.20
2024-02-13T00:10:17,60.84,1469.06,19.34,2671.17,0.3818,885.1385,24.0000,5822.03,5030.95,1.16,0.94,92.71,46.75,70.60,17.80,999.07,62.52,32.89
2024-02-13T00:10:22,60.78,1469.43,19.35,2671.96,0.3821,885.8823,24.0000,5836.18,5042.97,1.16,0.94,85.00,42.86,70.52,17.80,999.11,62.52,32.89
2024-02-13T00:10:27,60.74,1468.94,19.34,2671.09,0.3826,886.9858,24.0000,5802.85,5014.13,1.26,1.02,79.19,39.93,70.54,17.79,999.08,45.57,23.97
2024-02-13T00:10:32,60.79,1468.74,19.33,2670.70,0.3827,887.1157,24.0000,5827.83,5035.76,1.37,1.12,111.40,56.17,70.62,17.80,999.11,88.42,46.51
2024-02-13T00:10:37,60.91,1468.32,19.33,2669.99,0.3832,888.4011,24.0000,5864.12,5067.01,1.35,1.10,118.48,59.74,70.97,17.80,999.13,97.35,51.21
2024-02-13T00:10:42,61.24,1468.11,19.34,2669.64,0.3831,888.0827,24.0000,5822.47,5030.95,1.37,1.11,85.64,43.18,71.30,17.80,999.14,54.50,28.67
2024-02-13T00:10:47,61.40,1468.76,19.35,2670.78,0.3827,887.2081,24.0000,5839.06,5045.38,1.26,1.03,105.61,53.25,71.29,17.80,999.12,62.52,32.89
2024-02-13T00:10:52,61.39,1468.30,19.35,2669.92,0.3829,887.6229,24.0000,5830.67,5038.17,1.33,1.09,53.43,26.94,71.24,17.80,999.12,61.63,32.42
2024-02-13T00:10:57,61.36,1467.60,19.35,2668.59,0.3822,886.0707,24.0000,5830.56,5038.17,1.50,1.22,79.19,39.93,71.11,17.81,999.13,79.48,41.81
2024-02-13T00:11:02,61.24,1467.93,19.34,2669.28,0.3831,888.1531,23.0000,5811.26,5021.34,1.65,1.35,112.05,56.50,71.00,17.80,999.13,62.52,32.89
2024-02-13T00:11:07,61.29,1468.53,19.34,2670.41,0.3834,888.8554,24.0000,5830.81,5038.17,1.68,1.37,92.08,46.43,71.26,17.80,999.14,80.38,42.28
2024-02-13T00:11:12,61.64,1468.08,19.34,2669.41,0.3834,888.8414,24.0000,5813.72,5023.74,1.51,1.23,79.19,39.93,71.44,17.81,999.11,53.61,28.20
2024-02-13T00:11:17,61.60,1468.68,19.34,2670.63,0.3834,888.8422,24.0000,5819.56,5028.55,1.45,1.18,105.61,53.25,71.41,17.81,999.15,88.42,46.51
2024-02-13T00:11:22,61.50,1469.15,19.33,2671.50,0.3829,887.5814,24.0000,5830.72,5038.17,1.56,1.28,79.19,39.93,71.32,17.80,999.12,88.42,46.51
2024-02-13T00:11:27,61.40,1469.01,19.34,2671.33,0.3833,888.5725,24.0000,5828.12,5035.76,1.51,1.24,92.72,46.75,71.18,17.80,999.16,62.53,32.89
2024-02-13T00:11:32,61.27,1469.37,19.35,2671.84,0.3832,888.2896,24.0000,5825.06,5033.36,1.39,1.15,112.05,56.50,71.12,17.80,999.11,80.37,42.28
2024-02-13T00:11:37,61.39,1469.54,19.37,2672.21,0.3839,889.9835,24.0000,5819.62,5028.55,1.39,1.14,92.08,46.43,71.47,17.80,999.13,80.38,42.28
2024-02-13T00:11:42,61.59,1469.92,19.34,2672.93,0.3837,889.5538,24.0000,5836.35,5042.97,1.42,1.17,105.61,53.25,71.65,17.79,999.10,79.48,41.81
2024-02-13T00:11:47,61.77,1469.06,19.35,2671.35,0.3833,888.5313,24.0000,5791.82,5004.52,1.39,1.14,72.77,36.69,71.70,17.80,999.13,70.57,37.12
2024-02-13T00:11:52,61.74,1468.79,19.35,2670.74,0.3833,888.6319,24.0000,5824.93,5033.36,1.43,1.18,79.19,39.93,71.59,17.81,999.12,70.56,37.12
2024-02-13T00:11:57,61.56,1469.66,19.38,2672.44,0.3834,888.9004,24.0000,5825.21,5033.36,1.38,1.14,85.64,43.18,71.32,17.80,999.13,62.53,32.89
2024-02-13T00:12:02,61.43,1469.36,19.37,2671.87,0.3833,888.6657,24.0000,5833.48,5040.57,1.34,1.11,105.61,53.25,71.30,17.80,999.12,88.42,46.51
2024-02-13T00:12:07,61.49,1468.64,19.33,2670.59,0.3830,887.9828,24.0000,5858.57,5062.20,1.37,1.13,112.05,56.50,71.38,17.80,999.13,79.48,41.81
